"TIME.MI.Open","TIME.MI.High","TIME.MI.Low","TIME.MI.Close","TIME.MI.Volume","TIME.MI.Adjusted","Date"
4.25,4.34000015258789,4.25,4.30000019073486,8463,4.23132705688477,2022-02-02
4.25,4.3600001335144,4.25,4.34999990463257,8088,4.28052806854248,2022-02-03
4.30000019073486,4.34999990463257,4.23999977111816,4.30000019073486,30628,4.23132705688477,2022-02-04
4.25,4.25,4.17000007629395,4.17000007629395,5100,4.10340309143066,2022-02-07
4.19999980926514,4.19999980926514,4.1399998664856,4.1399998664856,2945,4.07388210296631,2022-02-08
4.1399998664856,4.1399998664856,4.1399998664856,4.1399998664856,0,4.07388210296631,2022-02-09
4.23999977111816,4.26000022888184,4.11999988555908,4.17999982833862,4781,4.11324310302734,2022-02-10
4.19999980926514,4.25,4.15000009536743,4.19999980926514,1340,4.13292360305786,2022-02-11
4.09999990463257,4.19999980926514,3.9300000667572,4.09999990463257,6575,4.03452062606812,2022-02-14
4.23999977111816,4.23999977111816,4.23999977111816,4.23999977111816,2951,4.1722846031189,2022-02-15
4.28000020980835,4.28999996185303,4.25,4.28999996185303,7792,4.22148656845093,2022-02-16
4.28999996185303,4.28999996185303,4.26000022888184,4.26000022888184,6350,4.19196557998657,2022-02-17
4.21999979019165,4.30000019073486,4.21999979019165,4.30000019073486,4118,4.23132705688477,2022-02-18
4.25,4.25,4.09999990463257,4.17000007629395,7660,4.10340309143066,2022-02-21
3.96000003814697,4.17000007629395,3.96000003814697,4.07999992370605,3600,4.0148401260376,2022-02-22
4.07999992370605,4.07999992370605,4.07999992370605,4.07999992370605,110000,4.0148401260376,2022-02-23
3.90000009536743,3.98000001907349,3.74000000953674,3.83999991416931,9625,3.77867317199707,2022-02-24
3.99000000953674,3.99000000953674,3.99000000953674,3.99000000953674,235,3.92627763748169,2022-02-25
4,4.01999998092651,3.91000008583069,3.91000008583069,4250,3.84755539894104,2022-02-28
3.91000008583069,3.91000008583069,3.90000009536743,3.90000009536743,1000,3.83771514892578,2022-03-01
4,4.05000019073486,3.80999994277954,4.05000019073486,2950,3.9853196144104,2022-03-02
4.05000019073486,4.05000019073486,4.03999996185303,4.05000019073486,2025,3.9853196144104,2022-03-03
3.90000009536743,3.95000004768372,3.79999995231628,3.95000004768372,4543,3.88691639900208,2022-03-04
3.75999999046326,3.90000009536743,3.75,3.90000009536743,5040,3.83771514892578,2022-03-07
3.90000009536743,4.03999996185303,3.89000010490417,3.89000010490417,9418,3.82787466049194,2022-03-08
3.91000008583069,3.91000008583069,3.91000008583069,3.91000008583069,698,3.84755539894104,2022-03-09
3.92000007629395,4,3.90000009536743,4,6420,3.93611788749695,2022-03-10
4.09000015258789,4.09000015258789,3.91000008583069,4,2704,3.93611788749695,2022-03-11
4.07999992370605,4.07999992370605,3.91000008583069,3.91000008583069,1709,3.84755539894104,2022-03-14
3.89000010490417,3.95000004768372,3.89000010490417,3.9300000667572,331,3.86723589897156,2022-03-15
3.9300000667572,3.9300000667572,3.9300000667572,3.9300000667572,0,3.86723589897156,2022-03-16
3.95000004768372,3.96000003814697,3.92000007629395,3.96000003814697,2377,3.89675664901733,2022-03-17
3.89000010490417,4,3.79999995231628,3.90000009536743,8428,3.83771514892578,2022-03-18
3.90000009536743,3.90000009536743,3.90000009536743,3.90000009536743,0,3.83771514892578,2022-03-21
4,4,4,4,1760,3.93611788749695,2022-03-22
4,4,4,4,4278,3.93611788749695,2022-03-23
4,4,4,4,0,3.93611788749695,2022-03-24
3.96000003814697,3.96000003814697,3.84999990463257,3.86999988555908,4263,3.80819392204285,2022-03-25
3.97000002861023,3.97000002861023,3.97000002861023,3.97000002861023,65,3.90659713745117,2022-03-28
3.97000002861023,4,3.94000005722046,3.94000005722046,5605,3.87707614898682,2022-03-29
4,4.03999996185303,3.94000005722046,4,45975,3.93611788749695,2022-03-30
4,4,3.88000011444092,3.97000002861023,5779,3.90659713745117,2022-03-31
4,4.26000022888184,3.98000001907349,3.98000001907349,5421,3.91643738746643,2022-04-01
4.05999994277954,4.07999992370605,4.05000019073486,4.05999994277954,2450,3.99515962600708,2022-04-04
4,4,4,4,750,3.93611788749695,2022-04-05
4.1100001335144,4.19999980926514,4,4,5957,3.93611788749695,2022-04-06
3.98000001907349,4.19000005722046,3.96000003814697,4.19000005722046,12785,4.12308359146118,2022-04-07
4.1399998664856,4.19000005722046,4.05000019073486,4.19000005722046,16911,4.12308359146118,2022-04-08
4.09999990463257,4.25,4.09999990463257,4.15000009536743,2160,4.08372259140015,2022-04-11
4.19999980926514,4.19999980926514,4.15000009536743,4.15000009536743,510,4.08372259140015,2022-04-12
4.15000009536743,4.15000009536743,4.15000009536743,4.15000009536743,350,4.08372259140015,2022-04-13
4.19999980926514,4.19999980926514,4.07999992370605,4.13000011444092,1078,4.06404161453247,2022-04-14
4.21999979019165,4.21999979019165,4.05999994277954,4.05999994277954,2525,3.99515962600708,2022-04-19
4.19999980926514,4.19999980926514,4.19999980926514,4.19999980926514,50,4.13292360305786,2022-04-20
4.03999996185303,4.21999979019165,4.03999996185303,4.21000003814697,1380,4.1427640914917,2022-04-21
4.09000015258789,4.11999988555908,4.07999992370605,4.11999988555908,2239,4.05420112609863,2022-04-22
4.01999998092651,4.01999998092651,4.01999998092651,4.01999998092651,250,3.95579838752747,2022-04-25
4.19999980926514,4.19999980926514,4.03999996185303,4.03999996185303,2660,3.97547912597656,2022-04-26
4.07999992370605,4.19000005722046,4.03999996185303,4.19000005722046,2471,4.12308359146118,2022-04-27
4.19000005722046,4.19999980926514,4.09999990463257,4.19999980926514,630,4.13292360305786,2022-04-28
4.09999990463257,4.09999990463257,4.09999990463257,4.09999990463257,465,4.03452062606812,2022-04-29
NA,NA,NA,NA,NA,NA,2022-05-02
4.11999988555908,4.25,4.05999994277954,4.23999977111816,2978,4.1722846031189,2022-05-03
4.07999992370605,4.23999977111816,4.07999992370605,4.21999979019165,34549,4.15260410308838,2022-05-04
4.23000001907349,4.23999977111816,4.13000011444092,4.13000011444092,5247,4.06404161453247,2022-05-05
4.15000009536743,4.15000009536743,4,4,6331,3.93611788749695,2022-05-06
4.17999982833862,4.17999982833862,4.17999982833862,4.17999982833862,1039,4.11324310302734,2022-05-09
4.17999982833862,4.17999982833862,4.09999990463257,4.17000007629395,4045,4.10340309143066,2022-05-10
4.09999990463257,4.25,4.05000019073486,4.15000009536743,2435,4.08372259140015,2022-05-11
4.17999982833862,4.17999982833862,4,4.07000017166138,6732,4.00500011444092,2022-05-12
4.15000009536743,4.15999984741211,4.03000020980835,4.15999984741211,1165,4.09356260299683,2022-05-13
4.17999982833862,4.21000003814697,4.1100001335144,4.19999980926514,7586,4.13292360305786,2022-05-16
4.23999977111816,4.23999977111816,4.23000001907349,4.23000001907349,1109,4.16244459152222,2022-05-17
4.17000007629395,4.17000007629395,4.17000007629395,4.17000007629395,50,4.10340309143066,2022-05-18
4.17000007629395,4.17000007629395,4.17000007629395,4.17000007629395,200,4.10340309143066,2022-05-19
4.07000017166138,4.07000017166138,4.07000017166138,4.07000017166138,250,4.00500011444092,2022-05-20
3.96000003814697,4.11999988555908,3.96000003814697,4.11999988555908,1100,4.11999988555908,2022-05-23
4.03999996185303,4.03999996185303,4.03999996185303,4.03999996185303,239,4.03999996185303,2022-05-24
4.03999996185303,4.03999996185303,4.03999996185303,4.03999996185303,0,4.03999996185303,2022-05-25
4.05999994277954,4.17000007629395,4,4.13000011444092,3948,4.13000011444092,2022-05-26
4.21999979019165,4.21999979019165,4.21999979019165,4.21999979019165,1154,4.21999979019165,2022-05-27
4.23999977111816,4.25,4.1100001335144,4.19999980926514,3438,4.19999980926514,2022-05-30
4.13000011444092,4.25,4.1100001335144,4.19999980926514,2936,4.19999980926514,2022-05-31
4.19999980926514,4.19999980926514,4.15000009536743,4.19999980926514,1165,4.19999980926514,2022-06-01
4.23999977111816,4.23999977111816,4.05999994277954,4.17000007629395,2025,4.17000007629395,2022-06-02
4.19000005722046,4.19000005722046,4.19000005722046,4.19000005722046,678,4.19000005722046,2022-06-03
4.15000009536743,4.19999980926514,4.15000009536743,4.19999980926514,1382,4.19999980926514,2022-06-06
4.21999979019165,4.23000001907349,4.21999979019165,4.23000001907349,1724,4.23000001907349,2022-06-07
4.15999984741211,4.21999979019165,4.15999984741211,4.21999979019165,982,4.21999979019165,2022-06-08
4.21999979019165,4.23999977111816,4.19999980926514,4.19999980926514,1763,4.19999980926514,2022-06-09
4.19999980926514,4.23999977111816,4.1399998664856,4.23999977111816,12708,4.23999977111816,2022-06-10
4.05000019073486,4.23999977111816,4.05000019073486,4.23999977111816,2930,4.23999977111816,2022-06-13
4.19999980926514,4.19999980926514,4.09999990463257,4.19000005722046,1154,4.19000005722046,2022-06-14
4.23999977111816,4.23999977111816,4.19999980926514,4.23999977111816,1177,4.23999977111816,2022-06-15
4.25,4.25,4.09999990463257,4.17000007629395,9031,4.17000007629395,2022-06-16
4.07999992370605,4.17000007629395,4.07999992370605,4.07999992370605,824,4.07999992370605,2022-06-17
4.17999982833862,4.17999982833862,4.05999994277954,4.15999984741211,34503,4.15999984741211,2022-06-20
4.23000001907349,4.23000001907349,4.09000015258789,4.23000001907349,1804,4.23000001907349,2022-06-21
4.23999977111816,4.23999977111816,4.19999980926514,4.23999977111816,2609,4.23999977111816,2022-06-22
4.11999988555908,4.21999979019165,4.09999990463257,4.21999979019165,2699,4.21999979019165,2022-06-23
4.09999990463257,4.23999977111816,4.09000015258789,4.23999977111816,2173,4.23999977111816,2022-06-24
4.25,4.3600001335144,4.25,4.3600001335144,3562,4.3600001335144,2022-06-27
4.3600001335144,4.3600001335144,4.32999992370605,4.32999992370605,1942,4.32999992370605,2022-06-28
4.30999994277954,4.48999977111816,4.30999994277954,4.40000009536743,11135,4.40000009536743,2022-06-29
4.40000009536743,4.40000009536743,4.1100001335144,4.40000009536743,5534,4.40000009536743,2022-06-30
4.25,4.38000011444092,4.25,4.38000011444092,4789,4.38000011444092,2022-07-01
4.38000011444092,4.40000009536743,4.38000011444092,4.40000009536743,2255,4.40000009536743,2022-07-04
4.30000019073486,4.3899998664856,4.30000019073486,4.3600001335144,5318,4.3600001335144,2022-07-05
4.3899998664856,4.3899998664856,4.25,4.30000019073486,33002,4.30000019073486,2022-07-06
4.30000019073486,4.3600001335144,4.30000019073486,4.3600001335144,3715,4.3600001335144,2022-07-07
4.3600001335144,4.3600001335144,4.30000019073486,4.34000015258789,9575,4.34000015258789,2022-07-08
4.34999990463257,4.34999990463257,4.34999990463257,4.34999990463257,12046,4.34999990463257,2022-07-11
4.32999992370605,4.38000011444092,4.32000017166138,4.38000011444092,2998,4.38000011444092,2022-07-12
4.34999990463257,4.40000009536743,4.34999990463257,4.40000009536743,2486,4.40000009536743,2022-07-13
4.34000015258789,4.40000009536743,4.30000019073486,4.30000019073486,5966,4.30000019073486,2022-07-14
4.34999990463257,4.38000011444092,4.30000019073486,4.3600001335144,5551,4.3600001335144,2022-07-15
4.3600001335144,4.40999984741211,4.3600001335144,4.40000009536743,3349,4.40000009536743,2022-07-18
4.40000009536743,4.40000009536743,4.3600001335144,4.40000009536743,2021,4.40000009536743,2022-07-19
4.40000009536743,4.40999984741211,4.40000009536743,4.40999984741211,2284,4.40999984741211,2022-07-20
4.40000009536743,4.40999984741211,4.40000009536743,4.40999984741211,2080,4.40999984741211,2022-07-21
4.40999984741211,4.40999984741211,4.3600001335144,4.36999988555908,6222,4.36999988555908,2022-07-22
4.40999984741211,4.40999984741211,4.30999994277954,4.30999994277954,7392,4.30999994277954,2022-07-25
4.32000017166138,4.38000011444092,4.28000020980835,4.38000011444092,12630,4.38000011444092,2022-07-26
4.40000009536743,4.53000020980835,4.34000015258789,4.38000011444092,45378,4.38000011444092,2022-07-27
4.40000009536743,4.40000009536743,4.30000019073486,4.3600001335144,2642,4.3600001335144,2022-07-28
4.42000007629395,4.59999990463257,4.30000019073486,4.55999994277954,47308,4.55999994277954,2022-07-29
4.51000022888184,4.55999994277954,4.5,4.53000020980835,8429,4.53000020980835,2022-08-01
4.53999996185303,4.53999996185303,4.5,4.53999996185303,19472,4.53999996185303,2022-08-02
4.55000019073486,4.59999990463257,4.51999998092651,4.59000015258789,28699,4.59000015258789,2022-08-03
4.67999982833862,4.69000005722046,4.55000019073486,4.65000009536743,7375,4.65000009536743,2022-08-04
4.69000005722046,4.8899998664856,4.67000007629395,4.67000007629395,17657,4.67000007629395,2022-08-05
4.67000007629395,4.78999996185303,4.65999984741211,4.78999996185303,10584,4.78999996185303,2022-08-08
4.71000003814697,4.78000020980835,4.65000009536743,4.69000005722046,15529,4.69000005722046,2022-08-09
4.71999979019165,4.78000020980835,4.69000005722046,4.78000020980835,7307,4.78000020980835,2022-08-10
4.80000019073486,4.84999990463257,4.78000020980835,4.80999994277954,4879,4.80999994277954,2022-08-11
4.80999994277954,4.82000017166138,4.69000005722046,4.76999998092651,6359,4.76999998092651,2022-08-12
4.76999998092651,4.82000017166138,4.75,4.82000017166138,4089,4.82000017166138,2022-08-16
4.71999979019165,4.84000015258789,4.51000022888184,4.57999992370605,11434,4.57999992370605,2022-08-17
4.63000011444092,4.65999984741211,4.61999988555908,4.65999984741211,4554,4.65999984741211,2022-08-18
4.55999994277954,4.73000001907349,4.55000019073486,4.73000001907349,5837,4.73000001907349,2022-08-19
4.55999994277954,4.73000001907349,4.55999994277954,4.73000001907349,5622,4.73000001907349,2022-08-22
4.73000001907349,4.80000019073486,4.73000001907349,4.80000019073486,4631,4.80000019073486,2022-08-23
4.78999996185303,4.80000019073486,4.69999980926514,4.80000019073486,4612,4.80000019073486,2022-08-24
4.80000019073486,4.94999980926514,4.69999980926514,4.92000007629395,25552,4.92000007629395,2022-08-25
4.94000005722046,4.94000005722046,4.84000015258789,4.90000009536743,1038,4.90000009536743,2022-08-26
4.90000009536743,4.90000009536743,4.73999977111816,4.90000009536743,7424,4.90000009536743,2022-08-29
4.88000011444092,4.90999984741211,4.84999990463257,4.90999984741211,9620,4.90999984741211,2022-08-30
4.8600001335144,4.90000009536743,4.84999990463257,4.90000009536743,4700,4.90000009536743,2022-08-31
4.84999990463257,4.84999990463257,4.73999977111816,4.80999994277954,10265,4.80999994277954,2022-09-01
4.76000022888184,4.88000011444092,4.76000022888184,4.76999998092651,1065,4.76999998092651,2022-09-02
4.69000005722046,4.69000005722046,4.65000009536743,4.67999982833862,3199,4.67999982833862,2022-09-05
4.63000011444092,4.71999979019165,4.63000011444092,4.71999979019165,690,4.71999979019165,2022-09-06
4.69000005722046,4.69999980926514,4.65999984741211,4.69999980926514,5032,4.69999980926514,2022-09-07
4.71000003814697,4.73999977111816,4.59999990463257,4.69999980926514,3337,4.69999980926514,2022-09-08
4.6100001335144,4.75,4.59999990463257,4.75,3439,4.75,2022-09-09
4.75,4.75,4.75,4.75,2019,4.75,2022-09-12
