"MONC.MI.Open","MONC.MI.High","MONC.MI.Low","MONC.MI.Close","MONC.MI.Volume","MONC.MI.Adjusted","Date"
34.8600006103516,35.2999992370605,34.3499984741211,34.5,1559647,31.8217620849609,2020-03-03
34.5200004577637,35.5299987792969,34.1300010681152,35,1434536,32.2829475402832,2020-03-04
35.0900001525879,35.0999984741211,34.189998626709,34.25,1294940,31.5911674499512,2020-03-05
33.5,33.9099998474121,33.1100006103516,33.7200012207031,1792726,31.1023139953613,2020-03-06
31.1200008392334,32,28.7000007629395,30.5200004577637,3525053,28.1507301330566,2020-03-09
30.8400001525879,31.75,30.0900001525879,30.1399993896484,2527356,27.8002300262451,2020-03-10
30.2800006866455,30.4500007629395,28.5,29.3600006103516,2855782,27.0807838439941,2020-03-11
27.8799991607666,28.3400001525879,25.8899993896484,26,3728488,23.981616973877,2020-03-12
27.3299999237061,30.8700008392334,26.3799991607666,29.7000007629395,4220010,27.3943901062012,2020-03-13
27.5,28.3400001525879,25.9500007629395,27.3899993896484,2828873,25.2637119293213,2020-03-16
30.7999992370605,30.8899993896484,26.9200000762939,27,2347886,24.9039878845215,2020-03-17
26.5400009155273,28.1100006103516,26.3799991607666,27.5,1498814,25.3651733398438,2020-03-18
28,28.4500007629395,26.5599994659424,27.0200004577637,1337074,24.922435760498,2020-03-19
28.3600006103516,29.9699993133545,26.7999992370605,29.2700004577637,2999294,26.9977703094482,2020-03-20
27.8099994659424,30,27.7999992370605,28.6000003814697,1307772,26.3797817230225,2020-03-23
29.7900009155273,32.4500007629395,29.7700004577637,32.4500007629395,1783984,29.9309043884277,2020-03-24
33.9099998474121,35.4000015258789,31.3999996185303,34.0999984741211,1666454,31.4528160095215,2020-03-25
33.2700004577637,34.4599990844727,32.9099998474121,34.4000015258789,1321681,31.7295322418213,2020-03-26
33.560001373291,33.9799995422363,32.810001373291,33.1300010681152,901516,30.5581188201904,2020-03-27
33.1300010681152,34.060001373291,32.0400009155273,34,964218,31.3605785369873,2020-03-30
33.8899993896484,34.1699981689453,32.8800010681152,33.2900009155273,1159294,30.7056980133057,2020-03-31
32.2200012207031,33.1399993896484,32.1500015258789,32.3899993896484,802534,29.8755626678467,2020-04-01
32.2400016784668,32.4099998474121,31.5499992370605,32,680782,29.5158386230469,2020-04-02
31.6000003814697,32.1399993896484,30.8299999237061,31.1000003814697,752004,28.6857051849365,2020-04-03
31.5699996948242,33.5,31.5,33.25,814010,30.6687984466553,2020-04-06
34.6399993896484,35,32.7299995422363,33,1199533,30.43821144104,2020-04-07
32.6699981689453,33.4300003051758,32.060001373291,32.6399993896484,638911,30.1061553955078,2020-04-08
32.9000015258789,33.6500015258789,32.7000007629395,32.8499984741211,604539,30.2998504638672,2020-04-09
33,34.4599990844727,32.9900016784668,33.7000007629395,830697,31.0838661193848,2020-04-14
34.2000007629395,35.7799987792969,33.2000007629395,33.2099990844727,1565453,30.6319046020508,2020-04-15
33.4099998474121,34.7400016784668,32.5099983215332,32.8499984741211,854571,30.2998504638672,2020-04-16
34,34.9700012207031,33.9099998474121,34.5200004577637,943023,31.8402156829834,2020-04-17
34.7900009155273,35.5200004577637,33.8300018310547,35.25,660267,32.513542175293,2020-04-20
34.7099990844727,35.1800003051758,33.6699981689453,34,795448,31.3605785369873,2020-04-21
33.939998626709,34.2999992370605,33.2200012207031,33.4900016784668,522195,30.8901710510254,2020-04-22
34,34.5999984741211,32.7700004577637,33.1500015258789,731600,30.5765647888184,2020-04-23
32.2000007629395,33.2900009155273,32,32.5800018310547,548993,30.050817489624,2020-04-24
33.0800018310547,34.4000015258789,32.7799987792969,34.1599998474121,676509,31.5081539154053,2020-04-27
34.060001373291,34.8800010681152,33.8699989318848,34.4500007629395,596149,31.7756462097168,2020-04-28
34.2299995422363,34.7200012207031,33.7099990844727,34.6800003051758,578868,31.98779296875,2020-04-29
34.8600006103516,35.1800003051758,33.9700012207031,34.2999992370605,886071,31.6372871398926,2020-04-30
33.7000007629395,34.1699981689453,32.4900016784668,32.8199996948242,691332,30.2721824645996,2020-05-04
33.0999984741211,33.6500015258789,32.9900016784668,33.3600006103516,328634,30.770263671875,2020-05-05
33.439998626709,33.5900001525879,32.3300018310547,32.4300003051758,561855,29.9124584197998,2020-05-06
32.0099983215332,33.6800003051758,32,33.2900009155273,1188345,30.7056980133057,2020-05-07
33.689998626709,33.9500007629395,32.6100006103516,32.7799987792969,516266,30.2352848052979,2020-05-08
32.810001373291,33.5,31.8400001525879,32.2900009155273,939635,29.7833271026611,2020-05-11
32.189998626709,33.4000015258789,32.0800018310547,32.7700004577637,804603,30.2260646820068,2020-05-12
32.7700004577637,33.0900001525879,31.8400001525879,31.8899993896484,621457,29.414379119873,2020-05-13
31.5100002288818,32,30.2999992370605,31.1200008392334,567764,28.7041530609131,2020-05-14
31.25,31.7800006866455,30.6399993896484,31.0300006866455,527888,28.6211414337158,2020-05-15
31.4300003051758,32.7599983215332,31.4099998474121,32.7000007629395,656885,30.1614971160889,2020-05-18
33,33.1399993896484,31.7000007629395,32.2400016784668,1221561,29.7372093200684,2020-05-19
32.1300010681152,32.6399993896484,31.7399997711182,32.3800010681152,712773,29.866340637207,2020-05-20
31.8999996185303,32.6199989318848,31.3700008392334,31.8899993896484,769259,29.414379119873,2020-05-21
31.1000003814697,31.5,30.6499996185303,31.2299995422363,1010680,28.8056125640869,2020-05-22
31.3500003814697,31.8400001525879,30.9400005340576,31.8400001525879,781900,29.368257522583,2020-05-25
32.1100006103516,33.6599998474121,31.8999996185303,33.3899993896484,1107671,30.7979335784912,2020-05-26
33.5099983215332,33.6300010681152,32.4199981689453,32.9500007629395,791926,30.3920936584473,2020-05-27
33.2099990844727,34.9300003051758,33.060001373291,34.8699989318848,1316171,32.1630401611328,2020-05-28
34.1800003051758,34.4799995422363,33.4500007629395,33.4500007629395,2062579,30.8532791137695,2020-05-29
34.0499992370605,34.5,32.7000007629395,33.689998626709,713925,31.0746440887451,2020-06-01
33.9300003051758,34.9500007629395,33.8600006103516,34.6800003051758,1028412,31.98779296875,2020-06-02
34.7200012207031,35.0499992370605,34.1500015258789,34.9700012207031,1026638,32.2552795410156,2020-06-03
34.939998626709,35.2200012207031,34.1100006103516,34.5800018310547,863955,31.8955554962158,2020-06-04
34.7000007629395,35.7700004577637,34.5499992370605,35.7000007629395,1251038,32.9286079406738,2020-06-05
35.1500015258789,35.3899993896484,34.5299987792969,34.7299995422363,1136308,32.0339126586914,2020-06-08
34.5999984741211,34.9199981689453,33.8600006103516,34.1599998474121,889828,31.5081539154053,2020-06-09
34.5,35.6199989318848,34.4300003051758,35.4000015258789,1456634,32.6518936157227,2020-06-10
34.7799987792969,35.0499992370605,33.5099983215332,33.6500015258789,1147152,31.037748336792,2020-06-11
33.439998626709,34.6399993896484,33.25,34.0200004577637,764504,31.3790283203125,2020-06-12
33.2200012207031,34.060001373291,32.4599990844727,33.8699989318848,1036556,31.2406711578369,2020-06-15
34.75,34.9799995422363,33.9500007629395,34.6599998474121,891042,31.9693431854248,2020-06-16
34.5999984741211,35.4500007629395,34.5,35.0999984741211,764632,32.3751907348633,2020-06-17
35.0299987792969,35.3499984741211,34.7599983215332,35.1399993896484,698680,32.4120788574219,2020-06-18
35.2999992370605,35.560001373291,34.9900016784668,35.2299995422363,1177999,32.4950942993164,2020-06-19
34.7999992370605,35.5200004577637,34.5999984741211,35.5200004577637,629000,32.762580871582,2020-06-22
35.5,35.8400001525879,35.0499992370605,35.8400001525879,1106671,33.0577392578125,2020-06-23
35.3600006103516,35.6800003051758,34.5999984741211,34.7900009155273,1094459,32.0892524719238,2020-06-24
34.5,34.6199989318848,33.689998626709,34.3899993896484,1051485,31.7203044891357,2020-06-25
34.6699981689453,35.5400009155273,34.2299995422363,34.2999992370605,852356,31.6372871398926,2020-06-26
34.060001373291,35,34.0299987792969,34.8300018310547,576778,32.126148223877,2020-06-29
34.8400001525879,35.3600006103516,33.9900016784668,34.0400009155273,840353,31.3974704742432,2020-06-30
34.0400009155273,34.7999992370605,33.1599998474121,34.2599983215332,897900,31.6003952026367,2020-07-01
34.5,34.9500007629395,34.2999992370605,34.6399993896484,671159,31.9508972167969,2020-07-02
34.2599983215332,34.3800010681152,33.6300010681152,33.8899993896484,688704,31.2591190338135,2020-07-03
34.5,34.6800003051758,33.8899993896484,34.1599998474121,455854,31.5081539154053,2020-07-06
34.2099990844727,35.189998626709,34.0699996948242,34.8199996948242,726482,32.1169204711914,2020-07-07
34.7000007629395,34.8800010681152,34.0099983215332,34.5099983215332,523660,31.8309841156006,2020-07-08
34.6599998474121,35.0400009155273,34.1599998474121,34.1599998474121,594488,31.5081539154053,2020-07-09
33.8400001525879,34.3800010681152,33.7700004577637,34.1599998474121,475182,31.5081539154053,2020-07-10
34.6800003051758,34.6800003051758,33.939998626709,34.6500015258789,494968,31.9601211547852,2020-07-13
34.310001373291,34.4000015258789,33.4799995422363,34.1399993896484,801600,31.4897079467773,2020-07-14
34.2000007629395,34.7900009155273,33.8899993896484,34.5800018310547,836843,31.8955554962158,2020-07-15
34.3600006103516,34.5400009155273,33.9900016784668,33.9900016784668,921541,31.3513565063477,2020-07-16
33.9199981689453,33.9900016784668,33.0400009155273,33.2299995422363,1032463,30.6503505706787,2020-07-17
33.2999992370605,33.7599983215332,33.1500015258789,33.6800003051758,795795,31.0654220581055,2020-07-20
33.9199981689453,35.2599983215332,33.9000015258789,34.5,1491319,31.8217620849609,2020-07-21
34.3699989318848,34.4799995422363,33.2999992370605,33.5900001525879,787043,30.9824085235596,2020-07-22
33.8699989318848,34.2400016784668,33.5200004577637,34.1399993896484,841996,31.4897079467773,2020-07-23
33.5800018310547,33.939998626709,33.5099983215332,33.6199989318848,632853,31.0100746154785,2020-07-24
33.5999984741211,34.6800003051758,33.5999984741211,34.4000015258789,996975,31.7295322418213,2020-07-27
33.6500015258789,33.8199996948242,32.5200004577637,32.8899993896484,1732469,30.3367481231689,2020-07-28
32.8899993896484,33.3600006103516,32.7099990844727,33.2000007629395,686920,30.6226825714111,2020-07-29
33.1399993896484,33.5200004577637,32.8199996948242,33.1699981689453,951695,30.5950088500977,2020-07-30
33.0400009155273,33.310001373291,32.4700012207031,32.5999984741211,521076,30.0692596435547,2020-07-31
32.5499992370605,33.1199989318848,32,32.6300010681152,711512,30.0969352722168,2020-08-03
32.9500007629395,32.9500007629395,31.7000007629395,31.8999996185303,856225,29.4236011505127,2020-08-04
32.0699996948242,32.5900001525879,31.8899993896484,32.3800010681152,768051,29.866340637207,2020-08-05
32.2200012207031,32.3300018310547,31.7600002288818,32.0699996948242,1018271,29.5804023742676,2020-08-06
32.0299987792969,32.5200004577637,31.6000003814697,32.2799987792969,483869,29.7741012573242,2020-08-07
32.439998626709,32.439998626709,31.7700004577637,31.9699993133545,376907,29.4881687164307,2020-08-10
32.3300018310547,33,32.2000007629395,32.7000007629395,960546,30.1614971160889,2020-08-11
32.6599998474121,33.8899993896484,32.6500015258789,33.8899993896484,814774,31.2591190338135,2020-08-12
33.8300018310547,34.0800018310547,33.4799995422363,33.4799995422363,506274,30.8809471130371,2020-08-13
33.2200012207031,33.7799987792969,32.6699981689453,32.8800010681152,689163,30.3275241851807,2020-08-14
32.9199981689453,33.5900001525879,32.8499984741211,32.9500007629395,432772,30.3920936584473,2020-08-17
32.7200012207031,33.0499992370605,32.2599983215332,32.6100006103516,547554,30.0784873962402,2020-08-18
32.6500015258789,33.060001373291,32.189998626709,32.2299995422363,558791,29.7279853820801,2020-08-19
31.9599990844727,32.2900009155273,31.6299991607666,32.0200004577637,507381,29.5342864990234,2020-08-20
32.1599998474121,32.1599998474121,31.2199993133545,32.0400009155273,514051,29.552734375,2020-08-21
32.2999992370605,32.7099990844727,32.25,32.3699989318848,425103,29.8571147918701,2020-08-24
32.5,33.0299987792969,32.5,32.5299987792969,431009,30.0046939849854,2020-08-25
32.5200004577637,33.189998626709,32.4199981689453,33.1599998474121,424634,30.585786819458,2020-08-26
32.9900016784668,33.1100006103516,32.5400009155273,32.6199989318848,685213,30.0877056121826,2020-08-27
32.6199989318848,32.9300003051758,32.1399993896484,32.4000015258789,604336,29.884786605835,2020-08-28
32.75,33.3199996948242,32.4000015258789,32.4500007629395,726215,29.9309043884277,2020-08-31
32.6800003051758,32.9300003051758,32.0800018310547,32.4799995422363,560790,29.9585742950439,2020-09-01
32.8499984741211,34.3400001525879,32.7400016784668,33.4799995422363,1548768,30.8809471130371,2020-09-02
33.9799995422363,34.3499984741211,33.1800003051758,33.3899993896484,940955,30.7979335784912,2020-09-03
33.0099983215332,34.2799987792969,33.0099983215332,33.7700004577637,793607,31.1484355926514,2020-09-04
34.060001373291,34.7999992370605,33.8800010681152,34.4700012207031,689525,31.794095993042,2020-09-07
34.689998626709,34.8400001525879,33.5,34.2000007629395,796561,31.5450496673584,2020-09-08
34.2000007629395,34.6300010681152,33.5900001525879,34.4700012207031,988286,31.794095993042,2020-09-09
34.3800010681152,34.5200004577637,34.0299987792969,34.310001373291,612049,31.646520614624,2020-09-10
34.3300018310547,35.0999984741211,34.2999992370605,34.8899993896484,816452,32.1814918518066,2020-09-11
35.2000007629395,35.4300003051758,34.939998626709,35.2099990844727,701870,32.4766426086426,2020-09-14
35.2099990844727,37.1300010681152,35.2099990844727,36.7400016784668,1499655,33.8878746032715,2020-09-15
36.9799995422363,38.3199996948242,36.9099998474121,37.9300003051758,1409488,34.9854927062988,2020-09-16
37.4599990844727,37.8400001525879,37.2099990844727,37.2200012207031,648519,34.3306121826172,2020-09-17
36.9599990844727,37.189998626709,36.25,36.5,1511426,33.66650390625,2020-09-18
36.25,36.5499992370605,34.8499984741211,35.0699996948242,872003,32.3475151062012,2020-09-21
35.4599990844727,35.4599990844727,34.4099998474121,34.5200004577637,665853,31.8402156829834,2020-09-22
34.8699989318848,35.810001373291,34.7700004577637,35.2000007629395,785429,32.4674224853516,2020-09-23
34.7999992370605,35.4000015258789,34.560001373291,35.2000007629395,694255,32.4674224853516,2020-09-24
35.3899993896484,35.3899993896484,34.2700004577637,34.7400016784668,608760,32.0431327819824,2020-09-25
35.2299995422363,35.3400001525879,34.7200012207031,35.1800003051758,518246,32.4489784240723,2020-09-28
35.1300010681152,35.3699989318848,34.7000007629395,35.0499992370605,439769,32.3290634155273,2020-09-29
34.8199996948242,35.189998626709,34.5400009155273,34.9799995422363,650235,32.2644996643066,2020-09-30
35.2599983215332,35.9199981689453,35.2000007629395,35.6100006103516,604471,32.8455924987793,2020-10-01
35.2900009155273,35.5900001525879,34.9599990844727,35.4700012207031,510994,32.7164611816406,2020-10-02
35.7799987792969,36.7400016784668,35.5900001525879,36.1699981689453,839946,33.362117767334,2020-10-05
36.4300003051758,36.8300018310547,36.1100006103516,36.4300003051758,635833,33.601936340332,2020-10-06
36.3800010681152,37.1300010681152,36.3400001525879,36.7000007629395,699032,33.8509788513184,2020-10-07
36.7999992370605,36.8400001525879,35.7799987792969,36.0200004577637,835340,33.2237663269043,2020-10-08
35.939998626709,36.7200012207031,35.7799987792969,36.3899993896484,695087,33.5650444030762,2020-10-09
36.560001373291,37.25,36.5400009155273,36.9599990844727,641074,34.0907936096191,2020-10-12
36.810001373291,36.8600006103516,36.310001373291,36.7900009155273,513014,33.9339904785156,2020-10-13
36.8300018310547,37.310001373291,36.4700012207031,36.9000015258789,602201,34.0354537963867,2020-10-14
36.4599990844727,36.810001373291,35.0299987792969,35.3499984741211,1078936,32.6057739257812,2020-10-15
36,37.1300010681152,36,36.7999992370605,1280510,33.9432106018066,2020-10-16
36.8499984741211,37.2099990844727,36.5999984741211,36.7400016784668,487502,33.8878746032715,2020-10-19
36.7400016784668,37.9900016784668,36.7299995422363,37.8899993896484,956555,34.9485969543457,2020-10-20
37.9000015258789,37.9500007629395,37.4099998474121,37.4300003051758,941124,34.5243110656738,2020-10-21
37.4000015258789,37.7000007629395,36.6699981689453,37.2999992370605,742979,34.4043998718262,2020-10-22
37.7700004577637,39.1100006103516,37.4799995422363,38.939998626709,1643016,35.9170837402344,2020-10-23
38.4900016784668,38.7000007629395,36.7700004577637,36.9000015258789,1320002,34.0354537963867,2020-10-26
37.439998626709,37.439998626709,36.5999984741211,37,895873,34.1276893615723,2020-10-27
36.2099990844727,36.8400001525879,34.689998626709,34.9000015258789,1375490,32.1907119750977,2020-10-28
35,35.2200012207031,33.8899993896484,34.1300010681152,980556,31.4804859161377,2020-10-29
33.6399993896484,34.4199981689453,33.3300018310547,34.3600006103516,684958,31.6926364898682,2020-10-30
34.4300003051758,35.2700004577637,34.0200004577637,35.1199989318848,708133,32.3936309814453,2020-11-02
35.2900009155273,36.0800018310547,35.1199989318848,36,837191,33.2053184509277,2020-11-03
35.5,36.3699989318848,35.3199996948242,36.3699989318848,1092932,33.5465927124023,2020-11-04
36.6300010681152,37.939998626709,36.5400009155273,37.8199996948242,1181186,34.8840293884277,2020-11-05
37.310001373291,37.8300018310547,36.9199981689453,37.5499992370605,568472,34.6349945068359,2020-11-06
38.0400009155273,40.3499984741211,37.9199981689453,39.6800003051758,1940190,36.5996398925781,2020-11-09
39.3800010681152,40.0299987792969,38.7999992370605,39.7099990844727,1206949,36.6273078918457,2020-11-10
39.4099998474121,40.6199989318848,39.4099998474121,40.4900016784668,882600,37.3467597961426,2020-11-11
39.939998626709,40.6399993896484,39.689998626709,39.689998626709,712135,36.6088638305664,2020-11-12
39.5699996948242,40.0699996948242,39.310001373291,39.810001373291,525261,36.7195510864258,2020-11-13
40.25,41.25,40.0200004577637,41.0800018310547,944829,37.8909645080566,2020-11-16
40.8600006103516,41.5800018310547,40.8499984741211,41.060001373291,651551,37.8725090026855,2020-11-17
40.9700012207031,41.3400001525879,40.3699989318848,40.7799987792969,793611,37.6142425537109,2020-11-18
40.2799987792969,41.1500015258789,40.2000007629395,40.5999984741211,559053,37.4482154846191,2020-11-19
40.5800018310547,41.2999992370605,40.560001373291,41.1599998474121,591395,37.9647483825684,2020-11-20
41.5,42.2000007629395,41.3899993896484,41.689998626709,790759,38.4536018371582,2020-11-23
42.1300010681152,42.6399993896484,41.6800003051758,41.9700012207031,1327910,38.7118721008301,2020-11-24
42.0999984741211,42.5,41.8300018310547,41.9000015258789,873250,38.6473045349121,2020-11-25
42,42,41.0200004577637,41.4599990844727,617185,38.2414512634277,2020-11-26
41.4700012207031,41.560001373291,40.9199981689453,41.0099983215332,659023,37.8263893127441,2020-11-27
40.6800003051758,41.4000015258789,40.6699981689453,41.1599998474121,1151207,37.9647483825684,2020-11-30
41.439998626709,41.5800018310547,41.060001373291,41.0900001525879,363163,37.9001770019531,2020-12-01
40.8400001525879,41.9700012207031,40.8400001525879,41.7099990844727,707344,38.4720497131348,2020-12-02
41.7099990844727,42.7799987792969,41.7099990844727,42.5900001525879,934680,39.2837333679199,2020-12-03
42.3400001525879,43.3300018310547,42.2400016784668,43.2000007629395,930793,39.8463821411133,2020-12-04
42.1300010681152,46,42.1300010681152,44,2134898,40.5842742919922,2020-12-07
44,45.0699996948242,44,44.9000015258789,1092806,41.4144134521484,2020-12-08
45.4500007629395,46.9700012207031,45.0099983215332,46.6100006103516,1623869,42.9916648864746,2020-12-09
46.9000015258789,46.9500007629395,46.0699996948242,46.4599990844727,1084525,42.8533058166504,2020-12-10
46.0099983215332,47.6699981689453,46.0099983215332,47.5800018310547,1094182,43.8863677978516,2020-12-11
47.9000015258789,48.25,47.0499992370605,47.8800010681152,793172,44.1630783081055,2020-12-14
47.7099990844727,48.9799995422363,47.7099990844727,48.7999992370605,843510,45.0116500854492,2020-12-15
49,49.2400016784668,48.439998626709,48.7099990844727,968756,44.928638458252,2020-12-16
49.0299987792969,49.5499992370605,48.5999984741211,49,948149,45.1961288452148,2020-12-17
48.5499992370605,49.1199989318848,48.310001373291,48.5,1163548,44.7349472045898,2020-12-18
47.9099998474121,48.0999984741211,47.1800003051758,47.560001373291,882279,43.8679122924805,2020-12-21
47.7999992370605,48.7299995422363,47.5699996948242,48.3800010681152,796385,44.6242599487305,2020-12-22
48.689998626709,48.8699989318848,48.0800018310547,48.2099990844727,405890,44.467456817627,2020-12-23
48.25,49.8899993896484,48.25,49.7299995422363,601188,45.869457244873,2020-12-28
49.9500007629395,50.4199981689453,49.4000015258789,50.2999992370605,658618,46.3952102661133,2020-12-29
50.4000015258789,50.4799995422363,49.8699989318848,50.1399993896484,353603,46.247631072998,2020-12-30
50.2599983215332,50.6199989318848,49.810001373291,50,623046,46.1184997558594,2021-01-04
49.810001373291,50.2000007629395,48.4599990844727,48.6199989318848,1116915,44.8456268310547,2021-01-05
48.9900016784668,49,48.1699981689453,48.6399993896484,676251,44.864070892334,2021-01-06
48.8499984741211,48.8499984741211,47.5699996948242,47.8199996948242,920640,44.1077308654785,2021-01-07
48.3300018310547,48.439998626709,47.6800003051758,48.060001373291,971009,44.3290977478027,2021-01-08
47.7599983215332,48.1800003051758,47.4799995422363,48,779555,44.2737617492676,2021-01-11
48,48.1699981689453,46.9099998474121,47.0400009155273,598721,43.3882827758789,2021-01-12
47.2000007629395,48.5,47.0400009155273,48.1500015258789,859462,44.4121131896973,2021-01-13
48.2999992370605,48.310001373291,47.5999984741211,47.7799987792969,657222,44.0708312988281,2021-01-14
47.7799987792969,48.0099983215332,46.9199981689453,47.3499984741211,485197,43.6742172241211,2021-01-15
47.3699989318848,48.439998626709,47.3699989318848,48.4300003051758,523491,44.6703758239746,2021-01-18
48.5299987792969,48.5299987792969,47.4700012207031,47.6500015258789,536282,43.950927734375,2021-01-19
47.7099990844727,49.0400009155273,47.6800003051758,48.6699981689453,695817,44.8917427062988,2021-01-20
49.0299987792969,49.7099990844727,48.8800010681152,49.5900001525879,737426,45.7403259277344,2021-01-21
49.5,49.5699996948242,48.2400016784668,48.6699981689453,592520,44.8917427062988,2021-01-22
49.0299987792969,49.0299987792969,47.2999992370605,47.3400001525879,547777,43.6649971008301,2021-01-25
47.2000007629395,48.4300003051758,47.0699996948242,48.1500015258789,571676,44.4121131896973,2021-01-26
48.2599983215332,48.6100006103516,46.7900009155273,47.2599983215332,893943,43.5912055969238,2021-01-27
46.7999992370605,48.3800010681152,46.7099990844727,48.0900001525879,554005,44.3567733764648,2021-01-28
47.060001373291,47.7799987792969,46.6100006103516,46.6100006103516,648354,42.9916648864746,2021-01-29
46.9300003051758,47.7400016784668,46.810001373291,47.4599990844727,654892,43.7756767272949,2021-02-01
47.9700012207031,48.3300018310547,47.4500007629395,47.9199981689453,815447,44.1999664306641,2021-02-02
48.8899993896484,49.2099990844727,47.8600006103516,47.9300003051758,606640,44.2091903686523,2021-02-03
47.9099998474121,50.0999984741211,47.5800018310547,50.0200004577637,1070314,46.1369476318359,2021-02-04
50.4799995422363,51.4000015258789,49.939998626709,50.8400001525879,937268,46.8932876586914,2021-02-05
51.1399993896484,51.7200012207031,50.9199981689453,51.5800018310547,755439,47.5758399963379,2021-02-08
51.7999992370605,52.3199996948242,51.6199989318848,52.1199989318848,657479,48.0739212036133,2021-02-09
52.3400001525879,52.6800003051758,51.5400009155273,51.6599998474121,615630,47.6496276855469,2021-02-10
51.8400001525879,52.0800018310547,51.5999984741211,51.9799995422363,356607,47.9447937011719,2021-02-11
51.7799987792969,52.2400016784668,51.1199989318848,51.2400016784668,566259,47.2622375488281,2021-02-12
51.6599998474121,52.3199996948242,51.2799987792969,52.2000007629395,493298,48.1477127075195,2021-02-15
52.1399993896484,52.3800010681152,51.5800018310547,51.8199996948242,488659,47.7972106933594,2021-02-16
