"XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted","Date"
70.2399978637695,71.0199966430664,70.2399978637695,70.9000015258789,12456400,54.1310806274414,2020-01-02
71.3399963378906,71.370002746582,70.1600036621094,70.3300018310547,17386900,53.6958885192871,2020-01-03
70.3199996948242,71.3600006103516,70.2300033569336,70.870002746582,20081900,54.1081733703613,2020-01-06
70.5,70.5199966430664,69.5100021362305,70.2900009155273,17387700,53.6653518676758,2020-01-07
70.1100006103516,70.2900009155273,69.1699981689453,69.2300033569336,15137700,52.8560523986816,2020-01-08
69.1399993896484,69.9000015258789,68.629997253418,69.7600021362305,14811800,53.2607002258301,2020-01-09
69.9300003051758,69.9599990844727,69.120002746582,69.1399993896484,11995600,52.7873306274414,2020-01-10
69.1999969482422,69.870002746582,69.1100006103516,69.8000030517578,9953900,53.2912368774414,2020-01-13
69.379997253418,69.5800018310547,68.8899993896484,69.1999969482422,16261000,52.8331527709961,2020-01-14
69.1999969482422,69.5899963378906,68.8899993896484,69.0899963378906,11390300,52.7491645812988,2020-01-15
69.3000030517578,69.5800018310547,68.8000030517578,68.8199996948242,13340300,52.5430183410645,2020-01-16
68.75,69.0800018310547,68.2900009155273,68.5599975585938,18144100,52.3445205688477,2020-01-17
68.379997253418,68.4199981689453,67.5100021362305,67.5800018310547,17982600,51.5962905883789,2020-01-21
67.5599975585938,67.6999969482422,67,67.1900024414062,17033100,51.2985534667969,2020-01-22
66.7099990844727,66.9300003051758,66.0500030517578,66.7699966430664,19605900,50.9778709411621,2020-01-23
66.5400009155273,66.6800003051758,66.0400009155273,66.3199996948242,18238600,50.6343116760254,2020-01-24
65.4199981689453,65.7300033569336,64.6999969482422,64.7399978637695,21231000,49.4280090332031,2020-01-27
65.1100006103516,65.1999969482422,64.629997253418,64.6500015258789,19664700,49.3592910766602,2020-01-28
65.0299987792969,65.129997253418,63.9000015258789,64.1100006103516,14202800,48.9470138549805,2020-01-29
63.7799987792969,64.879997253418,63.4300003051758,64.7900009155273,18544700,49.4661827087402,2020-01-30
63.2000007629395,63.2000007629395,61.8600006103516,62.1199989318848,34282900,47.4276733398438,2020-01-31
61.3800010681152,61.4199981689453,60.3699989318848,60.7299995422363,27389300,46.3664360046387,2020-02-03
61.4500007629395,61.9099998474121,59.8899993896484,59.9700012207031,31922100,45.7861824035645,2020-02-04
60.75,62.9300003051758,60.5999984741211,62.7299995422363,32099200,47.8933982849121,2020-02-05
62.9300003051758,63.0099983215332,61.7799987792969,61.8800010681152,16055400,47.2444458007812,2020-02-06
61.4099998474121,61.6599998474121,61.060001373291,61.4700012207031,15112500,46.9314079284668,2020-02-07
60.4799995422363,60.5200004577637,59.6199989318848,59.9599990844727,20934500,46.4357604980469,2020-02-10
60.5800018310547,60.8899993896484,60.1699981689453,60.5299987792969,14908700,46.8772048950195,2020-02-11
61.3400001525879,61.5299987792969,60.560001373291,61.2700004577637,17862100,47.4502868652344,2020-02-12
61.060001373291,61.4199981689453,60.560001373291,60.9300003051758,16949400,47.1869812011719,2020-02-13
61.1500015258789,61.1599998474121,60.2799987792969,60.6500015258789,10855300,46.9701309204102,2020-02-14
60.1500015258789,60.3899993896484,59.4500007629395,59.8800010681152,18948500,46.3738098144531,2020-02-18
60.1100006103516,60.6199989318848,59.8300018310547,60.3400001525879,12804900,46.7300605773926,2020-02-19
60.2299995422363,60.5400009155273,59.7200012207031,59.8600006103516,14817200,46.3583221435547,2020-02-20
59.5099983215332,59.5099983215332,58.7900009155273,59.1300010681152,20315700,45.7929725646973,2020-02-21
57.6199989318848,57.7999992370605,56.3600006103516,56.3600006103516,32096600,43.6477661132812,2020-02-24
56.75,56.75,53.9700012207031,54.2000007629395,36414500,41.9749526977539,2020-02-25
54.5499992370605,54.8199996948242,52.9300003051758,53.0099983215332,29801000,41.0533714294434,2020-02-26
51.7099990844727,52.439998626709,49.7999992370605,49.8199996948242,48141300,38.5828857421875,2020-02-27
48.7700004577637,51.439998626709,48.0099983215332,51.439998626709,62446700,39.8374938964844,2020-02-28
52.5900001525879,53.8899993896484,51.1300010681152,53.8800010681152,38127600,41.7271308898926,2020-03-02
53.9500007629395,54.1500015258789,50.9799995422363,51.2999992370605,50580700,39.729061126709,2020-03-03
52.2299995422363,52.4799995422363,51.1199989318848,52.4199981689453,24079600,40.5964393615723,2020-03-04
50.4199981689453,50.7000007629395,49.0400009155273,50.1100006103516,40788200,38.8074684143066,2020-03-05
48.8400001525879,49.0099983215332,47.2000007629395,47.689998626709,55640500,36.9333076477051,2020-03-06
41.7099990844727,44.5699996948242,40.7999992370605,41.8600006103516,72896300,32.4182929992676,2020-03-09
46.1699981689453,46.2599983215332,41.4500007629395,43.4099998474121,60445900,33.6186866760254,2020-03-10
42.3899993896484,43.4799995422363,41.75,41.9799995422363,51986100,32.5112380981445,2020-03-11
39.9000015258789,40.6500015258789,37,37.1800003051758,65725300,28.7938899993896,2020-03-12
40.0099983215332,40.1399993896484,35,38.1199989318848,79891500,29.5218715667725,2020-03-13
34.4000015258789,37.8800010681152,33.25,34.4900016784668,48924700,26.7106342315674,2020-03-16
35.2099990844727,37.3800010681152,34.2000007629395,36.810001373291,41204400,28.5073528289795,2020-03-17
34.5499992370605,36.7099990844727,31.2299995422363,33.1199989318848,54036400,25.6496448516846,2020-03-18
33.7299995422363,34.9000015258789,32.3499984741211,34.4300003051758,49412400,26.6641654968262,2020-03-19
34.8400001525879,35.1800003051758,31.5599994659424,32.7400016784668,76534600,25.3553524017334,2020-03-20
32.5299987792969,32.7000007629395,30.1100006103516,31.4500007629395,56952500,24.356315612793,2020-03-23
34.4199981689453,36.1699981689453,33.3300018310547,35.439998626709,61835600,27.4463500976562,2020-03-24
