"CLI.MI.Open","CLI.MI.High","CLI.MI.Low","CLI.MI.Close","CLI.MI.Volume","CLI.MI.Adjusted","Date"
2.39000010490417,2.45000004768372,2.39000010490417,2.42000007629395,3966,2.42000007629395,2020-01-02
2.44000005722046,2.44000005722046,2.41000008583069,2.41000008583069,2690,2.41000008583069,2020-01-03
2.41000008583069,2.4300000667572,2.39000010490417,2.4300000667572,24569,2.4300000667572,2020-01-06
2.4300000667572,2.4300000667572,2.39000010490417,2.4300000667572,5662,2.4300000667572,2020-01-07
2.45000004768372,2.5,2.45000004768372,2.5,8300,2.5,2020-01-08
2.50999999046326,2.50999999046326,2.45000004768372,2.5,960,2.5,2020-01-09
2.5,2.5,2.44000005722046,2.48000001907349,12931,2.48000001907349,2020-01-10
2.5,2.5,2.42000007629395,2.46000003814697,15731,2.46000003814697,2020-01-13
2.48000001907349,2.48000001907349,2.45000004768372,2.47000002861023,4611,2.47000002861023,2020-01-14
2.47000002861023,2.47000002861023,2.45000004768372,2.45000004768372,159,2.45000004768372,2020-01-15
2.41000008583069,2.47000002861023,2.40000009536743,2.47000002861023,17485,2.47000002861023,2020-01-16
2.47000002861023,2.58999991416931,2.47000002861023,2.50999999046326,62818,2.50999999046326,2020-01-17
2.54999995231628,2.54999995231628,2.47000002861023,2.50999999046326,15482,2.50999999046326,2020-01-20
2.54999995231628,2.55999994277954,2.47000002861023,2.5,9930,2.5,2020-01-21
2.47000002861023,2.5,2.47000002861023,2.5,200,2.5,2020-01-22
2.46000003814697,2.50999999046326,2.44000005722046,2.45000004768372,17367,2.45000004768372,2020-01-23
2.45000004768372,2.5,2.45000004768372,2.46000003814697,14546,2.46000003814697,2020-01-24
2.44000005722046,2.46000003814697,2.44000005722046,2.44000005722046,13985,2.44000005722046,2020-01-27
2.44000005722046,2.47000002861023,2.42000007629395,2.46000003814697,4117,2.46000003814697,2020-01-28
2.49000000953674,2.49000000953674,2.44000005722046,2.44000005722046,1771,2.44000005722046,2020-01-29
2.4300000667572,2.45000004768372,2.4300000667572,2.45000004768372,8272,2.45000004768372,2020-01-30
2.48000001907349,2.48000001907349,2.45000004768372,2.46000003814697,5723,2.46000003814697,2020-01-31
2.46000003814697,2.46000003814697,2.45000004768372,2.46000003814697,5140,2.46000003814697,2020-02-03
2.46000003814697,2.50999999046326,2.45000004768372,2.45000004768372,2891,2.45000004768372,2020-02-04
2.48000001907349,2.48000001907349,2.44000005722046,2.44000005722046,1380,2.44000005722046,2020-02-05
2.48000001907349,2.48000001907349,2.45000004768372,2.48000001907349,1604,2.48000001907349,2020-02-06
2.48000001907349,2.48000001907349,2.47000002861023,2.47000002861023,107,2.47000002861023,2020-02-07
2.48000001907349,2.57999992370605,2.45000004768372,2.54999995231628,28233,2.54999995231628,2020-02-10
2.54999995231628,2.59999990463257,2.47000002861023,2.50999999046326,42658,2.50999999046326,2020-02-11
2.51999998092651,2.54999995231628,2.5,2.54999995231628,8557,2.54999995231628,2020-02-12
2.53999996185303,2.53999996185303,2.47000002861023,2.49000000953674,2996,2.49000000953674,2020-02-13
2.5,2.50999999046326,2.46000003814697,2.50999999046326,4762,2.50999999046326,2020-02-14
2.51999998092651,2.51999998092651,2.48000001907349,2.50999999046326,8487,2.50999999046326,2020-02-17
2.48000001907349,2.50999999046326,2.47000002861023,2.50999999046326,3402,2.50999999046326,2020-02-18
2.48000001907349,2.5,2.44000005722046,2.47000002861023,11415,2.47000002861023,2020-02-19
2.49000000953674,2.49000000953674,2.46000003814697,2.49000000953674,2346,2.49000000953674,2020-02-20
2.49000000953674,2.49000000953674,2.44000005722046,2.44000005722046,7626,2.44000005722046,2020-02-21
2.41000008583069,2.47000002861023,2.41000008583069,2.4300000667572,27051,2.4300000667572,2020-02-24
2.47000002861023,2.47000002861023,2.42000007629395,2.47000002861023,7134,2.47000002861023,2020-02-25
2.45000004768372,2.46000003814697,2.34999990463257,2.45000004768372,14034,2.45000004768372,2020-02-26
2.42000007629395,2.45000004768372,2.40000009536743,2.45000004768372,26189,2.45000004768372,2020-02-27
2.42000007629395,2.44000005722046,2.35999989509583,2.35999989509583,4841,2.35999989509583,2020-02-28
2.32999992370605,2.38000011444092,2.32999992370605,2.35999989509583,32511,2.35999989509583,2020-03-02
2.34999990463257,2.46000003814697,2.29999995231628,2.40000009536743,42995,2.40000009536743,2020-03-03
2.28999996185303,2.32999992370605,2.22000002861023,2.22000002861023,16379,2.22000002861023,2020-03-04
2.22000002861023,2.26999998092651,2.09999990463257,2.09999990463257,19378,2.09999990463257,2020-03-05
2.01999998092651,2.03999996185303,1.79499995708466,1.97000002861023,60945,1.97000002861023,2020-03-06
1.97000002861023,1.97000002861023,1.80499994754791,1.84500002861023,13380,1.84500002861023,2020-03-09
1.84500002861023,1.89499998092651,1.79999995231628,1.85000002384186,9701,1.85000002384186,2020-03-10
1.89499998092651,1.95500004291534,1.87999999523163,1.89499998092651,4977,1.89499998092651,2020-03-11
1.77999997138977,1.85000002384186,1.72500002384186,1.7849999666214,25222,1.7849999666214,2020-03-12
1.75999999046326,2,1.75999999046326,2,35354,2,2020-03-13
2.19000005722046,2.19000005722046,1.75999999046326,1.88499999046326,10871,1.88499999046326,2020-03-16
1.86000001430511,1.90499997138977,1.86000001430511,1.90499997138977,5304,1.90499997138977,2020-03-17
1.89999997615814,2.15000009536743,1.89999997615814,2.04999995231628,18853,2.04999995231628,2020-03-18
2.19000005722046,2.49000000953674,2.08999991416931,2.35999989509583,50672,2.35999989509583,2020-03-19
2.48000001907349,2.58999991416931,2.42000007629395,2.45000004768372,71483,2.45000004768372,2020-03-20
2.55999994277954,2.79999995231628,2.48000001907349,2.54999995231628,200389,2.54999995231628,2020-03-23
2.69000005722046,2.73000001907349,2.5699999332428,2.60999989509583,53278,2.60999989509583,2020-03-24
2.67000007629395,2.6800000667572,2.46000003814697,2.5699999332428,50643,2.5699999332428,2020-03-25
2.59999990463257,2.63000011444092,2.5,2.5699999332428,16621,2.5699999332428,2020-03-26
2.50999999046326,2.55999994277954,2.5,2.50999999046326,13169,2.50999999046326,2020-03-27
2.50999999046326,2.5699999332428,2.48000001907349,2.51999998092651,1542,2.51999998092651,2020-03-30
2.64000010490417,2.79999995231628,2.59999990463257,2.61999988555908,69267,2.61999988555908,2020-03-31
2.61999988555908,2.61999988555908,2.40000009536743,2.54999995231628,31499,2.54999995231628,2020-04-01
2.53999996185303,2.54999995231628,2.49000000953674,2.49000000953674,11955,2.49000000953674,2020-04-02
2.49000000953674,2.50999999046326,2.40000009536743,2.45000004768372,16733,2.45000004768372,2020-04-03
2.51999998092651,2.5699999332428,2.5,2.54999995231628,14024,2.54999995231628,2020-04-06
2.51999998092651,2.5699999332428,2.46000003814697,2.46000003814697,39867,2.46000003814697,2020-04-07
2.46000003814697,2.5699999332428,2.46000003814697,2.51999998092651,15008,2.51999998092651,2020-04-08
2.51999998092651,2.54999995231628,2.40000009536743,2.54999995231628,16424,2.54999995231628,2020-04-09
2.59999990463257,2.59999990463257,2.53999996185303,2.54999995231628,7624,2.54999995231628,2020-04-14
2.50999999046326,2.50999999046326,2.45000004768372,2.45000004768372,8114,2.45000004768372,2020-04-15
2.40000009536743,2.51999998092651,2.40000009536743,2.45000004768372,6862,2.45000004768372,2020-04-16
2.41000008583069,2.50999999046326,2.41000008583069,2.5,13897,2.5,2020-04-17
2.47000002861023,2.52999997138977,2.4300000667572,2.44000005722046,7939,2.44000005722046,2020-04-20
2.42000007629395,2.48000001907349,2.41000008583069,2.42000007629395,7175,2.42000007629395,2020-04-21
2.4300000667572,2.49000000953674,2.4300000667572,2.49000000953674,1030,2.49000000953674,2020-04-22
2.46000003814697,2.51999998092651,2.45000004768372,2.47000002861023,10026,2.47000002861023,2020-04-23
2.45000004768372,2.51999998092651,2.45000004768372,2.50999999046326,36924,2.50999999046326,2020-04-24
2.48000001907349,2.50999999046326,2.48000001907349,2.50999999046326,584,2.50999999046326,2020-04-27
2.48000001907349,2.5,2.45000004768372,2.5,15149,2.5,2020-04-28
2.48000001907349,2.5,2.47000002861023,2.47000002861023,2044,2.47000002861023,2020-04-29
2.47000002861023,2.50999999046326,2.42000007629395,2.5,23576,2.5,2020-04-30
2.51999998092651,2.51999998092651,2.42000007629395,2.46000003814697,8647,2.46000003814697,2020-05-04
2.48000001907349,2.50999999046326,2.48000001907349,2.50999999046326,1633,2.50999999046326,2020-05-05
2.50999999046326,2.50999999046326,2.50999999046326,2.50999999046326,815,2.50999999046326,2020-05-06
2.50999999046326,2.51999998092651,2.46000003814697,2.46000003814697,3525,2.46000003814697,2020-05-07
2.49000000953674,2.52999997138977,2.48000001907349,2.48000001907349,13438,2.48000001907349,2020-05-08
2.53999996185303,2.53999996185303,2.46000003814697,2.5,1962,2.5,2020-05-11
2.52999997138977,2.55999994277954,2.46000003814697,2.46000003814697,14828,2.46000003814697,2020-05-12
2.49000000953674,2.52999997138977,2.4300000667572,2.49000000953674,19823,2.49000000953674,2020-05-13
2.49000000953674,2.53999996185303,2.46000003814697,2.47000002861023,16016,2.47000002861023,2020-05-14
2.5,2.53999996185303,2.5,2.5,17631,2.5,2020-05-15
2.52999997138977,2.54999995231628,2.5,2.5,18728,2.5,2020-05-18
2.5,2.54999995231628,2.5,2.5,9543,2.5,2020-05-19
2.52999997138977,2.54999995231628,2.52999997138977,2.54999995231628,1387,2.54999995231628,2020-05-20
2.54999995231628,2.59999990463257,2.52999997138977,2.57999992370605,10617,2.57999992370605,2020-05-21
2.57999992370605,2.63000011444092,2.5,2.52999997138977,50615,2.52999997138977,2020-05-22
2.61999988555908,2.61999988555908,2.51999998092651,2.55999994277954,19827,2.55999994277954,2020-05-25
2.58999991416931,2.58999991416931,2.55999994277954,2.55999994277954,756,2.55999994277954,2020-05-26
2.55999994277954,2.59999990463257,2.53999996185303,2.58999991416931,7478,2.58999991416931,2020-05-27
2.59999990463257,2.66000008583069,2.55999994277954,2.66000008583069,27033,2.66000008583069,2020-05-28
2.60999989509583,2.67000007629395,2.60999989509583,2.65000009536743,34689,2.65000009536743,2020-05-29
2.61999988555908,2.64000010490417,2.58999991416931,2.64000010490417,8607,2.64000010490417,2020-06-01
2.64000010490417,2.64000010490417,2.59999990463257,2.59999990463257,783,2.59999990463257,2020-06-02
2.64000010490417,2.64000010490417,2.58999991416931,2.58999991416931,2741,2.58999991416931,2020-06-03
2.5699999332428,2.64000010490417,2.5699999332428,2.59999990463257,17175,2.59999990463257,2020-06-04
2.59999990463257,2.61999988555908,2.59999990463257,2.60999989509583,10257,2.60999989509583,2020-06-05
2.60999989509583,2.63000011444092,2.60999989509583,2.61999988555908,11364,2.61999988555908,2020-06-08
2.60999989509583,2.63000011444092,2.59999990463257,2.59999990463257,8248,2.59999990463257,2020-06-09
2.59999990463257,2.63000011444092,2.59999990463257,2.59999990463257,3548,2.59999990463257,2020-06-10
2.63000011444092,2.63000011444092,2.5699999332428,2.58999991416931,5767,2.58999991416931,2020-06-11
2.61999988555908,2.66000008583069,2.58999991416931,2.61999988555908,21666,2.61999988555908,2020-06-12
2.61999988555908,2.61999988555908,2.61999988555908,2.61999988555908,0,2.61999988555908,2020-06-15
2.64000010490417,2.64000010490417,2.57999992370605,2.59999990463257,6111,2.59999990463257,2020-06-16
2.55999994277954,2.64000010490417,2.54999995231628,2.63000011444092,10434,2.63000011444092,2020-06-17
2.59999990463257,2.63000011444092,2.59999990463257,2.63000011444092,2195,2.63000011444092,2020-06-18
2.59999990463257,2.63000011444092,2.59999990463257,2.63000011444092,902,2.63000011444092,2020-06-19
2.61999988555908,2.63000011444092,2.59999990463257,2.63000011444092,550,2.63000011444092,2020-06-22
2.64000010490417,2.64000010490417,2.64000010490417,2.64000010490417,50,2.64000010490417,2020-06-23
2.60999989509583,2.60999989509583,2.59999990463257,2.59999990463257,2874,2.59999990463257,2020-06-24
2.5699999332428,2.5699999332428,2.5699999332428,2.5699999332428,580,2.5699999332428,2020-06-25
2.59999990463257,2.60999989509583,2.59999990463257,2.60999989509583,3002,2.60999989509583,2020-06-26
2.58999991416931,2.58999991416931,2.58999991416931,2.58999991416931,3600,2.58999991416931,2020-06-29
2.57999992370605,2.58999991416931,2.57999992370605,2.58999991416931,2500,2.58999991416931,2020-06-30
2.60999989509583,2.60999989509583,2.5699999332428,2.5699999332428,3705,2.5699999332428,2020-07-01
2.58999991416931,2.59999990463257,2.57999992370605,2.59999990463257,11667,2.59999990463257,2020-07-02
2.57999992370605,2.57999992370605,2.57999992370605,2.57999992370605,100,2.57999992370605,2020-07-03
2.60999989509583,2.60999989509583,2.57999992370605,2.57999992370605,2608,2.57999992370605,2020-07-06
2.60999989509583,2.60999989509583,2.54999995231628,2.57999992370605,9994,2.57999992370605,2020-07-07
2.60999989509583,2.60999989509583,2.55999994277954,2.57999992370605,23181,2.57999992370605,2020-07-08
2.54999995231628,2.57999992370605,2.54999995231628,2.54999995231628,5349,2.54999995231628,2020-07-09
2.53999996185303,2.53999996185303,2.51999998092651,2.52999997138977,28297,2.52999997138977,2020-07-10
2.51999998092651,2.55999994277954,2.5,2.51999998092651,42845,2.51999998092651,2020-07-13
2.51999998092651,2.55999994277954,2.51999998092651,2.55999994277954,13645,2.55999994277954,2020-07-14
2.52999997138977,2.55999994277954,2.52999997138977,2.55999994277954,3739,2.55999994277954,2020-07-15
2.55999994277954,2.55999994277954,2.51999998092651,2.53999996185303,24685,2.53999996185303,2020-07-16
2.53999996185303,2.57999992370605,2.53999996185303,2.53999996185303,37965,2.53999996185303,2020-07-17
2.5699999332428,2.58999991416931,2.53999996185303,2.5699999332428,54400,2.5699999332428,2020-07-20
2.53999996185303,2.5699999332428,2.53999996185303,2.54999995231628,12616,2.54999995231628,2020-07-21
2.54999995231628,2.54999995231628,2.5,2.52999997138977,34713,2.52999997138977,2020-07-22
2.50999999046326,2.50999999046326,2.4300000667572,2.46000003814697,14165,2.46000003814697,2020-07-23
2.4300000667572,2.4300000667572,2.41000008583069,2.42000007629395,2950,2.42000007629395,2020-07-24
2.39000010490417,2.51999998092651,2.32999992370605,2.4300000667572,8099,2.4300000667572,2020-07-27
