"CLI.MI.Open","CLI.MI.High","CLI.MI.Low","CLI.MI.Close","CLI.MI.Volume","CLI.MI.Adjusted","Date"
2.40000009536743,2.4300000667572,2.40000009536743,2.42000007629395,154,2.42000007629395,2020-07-28
2.39000010490417,2.48000001907349,2.39000010490417,2.40000009536743,4900,2.40000009536743,2020-07-29
2.40000009536743,2.42000007629395,2.40000009536743,2.42000007629395,2190,2.42000007629395,2020-07-30
2.45000004768372,2.46000003814697,2.45000004768372,2.46000003814697,2241,2.46000003814697,2020-07-31
2.4300000667572,2.4300000667572,2.42000007629395,2.42000007629395,1000,2.42000007629395,2020-08-03
2.45000004768372,2.45000004768372,2.42000007629395,2.44000005722046,2250,2.44000005722046,2020-08-04
2.47000002861023,2.47000002861023,2.47000002861023,2.47000002861023,418,2.47000002861023,2020-08-05
2.45000004768372,2.45000004768372,2.44000005722046,2.44000005722046,1170,2.44000005722046,2020-08-06
2.44000005722046,2.44000005722046,2.41000008583069,2.44000005722046,950,2.44000005722046,2020-08-07
2.47000002861023,2.50999999046326,2.47000002861023,2.48000001907349,3850,2.48000001907349,2020-08-10
2.48000001907349,2.48000001907349,2.48000001907349,2.48000001907349,69,2.48000001907349,2020-08-11
2.48000001907349,2.5,2.45000004768372,2.45000004768372,2409,2.45000004768372,2020-08-12
2.46000003814697,2.46000003814697,2.42000007629395,2.42000007629395,1002,2.42000007629395,2020-08-13
2.42000007629395,2.45000004768372,2.42000007629395,2.44000005722046,1230,2.44000005722046,2020-08-14
2.44000005722046,2.45000004768372,2.44000005722046,2.45000004768372,1405,2.45000004768372,2020-08-17
2.44000005722046,2.44000005722046,2.44000005722046,2.44000005722046,1604,2.44000005722046,2020-08-18
2.46000003814697,2.5,2.46000003814697,2.5,1006,2.5,2020-08-19
2.45000004768372,2.45000004768372,2.40000009536743,2.44000005722046,5798,2.44000005722046,2020-08-20
2.42000007629395,2.4300000667572,2.40000009536743,2.4300000667572,3075,2.4300000667572,2020-08-21
2.42000007629395,2.42000007629395,2.42000007629395,2.42000007629395,1163,2.42000007629395,2020-08-24
2.42000007629395,2.42000007629395,2.42000007629395,2.42000007629395,2000,2.42000007629395,2020-08-25
2.42000007629395,2.42000007629395,2.42000007629395,2.42000007629395,50,2.42000007629395,2020-08-26
2.42000007629395,2.5,2.42000007629395,2.5,3550,2.5,2020-08-27
2.46000003814697,2.49000000953674,2.34999990463257,2.47000002861023,4070,2.47000002861023,2020-08-28
2.5,2.5,2.47000002861023,2.47000002861023,1033,2.47000002861023,2020-08-31
2.45000004768372,2.50999999046326,2.45000004768372,2.5,889,2.5,2020-09-01
2.47000002861023,2.48000001907349,2.45000004768372,2.48000001907349,2056,2.48000001907349,2020-09-02
2.5,2.52999997138977,2.46000003814697,2.48000001907349,5580,2.48000001907349,2020-09-03
2.5,2.5,2.46000003814697,2.46000003814697,60,2.46000003814697,2020-09-04
2.48000001907349,2.69000005722046,2.48000001907349,2.53999996185303,54967,2.53999996185303,2020-09-07
2.57999992370605,2.57999992370605,2.47000002861023,2.51999998092651,10951,2.51999998092651,2020-09-08
2.46000003814697,2.49000000953674,2.45000004768372,2.48000001907349,11335,2.48000001907349,2020-09-09
2.48000001907349,2.48000001907349,2.46000003814697,2.46000003814697,300,2.46000003814697,2020-09-10
2.46000003814697,2.47000002861023,2.44000005722046,2.44000005722046,3886,2.44000005722046,2020-09-11
2.42000007629395,2.42000007629395,2.36999988555908,2.36999988555908,4300,2.36999988555908,2020-09-14
2.35999989509583,2.36999988555908,2.35999989509583,2.35999989509583,556,2.35999989509583,2020-09-15
2.38000011444092,2.44000005722046,2.38000011444092,2.41000008583069,4135,2.41000008583069,2020-09-16
2.4300000667572,2.4300000667572,2.4300000667572,2.4300000667572,1,2.4300000667572,2020-09-17
2.40000009536743,2.5,2.40000009536743,2.46000003814697,8687,2.46000003814697,2020-09-18
2.41000008583069,2.41000008583069,2.35999989509583,2.35999989509583,8701,2.35999989509583,2020-09-21
2.35999989509583,2.35999989509583,2.34999990463257,2.34999990463257,2662,2.34999990463257,2020-09-22
2.34999990463257,2.34999990463257,2.3199999332428,2.32999992370605,2825,2.32999992370605,2020-09-23
2.32999992370605,2.32999992370605,2.29999995231628,2.32999992370605,1660,2.32999992370605,2020-09-24
2.32999992370605,2.32999992370605,2.29999995231628,2.29999995231628,488,2.29999995231628,2020-09-25
2.29999995231628,2.29999995231628,2.29999995231628,2.29999995231628,1063,2.29999995231628,2020-09-28
2.29999995231628,2.29999995231628,2.29999995231628,2.29999995231628,500,2.29999995231628,2020-09-29
2.29999995231628,2.29999995231628,2.29999995231628,2.29999995231628,50,2.29999995231628,2020-09-30
2.3199999332428,2.3199999332428,2.3199999332428,2.3199999332428,150,2.3199999332428,2020-10-01
2.29999995231628,2.29999995231628,2.29999995231628,2.29999995231628,250,2.29999995231628,2020-10-02
2.29999995231628,2.29999995231628,2.29999995231628,2.29999995231628,223,2.29999995231628,2020-10-05
2.29999995231628,2.34999990463257,2.29999995231628,2.34999990463257,4000,2.34999990463257,2020-10-06
2.34999990463257,2.34999990463257,2.30999994277954,2.30999994277954,2700,2.30999994277954,2020-10-07
2.3199999332428,2.38000011444092,2.3199999332428,2.34999990463257,1040,2.34999990463257,2020-10-08
2.30999994277954,2.30999994277954,2.30999994277954,2.30999994277954,4500,2.30999994277954,2020-10-09
2.27999997138977,2.27999997138977,2.27999997138977,2.27999997138977,1553,2.27999997138977,2020-10-12
2.3199999332428,2.32999992370605,2.29999995231628,2.29999995231628,1540,2.29999995231628,2020-10-13
2.28999996185303,2.28999996185303,2.28999996185303,2.28999996185303,50,2.28999996185303,2020-10-14
2.3199999332428,2.3199999332428,2.25999999046326,2.25999999046326,5373,2.25999999046326,2020-10-15
2.26999998092651,2.26999998092651,2.26999998092651,2.26999998092651,1010,2.26999998092651,2020-10-16
2.39000010490417,2.39000010490417,2.35999989509583,2.36999988555908,5420,2.36999988555908,2020-10-19
2.5,2.5,2.38000011444092,2.38000011444092,7332,2.38000011444092,2020-10-20
2.40000009536743,2.40000009536743,2.40000009536743,2.40000009536743,50,2.40000009536743,2020-10-21
2.40000009536743,2.40000009536743,2.40000009536743,2.40000009536743,0,2.40000009536743,2020-10-22
2.40000009536743,2.40000009536743,2.40000009536743,2.40000009536743,0,2.40000009536743,2020-10-23
2.42000007629395,2.42000007629395,2.42000007629395,2.42000007629395,20,2.42000007629395,2020-10-26
2.39000010490417,2.39000010490417,2.38000011444092,2.38000011444092,1400,2.38000011444092,2020-10-27
2.34999990463257,2.34999990463257,2.3199999332428,2.3199999332428,1300,2.3199999332428,2020-10-28
2.3199999332428,2.3199999332428,2.3199999332428,2.3199999332428,0,2.3199999332428,2020-10-29
2.3199999332428,2.3199999332428,2.3199999332428,2.3199999332428,0,2.3199999332428,2020-10-30
2.33999991416931,2.33999991416931,2.33999991416931,2.33999991416931,1457,2.33999991416931,2020-11-02
2.34999990463257,2.34999990463257,2.33999991416931,2.33999991416931,1520,2.33999991416931,2020-11-03
2.34999990463257,2.34999990463257,2.34999990463257,2.34999990463257,1540,2.34999990463257,2020-11-04
2.36999988555908,2.36999988555908,2.34999990463257,2.34999990463257,150,2.34999990463257,2020-11-05
2.38000011444092,2.38000011444092,2.38000011444092,2.38000011444092,545,2.38000011444092,2020-11-06
2.34999990463257,2.57999992370605,2.32999992370605,2.45000004768372,27763,2.45000004768372,2020-11-09
2.49000000953674,2.65000009536743,2.41000008583069,2.47000002861023,62413,2.47000002861023,2020-11-10
2.49000000953674,2.49000000953674,2.48000001907349,2.48000001907349,1220,2.48000001907349,2020-11-11
2.48000001907349,2.48000001907349,2.39000010490417,2.39000010490417,10064,2.39000010490417,2020-11-12
2.41000008583069,2.41000008583069,2.40000009536743,2.41000008583069,6520,2.41000008583069,2020-11-13
2.40000009536743,2.44000005722046,2.40000009536743,2.40000009536743,4300,2.40000009536743,2020-11-16
2.4300000667572,2.4300000667572,2.38000011444092,2.39000010490417,1430,2.39000010490417,2020-11-17
2.40000009536743,2.40000009536743,2.32999992370605,2.35999989509583,7245,2.35999989509583,2020-11-18
2.32999992370605,2.39000010490417,2.29999995231628,2.39000010490417,4400,2.39000010490417,2020-11-19
2.39000010490417,2.39000010490417,2.38000011444092,2.39000010490417,3676,2.39000010490417,2020-11-20
2.42000007629395,2.49000000953674,2.42000007629395,2.44000005722046,14438,2.44000005722046,2020-11-23
2.42000007629395,2.42000007629395,2.36999988555908,2.42000007629395,6209,2.42000007629395,2020-11-24
2.36999988555908,2.40000009536743,2.36999988555908,2.38000011444092,8356,2.38000011444092,2020-11-25
2.38000011444092,2.40000009536743,2.38000011444092,2.38000011444092,3330,2.38000011444092,2020-11-26
2.38000011444092,2.38000011444092,2.36999988555908,2.38000011444092,6025,2.38000011444092,2020-11-27
2.39000010490417,2.39000010490417,2.34999990463257,2.34999990463257,426,2.34999990463257,2020-11-30
2.35999989509583,2.35999989509583,2.34999990463257,2.34999990463257,220,2.34999990463257,2020-12-01
2.35999989509583,2.35999989509583,2.35999989509583,2.35999989509583,2470,2.35999989509583,2020-12-02
2.35999989509583,2.35999989509583,2.35999989509583,2.35999989509583,500,2.35999989509583,2020-12-03
2.39000010490417,2.39000010490417,2.35999989509583,2.39000010490417,5565,2.39000010490417,2020-12-04
2.41000008583069,2.5699999332428,2.29999995231628,2.5,60065,2.5,2020-12-07
2.5,2.51999998092651,2.45000004768372,2.49000000953674,6212,2.49000000953674,2020-12-08
2.45000004768372,2.49000000953674,2.4300000667572,2.4300000667572,9850,2.4300000667572,2020-12-09
2.45000004768372,2.46000003814697,2.42000007629395,2.42000007629395,2872,2.42000007629395,2020-12-10
2.42000007629395,2.46000003814697,2.40000009536743,2.40000009536743,9979,2.40000009536743,2020-12-11
2.36999988555908,2.40000009536743,2.36999988555908,2.36999988555908,6435,2.36999988555908,2020-12-14
2.35999989509583,2.38000011444092,2.35999989509583,2.38000011444092,2671,2.38000011444092,2020-12-15
2.38000011444092,2.38000011444092,2.3199999332428,2.35999989509583,28745,2.35999989509583,2020-12-16
2.35999989509583,2.35999989509583,2.3199999332428,2.32999992370605,25182,2.32999992370605,2020-12-17
2.3199999332428,2.33999991416931,2.29999995231628,2.33999991416931,9191,2.33999991416931,2020-12-18
2.29999995231628,2.33999991416931,2.29999995231628,2.3199999332428,15819,2.3199999332428,2020-12-21
2.29999995231628,2.33999991416931,2.26999998092651,2.33999991416931,4400,2.33999991416931,2020-12-22
2.30999994277954,2.30999994277954,2.28999996185303,2.28999996185303,1016,2.28999996185303,2020-12-23
2.3199999332428,2.40000009536743,2.30999994277954,2.35999989509583,39802,2.35999989509583,2020-12-28
2.42000007629395,2.61999988555908,2.35999989509583,2.54999995231628,148190,2.54999995231628,2020-12-29
2.51999998092651,2.59999990463257,2.5,2.5,27019,2.5,2020-12-30
2.5699999332428,2.5699999332428,2.4300000667572,2.5,19037,2.5,2021-01-04
2.51999998092651,2.54999995231628,2.47000002861023,2.48000001907349,15016,2.48000001907349,2021-01-05
2.50999999046326,2.55999994277954,2.45000004768372,2.47000002861023,13218,2.47000002861023,2021-01-06
2.48000001907349,2.5,2.48000001907349,2.48000001907349,4040,2.48000001907349,2021-01-07
2.48000001907349,2.48000001907349,2.45000004768372,2.46000003814697,3061,2.46000003814697,2021-01-08
2.47000002861023,2.47000002861023,2.47000002861023,2.47000002861023,2300,2.47000002861023,2021-01-11
2.44000005722046,2.47000002861023,2.4300000667572,2.44000005722046,5643,2.44000005722046,2021-01-12
2.42000007629395,2.49000000953674,2.39000010490417,2.48000001907349,7850,2.48000001907349,2021-01-13
2.48000001907349,2.49000000953674,2.4300000667572,2.48000001907349,5150,2.48000001907349,2021-01-14
2.49000000953674,2.5,2.46000003814697,2.46000003814697,4302,2.46000003814697,2021-01-15
2.44000005722046,2.55999994277954,2.41000008583069,2.50999999046326,19000,2.50999999046326,2021-01-18
2.53999996185303,2.53999996185303,2.4300000667572,2.45000004768372,10424,2.45000004768372,2021-01-19
2.48000001907349,2.5,2.45000004768372,2.5,1860,2.5,2021-01-20
2.47000002861023,2.52999997138977,2.47000002861023,2.47000002861023,6432,2.47000002861023,2021-01-21
2.47000002861023,2.47000002861023,2.44000005722046,2.47000002861023,1350,2.47000002861023,2021-01-22
2.47000002861023,2.47000002861023,2.42000007629395,2.42000007629395,14000,2.42000007629395,2021-01-25
2.40000009536743,2.4300000667572,2.40000009536743,2.4300000667572,3080,2.4300000667572,2021-01-26
2.45000004768372,2.45000004768372,2.42000007629395,2.42000007629395,2020,2.42000007629395,2021-01-27
2.40000009536743,2.40000009536743,2.30999994277954,2.39000010490417,18324,2.39000010490417,2021-01-28
2.40000009536743,2.41000008583069,2.40000009536743,2.41000008583069,880,2.41000008583069,2021-01-29
2.41000008583069,2.41000008583069,2.32999992370605,2.38000011444092,7352,2.38000011444092,2021-02-01
2.38000011444092,2.41000008583069,2.38000011444092,2.41000008583069,3797,2.41000008583069,2021-02-02
2.39000010490417,2.4300000667572,2.34999990463257,2.4300000667572,15358,2.4300000667572,2021-02-03
2.4300000667572,2.4300000667572,2.34999990463257,2.42000007629395,8860,2.42000007629395,2021-02-04
2.42000007629395,2.42000007629395,2.36999988555908,2.38000011444092,12635,2.38000011444092,2021-02-05
2.40000009536743,2.5,2.40000009536743,2.44000005722046,21064,2.44000005722046,2021-02-08
2.47000002861023,2.49000000953674,2.45000004768372,2.49000000953674,2043,2.49000000953674,2021-02-09
2.49000000953674,2.49000000953674,2.45000004768372,2.47000002861023,5565,2.47000002861023,2021-02-10
2.48000001907349,2.49000000953674,2.48000001907349,2.49000000953674,3526,2.49000000953674,2021-02-11
