"MCD.Open","MCD.High","MCD.Low","MCD.Close","MCD.Volume","MCD.Adjusted","Date"
180.119995117188,181.460006713867,178.070007324219,179.570007324219,3365000,158.217041015625,2020-05-19
182,184.600006103516,180.570007324219,184.100006103516,4920800,162.208343505859,2020-05-20
184.179992675781,185.479995727539,182.110000610352,185.080001831055,2913600,163.071807861328,2020-05-21
184.479995727539,185.350006103516,183.179992675781,184.410003662109,2475200,162.481475830078,2020-05-22
189.589996337891,190.660003662109,184.240005493164,184.839996337891,3990900,162.860366821289,2020-05-26
188.740005493164,188.75,185.270004272461,187.720001220703,3993400,165.397888183594,2020-05-27
189.419998168945,190.479995727539,186.720001220703,188.729995727539,3567600,166.287796020508,2020-05-28
187.429992675781,188.699996948242,185.710006713867,186.320007324219,5717200,165.258941650391,2020-05-29
186.710006713867,187.839996337891,185.600006103516,187.410003662109,2168200,166.225692749023,2020-06-01
188.399993896484,188.559997558594,186.089996337891,187.589996337891,3125500,166.385375976562,2020-06-02
188.470001220703,193.809997558594,188.089996337891,193.289993286133,3881500,171.441024780273,2020-06-03
192.320007324219,194.259994506836,191.619995117188,193.240005493164,3469100,171.396667480469,2020-06-04
198,200.149993896484,196.270004272461,197.160003662109,4728300,174.873580932617,2020-06-05
195.679992675781,202.729995727539,195.639999389648,202.649993896484,4443900,179.743026733398,2020-06-08
200.369995117188,201.570007324219,199.009994506836,199.520004272461,3728600,176.966857910156,2020-06-09
199.130004882812,199.559997558594,195.669998168945,195.800003051758,3459900,173.667327880859,2020-06-10
190.899993896484,192.910003662109,186.330001831055,187.509994506836,5796000,166.314422607422,2020-06-11
191.669998168945,191.669998168945,185.449996948242,189.169998168945,4108600,167.786743164062,2020-06-12
184.600006103516,190.119995117188,184.139999389648,189.490005493164,4499000,168.070587158203,2020-06-15
192,193.5,187.509994506836,190.320007324219,5434800,168.806762695312,2020-06-16
191.919998168945,192.880004882812,190.419998168945,190.789993286133,3154100,169.223648071289,2020-06-17
190.009994506836,190.740005493164,187.889999389648,189.490005493164,3153300,168.070587158203,2020-06-18
192.289993286133,192.360000610352,186.529998779297,186.559997558594,6267700,165.471786499023,2020-06-19
186,187.770004272461,184.889999389648,187.460006713867,3223200,166.270034790039,2020-06-22
189.550003051758,189.729995727539,186.320007324219,186.619995117188,2951900,165.524993896484,2020-06-23
184.960006713867,185.710006713867,181.339996337891,184.289993286133,4146600,163.458358764648,2020-06-24
183.509994506836,184.080001831055,180.330001831055,182.759994506836,3145200,162.101318359375,2020-06-25
182.369995117188,182.809997558594,178.880004882812,179.740005493164,5107400,159.422714233398,2020-06-26
180.570007324219,182.830001831055,179.169998168945,182.800003051758,2622200,162.136825561523,2020-06-29
182.919998168945,185.199996948242,181.889999389648,184.470001220703,3163100,163.618041992188,2020-06-30
184.949996948242,186.440002441406,183.720001220703,184.660003662109,2193800,163.786560058594,2020-07-01
187,187,182.860000610352,183.520004272461,2690200,162.775436401367,2020-07-02
186,188.720001220703,184.139999389648,188.5,3171500,167.192504882812,2020-07-06
187.369995117188,187.850006103516,185.25,185.820007324219,2399600,164.8154296875,2020-07-07
185.5,187.229995727539,184.75,185.850006103516,2776400,164.842025756836,2020-07-08
186.220001220703,186.589996337891,182.619995117188,184.330001831055,2333500,163.493835449219,2020-07-09
183.779998779297,185.440002441406,183.009994506836,184.880004882812,2714100,163.981674194336,2020-07-10
185.600006103516,188.949996948242,184.710006713867,184.919998168945,3221600,164.017150878906,2020-07-13
185.089996337891,190.839996337891,184.729995727539,190.720001220703,4138600,169.161529541016,2020-07-14
193.899993896484,194,189.880004882812,191.770004272461,3735400,170.092849731445,2020-07-15
191.119995117188,192.759994506836,190.149993896484,190.919998168945,2111100,169.338943481445,2020-07-16
191.339996337891,191.899993896484,190.130004882812,191.479995727539,1972600,169.835632324219,2020-07-17
190.899993896484,192.770004272461,190.369995117188,191.610000610352,2157100,169.950958251953,2020-07-20
192.330001831055,194.899993896484,192,192.979995727539,3505400,171.166046142578,2020-07-21
193.210006713867,199.649993896484,193.050003051758,198.619995117188,3484400,176.168533325195,2020-07-22
198.460006713867,199.270004272461,196.009994506836,197.550003051758,2702200,175.219467163086,2020-07-23
196.889999389648,198.910003662109,195.729995727539,198.720001220703,2199900,176.257263183594,2020-07-24
199.039993286133,202.520004272461,198.710006713867,201.25,4541700,178.501251220703,2020-07-27
198.600006103516,199.889999389648,195.5,196.240005493164,6051000,174.057601928711,2020-07-28
196.300003051758,198.460006713867,195.710006713867,196.210006713867,3342900,174.030960083008,2020-07-29
195,196.399993896484,192.919998168945,195.410003662109,2705700,173.321380615234,2020-07-30
194.149993896484,194.679992675781,191.639999389648,194.279998779297,3194700,172.319107055664,2020-07-31
194.330001831055,195.600006103516,193.589996337891,194.399993896484,3143500,172.425537109375,2020-08-03
194.949996948242,199.699996948242,194.339996337891,199.360000610352,3699900,176.824890136719,2020-08-04
200,200.5,197.910003662109,199.259994506836,2259600,176.736190795898,2020-08-05
198.779998779297,203.600006103516,198.369995117188,203.179992675781,3158900,180.213073730469,2020-08-06
203.360000610352,205.160003662109,203.289993286133,204.600006103516,2980000,181.472610473633,2020-08-07
204.350006103516,205.160003662109,202.539993286133,204.119995117188,2783600,181.046844482422,2020-08-10
205,207.419998168945,204.25,205,2478400,181.827346801758,2020-08-11
206.860000610352,207.399993896484,205.380004882812,206.020004272461,2167100,182.732086181641,2020-08-12
205.960006713867,207.25,205.350006103516,206.490005493164,1795000,183.148941040039,2020-08-13
205.949996948242,207.330001831055,205.199996948242,207.029998779297,2060200,183.627914428711,2020-08-14
206.940002441406,209.5,206.850006103516,208.669998168945,2619000,185.082534790039,2020-08-17
209.259994506836,210.429992675781,207.229995727539,210.320007324219,2921500,186.545974731445,2020-08-18
210.220001220703,211.169998168945,208.639999389648,209.509994506836,2711100,185.827560424805,2020-08-19
208.119995117188,210.990005493164,208.100006103516,209.880004882812,2084900,186.155715942383,2020-08-20
209.960006713867,212.190002441406,209.259994506836,211.570007324219,3484800,187.654739379883,2020-08-21
212.259994506836,213.5,210.929992675781,212.619995117188,2463900,188.586029052734,2020-08-24
213.960006713867,214.190002441406,212.220001220703,212.649993896484,2302400,188.612594604492,2020-08-25
212.089996337891,214.419998168945,211.600006103516,213.759994506836,2316700,189.597183227539,2020-08-26
214.339996337891,216.100006103516,212.100006103516,212.190002441406,3226800,188.204666137695,2020-08-27
212.820007324219,216.710006713867,211.770004272461,214.910003662109,3212500,190.617172241211,2020-08-28
213.520004272461,214.990005493164,212.809997558594,213.520004272461,2900900,190.492309570312,2020-08-31
210.839996337891,213.610000610352,210.580001831055,212.690002441406,2926700,189.751770019531,2020-09-01
213.25,217.130004882812,212.690002441406,216.229995727539,4092000,192.910018920898,2020-09-02
218.110000610352,218.110000610352,211.899993896484,213.800003051758,3126700,190.742080688477,2020-09-03
215.289993286133,217.779998779297,210.759994506836,211.729995727539,3828600,188.895309448242,2020-09-04
211.179992675781,216.300003051758,211.059997558594,213.580001831055,4107600,190.545791625977,2020-09-08
215,218.169998168945,214.440002441406,215.710006713867,3213200,192.446105957031,2020-09-09
215.720001220703,219.479995727539,215.720001220703,217.240005493164,3325600,193.811096191406,2020-09-10
217.690002441406,219.179992675781,216.279998779297,218,3616500,194.489120483398,2020-09-11
219.720001220703,222.589996337891,219.339996337891,220.559997558594,2543800,196.773010253906,2020-09-14
221.759994506836,223.639999389648,221.399993896484,222.369995117188,2640700,198.387786865234,2020-09-15
222.169998168945,226.720001220703,221.300003051758,224.809997558594,3463700,200.564651489258,2020-09-16
223.699996948242,223.729995727539,220.5,222.580001831055,3376600,198.575164794922,2020-09-17
221.619995117188,223.570007324219,220.130004882812,220.270004272461,3861400,196.514312744141,2020-09-18
217.139999389648,218.050003051758,213.399993896484,216.410003662109,2831800,193.070617675781,2020-09-21
216.429992675781,216.960006713867,214.550003051758,216.410003662109,2475600,193.070617675781,2020-09-22
217.669998168945,219.690002441406,214.240005493164,214.970001220703,2777700,191.785888671875,2020-09-23
214.75,218.410003662109,213.589996337891,216.119995117188,1727000,192.811859130859,2020-09-24
215.300003051758,219.25,213.649993896484,218.179992675781,2196800,194.649673461914,2020-09-25
220,221.979995727539,219.020004272461,220.259994506836,2111700,196.505386352539,2020-09-28
220.419998168945,220.960006713867,218.479995727539,218.679992675781,1731700,195.095779418945,2020-09-29
218.869995117188,222.199996948242,218.410003662109,219.490005493164,3034100,195.818435668945,2020-09-30
221.589996337891,223,217.789993286133,219.589996337891,2443000,195.907653808594,2020-10-01
217.509994506836,223.350006103516,217.100006103516,222.669998168945,3833100,198.65544128418,2020-10-02
224.860000610352,226.5,224.009994506836,226.070007324219,2913800,201.688781738281,2020-10-05
226.830001831055,228.660003662109,223.600006103516,224.089996337891,2453600,199.922332763672,2020-10-06
225.580001831055,228.410003662109,225.130004882812,226.479995727539,1972500,202.054565429688,2020-10-07
226.089996337891,227.080001831055,224.289993286133,225.800003051758,3195800,201.447891235352,2020-10-08
226.940002441406,227.220001220703,223.119995117188,224.830001831055,3237700,200.58251953125,2020-10-09
224.809997558594,226.509994506836,223.119995117188,226.110000610352,2412400,201.72444152832,2020-10-12
225.699996948242,228.580001831055,224.929992675781,227.350006103516,2098900,202.83073425293,2020-10-13
228.410003662109,229.479995727539,227.350006103516,227.619995117188,1862600,203.07160949707,2020-10-14
226.149993896484,230,225.589996337891,229.639999389648,2177300,204.873748779297,2020-10-15
229.770004272461,231.910003662109,229.149993896484,229.369995117188,2162800,204.632888793945,2020-10-16
229.550003051758,231.020004272461,225.169998168945,226,2009500,201.626312255859,2020-10-19
226.740005493164,230,226.429992675781,227.449996948242,1883200,202.919937133789,2020-10-20
227.229995727539,229.490005493164,227.210006713867,228.190002441406,1518200,203.580139160156,2020-10-21
227.759994506836,229.399993896484,226.880004882812,229.149993896484,1961300,204.436599731445,2020-10-22
230.410003662109,230.410003662109,227.800003051758,228.710006713867,2278100,204.044052124023,2020-10-23
226.779998779297,227.25,220.970001220703,224.270004272461,2537800,200.082901000977,2020-10-26
224.470001220703,225.229995727539,222.720001220703,222.970001220703,1801900,198.923110961914,2020-10-27
218.389999389648,220.589996337891,214.460006713867,214.690002441406,3272900,191.536117553711,2020-10-28
214.690002441406,217.649993896484,213.070007324219,214.949996948242,2477600,191.768051147461,2020-10-29
213.600006103516,215.220001220703,209.910003662109,213,3450900,190.028366088867,2020-10-30
215.880004882812,216.320007324219,210.789993286133,212.559997558594,2983200,189.635818481445,2020-11-02
215.589996337891,218.100006103516,213.949996948242,216.800003051758,2615000,193.418518066406,2020-11-03
215,219.470001220703,213.300003051758,214.869995117188,3360800,191.696670532227,2020-11-04
216.070007324219,218.199996948242,214.679992675781,216.309997558594,3622000,192.981369018555,2020-11-05
216,217.889999389648,214.25,216.559997558594,3916100,193.204406738281,2020-11-06
226.789993286133,227.850006103516,207.169998168945,213.220001220703,7981200,190.224639892578,2020-11-09
215.75,215.990005493164,211.339996337891,213.320007324219,4255600,190.313873291016,2020-11-10
214.809997558594,219.25,214.300003051758,218.020004272461,4126900,194.506942749023,2020-11-11
217.559997558594,217.820007324219,210.880004882812,213.070007324219,4253200,190.0908203125,2020-11-12
213.759994506836,214.389999389648,212.339996337891,213.279998779297,3072100,190.278167724609,2020-11-13
215.5,216.75,213.630004882812,216.729995727539,3702100,193.356094360352,2020-11-16
215.600006103516,217.389999389648,214.020004272461,216.009994506836,2443100,192.713714599609,2020-11-17
216.100006103516,217.839996337891,215.410003662109,215.520004272461,3095200,192.276596069336,2020-11-18
214.839996337891,215.479995727539,213.330001831055,215.110000610352,2840500,191.910766601562,2020-11-19
214.389999389648,215.220001220703,213.630004882812,214.089996337891,3932600,191.00080871582,2020-11-20
215.139999389648,217.600006103516,214.649993896484,217,3010300,193.596954345703,2020-11-23
219.009994506836,221.25,218.25,219.710006713867,3870900,196.014678955078,2020-11-24
219.979995727539,220.589996337891,217.919998168945,219.339996337891,1889200,195.684585571289,2020-11-25
219.020004272461,220.399993896484,217.660003662109,218.330001831055,1394400,194.783508300781,2020-11-27
216.460006713867,217.570007324219,214.429992675781,217.440002441406,3413600,195.142532348633,2020-11-30
218.880004882812,218.929992675781,215.529998779297,216.139999389648,4224800,193.975814819336,2020-12-01
214,214.399993896484,209.130004882812,210.860000610352,6223700,189.237274169922,2020-12-02
210.940002441406,213.229995727539,210.559997558594,211.509994506836,3732500,189.820571899414,2020-12-03
211.600006103516,213.380004882812,210.100006103516,210.740005493164,3151100,189.129577636719,2020-12-04
208.529998779297,209.110000610352,206.190002441406,208.889999389648,3826000,187.469268798828,2020-12-07
206.550003051758,209.100006103516,206.410003662109,208.389999389648,2709400,187.020553588867,2020-12-08
209.490005493164,209.529998779297,207.330001831055,208.690002441406,3010900,187.289810180664,2020-12-09
208.5,208.759994506836,207.070007324219,208.039993286133,2956400,186.706451416016,2020-12-10
207.470001220703,208.940002441406,206.729995727539,207.759994506836,2770800,186.455123901367,2020-12-11
210.729995727539,214.740005493164,210.210006713867,211.919998168945,4745000,190.188537597656,2020-12-14
213.220001220703,216.210006713867,212.740005493164,214.860000610352,3798200,192.827072143555,2020-12-15
214.880004882812,217.509994506836,213.660003662109,213.800003051758,2682000,191.875762939453,2020-12-16
215.389999389648,215.789993286133,213.529998779297,214.25,2558800,192.279602050781,2020-12-17
215.149993896484,216.850006103516,213.820007324219,215.080001831055,7929100,193.024520874023,2020-12-18
210.619995117188,212.550003051758,208.009994506836,211.669998168945,4342500,189.964233398438,2020-12-21
211.199996948242,212.910003662109,210.369995117188,211.919998168945,2772800,190.188537597656,2020-12-22
212.300003051758,213.429992675781,211.789993286133,212.020004272461,1658800,190.2783203125,2020-12-23
212.119995117188,212.740005493164,211.139999389648,211.389999389648,1047700,189.712905883789,2020-12-24
212.990005493164,214.880004882812,212.190002441406,214.020004272461,2550100,192.073211669922,2020-12-28
214.639999389648,215.779998779297,212.449996948242,212.710006713867,1665700,190.897537231445,2020-12-29
212.960006713867,213.360000610352,211.279998779297,211.559997558594,1855000,189.865478515625,2020-12-30
211.25,214.929992675781,210.779998779297,214.580001831055,2610900,192.575775146484,2020-12-31
214.490005493164,214.720001220703,208.220001220703,210.220001220703,4055400,188.662872314453,2021-01-04
210.179992675781,211.949996948242,209.619995117188,211.479995727539,2576100,189.793685913086,2021-01-05
211.300003051758,211.710006713867,209.029998779297,211,3083400,189.362915039062,2021-01-06
213.220001220703,213.220001220703,210.559997558594,211.979995727539,3142000,190.242431640625,2021-01-07
212.899993896484,216.119995117188,212.229995727539,215.869995117188,2639100,193.733489990234,2021-01-08
215.089996337891,216.119995117188,213.119995117188,214.229995727539,2545400,192.261672973633,2021-01-11
213.690002441406,214.330001831055,210.940002441406,211.600006103516,2952000,189.901382446289,2021-01-12
210.910003662109,213.130004882812,210.899993896484,212.089996337891,2069800,190.341094970703,2021-01-13
212.100006103516,212.669998168945,208,208.5,3666700,187.119277954102,2021-01-14
207.970001220703,210.699996948242,207.419998168945,209.910003662109,3593700,188.384674072266,2021-01-15
210.679992675781,211,207.880004882812,209.089996337891,3331600,187.648788452148,2021-01-19
210.149993896484,214.410003662109,209.630004882812,213.630004882812,4077700,191.723190307617,2021-01-20
214.059997558594,215.960006713867,213.320007324219,213.529998779297,2674900,191.633453369141,2021-01-21
212.509994506836,214.139999389648,211.169998168945,213.380004882812,2196400,191.498840332031,2021-01-22
212.220001220703,214.050003051758,210.559997558594,213.339996337891,2615300,191.462921142578,2021-01-25
212.509994506836,215.509994506836,212.169998168945,215.380004882812,2907800,193.293701171875,2021-01-26
212.389999389648,213.149993896484,207,207,5464000,185.773086547852,2021-01-27
208.630004882812,210.360000610352,205.130004882812,206.820007324219,5401600,185.611541748047,2021-01-28
205.110000610352,209.399993896484,203.110000610352,207.839996337891,5203300,186.526901245117,2021-01-29
208.479995727539,209.690002441406,206.600006103516,207.929992675781,2812500,186.607711791992,2021-02-01
208.089996337891,212.630004882812,207.649993896484,209.759994506836,2786000,188.250061035156,2021-02-02
208.350006103516,209.990005493164,207.929992675781,208.710006713867,3020700,187.307739257812,2021-02-03
210,212.110000610352,208.669998168945,211.029998779297,2777500,189.389831542969,2021-02-04
212.589996337891,214.179992675781,212.009994506836,212.580001831055,2600200,190.780883789062,2021-02-05
212.529998779297,212.990005493164,209.960006713867,211.580001831055,2696200,189.883438110352,2021-02-08
212.070007324219,216.179992675781,211.770004272461,215.979995727539,3047300,193.832214355469,2021-02-09
216.880004882812,217.309997558594,213.809997558594,214.399993896484,3161600,192.414245605469,2021-02-10
214.539993286133,214.800003051758,212.399993896484,214.270004272461,2583600,192.297561645508,2021-02-11
214,214.699996948242,212.990005493164,213.899993896484,2781200,191.965530395508,2021-02-12
214.369995117188,216.940002441406,213.830001831055,215.029998779297,2892900,192.979629516602,2021-02-16
213.960006713867,214.889999389648,212.630004882812,213.449996948242,3280000,191.561660766602,2021-02-17
213.289993286133,215.860000610352,212.649993896484,215.429992675781,2191000,193.338592529297,2021-02-18
215.289993286133,215.729995727539,211.970001220703,212.240005493164,3181600,190.475769042969,2021-02-19
211.5,213,209.690002441406,212.059997558594,2910800,190.314193725586,2021-02-22
214.5,215.699996948242,210.429992675781,211.320007324219,3243000,189.650085449219,2021-02-23
210.839996337891,214.100006103516,210.419998168945,213.270004272461,2887100,191.400131225586,2021-02-24
212.699996948242,212.919998168945,209.740005493164,210.949996948242,3131400,189.318069458008,2021-02-25
210.75,211.639999389648,206.139999389648,206.139999389648,5334000,186.139526367188,2021-02-26
207.350006103516,210.380004882812,207.350006103516,208.25,2827500,188.044845581055,2021-03-01
208,209.899993896484,206.190002441406,208.669998168945,3016600,188.424087524414,2021-03-02
207.520004272461,208.990005493164,205.610000610352,205.820007324219,3488600,185.850616455078,2021-03-03
206.160003662109,207.490005493164,202.729995727539,204.839996337891,3926200,184.965682983398,2021-03-04
205.75,208.229995727539,202.960006713867,207.369995117188,3608100,187.250198364258,2021-03-05
207.699996948242,210.589996337891,207.139999389648,209.110000610352,3157100,188.821395874023,2021-03-08
210.630004882812,211.199996948242,208.279998779297,208.550003051758,3646700,188.31575012207,2021-03-09
208.720001220703,213.630004882812,208.240005493164,213.309997558594,3447200,192.613876342773,2021-03-10
214.699996948242,215.229995727539,211.490005493164,211.570007324219,3618000,191.042709350586,2021-03-11
212.039993286133,214.240005493164,211.419998168945,212.339996337891,2818200,191.737991333008,2021-03-12
213.649993896484,220.550003051758,213.5,220.460006713867,5479700,199.070159912109,2021-03-15
219.580001831055,221.300003051758,217.160003662109,219.860000610352,3583400,198.528381347656,2021-03-16
224.559997558594,224.899993896484,220.009994506836,224.110000610352,5240600,202.36604309082,2021-03-17
223.679992675781,225.350006103516,221.410003662109,222.899993896484,3254600,201.273452758789,2021-03-18
222.759994506836,225.179992675781,221,222.440002441406,7719400,200.858062744141,2021-03-19
223.389999389648,226.910003662109,222.649993896484,225.070007324219,4220700,203.232894897461,2021-03-22
223.960006713867,226.399993896484,223.75,224.369995117188,2794000,202.600814819336,2021-03-23
225.320007324219,227.020004272461,224.039993286133,224.050003051758,2442500,202.311874389648,2021-03-24
225.149993896484,225.320007324219,222.440002441406,224.199996948242,3249600,202.447341918945,2021-03-25
224.199996948242,225.279998779297,222.419998168945,225.210006713867,3263100,203.359298706055,2021-03-26
