"CL.Open","CL.High","CL.Low","CL.Close","CL.Volume","CL.Adjusted","Date"
68.8399963378906,68.9400024414062,67.8899993896484,68.120002746582,3441800,59.5444793701172,2020-01-02
67.8399963378906,68.4700012207031,67.6800003051758,68.0199966430664,3473800,59.4570732116699,2020-01-03
68.0800018310547,68.8499984741211,68.0100021362305,68.4899978637695,4607500,59.8679122924805,2020-01-06
68.4599990844727,68.4599990844727,67.4700012207031,67.5500030517578,4500000,59.0462417602539,2020-01-07
67.8000030517578,69.6500015258789,67.7300033569336,69.2699966430664,4676100,60.5497169494629,2020-01-08
69.379997253418,69.9400024414062,69.0599975585938,69.8600006103516,3996100,61.0654373168945,2020-01-09
69.7300033569336,70.4300003051758,69.4599990844727,70.1500015258789,3724000,61.3189392089844,2020-01-10
70.1600036621094,70.5599975585938,69.8000030517578,70.1399993896484,4641300,61.3101921081543,2020-01-13
70.1399993896484,70.4000015258789,70.0299987792969,70.2900009155273,4711900,61.4413070678711,2020-01-14
70.3399963378906,71.0500030517578,70.3399963378906,70.8000030517578,3606200,61.8871078491211,2020-01-15
70.9599990844727,71.1800003051758,70.6699981689453,70.75,2720300,61.8434181213379,2020-01-16
70.4300003051758,71.3000030517578,70.4300003051758,71.1800003051758,4019700,62.2192802429199,2020-01-17
71.0699996948242,71.379997253418,70.25,71.2900009155273,6470400,62.3154296875,2020-01-21
70.879997253418,71.0800018310547,70.5100021362305,70.5299987792969,2890800,62.0252227783203,2020-01-22
70.0699996948242,71.0699996948242,70,70.6100006103516,2581600,62.0955810546875,2020-01-23
70.8300018310547,71.0800018310547,70.0800018310547,70.3000030517578,2938300,61.8229484558105,2020-01-24
70.1500015258789,70.7900009155273,69.7699966430664,70.0999984741211,3688100,61.6470565795898,2020-01-27
70.120002746582,70.4899978637695,69.5599975585938,69.7099990844727,2770600,61.3040885925293,2020-01-28
69.75,69.8899993896484,68.8099975585938,68.8300018310547,3233400,60.5302085876465,2020-01-29
68.8000030517578,69.6999969482422,68.5599975585938,69.4700012207031,3539300,61.0930480957031,2020-01-30
73.6399993896484,74.9700012207031,73.370002746582,73.7799987792969,13592300,64.8833236694336,2020-01-31
74.0599975585938,75.4599990844727,74.0599975585938,74.9300003051758,7725400,65.894645690918,2020-02-03
75.2799987792969,76.1999969482422,75.1900024414062,75.4000015258789,4671800,66.3079681396484,2020-02-04
75.25,75.870002746582,74.5100021362305,75.7300033569336,4282900,66.5981826782227,2020-02-05
75.9700012207031,76.5999984741211,75.8300018310547,76.3099975585938,4663900,67.1082382202148,2020-02-06
76.4000015258789,76.5199966430664,75.9000015258789,76.0299987792969,3222700,66.8619918823242,2020-02-07
75.9599990844727,77.4100036621094,75.9599990844727,77.3499984741211,4418400,68.0228500366211,2020-02-10
77.2399978637695,77.2900009155273,76.0999984741211,76.1100006103516,3992600,66.9323654174805,2020-02-11
76.2099990844727,76.3199996948242,75.5,75.9499969482422,3735400,66.7916564941406,2020-02-12
75.7200012207031,76.6100006103516,75.629997253418,76.370002746582,2907800,67.161018371582,2020-02-13
76.3600006103516,76.6999969482422,76.1100006103516,76.6900024414062,2820400,67.4424133300781,2020-02-14
76.6100006103516,76.6900024414062,76.0500030517578,76.0699996948242,4370500,66.8971939086914,2020-02-18
76,76.2699966430664,75.5,75.5400009155273,2686700,66.4310760498047,2020-02-19
75.4599990844727,75.6500015258789,74.25,75.1600036621094,3350900,66.0969161987305,2020-02-20
75.1900024414062,76.5400009155273,75.1100006103516,76.2699966430664,5341500,67.0730667114258,2020-02-21
71.7099990844727,75.7200012207031,71.1900024414062,74.4199981689453,5584400,65.4461441040039,2020-02-24
74.4000015258789,74.9899978637695,73.5199966430664,73.8000030517578,5739500,64.9009170532227,2020-02-25
74,74.4700012207031,72.9000015258789,72.9199981689453,4188700,64.1270141601562,2020-02-26
73.0599975585938,73.7200012207031,70.129997253418,70.1500015258789,6181100,61.6910285949707,2020-02-27
68.9899978637695,69.3600006103516,66.3199996948242,67.5699996948242,11130900,59.4221534729004,2020-02-28
68.5100021362305,72.5599975585938,68.5100021362305,72.4400024414062,7940800,63.7049140930176,2020-03-02
72.5500030517578,74.1100006103516,71.2399978637695,71.7799987792969,7487800,63.1244697570801,2020-03-03
73.9000015258789,75.4700012207031,73.0100021362305,75.370002746582,7174700,66.2816009521484,2020-03-04
73.7099990844727,74.3300018310547,71.8000030517578,72.3399963378906,5877500,63.6169509887695,2020-03-05
70.370002746582,72.7600021362305,69.5100021362305,72.5100021362305,6339600,63.7664527893066,2020-03-06
69.3000030517578,71.6100006103516,69,69.9899978637695,7399300,61.5503349304199,2020-03-09
71.620002746582,72.0100021362305,68.0899963378906,71.8099975585938,7521500,63.1508560180664,2020-03-10
70.1399993896484,70.8099975585938,67.7799987792969,68.9000015258789,6860400,60.5917739868164,2020-03-11
64.9300003051758,67.4499969482422,63.2000007629395,63.8899993896484,9772200,56.1858901977539,2020-03-12
66.4300003051758,69.2099990844727,64.1999969482422,69.0999984741211,11952900,60.7676429748535,2020-03-13
