"MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted","Date"
148.561874389648,150.510040283203,148.110366821289,150.501678466797,4307633,121.201103210449,2020-01-02
148.010040283203,149.381271362305,146.84782409668,149.205688476562,2950412,120.157402038574,2020-01-03
148.118728637695,149.423080444336,147.449829101562,149.34782409668,2389608,120.271858215332,2020-01-06
149.063537597656,149.255859375,147.842803955078,148.745819091797,2598908,119.787071228027,2020-01-07
148.829437255859,151.755859375,148.53678894043,151.028427124023,3298927,121.625297546387,2020-01-08
151.764221191406,151.831100463867,150.301010131836,151.505020141602,3284575,122.009078979492,2020-01-09
151.84782409668,152.324417114258,150.618728637695,150.894653320312,2516145,121.517562866211,2020-01-10
151.287628173828,152.366226196289,150.802673339844,151.270904541016,2500597,121.820518493652,2020-01-13
151.270904541016,152.633773803711,150.677261352539,151.647155761719,3481795,122.123542785645,2020-01-14
151.68896484375,152.056854248047,149.816055297852,150.317718505859,2968711,121.052932739258,2020-01-15
151.070236206055,151.505020141602,150.242477416992,151.346160888672,2571280,121.881134033203,2020-01-16
151.337799072266,152.299331665039,151.086959838867,151.630432128906,4413360,122.110076904297,2020-01-17
152.048492431641,152.098663330078,149.356185913086,149.991638183594,4027769,120.790336608887,2020-01-21
150.091979980469,150.978256225586,148.729095458984,148.854507446289,2894559,119.87459564209,2020-01-22
148.051834106445,149.197326660156,147.483276367188,148.612045288086,2820646,119.679328918457,2020-01-23
149.239135742188,150.342803955078,148.436462402344,148.954849243164,3161148,119.955406188965,2020-01-24
150.384613037109,150.994979858398,146.772567749023,146.84782409668,5216234,118.258598327637,2020-01-27
143.729095458984,144.096984863281,138.001678466797,138.444808959961,10669157,111.491508483887,2020-01-28
139.088623046875,139.18896484375,135.058532714844,135.451507568359,6391304,109.080978393555,2020-01-29
134.615386962891,135.986618041992,132.742477416992,135.8779296875,5211092,109.424385070801,2020-01-30
135.451507568359,135.994979858398,132.299331665039,132.65885925293,6865399,106.832000732422,2020-01-31
133.804351806641,134.038467407227,130.752502441406,130.928100585938,4694898,105.438201904297,2020-02-03
133.586959838867,133.745819091797,131.270904541016,131.471572875977,5219224,105.875885009766,2020-02-04
133.043472290039,135.727432250977,132.692306518555,135.727432250977,3729367,109.303169250488,2020-02-05
137.533447265625,137.959869384766,135.844482421875,136.195648193359,4082905,109.680213928223,2020-02-06
134.958190917969,135.384613037109,133.46989440918,133.846160888672,3272495,107.788154602051,2020-02-07
133.954849243164,134.832778930664,132.834442138672,133.904678344727,3294741,107.835273742676,2020-02-10
134.615386962891,135.886291503906,133.795989990234,135.827758789062,2721020,109.38395690918,2020-02-11
137.324417114258,137.993316650391,136.764221191406,136.956527709961,3272734,110.292984008789,2020-02-12
135.250839233398,135.342803955078,132.943145751953,133.578598022461,4083024,108.546821594238,2020-02-13
133.653839111328,134.732437133789,132.79264831543,134.623748779297,2671266,109.396118164062,2020-02-14
134.080261230469,134.222412109375,132.140472412109,132.842803955078,2964764,107.948921203613,2020-02-18
133.010040283203,134.172241210938,132.408020019531,133.227432250977,2746494,108.261489868164,2020-02-19
132.943145751953,134.941467285156,132.525085449219,132.575256347656,3917020,107.731506347656,2020-02-20
132.382949829102,132.600326538086,130.535110473633,131.212371826172,4228219,106.624015808105,2020-02-21
129.138793945312,129.356185913086,127.27424621582,127.550163269043,4348178,103.648078918457,2020-02-24
128.185623168945,128.294311523438,122.048492431641,122.784278869629,6295026,99.7752990722656,2020-02-25
125.058525085449,126.939796447754,123.821067810059,124.548492431641,6161912,101.208892822266,2020-02-26
126.446487426758,129.958190917969,124.581939697266,125.55184173584,9856954,102.024253845215,2020-02-27
128.837799072266,131.03678894043,122.073577880859,124.782608032227,13753641,101.399147033691,2020-02-28
126.538459777832,128.285949707031,124.055183410645,127.943145751953,9599455,103.967437744141,2020-03-02
127.458190917969,128.762542724609,120.769233703613,121.438125610352,9922614,98.681396484375,2020-03-03
122.926422119141,128.762542724609,122.065216064453,128.745819091797,6905465,104.619667053223,2020-03-04
126.086959838867,129.055191040039,125.041809082031,126.596992492676,7040852,102.87353515625,2020-03-05
125.075248718262,129.381271362305,123.63712310791,128.46989440918,8557500,104.395446777344,2020-03-06
122.566886901855,124.966552734375,120.025085449219,120.451507568359,9800502,97.8796615600586,2020-03-09
124.598663330078,128.244140625,121.13712310791,128.177261352539,6759433,104.157653808594,2020-03-10
125.192306518555,125.192306518555,122.466552734375,123.110366821289,5678847,100.04027557373,2020-03-11
117.023414611816,118.486625671387,108.979934692383,111.68896484375,9826097,90.7591781616211,2020-03-12
117.901336669922,118.469902038574,109.531776428223,118.461540222168,7870039,96.2625961303711,2020-03-13
108.578598022461,113.294311523438,107.031776428223,109.456520080566,8899197,88.945068359375,2020-03-16
110.317726135254,114.356185913086,108.369567871094,112.408027648926,7816338,91.3434906005859,2020-03-17
107.408027648926,116.530097961426,107.349494934082,114.565216064453,8205038,93.0964202880859,2020-03-18
115.142143249512,117.207359313965,111.145484924316,114.974914550781,7613377,93.4293670654297,2020-03-19
115.443145751953,116.421401977539,102.60033416748,104.423080444336,11468683,84.854866027832,2020-03-20
107.157188415527,107.357856750488,95.3511734008789,98.5535125732422,9489423,80.0852355957031,2020-03-23
102.249160766602,111.580268859863,101.170570373535,110.969902038574,11136793,90.1748352050781,2020-03-24
111.329429626465,112.617057800293,106.020065307617,109.983276367188,9260030,89.3731231689453,2020-03-25
110.192306518555,114.030097961426,109.205688476562,113.86287689209,8033532,92.5257186889648,2020-03-26
111.061874389648,114.607025146484,109.456520080566,111.404678344727,5097711,90.5281524658203,2020-03-27
110.576919555664,115.392974853516,109.581939697266,115.167221069336,4627922,93.5856323242188,2020-03-30
113.453178405762,116.58863067627,113.444816589355,114.138793945312,4321985,92.7499237060547,2020-03-31
110.367889404297,113.578598022461,109.540130615234,111.321067810059,4518010,90.4602203369141,2020-04-01
110.668899536133,115.560203552246,110.451507568359,115.309364318848,4772399,93.7011184692383,2020-04-02
113.720733642578,114.916389465332,111.120399475098,111.864547729492,4291607,90.90185546875,2020-04-03
115.267555236816,118.102005004883,114.464881896973,117.642143249512,6745081,95.5967712402344,2020-04-06
123.327758789062,125.953178405762,120.735786437988,120.903007507324,6573575,98.2465667724609,2020-04-07
121.84782409668,125.183944702148,120.32608795166,124.573577880859,3673036,101.229286193848,2020-04-08
124.130432128906,125.192306518555,122.525085449219,123.561874389648,5721305,100.407157897949,2020-04-09
123.327758789062,124.230766296387,121.488296508789,122.408027648926,3160191,99.4695358276367,2020-04-13
125.10033416748,126.237457275391,123.787628173828,125.535118103027,3968806,102.010650634766,2020-04-14
123.904678344727,124.205688476562,121.153846740723,121.371238708496,3640504,98.6270599365234,2020-04-15
121.46321105957,122.449836730957,119.757522583008,121.153846740723,4987798,98.4503936767578,2020-04-16
123.27759552002,124.163879394531,121.070236206055,122.458190917969,6450148,99.5103073120117,2020-04-17
121.028427124023,122.926422119141,120.108695983887,120.125419616699,3460028,97.6146850585938,2020-04-20
118.938125610352,119.372909545898,117.474914550781,118.419731140137,2787996,96.228630065918,2020-04-21
119.866218566895,120.802673339844,118.486625671387,120.075248718262,3288522,97.5739135742188,2020-04-22
120.886291503906,123.394645690918,120.301002502441,120.677261352539,3092019,98.063117980957,2020-04-23
121.379600524902,123.193977355957,120.660537719727,122.909698486328,2687532,99.877197265625,2020-04-24
123.745819091797,129.172241210938,123.653846740723,128.46989440918,5555300,104.395446777344,2020-04-27
133.804351806641,136.354507446289,129.765884399414,131.78092956543,9919744,107.086051940918,2020-04-28
132.558532714844,133.96321105957,129.740798950195,130.65217590332,4768572,106.168807983398,2020-04-29
129.021743774414,129.548492431641,126.881271362305,127.023414611816,4386689,103.220039367676,2020-04-30
124.832778930664,125.451507568359,123.520065307617,124.247489929199,3499974,100.964302062988,2020-05-01
124.197326660156,124.214050292969,122.123748779297,124.080268859863,2666841,100.828430175781,2020-05-04
125.32608795166,125.418060302734,122.993309020996,123.269233703613,2713963,100.169364929199,2020-05-05
123.570236206055,123.887962341309,122.065216064453,122.24080657959,2593646,99.3336563110352,2020-05-06
123.494979858398,123.620399475098,121.153846740723,121.856185913086,3349757,99.0211181640625,2020-05-07
122.976585388184,124.732444763184,122.391304016113,124.172241210938,2594961,100.903167724609,2020-05-08
123.595321655273,123.712371826172,121.730766296387,121.84782409668,3629382,99.0143203735352,2020-05-11
122.533447265625,123.093643188477,118.269233703613,118.327758789062,3623880,96.1539001464844,2020-05-12
117.650505065918,117.667221069336,112.876251220703,113.812705993652,5747976,92.4849624633789,2020-05-13
112.876251220703,113.837791442871,109.632110595703,113.704010009766,7053649,92.396598815918,2020-05-14
112.483276367188,116.112037658691,112.207359313965,115.961540222168,12095985,94.2310943603516,2020-05-15
119.698997497559,125.183944702148,119.155517578125,124.807693481445,7196452,101.419525146484,2020-05-18
124.163879394531,126.797660827637,123.219062805176,124.063545227051,4855640,100.814849853516,2020-05-19
125.309364318848,126.613708496094,124.439796447754,125.150505065918,4100845,101.698097229004,2020-05-20
123.528427124023,124.280937194824,121.52173614502,121.91471862793,3335764,100.051292419434,2020-05-21
121.856185913086,122.608695983887,120.903007507324,122.441474914551,3183034,100.483573913574,2020-05-22
125.77759552002,127.909698486328,124.749160766602,127.157188415527,5521095,104.353576660156,2020-05-26
128.754180908203,132.240798950195,128.210708618164,132.232437133789,7243335,108.518692016602,2020-05-27
132.700668334961,133.670562744141,128.871231079102,131.120407104492,8049917,107.606079101562,2020-05-28
130.016723632812,131.162200927734,127.968223571777,130.802673339844,10324111,107.345321655273,2020-05-29
130.392974853516,131.730773925781,129.506683349609,130.083618164062,2491746,106.755210876465,2020-06-01
131.061874389648,132.608703613281,130.961532592773,131.806015014648,2791225,108.168731689453,2020-06-02
133.235778808594,135.167221069336,132.541809082031,134.790969848633,4394463,110.618385314941,2020-06-03
133.578598022461,135.936462402344,133.093643188477,135.911376953125,3445317,111.53784942627,2020-06-04
137.959869384766,140.760864257812,137.959869384766,139.974914550781,5414531,114.872673034668,2020-06-05
139.715713500977,141.755859375,138.185623168945,139.523406982422,3573170,114.502151489258,2020-06-08
138.361206054688,140.434783935547,137.190628051758,139.381271362305,3781274,114.38549041748,2020-06-09
139.548492431641,139.916381835938,136.964889526367,137.040130615234,3051355,112.464202880859,2020-06-10
133.829437255859,133.988296508789,127.349494934082,127.408027648926,5999854,104.559455871582,2020-06-11
130.668899536133,131.6220703125,126.864547729492,129.489959716797,3586565,106.268020629883,2020-06-12
126.153846740723,133.461532592773,125.827758789062,131.881271362305,4896185,108.230499267578,2020-06-15
136.162200927734,136.605346679688,131.178924560547,133.503341674805,4050493,109.561645507812,2020-06-16
133.946487426758,134.506683349609,132.918060302734,133.127090454102,2050662,109.252899169922,2020-06-17
132.165557861328,133.637130737305,131.764221191406,133.118728637695,2160096,109.246040344238,2020-06-18
134.908020019531,135.526748657227,130.827758789062,132.232437133789,7660619,108.518692016602,2020-06-19
131.270904541016,131.6220703125,130,131.011703491211,2416996,107.516876220703,2020-06-22
132.073577880859,132.667221069336,130.635452270508,131.973251342773,2752953,108.305992126465,2020-06-23
130.677261352539,131.045150756836,126.84782409668,127.27424621582,3639189,104.449668884277,2020-06-24
127.132110595703,129.640472412109,125.501670837402,129.322738647461,2464597,106.130790710449,2020-06-25
129.264221191406,129.41471862793,126.697326660156,127.525085449219,3380374,104.655502319336,2020-06-26
128.678924560547,130.861206054688,128.327758789062,130.075256347656,2565540,106.748352050781,2020-06-29
129.523406982422,131.028427124023,128.804351806641,130.426422119141,3518154,107.036544799805,2020-06-30
130.71907043457,131.939804077148,129.857864379883,129.958190917969,1944218,106.652297973633,2020-07-01
131.789291381836,132.842803955078,130.819396972656,131.304351806641,2371429,107.757049560547,2020-07-02
132.834442138672,133.745819091797,131.312713623047,132.190628051758,2511002,108.484382629395,2020-07-06
130.501678466797,131.354507446289,129.339462280273,129.448165893555,1879753,106.23371887207,2020-07-07
129.657196044922,130.100326538086,128.653839111328,129.247497558594,1987752,106.069030761719,2020-07-08
128.695648193359,129.364547729492,126.287628173828,126.630432128906,2619240,103.921295166016,2020-07-09
126.831100463867,128.135452270508,126.245819091797,127.801002502441,2337582,104.881958007812,2020-07-10
129.055191040039,131.212371826172,128.89631652832,129.431442260742,2652489,106.220008850098,2020-07-13
129.431442260742,133.135452270508,128.695648193359,132.558532714844,3825884,108.786315917969,2020-07-14
133.762542724609,134.93310546875,133.15217590332,133.21907043457,4152871,109.32837677002,2020-07-15
133.15217590332,134.540130615234,132.140472412109,134.197326660156,2154594,110.131202697754,2020-07-16
134.498321533203,135.083618164062,133.369567871094,133.637130737305,3051833,109.67147064209,2020-07-17
132.817718505859,132.834442138672,130.744140625,130.744140625,2140960,107.297302246094,2020-07-20
131.270904541016,133.46989440918,131.262542724609,131.939804077148,3297611,108.278518676758,2020-07-21
131.630432128906,133.720733642578,131.287628173828,132.700668334961,2271922,108.902954101562,2020-07-22
132.943145751953,133.486618041992,132.408020019531,133.185623168945,3223340,109.300926208496,2020-07-23
133.821075439453,135.117050170898,132.709030151367,133.645492553711,3019541,109.678321838379,2020-07-24
133.386291503906,136.605346679688,133.21907043457,136.488296508789,3825406,112.011306762695,2020-07-27
129.991638183594,131.672241210938,128.595321655273,129.874588012695,9255605,106.583671569824,2020-07-28
