"LLY.Open","LLY.High","LLY.Low","LLY.Close","LLY.Volume","LLY.Adjusted","Date"
151.660003662109,153.639999389648,149.940002441406,152.949996948242,9466300,143.914901733398,2020-05-29
154.470001220703,154.990005493164,150.889999389648,152.449996948242,5233800,143.444396972656,2020-06-01
152.080001831055,154.080001831055,151.039993286133,153.860000610352,3269400,144.771133422852,2020-06-02
153.339996337891,154.389999389648,150.850006103516,152.529998779297,3190300,143.519714355469,2020-06-03
152.210006713867,153.539993286133,149.710006713867,150.710006713867,3328700,141.807235717773,2020-06-04
149.699996948242,151.759994506836,148.339996337891,149.210006713867,4578800,140.395812988281,2020-06-05
146.75,149.25,146.520004272461,149.210006713867,4076400,140.395812988281,2020-06-08
149.75,151.75,149.110000610352,149.130004882812,4302100,140.320556640625,2020-06-09
149.960006713867,152.399993896484,149.839996337891,151,4940200,142.080093383789,2020-06-10
151.850006103516,152.240005493164,143.050003051758,144.080001831055,4547400,135.568832397461,2020-06-11
145.539993286133,146.380004882812,141.470001220703,143.539993286133,3973200,135.060775756836,2020-06-12
142,142.899993896484,139.679992675781,141.520004272461,3709900,133.160095214844,2020-06-15
156.320007324219,167.429992675781,155,163.710006713867,15029300,154.039291381836,2020-06-16
164.229995727539,164.360000610352,159.399993896484,159.970001220703,4711200,150.520233154297,2020-06-17
159.199996948242,162.970001220703,158.199996948242,161.070007324219,3631600,151.555252075195,2020-06-18
162.229995727539,162.479995727539,158.259994506836,159.940002441406,6004900,150.491973876953,2020-06-19
159.179992675781,161.479995727539,158.919998168945,160.449996948242,2647300,150.97184753418,2020-06-22
160.889999389648,162.869995117188,158.949996948242,159.339996337891,2771500,149.927474975586,2020-06-23
158.550003051758,159.789993286133,156.330001831055,157.029998779297,3096000,147.753860473633,2020-06-24
157.639999389648,163.389999389648,156.710006713867,162.860000610352,3735400,153.239501953125,2020-06-25
162.330001831055,163.789993286133,160.179992675781,162.830001831055,5290400,153.211273193359,2020-06-26
163.850006103516,164.210006713867,161.029998779297,162.720001220703,2640300,153.10774230957,2020-06-29
163.110000610352,165.169998168945,162.300003051758,164.179992675781,3296300,154.481506347656,2020-06-30
164.320007324219,165.470001220703,162.520004272461,163.300003051758,2065100,153.653518676758,2020-07-01
164.070007324219,164.770004272461,162.369995117188,163.869995117188,1960200,154.189865112305,2020-07-02
164.460006713867,168.919998168945,164.009994506836,166.889999389648,2760100,157.031433105469,2020-07-06
166.119995117188,168.380004882812,165.270004272461,166.75,3273300,156.899688720703,2020-07-07
166.839996337891,169.820007324219,166.839996337891,169.130004882812,2781800,159.139114379883,2020-07-08
169.880004882812,170.75,163.710006713867,166.449996948242,2955200,156.617385864258,2020-07-09
166.139999389648,166.139999389648,162.740005493164,163.360000610352,2245100,153.7099609375,2020-07-10
164.610000610352,167,161.039993286133,162.080001831055,3455600,152.505584716797,2020-07-13
162.880004882812,164.770004272461,161.529998779297,163.880004882812,2642900,154.199234008789,2020-07-14
165.190002441406,166.479995727539,163.899993896484,165.449996948242,2346200,155.676483154297,2020-07-15
164.949996948242,165.440002441406,162.600006103516,165,1486800,155.253067016602,2020-07-16
166.039993286133,167.259994506836,165.110000610352,165.960006713867,2935800,156.156372070312,2020-07-17
166.490005493164,167.710006713867,165.729995727539,167.039993286133,1806200,157.172546386719,2020-07-20
166.869995117188,167.229995727539,164.759994506836,165.300003051758,1540700,155.535369873047,2020-07-21
165.539993286133,165.850006103516,162.330001831055,164.839996337891,1686500,155.102478027344,2020-07-22
165.259994506836,165.460006713867,160.789993286133,161.520004272461,2408800,151.978652954102,2020-07-23
161.470001220703,161.470001220703,158.449996948242,159.539993286133,2247900,150.115570068359,2020-07-24
159.600006103516,161.740005493164,158.589996337891,160.5,2709700,151.018890380859,2020-07-27
161.669998168945,165.410003662109,161.350006103516,162.649993896484,3483100,153.041900634766,2020-07-28
162.529998779297,163.029998779297,161.100006103516,161.75,3108900,152.195083618164,2020-07-29
158.449996948242,158.5,150.449996948242,153,6638100,143.961929321289,2020-07-30
153.130004882812,153.339996337891,148.740005493164,150.289993286133,5342700,141.412033081055,2020-07-31
152.800003051758,153.850006103516,151.220001220703,152.839996337891,3615000,143.811340332031,2020-08-03
153.380004882812,156,153.089996337891,154.850006103516,3260000,145.702667236328,2020-08-04
157.309997558594,157.490005493164,153.300003051758,154.339996337891,2386400,145.222763061523,2020-08-05
153.850006103516,155.5,151,152.880004882812,2176200,143.849014282227,2020-08-06
152.960006713867,153.5,151.580001831055,152.929992675781,2017100,143.896102905273,2020-08-07
152.929992675781,153.490005493164,151.529998779297,153,1745200,143.961929321289,2020-08-10
153.139999389648,153.139999389648,150.199996948242,150.630004882812,2103400,141.731948852539,2020-08-11
150.789993286133,153.169998168945,150.600006103516,152.550003051758,2430400,143.538513183594,2020-08-12
150.820007324219,151.690002441406,149.789993286133,150.460006713867,2077700,142.262100219727,2020-08-13
149.800003051758,151.690002441406,149.149993896484,150.089996337891,1538000,141.912216186523,2020-08-14
150.919998168945,152.699996948242,150.360000610352,151.529998779297,2704700,143.27375793457,2020-08-17
152.149993896484,153.149993896484,151.149993896484,153.110000610352,1959700,144.767684936523,2020-08-18
153.809997558594,154.410003662109,152.009994506836,152.289993286133,1938800,143.992370605469,2020-08-19
152.550003051758,152.850006103516,150.850006103516,151.339996337891,1830200,143.094131469727,2020-08-20
151.339996337891,151.350006103516,147.949996948242,149.259994506836,3112000,141.127456665039,2020-08-21
150.050003051758,150.399993896484,148.25,149.520004272461,2268400,141.373291015625,2020-08-24
150.360000610352,151.309997558594,149.309997558594,149.679992675781,2216100,141.524551391602,2020-08-25
149.190002441406,149.460006713867,147.410003662109,149.259994506836,3029700,141.127456665039,2020-08-26
150.580001831055,150.940002441406,148.940002441406,148.970001220703,3146100,140.853256225586,2020-08-27
148.839996337891,149.149993896484,146.979995727539,147.339996337891,2102600,139.312042236328,2020-08-28
147.350006103516,148.789993286133,147.029998779297,148.389999389648,4430700,140.30485534668,2020-08-31
148.610000610352,149.199996948242,146.649993896484,147.300003051758,2358700,139.27424621582,2020-09-01
146.789993286133,150,146.509994506836,149.550003051758,2406800,141.401657104492,2020-09-02
152.190002441406,153.369995117188,147.460006713867,149.020004272461,4226100,140.900543212891,2020-09-03
148.770004272461,152.580001831055,147.949996948242,150.910003662109,4361800,142.687530517578,2020-09-04
150.949996948242,151.309997558594,148.5,149.309997558594,4351200,141.174743652344,2020-09-08
150.619995117188,154.119995117188,150.309997558594,151.970001220703,2328500,143.689788818359,2020-09-09
149.880004882812,150.600006103516,145.720001220703,146.220001220703,3961300,138.253112792969,2020-09-10
147.559997558594,149.190002441406,146.880004882812,148.089996337891,3001400,140.021209716797,2020-09-11
149.089996337891,150.509994506836,147.470001220703,149,3072500,140.881637573242,2020-09-14
149.960006713867,151.869995117188,149.419998168945,150.080001831055,2923500,141.902786254883,2020-09-15
151.720001220703,152.679992675781,150.789993286133,150.960006713867,3618800,142.734817504883,2020-09-16
150.130004882812,152.679992675781,149.460006713867,152.470001220703,3620700,144.162567138672,2020-09-17
152.039993286133,154.5,152.039993286133,154.169998168945,13209800,145.769897460938,2020-09-18
153.169998168945,153.660003662109,149.059997558594,151.179992675781,3501600,142.942825317383,2020-09-21
150.910003662109,151.570007324219,149.149993896484,149.860000610352,2926400,141.694747924805,2020-09-22
150.050003051758,151.589996337891,148.699996948242,149.809997558594,3545700,141.647476196289,2020-09-23
149.259994506836,149.660003662109,147.369995117188,148.809997558594,3424200,140.701995849609,2020-09-24
148.389999389648,150.399993896484,147.850006103516,150.259994506836,2440600,142.072952270508,2020-09-25
151,151.580001831055,147.899993896484,148.100006103516,2427100,140.030685424805,2020-09-28
147.979995727539,148.440002441406,145.929992675781,146.259994506836,3308300,138.290924072266,2020-09-29
146.399993896484,148.449996948242,145.059997558594,148.020004272461,5083900,139.955017089844,2020-09-30
148.330001831055,148.710006713867,144.059997558594,144.289993286133,3809200,136.428237915039,2020-10-01
143.669998168945,146.940002441406,143.270004272461,145.210006713867,3880000,137.298126220703,2020-10-02
145.070007324219,147.470001220703,144.179992675781,146.630004882812,2790600,138.64079284668,2020-10-05
146.929992675781,147.830001831055,143.929992675781,144.130004882812,2409200,136.276977539062,2020-10-06
148.520004272461,149.889999389648,146.850006103516,148.960006713867,4602800,140.843811035156,2020-10-07
152.399993896484,153.940002441406,150.5,153.5,4686100,145.136444091797,2020-10-08
154.089996337891,157.149993896484,154.070007324219,156.880004882812,4590600,148.332290649414,2020-10-09
156.830001831055,157.149993896484,154.419998168945,154.490005493164,3242700,146.072540283203,2020-10-12
153,154.330001831055,148.550003051758,150.080001831055,5963900,141.902786254883,2020-10-13
150.380004882812,150.600006103516,147.710006713867,148.460006713867,2710200,140.371047973633,2020-10-14
146.509994506836,146.910003662109,145.380004882812,146.779998779297,3785900,138.782592773438,2020-10-15
147.110000610352,148.380004882812,146,146.119995117188,2918900,138.15852355957,2020-10-16
147,147.410003662109,142.210006713867,142.800003051758,3158900,135.019470214844,2020-10-19
143.360000610352,144.119995117188,142.110000610352,143.589996337891,2188700,135.766403198242,2020-10-20
142.289993286133,143.330001831055,141.210006713867,141.309997558594,1983700,133.610610961914,2020-10-21
141.529998779297,142.259994506836,140.800003051758,141.649993896484,3056600,133.932067871094,2020-10-22
142.240005493164,144.699996948242,141.720001220703,142.380004882812,2427200,134.622329711914,2020-10-23
141.899993896484,142.289993286133,140.050003051758,141.699996948242,2947100,133.979385375977,2020-10-26
133.020004272461,136.080001831055,131.869995117188,131.899993896484,11374600,124.713333129883,2020-10-27
130.460006713867,134.100006103516,130.309997558594,131.309997558594,6188000,124.155487060547,2020-10-28
132,133.130004882812,130.380004882812,132.550003051758,4099900,125.327919006348,2020-10-29
131.759994506836,133.100006103516,129.210006713867,130.460006713867,4335300,123.351783752441,2020-10-30
132.539993286133,133.949996948242,129.990005493164,131.630004882812,3449500,124.458045959473,2020-11-02
133.639999389648,134.070007324219,130.699996948242,130.979995727539,3628400,123.843437194824,2020-11-03
134.910003662109,151.979995727539,134.910003662109,148.589996337891,12211700,140.49397277832,2020-11-04
147.679992675781,148.809997558594,144.699996948242,145.520004272461,5731000,137.591232299805,2020-11-05
145.050003051758,147.389999389648,139.100006103516,142.740005493164,6229800,134.96272277832,2020-11-06
142.539993286133,144.75,140.600006103516,142.330001831055,5493800,134.575042724609,2020-11-09
147.600006103516,149.199996948242,143.789993286133,146.559997558594,5377000,138.574600219727,2020-11-10
147.759994506836,147.759994506836,143.369995117188,144.759994506836,3046800,136.872619628906,2020-11-11
142.929992675781,143.460006713867,139.860000610352,141.029998779297,3463400,134.031021118164,2020-11-12
142.429992675781,143.210006713867,141.320007324219,142.380004882812,2142700,135.314041137695,2020-11-13
143.059997558594,144.300003051758,140,140.589996337891,4957600,133.612915039062,2020-11-16
139.570007324219,141.960006713867,138.610000610352,141.199996948242,3619200,134.192596435547,2020-11-17
141.899993896484,142.419998168945,140.130004882812,140.169998168945,2795100,133.213729858398,2020-11-18
140.25,143.889999389648,138.919998168945,143.410003662109,4626100,136.292938232422,2020-11-19
142.839996337891,147.089996337891,142.839996337891,145.490005493164,5063800,138.269744873047,2020-11-20
145.539993286133,145.619995117188,141.160003662109,143.380004882812,3794200,136.264419555664,2020-11-23
143.389999389648,145.639999389648,143.110000610352,144.899993896484,4127000,137.708999633789,2020-11-24
144.899993896484,145.339996337891,142.610000610352,144.75,3223700,137.566467285156,2020-11-25
145.649993896484,147.919998168945,145.360000610352,147.440002441406,1754000,140.122940063477,2020-11-27
146.339996337891,148.169998168945,144.899993896484,145.649993896484,5842200,138.421768188477,2020-11-30
146.690002441406,148.059997558594,145.259994506836,145.559997558594,3954400,138.336212158203,2020-12-01
145.360000610352,147.089996337891,144.380004882812,145.160003662109,3757400,137.956069946289,2020-12-02
145.699996948242,146.5,143.130004882812,144.110000610352,4059600,136.958221435547,2020-12-03
144.070007324219,148.720001220703,144,148.449996948242,3058600,141.082748413086,2020-12-04
147.300003051758,148.330001831055,146.479995727539,147.419998168945,2637200,140.103912353516,2020-12-07
146.979995727539,150.139999389648,146.910003662109,149.300003051758,2754400,141.890625,2020-12-08
154.589996337891,158.940002441406,153.679992675781,158,8364400,150.158905029297,2020-12-09
159.869995117188,162,158.179992675781,161,6430600,153.009948730469,2020-12-10
159.720001220703,161.179992675781,159.059997558594,160.039993286133,3441900,152.097640991211,2020-12-11
160.690002441406,162.289993286133,157.830001831055,157.910003662109,4390100,150.073333740234,2020-12-14
159.429992675781,168.229995727539,158.050003051758,167.429992675781,6974300,159.120864868164,2020-12-15
169.690002441406,173.190002441406,166.75,172.050003051758,6009900,163.511596679688,2020-12-16
171.729995727539,173.899993896484,171.100006103516,172.630004882812,3521100,164.062805175781,2020-12-17
172.520004272461,172.889999389648,169,171.399993896484,7356400,162.893844604492,2020-12-18
168.880004882812,169,165.800003051758,168.779998779297,3655900,160.403869628906,2020-12-21
167.710006713867,168.389999389648,165.869995117188,166.720001220703,2447900,158.446075439453,2020-12-22
167.449996948242,168,165.470001220703,165.479995727539,1697300,157.267639160156,2020-12-23
165.850006103516,167.940002441406,165.850006103516,166.660003662109,627200,158.389068603516,2020-12-24
167.210006713867,167.600006103516,165.210006713867,166.5,1482000,158.237030029297,2020-12-28
166.630004882812,167.75,165.910003662109,166.580001831055,1712000,158.313034057617,2020-12-29
167.440002441406,168.389999389648,166.679992675781,167.009994506836,1413300,158.7216796875,2020-12-30
167.070007324219,169.139999389648,166.289993286133,168.839996337891,1643600,160.460922241211,2020-12-31
169.020004272461,169.479995727539,163.100006103516,165.5,3164800,157.286651611328,2021-01-04
165.190002441406,166.660003662109,163.199996948242,166.320007324219,2322600,158.065979003906,2021-01-05
162.979995727539,167.279998779297,162.970001220703,164.320007324219,3619700,156.16520690918,2021-01-06
164.179992675781,167.119995117188,161.779998779297,165.830001831055,3025500,157.600280761719,2021-01-07
166.220001220703,166.860000610352,164.639999389648,166.410003662109,3438100,158.151489257812,2021-01-08
185,189.300003051758,182.020004272461,185.940002441406,11396500,176.712265014648,2021-01-11
182.789993286133,184.240005493164,177.440002441406,178.800003051758,7179300,169.926605224609,2021-01-12
179.830001831055,187.619995117188,179.339996337891,185.5,7303900,176.294082641602,2021-01-13
185.270004272461,188.960006713867,184.580001831055,186.690002441406,4413200,177.425064086914,2021-01-14
186.800003051758,191.779998779297,186.800003051758,190.770004272461,6624600,181.30256652832,2021-01-15
196,199.520004272461,194.070007324219,198.479995727539,7729100,188.629928588867,2021-01-19
198.770004272461,201.770004272461,198.679992675781,201.259994506836,5335800,191.27197265625,2021-01-20
203.699996948242,204.720001220703,198.009994506836,202.350006103516,8698800,192.307891845703,2021-01-21
202.039993286133,206.539993286133,200.559997558594,206.139999389648,6128800,195.909774780273,2021-01-22
208.240005493164,212.529998779297,208.089996337891,212.350006103516,5959100,201.811630249023,2021-01-25
212.550003051758,213.229995727539,210.600006103516,212.720001220703,6601500,202.16325378418,2021-01-26
211.070007324219,212.020004272461,205.100006103516,207.570007324219,7358000,197.268814086914,2021-01-27
208,211.839996337891,207.570007324219,210.119995117188,5460400,199.692276000977,2021-01-28
211.960006713867,218,204.460006713867,207.970001220703,8401700,197.648986816406,2021-01-29
209.460006713867,209.889999389648,203.100006103516,203.139999389648,5383800,193.058654785156,2021-02-01
204.380004882812,205.899993896484,197.350006103516,197.559997558594,5314600,187.755584716797,2021-02-02
197.809997558594,200.589996337891,196.889999389648,196.960006713867,3679000,187.185363769531,2021-02-03
196.809997558594,201.880004882812,195.639999389648,201.619995117188,2924300,191.614105224609,2021-02-04
201.619995117188,202.919998168945,200.850006103516,201.770004272461,2732200,191.75666809082,2021-02-05
202.380004882812,206.429992675781,201.910003662109,205.770004272461,2909300,195.558166503906,2021-02-08
203.75,204.949996948242,200.320007324219,201.710006713867,2661300,191.699630737305,2021-02-09
204.470001220703,205.550003051758,201.639999389648,204.389999389648,3062700,194.246627807617,2021-02-10
202.869995117188,204.179992675781,201.619995117188,202.580001831055,3544700,193.330474853516,2021-02-11
201.649993896484,208.220001220703,201.149993896484,207.289993286133,2611300,197.825439453125,2021-02-12
205.979995727539,207.490005493164,203.610000610352,205.759994506836,2741900,196.365264892578,2021-02-16
205.009994506836,206.690002441406,204.270004272461,206.460006713867,3329900,197.033325195312,2021-02-17
205.300003051758,205.419998168945,200.949996948242,201.119995117188,3919400,191.937103271484,2021-02-18
201.130004882812,202.880004882812,200.330001831055,200.919998168945,3434900,191.746276855469,2021-02-19
199.179992675781,201.610000610352,197.960006713867,200.679992675781,2263600,191.517227172852,2021-02-22
200.309997558594,204.309997558594,198.679992675781,202.479995727539,3287700,193.23503112793,2021-02-23
201.669998168945,206.460006713867,201.630004882812,204.520004272461,2848800,195.181869506836,2021-02-24
203.570007324219,205.550003051758,201.75,203.820007324219,2386700,194.513854980469,2021-02-25
206.699996948242,206.990005493164,202.059997558594,204.889999389648,3887900,195.535003662109,2021-02-26
205.779998779297,208.240005493164,204.779998779297,206.470001220703,2797400,197.042861938477,2021-03-01
208.889999389648,209.949996948242,204.100006103516,204.139999389648,3445300,194.819244384766,2021-03-02
203.369995117188,204.309997558594,199.710006713867,202,3660300,192.776947021484,2021-03-03
203.789993286133,204.740005493164,198.610000610352,200.539993286133,4308400,191.383605957031,2021-03-04
201.020004272461,207.669998168945,200.880004882812,206.919998168945,3875900,197.472305297852,2021-03-05
207,210.889999389648,206.320007324219,207.029998779297,3300300,197.577331542969,2021-03-08
208.339996337891,212.160003662109,206.059997558594,206.110000610352,4227300,196.699279785156,2021-03-09
206.889999389648,208.039993286133,204.389999389648,205.449996948242,3400200,196.069396972656,2021-03-10
206.509994506836,207.25,204.270004272461,205.210006713867,4037300,195.840408325195,2021-03-11
204.889999389648,208.460006713867,202.279998779297,208.080001831055,4541400,198.579360961914,2021-03-12
193.009994506836,193.179992675781,188.199996948242,189.160003662109,12388500,180.523208618164,2021-03-15
191.539993286133,191.619995117188,187.229995727539,190.899993896484,6194200,182.18376159668,2021-03-16
189.729995727539,189.830001831055,186.559997558594,186.729995727539,5134200,178.204162597656,2021-03-17
186.020004272461,187.089996337891,183.800003051758,183.929992675781,4240000,175.531967163086,2021-03-18
184.699996948242,185.800003051758,183.880004882812,184.289993286133,6048600,175.875564575195,2021-03-19
184.050003051758,185.910003662109,183.199996948242,185.839996337891,2666600,177.354766845703,2021-03-22
185.350006103516,186.660003662109,183.25,183.679992675781,3284700,175.293441772461,2021-03-23
183.699996948242,183.839996337891,179.820007324219,180.169998168945,3931500,171.943710327148,2021-03-24
