"SHOP.Open","SHOP.High","SHOP.Low","SHOP.Close","SHOP.Volume","SHOP.Adjusted","Date"
40.398998260498,40.8240013122559,39.8359985351562,40.7809982299805,13967000,40.7809982299805,2020-01-02
40.1599998474121,40.8403015136719,39.7000007629395,40.4290008544922,10317000,40.4290008544922,2020-01-03
39.859001159668,41.3520011901855,39.5419998168945,41.3330001831055,16860000,41.3330001831055,2020-01-06
41.5750007629395,42.2480010986328,41.0120010375977,41.4500007629395,15529000,41.4500007629395,2020-01-07
41.3930015563965,42.2545013427734,41.1860008239746,41.810001373291,15501000,41.810001373291,2020-01-08
42.310001373291,43.1710014343262,42.1790008544922,43.0200004577637,17844000,43.0200004577637,2020-01-09
43.2490005493164,43.8559989929199,42.7669982910156,42.9169998168945,18041000,42.9169998168945,2020-01-10
43.4990005493164,44.6744995117188,43.375,44.0250015258789,19998000,44.0250015258789,2020-01-13
44.2770004272461,44.5919990539551,43.0499992370605,44.1220016479492,15055000,44.1220016479492,2020-01-14
44.1920013427734,45.2999992370605,44.1220016479492,44.851001739502,16329000,44.851001739502,2020-01-15
45.273998260498,45.3779983520508,44.6640014648438,45.1300010681152,14669000,45.1300010681152,2020-01-16
45.2729988098145,45.890998840332,45.2000007629395,45.4879989624023,18692000,45.4879989624023,2020-01-17
45.4990005493164,47.2859992980957,45.4090003967285,46.5439987182617,21393000,46.5439987182617,2020-01-21
47,47.6786003112793,46.3170013427734,46.476001739502,23584000,46.476001739502,2020-01-22
46.4770011901855,47.2999992370605,46,46.9249992370605,24450000,46.9249992370605,2020-01-23
47.4000015258789,47.6510009765625,45.7830009460449,46.5480003356934,21411000,46.5480003356934,2020-01-24
44.7620010375977,45.9900016784668,43.673999786377,45.1110000610352,22474000,45.1110000610352,2020-01-27
45.3499984741211,46.867000579834,45.1100006103516,46.765998840332,15361000,46.765998840332,2020-01-28
47.3390007019043,48.0046005249023,47.0449981689453,47.1669998168945,18085000,47.1669998168945,2020-01-29
47.0499992370605,47.814998626709,46.4659996032715,47.6879997253418,15071000,47.6879997253418,2020-01-30
48.0579986572266,48.2869987487793,46.3019981384277,46.5660018920898,21802000,46.5660018920898,2020-01-31
46.8250007629395,47.4879989624023,45.7249984741211,46.9389991760254,18507000,46.9389991760254,2020-02-03
47.6389999389648,48.7680015563965,47.1791000366211,48.5460014343262,17798000,48.5460014343262,2020-02-04
49.3499984741211,49.5,46.7957992553711,47.5559997558594,21317000,47.5559997558594,2020-02-05
47.3160018920898,47.5730018615723,46.25,47.2980003356934,16732000,47.2980003356934,2020-02-06
47.2000007629395,48.1730003356934,46.6780014038086,47.8689994812012,11944000,47.8689994812012,2020-02-07
47.9109992980957,49.1693000793457,47.6529998779297,49.1689987182617,18650000,49.1689987182617,2020-02-10
49.4070014953613,49.9879989624023,48.9109992980957,49.2750015258789,26930000,49.2750015258789,2020-02-11
56.8899993896484,59.3889999389648,52.9000015258789,53.125,97794000,53.125,2020-02-12
53.3009986877441,55.4780006408691,53.0707015991211,53.2970008850098,45225000,53.2970008850098,2020-02-13
54.0999984741211,54.2200012207031,52.3330001831055,53.1220016479492,22082000,53.1220016479492,2020-02-14
53.4000015258789,54.8880004882812,53.2000007629395,53.640998840332,24464000,53.640998840332,2020-02-18
54.4049987792969,54.9684982299805,53.8639984130859,54.3209991455078,17858000,54.3209991455078,2020-02-19
54.2690010070801,54.7184982299805,50.7400016784668,53.5579986572266,24669000,53.5579986572266,2020-02-20
53.1240005493164,53.4599990844727,51.1609992980957,52.0660018920898,19258000,52.0660018920898,2020-02-21
48.2000007629395,50.4044990539551,47.5999984741211,49.0960006713867,32880000,49.0960006713867,2020-02-24
50,50.2430000305176,45.6459999084473,46.6459999084473,34084000,46.6459999084473,2020-02-25
45.9249992370605,48.4000015258789,45.9039993286133,47.1180000305176,25320000,47.1180000305176,2020-02-26
45.2280006408691,46.7933006286621,42.7934989929199,43.8370018005371,37168000,43.8370018005371,2020-02-27
42.263500213623,46.3310012817383,42.0499992370605,46.3310012817383,34554000,46.3310012817383,2020-02-28
48.3199996948242,48.875,46.1595993041992,48.8400001525879,32555000,48.8400001525879,2020-03-02
50.1479988098145,50.2999992370605,46.7519989013672,47.6940002441406,31572000,47.6940002441406,2020-03-03
48.9000015258789,51.4000015258789,48.5999984741211,51.2229995727539,26945000,51.2229995727539,2020-03-04
49.5,51.2374992370605,49.125,49.8219985961914,24602000,49.8219985961914,2020-03-05
48,49.1199989318848,45.9146995544434,47.2070007324219,29135000,47.2070007324219,2020-03-06
43.0820007324219,44.6080017089844,41.6510009765625,41.8320007324219,29866000,41.8320007324219,2020-03-09
44.5,45.0499992370605,42.0629997253418,45.0340003967285,28641000,45.0340003967285,2020-03-10
43.5250015258789,44.2000007629395,40.632999420166,42.2309989929199,28126000,42.2309989929199,2020-03-11
37.0999984741211,40.3569984436035,36.6100006103516,37.7779998779297,44194000,37.7779998779297,2020-03-12
40.4000015258789,40.6419982910156,36.3009986877441,39.0900001525879,33144000,39.0900001525879,2020-03-13
33.9000015258789,36.2000007629395,32.1500015258789,32.2290000915527,41799000,32.2290000915527,2020-03-16
33.0019989013672,35.7999992370605,30.7670001983643,35.5089988708496,42408000,35.5089988708496,2020-03-17
32.6339988708496,35.855598449707,30.5300006866455,33.6829986572266,35224000,33.6829986572266,2020-03-18
33.6160011291504,34.5730018615723,31.6000003814697,33.25,32472000,33.25,2020-03-19
34.5,37.2542991638184,34.2000007629395,34.6059989929199,42957000,34.6059989929199,2020-03-20
34.6539993286133,38.4179992675781,33.5120010375977,37.5390014648438,36509000,37.5390014648438,2020-03-23
41.2760009765625,43.298999786377,40.6670989990234,43,35047000,43,2020-03-24
43.5940017700195,47.056999206543,43.2109985351562,44.6599998474121,35632000,44.6599998474121,2020-03-25
45.439998626709,47.0480003356934,43.5299987792969,44.7410011291504,30938000,44.7410011291504,2020-03-26
42.7610015869141,43.3359985351562,41.2019996643066,42.1619987487793,25693000,42.1619987487793,2020-03-27
42.3489990234375,43.4889984130859,41.201099395752,43.0379981994629,15988000,43.0379981994629,2020-03-30
42.8079986572266,43.9589996337891,41.4000015258789,41.693000793457,19501000,41.693000793457,2020-03-31
40.298999786377,40.5999984741211,38.1529998779297,38.4669990539551,22727000,38.4669990539551,2020-04-01
35,36.5940017700195,33.4550018310547,34.6300010681152,52055000,34.6300010681152,2020-04-02
35.8030014038086,36.3790016174316,34.5,35.7649993896484,26159000,35.7649993896484,2020-04-03
38,39.3569984436035,36.9300003051758,39.2649993896484,27666000,39.2649993896484,2020-04-06
40.898998260498,40.898998260498,37.4020004272461,37.8540000915527,32142000,37.8540000915527,2020-04-07
38.2999992370605,41.7569999694824,38.1310005187988,41.451000213623,33532000,41.451000213623,2020-04-08
42.2509994506836,43.9000015258789,41.2999992370605,41.773998260498,29354000,41.773998260498,2020-04-09
42.3699989318848,45.3350982666016,41.7809982299805,44.7449989318848,31202000,44.7449989318848,2020-04-13
46.7029991149902,50.1469993591309,46.1339988708496,49.6059989929199,37466000,49.6059989929199,2020-04-14
48.1119995117188,50.0439987182617,47.7109985351562,49.7169990539551,26843000,49.7169990539551,2020-04-15
50.8499984741211,52.9129981994629,50.201000213623,52.6430015563965,37049000,52.6430015563965,2020-04-16
54.0499992370605,59.1829986572266,53.9000015258789,59.0390014648438,61417000,59.0390014648438,2020-04-17
58.5,64.495002746582,58.4000015258789,62.9900016784668,68305000,62.9900016784668,2020-04-20
64.6999969482422,66.5739974975586,55.601001739502,58.5,110507000,58.5,2020-04-21
61.5989990234375,63.5,60.3199996948242,62.6559982299805,50241000,62.6559982299805,2020-04-22
63.1300010681152,63.984001159668,61.0390014648438,62.048999786377,43839000,62.048999786377,2020-04-23
62.4000015258789,65.1989974975586,60.560001373291,64.3190002441406,54456000,64.3190002441406,2020-04-24
66.2600021362305,66.2600021362305,62.3040008544922,62.8580017089844,40300000,62.8580017089844,2020-04-27
63.4000015258789,63.976001739502,61.0099983215332,63.3650016784668,36857000,63.3650016784668,2020-04-28
63.7000007629395,64.5550003051758,62.1129989624023,63.9990005493164,24039000,63.9990005493164,2020-04-29
62.5,64.5979995727539,62.2999992370605,63.2290000915527,24460000,63.2290000915527,2020-04-30
61.5,62.7859992980957,59.5029983520508,61.3639984130859,25212000,61.3639984130859,2020-05-01
62.0639991760254,65.8899993896484,61.701000213623,65.8889999389648,27598000,65.8889999389648,2020-05-04
67,70.4690017700195,66.1999969482422,68.6110000610352,51437000,68.6110000610352,2020-05-05
67.2880020141602,73.9240036010742,66.9000015258789,73.3529968261719,69252000,73.3529968261719,2020-05-06
71.9940032958984,73.8710021972656,71.5,72.2760009765625,46034000,72.2760009765625,2020-05-07
70.5550003051758,72.0999984741211,70.3000030517578,70.8970031738281,40787000,70.8970031738281,2020-05-08
70.6959991455078,75.25,70.3779983520508,75.0339965820312,36738000,75.0339965820312,2020-05-11
76.9000015258789,77.0950012207031,73.3949966430664,74.2279968261719,36961000,74.2279968261719,2020-05-12
75,76.859001159668,71.7289962768555,75.4380035400391,43696000,75.4380035400391,2020-05-13
74.9889984130859,75.8089981079102,73.3000030517578,75.4290008544922,28475000,75.4290008544922,2020-05-14
75.4300003051758,77.4789962768555,75.125,76.6999969482422,30235000,76.6999969482422,2020-05-15
77,77.072998046875,73.3000030517578,73.802001953125,36674000,73.802001953125,2020-05-18
74.5419998168945,76.5,71.3190002441406,75.3010025024414,52644000,75.3010025024414,2020-05-19
76.8000030517578,77.8000030517578,75.1740036010742,77.8000030517578,32390000,77.8000030517578,2020-05-20
79.1859970092773,80.9869995117188,78.2070007324219,80.2350006103516,41365000,80.2350006103516,2020-05-21
80.4629974365234,82.6380004882812,79.3639984130859,82.5169982910156,27736000,82.5169982910156,2020-05-22
84.1999969482422,84.4000015258789,74.2369995117188,76.7890014648438,64651000,76.7890014648438,2020-05-26
75.5009994506836,75.6999969482422,68.5,75,68596000,75,2020-05-27
72.8010025024414,77.0400009155273,72.7825012207031,74.443000793457,37530000,74.443000793457,2020-05-28
75.6149978637695,76.9390029907227,73.8000030517578,75.7799987792969,33026000,75.7799987792969,2020-05-29
75.4720001220703,75.9250030517578,73.9520034790039,75.8000030517578,18433000,75.8000030517578,2020-06-01
76.443000793457,78.4300003051758,74.4000015258789,77.9499969482422,26644000,77.9499969482422,2020-06-02
77.7929992675781,77.9079971313477,75.8378982543945,76.2020034790039,18920000,76.2020034790039,2020-06-03
76.390998840332,77.7220001220703,72.6035003662109,73.5189971923828,27672000,73.5189971923828,2020-06-04
72.1100006103516,74.0859985351562,70.2020034790039,72.7770004272461,24773000,72.7770004272461,2020-06-05
71.5,73.1149978637695,70.8010025024414,73.0670013427734,18895000,73.0670013427734,2020-06-08
74.390998840332,75.4800033569336,73.3249969482422,74.1699981689453,15170000,74.1699981689453,2020-06-09
75.6999969482422,75.8499984741211,73.2509994506836,74.3639984130859,14921000,74.3639984130859,2020-06-10
73.3339996337891,76.552001953125,72.4000015258789,72.5120010375977,22880000,72.5120010375977,2020-06-11
73.9339981079102,74.5,71.322998046875,74.2580032348633,21233000,74.2580032348633,2020-06-12
77.6999969482422,80.7389984130859,76.9865036010742,80.5469970703125,40607000,80.5469970703125,2020-06-15
80.9000015258789,81.6780014038086,78.75,80.5759963989258,26388000,80.5759963989258,2020-06-16
81.3000030517578,82.749397277832,81.0589981079102,81.7360000610352,18431000,81.7360000610352,2020-06-17
83.25,86.9700012207031,83.0500030517578,86.3560028076172,30858000,86.3560028076172,2020-06-18
87.5999984741211,89.5559997558594,86.5999984741211,88.0999984741211,40203000,88.0999984741211,2020-06-19
89.5120010375977,90.9869995117188,89.2109985351562,90.4810028076172,23956000,90.4810028076172,2020-06-22
91.9189987182617,92.8000030517578,90.7259979248047,91.1340026855469,24304000,91.1340026855469,2020-06-23
91.0009994506836,92.4000015258789,86.8000030517578,89.6999969482422,34200000,89.6999969482422,2020-06-24
88.6559982299805,91.7600021362305,87.3245010375977,91.6320037841797,24192000,91.6320037841797,2020-06-25
91.5999984741211,92.7044982910156,89.4000015258789,91,27208000,91,2020-06-26
91.3990020751953,92.3000030517578,87.6429977416992,92.2419967651367,27405000,92.2419967651367,2020-06-29
92.5500030517578,95.8759994506836,92.1999969482422,94.9199981689453,27491000,94.9199981689453,2020-06-30
94.8010025024414,101.789001464844,94.8010025024414,101.664001464844,34483000,101.664001464844,2020-07-01
103.499000549316,105.944000244141,102.199996948242,102.997001647949,34594000,102.997001647949,2020-07-02
105.249000549316,105.900001525879,98.3647994995117,98.677001953125,43507000,98.677001953125,2020-07-06
98.5,104,97.3000030517578,101.399002075195,32909000,101.399002075195,2020-07-07
102.725997924805,103.530197143555,100.254501342773,101.730003356934,20572000,101.730003356934,2020-07-08
102.500999450684,105.224998474121,101.293998718262,104.001998901367,28653000,104.001998901367,2020-07-09
104.001998901367,104.485000610352,101.813003540039,103.185997009277,17084000,103.185997009277,2020-07-10
104.300003051758,107.497596740723,93.5139999389648,96.875,39009000,96.875,2020-07-13
97,99.8000030517578,90.1740036010742,97.4410018920898,35915000,97.4410018920898,2020-07-14
97.4000015258789,98,93.4000015258789,95.9449996948242,23385000,95.9449996948242,2020-07-15
94.2009963989258,95.282096862793,91.5400009155273,92.5490036010742,20861000,92.5490036010742,2020-07-16
93.2200012207031,94.0970001220703,90.6050033569336,92.8130035400391,20398000,92.8130035400391,2020-07-17
92.9000015258789,101.180999755859,91.8209991455078,100.939002990723,31615000,100.939002990723,2020-07-20
102.22200012207,102.498001098633,94.8209991455078,95.2829971313477,30326000,95.2829971313477,2020-07-21
96.4729995727539,98.056999206543,94,95.7330017089844,21821000,95.7330017089844,2020-07-22
96.681999206543,97.9990005493164,91.1119995117188,92.8410034179688,30173000,92.8410034179688,2020-07-23
90.5999984741211,94.1839981079102,88.318000793457,92.9810028076172,24188000,92.9810028076172,2020-07-24
94.7570037841797,97.7460021972656,93.5139999389648,97.6389999389648,26899000,97.6389999389648,2020-07-27
100.708999633789,101.490501403809,97.5169982910156,98.5,38474000,98.5,2020-07-28
110.737998962402,110.791999816895,103.800003051758,105.359001159668,64923000,105.359001159668,2020-07-29
104.830001831055,106.212997436523,100.300498962402,104.884002685547,27839000,104.884002685547,2020-07-30
106.5,106.767700195312,101.210998535156,102.400001525879,23325000,102.400001525879,2020-07-31
103.199996948242,108.925003051758,102.896003723145,108.305000305176,26466000,108.305000305176,2020-08-03
107.401000976562,108.287803649902,105.400001525879,108,16184000,108,2020-08-04
107.899002075195,110.5,107.011001586914,109.464996337891,15516000,109.464996337891,2020-08-05
109.330001831055,109.971000671387,106.875701904297,108.813003540039,12872000,108.813003540039,2020-08-06
108,109.287002563477,103.027198791504,105.311996459961,16345000,105.311996459961,2020-08-07
105.5,106.400001525879,98.7409973144531,100.555999755859,24052000,100.555999755859,2020-08-10
99.9589996337891,101.5,96.4739990234375,97.1989974975586,22709000,97.1989974975586,2020-08-11
98.3929977416992,100.786003112793,98,99.0999984741211,17039000,99.0999984741211,2020-08-12
100.5,102.397499084473,98.6999969482422,99.9899978637695,14018000,99.9899978637695,2020-08-13
100.230003356934,100.699996948242,97.8499984741211,98.7900009155273,15991000,98.7900009155273,2020-08-14
99.9000015258789,101.963996887207,99.551399230957,101.295997619629,12691000,101.295997619629,2020-08-17
102.099998474121,102.697998046875,99.3170013427734,102.471000671387,12876000,102.471000671387,2020-08-18
102.198997497559,104.295997619629,100.300003051758,100.911003112793,12322000,100.911003112793,2020-08-19
100.410003662109,104.360000610352,99.9188995361328,103.96199798584,13324000,103.96199798584,2020-08-20
103.601997375488,104.697998046875,101.5,102.111999511719,12874000,102.111999511719,2020-08-21
103.199996948242,103.383102416992,98.8880004882812,99.931999206543,18207000,99.931999206543,2020-08-24
99.0999984741211,103.879997253418,99.0999984741211,103.71900177002,16919000,103.71900177002,2020-08-25
104.900001525879,111.598999023438,104.621002197266,108.932998657227,28068000,108.932998657227,2020-08-26
108.177001953125,108.932998657227,104.932998657227,105.349998474121,15537000,105.349998474121,2020-08-27
106.705001831055,107.902000427246,103.944999694824,104.206001281738,13375000,104.206001281738,2020-08-28
104.850997924805,107.391998291016,103.5,106.641998291016,11264000,106.641998291016,2020-08-31
107.5,114.69100189209,107.393997192383,113.431999206543,20827000,113.431999206543,2020-09-01
114.199996948242,114.5,106.25,107.458999633789,27065000,107.458999633789,2020-09-02
104.435997009277,105.870002746582,99.3860015869141,101.569999694824,29317000,101.569999694824,2020-09-03
99.6190032958984,101.898002624512,89.6480026245117,97.302001953125,34701000,97.302001953125,2020-09-04
92.0910034179688,95.4000015258789,90.6360015869141,91.7399978637695,21049000,91.7399978637695,2020-09-08
95.5,97,93.1999969482422,94.9309997558594,18105000,94.9309997558594,2020-09-09
97,97.5,92.5449981689453,93.4169998168945,17211000,93.4169998168945,2020-09-10
94.8000030517578,94.8000030517578,89.75,91.4499969482422,16423000,91.4499969482422,2020-09-11
92.7730026245117,94.6880035400391,91.9130020141602,93.1829986572266,16620000,93.1829986572266,2020-09-14
93.1829986572266,95.3000030517578,92.3000030517578,92.9390029907227,18332000,92.9390029907227,2020-09-15
93.8000030517578,93.9000015258789,88.4540023803711,88.5179977416992,36321000,88.5179977416992,2020-09-16
85.8860015869141,87.4660034179688,83.9400024414062,87.0759963989258,37588000,87.0759963989258,2020-09-17
