"PIRC.MI.Open","PIRC.MI.High","PIRC.MI.Low","PIRC.MI.Close","PIRC.MI.Volume","PIRC.MI.Adjusted","Date"
4.82399988174438,4.8439998626709,4.69799995422363,4.75299978256226,4205571,3.98927664756775,2020-02-21
4.3899998664856,4.5310001373291,4.30000019073486,4.45900011062622,8229899,3.74251770973206,2020-02-24
4.4850001335144,4.49900007247925,4.36100006103516,4.36100006103516,6810047,3.66026377677917,2020-02-25
4.34999990463257,4.51800012588501,4.28599977493286,4.45599985122681,5214931,3.73999881744385,2020-02-26
4.36399984359741,4.40799999237061,4.21700000762939,4.32000017166138,7650637,3.62585186958313,2020-02-27
4.19999980926514,4.28200006484985,4.13100004196167,4.25299978256226,7078011,3.5696177482605,2020-02-28
4.42000007629395,4.42000007629395,4.00299978256226,4.09999990463257,5545729,3.44120216369629,2020-03-02
4.19999980926514,4.21000003814697,4.01399993896484,4.01399993896484,6984815,3.36902093887329,2020-03-03
4.02500009536743,4.11499977111816,3.96399998664856,4.01700019836426,5862624,3.37153911590576,2020-03-04
4.06500005722046,4.06500005722046,3.91199994087219,3.92000007629395,6435404,3.29012513160706,2020-03-05
3.80999994277954,3.91599988937378,3.70000004768372,3.89400005340576,8219341,3.26830267906189,2020-03-06
3.40899991989136,3.82299995422363,3.32999992370605,3.72399997711182,10888234,3.12561869621277,2020-03-09
3.74000000953674,3.90499997138977,3.66499996185303,3.69799995422363,8688676,3.1037962436676,2020-03-10
3.75500011444092,3.85999989509583,3.72499990463257,3.81299996376038,7465288,3.20031785964966,2020-03-11
3.68099999427795,3.70000004768372,3.07999992370605,3.13700008392334,13171272,2.6329391002655,2020-03-12
3.43700003623962,3.81500005722046,3.27999997138977,3.50399994850159,10288588,2.94096875190735,2020-03-13
3.22699999809265,3.3989999294281,3.03900003433228,3.19199991226196,9672937,2.67910170555115,2020-03-16
3.36700010299683,3.44700002670288,3.11400008201599,3.35700011253357,6043852,2.8175892829895,2020-03-17
3.2720000743866,3.65899991989136,3.25999999046326,3.61899995803833,5156981,3.0374903678894,2020-03-18
3.65000009536743,3.94000005722046,3.65000009536743,3.80999994277954,5816562,3.19779968261719,2020-03-19
3.83100008964539,3.94799995422363,3.57999992370605,3.59999990463257,16884906,3.02154326438904,2020-03-20
3.45000004768372,3.58200001716614,3.4449999332428,3.46799993515015,4714852,2.91075348854065,2020-03-23
3.59999990463257,3.63000011444092,3.47000002861023,3.58999991416931,9063322,3.01315021514893,2020-03-24
3.64000010490417,3.75999999046326,3.36700010299683,3.45300006866455,8623249,2.89816379547119,2020-03-25
3.42000007629395,3.47099995613098,3.30699992179871,3.38100004196167,9943300,2.83773279190063,2020-03-26
3.3510000705719,3.42000007629395,3.30399990081787,3.32500004768372,6000213,2.79073095321655,2020-03-27
3.36299991607666,3.37400007247925,3.22300004959106,3.34100008010864,3510090,2.80416011810303,2020-03-30
3.3659999370575,3.38899993896484,3.24000000953674,3.26500010490417,6322881,2.74037218093872,2020-03-31
3.30999994277954,3.40499997138977,3.05399990081787,3.05800008773804,15119121,2.5666332244873,2020-04-01
3.11999988555908,3.24000000953674,3.1029999256134,3.16499996185303,7636312,2.65644025802612,2020-04-02
3.16499996185303,3.19000005722046,3.11500000953674,3.16499996185303,3202966,2.65644025802612,2020-04-03
3.19000005722046,3.25300002098083,3.10500001907349,3.2039999961853,5933108,2.68917346000671,2020-04-06
3.26999998092651,3.35899996757507,3.18499994277954,3.21600008010864,7899022,2.69924569129944,2020-04-07
3.21000003814697,3.38199996948242,3.16199994087219,3.38199996948242,4018148,2.83857202529907,2020-04-08
3.39000010490417,3.46199989318848,3.36999988555908,3.37800002098083,5445633,2.83521485328674,2020-04-09
3.47499990463257,3.48000001907349,3.31299996376038,3.31599998474121,3349455,2.78317713737488,2020-04-14
3.32500004768372,3.35400009155273,3.1159999370575,3.11999988555908,4097145,2.61867094039917,2020-04-15
3.18799996376038,3.28600001335144,3.15700006484985,3.28600001335144,4401473,2.75799775123596,2020-04-16
3.34999990463257,3.40000009536743,3.25099992752075,3.28999996185303,3511058,2.76135492324829,2020-04-17
3.36999988555908,3.41300010681152,3.28999996185303,3.40000009536743,2930726,2.853679895401,2020-04-20
3.33899998664856,3.3989999294281,3.2739999294281,3.32800006866455,2058256,2.79324889183044,2020-04-21
3.36100006103516,3.37400007247925,3.22399997711182,3.27999997138977,2275737,2.75296187400818,2020-04-22
3.28200006484985,3.3199999332428,3.25099992752075,3.31599998474121,1198096,2.78317713737488,2020-04-23
3.24399995803833,3.38700008392334,3.24000000953674,3.35700011253357,1543079,2.8175892829895,2020-04-24
3.42300009727478,3.44799995422363,3.33699989318848,3.39000010490417,1698132,2.84528684616089,2020-04-27
3.39499998092651,3.48200011253357,3.38899993896484,3.42600011825562,2714923,2.87550210952759,2020-04-28
3.43700003623962,3.55599999427795,3.40000009536743,3.52999997138977,3163107,2.96279096603394,2020-04-29
3.59999990463257,3.73000001907349,3.54299998283386,3.55399990081787,5429729,2.98293471336365,2020-04-30
3.5,3.60500001907349,3.44099998474121,3.51999998092651,2071239,2.9543981552124,2020-05-04
3.57500004768372,3.60500001907349,3.48399996757507,3.54800009727478,1841416,2.97789883613586,2020-05-05
3.52900004386902,3.76099991798401,3.51099991798401,3.70000004768372,3265251,3.10547518730164,2020-05-06
3.70199990272522,3.72099995613098,3.6029999256134,3.70000004768372,2287711,3.10547518730164,2020-05-07
3.74600005149841,3.75699996948242,3.59599995613098,3.66899991035461,2340026,3.07945656776428,2020-05-08
3.69899988174438,3.72399997711182,3.57599997520447,3.60700011253357,2692353,3.02741861343384,2020-05-11
3.5699999332428,3.68400001525879,3.5699999332428,3.64499998092651,2184909,3.05931282043457,2020-05-12
3.62700009346008,3.69099998474121,3.57200002670288,3.59500002861023,2233494,3.01734685897827,2020-05-13
3.57599997520447,3.68700003623962,3.56200003623962,3.58699989318848,3081090,3.01063203811646,2020-05-14
3.63000011444092,3.65599989891052,3.5699999332428,3.59699988365173,3173757,3.01902532577515,2020-05-15
3.67400002479553,3.68400001525879,3.58800005912781,3.66499996185303,2163727,3.07609891891479,2020-05-18
3.6800000667572,3.71600008010864,3.41599988937378,3.45099997520447,5786998,2.89648509025574,2020-05-19
3.44799995422363,3.54299998283386,3.34299993515015,3.52699995040894,2848991,2.96027326583862,2020-05-20
3.48499989509583,3.64599990844727,3.46499991416931,3.58899998664856,5340228,3.01231074333191,2020-05-21
3.52500009536743,3.62899994850159,3.46600008010864,3.57699990272522,2509281,3.00223898887634,2020-05-22
3.625,3.64000010490417,3.54999995231628,3.62400007247925,1922555,3.04168701171875,2020-05-25
3.67300009727478,3.74000000953674,3.64599990844727,3.70000004768372,3682124,3.10547518730164,2020-05-26
3.70000004768372,3.98499989509583,3.70000004768372,3.82200002670288,5929228,3.20787191390991,2020-05-27
3.8989999294281,4.13500022888184,3.83200001716614,4.13500022888184,6165273,3.47057867050171,2020-05-28
4.06899976730347,4.09700012207031,3.94099998474121,4.03000020980835,9621540,3.38244986534119,2020-05-29
4.06599998474121,4.09000015258789,3.92799997329712,4.02199983596802,2761689,3.37573528289795,2020-06-01
4.07000017166138,4.16200017929077,4.0019998550415,4.07800006866455,3468706,3.42273736000061,2020-06-02
4.1399998664856,4.25500011444092,4.11700010299683,4.22599983215332,3421967,3.54695582389832,2020-06-03
4.15999984741211,4.26999998092651,4.13199996948242,4.20699977874756,3781899,3.53100895881653,2020-06-04
4.2519998550415,4.46299982070923,4.24399995803833,4.43400001525879,5982928,3.72153449058533,2020-06-05
4.38199996948242,4.46999979019165,4.30600023269653,4.35799980163574,4131018,3.65774583816528,2020-06-08
4.38199996948242,4.40000009536743,4.2189998626709,4.23999977111816,3819140,3.55870652198792,2020-06-09
4.25600004196167,4.31300020217896,4.13899993896484,4.21500015258789,3499100,3.53772377967834,2020-06-10
4.09999990463257,4.1100001335144,3.8510000705719,3.85500001907349,6114529,3.2355694770813,2020-06-11
3.83899998664856,3.96399998664856,3.81599998474121,3.90000009536743,3936480,3.27333879470825,2020-06-12
3.79999995231628,3.94899988174438,3.76999998092651,3.9210000038147,2399572,3.29096412658691,2020-06-15
4,4.05000019073486,3.94199991226196,3.99300003051758,2842957,3.35139513015747,2020-06-16
3.98300004005432,4.09100008010864,3.96199989318848,4,2791331,3.35727047920227,2020-06-17
4.00799989700317,4.01900005340576,3.90400004386902,3.93400001525879,1742203,3.30187559127808,2020-06-18
3.96000003814697,3.99399995803833,3.88100004196167,3.89100003242493,5461032,3.265784740448,2020-06-19
3.82999992370605,3.96600008010864,3.82599997520447,3.90000009536743,2395917,3.27333879470825,2020-06-22
3.9300000667572,4.03499984741211,3.9210000038147,4.01100015640259,3725678,3.3665030002594,2020-06-23
4,4.00899982452393,3.80399990081787,3.80800008773804,3753771,3.19612145423889,2020-06-24
3.79999995231628,3.8659999370575,3.71300005912781,3.81800007820129,2951291,3.20451474189758,2020-06-25
3.875,3.89100003242493,3.80800008773804,3.80800008773804,2963869,3.19612145423889,2020-06-26
3.82500004768372,3.89100003242493,3.7739999294281,3.88000011444092,2190284,3.25655245780945,2020-06-29
3.89400005340576,3.90799999237061,3.74600005149841,3.77500009536743,2650452,3.16842412948608,2020-06-30
3.77500009536743,3.79900002479553,3.63800001144409,3.6800000667572,3582961,3.08868885040283,2020-07-01
3.71000003814697,3.84599995613098,3.71000003814697,3.82599997520447,4711399,3.21122932434082,2020-07-02
3.84999990463257,3.88000011444092,3.69199991226196,3.71399998664856,2579475,3.11722540855408,2020-07-03
3.78099989891052,3.83800005912781,3.73900008201599,3.79800009727478,2919023,3.1877281665802,2020-07-06
3.78800010681152,3.82500004768372,3.7590000629425,3.78099989891052,1681574,3.17345976829529,2020-07-07
3.78699994087219,3.80999994277954,3.71000003814697,3.75,2714801,3.14744114875793,2020-07-08
3.78600001335144,3.78600001335144,3.63499999046326,3.64100003242493,2147732,3.05595541000366,2020-07-09
3.61999988555908,3.71499991416931,3.54999995231628,3.71499991416931,3333759,3.11806464195251,2020-07-10
3.75300002098083,3.84599995613098,3.73900008201599,3.78399991989136,2883827,3.17597770690918,2020-07-13
3.75200009346008,3.75999999046326,3.67000007629395,3.70799994468689,2786641,3.11218976974487,2020-07-14
3.76300001144409,3.87899994850159,3.75999999046326,3.82399988174438,3679074,3.20955038070679,2020-07-15
3.80299997329712,3.85999989509583,3.75399994850159,3.79999995231628,2133351,3.18940687179565,2020-07-16
3.79999995231628,3.81800007820129,3.76900005340576,3.76900005340576,1564305,3.16338801383972,2020-07-17
3.75,3.77099990844727,3.64199995994568,3.74000000953674,3918653,3.13904786109924,2020-07-20
3.79399991035461,3.94000005722046,3.78099989891052,3.88000011444092,4648844,3.25655245780945,2020-07-21
3.89000010490417,3.89299988746643,3.75300002098083,3.76699995994568,2567828,3.16170954704285,2020-07-22
3.8199999332428,3.8199999332428,3.74300003051758,3.78099989891052,2822705,3.17345976829529,2020-07-23
3.73799991607666,3.74000000953674,3.61899995803833,3.61899995803833,4723843,3.0374903678894,2020-07-24
3.61899995803833,3.65400004386902,3.55900001525879,3.64499998092651,2116166,3.05931282043457,2020-07-27
3.63199996948242,3.69099998474121,3.61999988555908,3.63599991798401,2006688,3.05175876617432,2020-07-28
3.6489999294281,3.65400004386902,3.52900004386902,3.58899998664856,2594843,3.01231074333191,2020-07-29
3.53800010681152,3.58999991416931,3.42000007629395,3.47399997711182,3493137,2.91578936576843,2020-07-30
3.46199989318848,3.48200011253357,3.36299991607666,3.36299991607666,2932370,2.82262516021729,2020-07-31
3.36999988555908,3.47199988365173,3.31299996376038,3.46399998664856,2259869,2.90739631652832,2020-08-03
3.49200010299683,3.6340000629425,3.47300004959106,3.61999988555908,3421082,3.03832960128784,2020-08-04
3.61100006103516,3.69400000572205,3.57999992370605,3.69400000572205,2816589,3.10043931007385,2020-08-05
3.5699999332428,3.62400007247925,3.48000001907349,3.51799988746643,8851149,2.95271921157837,2020-08-06
3.50699996948242,3.52699995040894,3.38299989700317,3.39599990844727,4221054,2.85032272338867,2020-08-07
3.43499994277954,3.50099992752075,3.40300011634827,3.5,1954382,2.93761157989502,2020-08-10
3.53299999237061,3.71900010108948,3.52800011634827,3.71799993515015,3797095,3.12058305740356,2020-08-11
3.70099997520447,3.7960000038147,3.66199994087219,3.75399994850159,2769659,3.15079832077026,2020-08-12
3.7260000705719,3.8050000667572,3.70199990272522,3.74000000953674,1775181,3.13904786109924,2020-08-13
3.71000003814697,3.74499988555908,3.64599990844727,3.71900010108948,1180559,3.12142252922058,2020-08-14
3.72099995613098,3.74399995803833,3.66100001335144,3.71900010108948,1136621,3.12142252922058,2020-08-17
3.68400001525879,3.77500009536743,3.67000007629395,3.71199989318848,2416775,3.1155469417572,2020-08-18
3.72199988365173,3.76399993896484,3.69600009918213,3.73300004005432,1181940,3.13317275047302,2020-08-19
3.70600008964539,3.73300004005432,3.63000011444092,3.6470000743866,1509920,3.0609917640686,2020-08-20
3.66400003433228,3.67499995231628,3.55399990081787,3.57599997520447,1573218,3.00139999389648,2020-08-21
3.59999990463257,3.69899988174438,3.59999990463257,3.69899988174438,1412914,3.1046359539032,2020-08-24
3.72000002861023,3.77800011634827,3.64499998092651,3.66100001335144,1451808,3.07274174690247,2020-08-25
3.64000010490417,3.69600009918213,3.64000010490417,3.69600009918213,829128,3.10211801528931,2020-08-26
3.6800000667572,3.72699999809265,3.67000007629395,3.71000003814697,1213470,3.11386823654175,2020-08-27
3.73000001907349,3.73000001907349,3.63700008392334,3.64199995994568,1203332,3.0567946434021,2020-08-28
3.67000007629395,3.71000003814697,3.62100005149841,3.62100005149841,1663613,3.03916931152344,2020-08-31
3.67000007629395,3.67000007629395,3.5090000629425,3.57500004768372,1946139,3.00056052207947,2020-09-01
3.60999989509583,3.68199992179871,3.57599997520447,3.59599995613098,2247121,3.01818585395813,2020-09-02
3.61999988555908,3.7260000705719,3.61400008201599,3.64000010490417,2628723,3.0551164150238,2020-09-03
3.61999988555908,3.76500010490417,3.61400008201599,3.69799995422363,2594794,3.1037962436676,2020-09-04
3.74900007247925,3.75200009346008,3.64299988746643,3.67799997329712,1665818,3.08701014518738,2020-09-07
3.80100011825562,3.93600010871887,3.71300005912781,3.81399989128113,6892762,3.20115733146667,2020-09-08
3.79999995231628,3.86199998855591,3.7720000743866,3.85199999809265,2215232,3.23305153846741,2020-09-09
3.82500004768372,3.93400001525879,3.82500004768372,3.90000009536743,4111384,3.27333879470825,2020-09-10
3.87100005149841,3.90400004386902,3.82999992370605,3.88100004196167,2318010,3.25739145278931,2020-09-11
3.94000005722046,3.94199991226196,3.8529999256134,3.86199998855591,2806919,3.24144458770752,2020-09-14
3.87400007247925,3.89299988746643,3.81200003623962,3.83500003814697,2132412,3.21878290176392,2020-09-15
3.83500003814697,3.86999988555908,3.81100010871887,3.85500001907349,1301407,3.2355694770813,2020-09-16
3.78900003433228,3.98399996757507,3.76500010490417,3.94799995422363,3187840,3.31362581253052,2020-09-17
3.93700003623962,3.95900011062622,3.86999988555908,3.95900011062622,4618724,3.32285833358765,2020-09-18
3.91100001335144,3.91100001335144,3.75300002098083,3.75699996948242,3188876,3.15331625938416,2020-09-21
3.78999996185303,3.83400011062622,3.74000000953674,3.74200010299683,1847292,3.1407265663147,2020-09-22
3.78099989891052,3.86999988555908,3.76600003242493,3.81900000572205,2498213,3.20535373687744,2020-09-23
3.75699996948242,3.80200004577637,3.70700001716614,3.74499988555908,2049209,3.14324450492859,2020-09-24
3.72900009155273,3.72900009155273,3.59999990463257,3.64000010490417,2609560,3.0551164150238,2020-09-25
3.69000005722046,3.77999997138977,3.65000009536743,3.77999997138977,3433454,3.17262077331543,2020-09-28
3.75200009346008,3.75699996948242,3.71000003814697,3.72399997711182,1792877,3.12561869621277,2020-09-29
3.68099999427795,3.70799994468689,3.63499999046326,3.66199994087219,2329517,3.07358121871948,2020-09-30
3.66199994087219,3.69899988174438,3.56299996376038,3.58299994468689,3222216,3.00727486610413,2020-10-01
3.55599999427795,3.58800005912781,3.47300004959106,3.53299999237061,3815014,2.96530890464783,2020-10-02
3.57100009918213,3.6489999294281,3.55999994277954,3.62100005149841,2194610,3.03916931152344,2020-10-05
3.63499999046326,3.87299990653992,3.62899994850159,3.85500001907349,4804396,3.2355694770813,2020-10-06
3.84500002861023,3.86700010299683,3.75099992752075,3.82699990272522,2346346,3.21206855773926,2020-10-07
3.92000007629395,4.08799982070923,3.91300010681152,3.9909999370575,8427170,3.34971642494202,2020-10-08
3.96000003814697,3.98300004005432,3.83200001716614,3.8529999256134,5413552,3.23389077186584,2020-10-09
3.89100003242493,3.90400004386902,3.82399988174438,3.90400004386902,4213016,3.27669596672058,2020-10-12
3.88299989700317,3.88299989700317,3.8199999332428,3.83999991416931,2964395,3.22297954559326,2020-10-13
3.83200001716614,3.87599992752075,3.82200002670288,3.84400010108948,1475717,3.22633695602417,2020-10-14
3.79399991035461,3.79500007629395,3.60999989509583,3.67799997329712,5145687,3.08701014518738,2020-10-15
3.70000004768372,3.72000002861023,3.62299990653992,3.68199992179871,2473422,3.09036731719971,2020-10-16
3.69899988174438,3.74300003051758,3.63800001144409,3.7039999961853,2285002,3.10883235931396,2020-10-19
3.67600011825562,3.85199999809265,3.67600011825562,3.84500002861023,4101570,3.22717595100403,2020-10-20
3.87199997901917,3.87199997901917,3.68899989128113,3.68899989128113,3433440,3.09624242782593,2020-10-21
3.65000009536743,3.80800008773804,3.60599994659424,3.78299999237061,3457710,3.17513847351074,2020-10-22
3.82399988174438,4.1100001335144,3.82399988174438,4.1100001335144,13906345,3.44959568977356,2020-10-23
4.03999996185303,4.10200023651123,3.94300007820129,3.94300007820129,4608842,3.30942916870117,2020-10-26
3.95000004768372,3.95900011062622,3.73000001907349,3.76500010490417,6184054,3.16003084182739,2020-10-27
3.73000001907349,3.73900008201599,3.48000001907349,3.49799990653992,6648254,2.93593311309814,2020-10-28
3.52999997138977,3.54999995231628,3.36100006103516,3.4539999961853,4984829,2.89900302886963,2020-10-29
3.38499999046326,3.61700010299683,3.38499999046326,3.57999992370605,4129192,3.00475668907166,2020-10-30
3.5699999332428,3.70799994468689,3.52600002288818,3.65000009536743,2954324,3.06350946426392,2020-11-02
3.70000004768372,3.89199995994568,3.66199994087219,3.86899995803833,3534221,3.24731945991516,2020-11-03
3.75300002098083,3.79999995231628,3.6710000038147,3.71399998664856,6191479,3.11722540855408,2020-11-04
3.76300001144409,3.76999998092651,3.63000011444092,3.71900010108948,6586083,3.12142252922058,2020-11-05
3.69400000572205,3.77800011634827,3.66100001335144,3.69099998474121,4668244,3.09792137145996,2020-11-06
3.74799990653992,4.21600008010864,3.72000002861023,4.21600008010864,12035706,3.53856325149536,2020-11-09
4.17899990081787,4.23899984359741,4.08500003814697,4.23299980163574,6292817,3.55283117294312,2020-11-10
4.22700023651123,4.43599987030029,4.13500022888184,4.27899980545044,5193817,3.59143996238708,2020-11-11
4.13199996948242,4.17999982833862,3.98799991607666,4,10622676,3.35727047920227,2020-11-12
3.99900007247925,4.17999982833862,3.99000000953674,4.17999982833862,6357335,3.5083475112915,2020-11-13
4.23999977111816,4.31300020217896,4.15000009536743,4.22900009155273,5593742,3.54947400093079,2020-11-16
4.22399997711182,4.27699995040894,4.16800022125244,4.26300001144409,3038372,3.57801055908203,2020-11-17
4.26000022888184,4.31400012969971,4.21600008010864,4.28700017929077,4231809,3.59815454483032,2020-11-18
4.26000022888184,4.26900005340576,4.19199991226196,4.19199991226196,4331361,3.51841926574707,2020-11-19
4.19600009918213,4.25299978256226,4.17999982833862,4.17999982833862,3638320,3.5083475112915,2020-11-20
4.24100017547607,4.25600004196167,4.12200021743774,4.1560001373291,3693940,3.48820424079895,2020-11-23
4.20300006866455,4.27600002288818,4.15399980545044,4.26800012588501,4608848,3.58220744132996,2020-11-24
4.2960000038147,4.34100008010864,4.22200012207031,4.33199977874756,4749283,3.6359236240387,2020-11-25
4.33599996566772,4.46600008010864,4.28000020980835,4.43599987030029,4839665,3.72321271896362,2020-11-26
4.40700006484985,4.43499994277954,4.31400012969971,4.34499979019165,8062494,3.64683508872986,2020-11-27
4.34499979019165,4.54899978637695,4.26200008392334,4.5,42409919,3.77692890167236,2020-11-30
4.52199983596802,4.60400009155273,4.46500015258789,4.50099992752075,3709710,3.77776861190796,2020-12-01
4.48600006103516,4.48600006103516,4.37099981307983,4.38100004196167,3568279,3.67705011367798,2020-12-02
4.40000009536743,4.43800020217896,4.35400009155273,4.42199993133545,2373246,3.7114622592926,2020-12-03
4.42399978637695,4.55000019073486,4.42199993133545,4.51200008392334,3144898,3.78700113296509,2020-12-04
4.51100015640259,4.55900001525879,4.41499996185303,4.45499992370605,2012341,3.73915982246399,2020-12-07
4.43499994277954,4.48999977111816,4.38600015640259,4.45900011062622,1453180,3.74251770973206,2020-12-08
4.55900001525879,4.63100004196167,4.52099990844727,4.55299997329712,4469524,3.82141304016113,2020-12-09
4.55399990081787,4.59000015258789,4.38199996948242,4.39699983596802,4785540,3.69047951698303,2020-12-10
4.40000009536743,4.46799993515015,4.29199981689453,4.40799999237061,3828457,3.69971203804016,2020-12-11
4.40799999237061,4.55299997329712,4.40799999237061,4.48899984359741,3097950,3.76769685745239,2020-12-14
4.41699981689453,4.42399978637695,4.27899980545044,4.40000009536743,7525445,3.69299745559692,2020-12-15
4.44099998474121,4.55100011825562,4.37799978256226,4.47499990463257,6334167,3.75594615936279,2020-12-16
4.55000019073486,4.74700021743774,4.53399991989136,4.68400001525879,8208133,3.93136358261108,2020-12-17
4.64799976348877,4.67899990081787,4.39400005340576,4.39400005340576,11904185,3.68796157836914,2020-12-18
4.30000019073486,4.33199977874756,4.17799997329712,4.32999992370605,5256319,3.6342453956604,2020-12-21
4.34999990463257,4.38199996948242,4.31500005722046,4.35099983215332,2573619,3.65187072753906,2020-12-22
4.40000009536743,4.44399976730347,4.36299991607666,4.40299987792969,2717001,3.69551515579224,2020-12-23
4.44999980926514,4.59000015258789,4.43499994277954,4.5149998664856,4056509,3.78951907157898,2020-12-28
4.51399993896484,4.54500007629395,4.42399978637695,4.46000003814697,1970058,3.74335646629333,2020-12-29
4.47800016403198,4.47800016403198,4.41499996185303,4.43300008773804,1238847,3.72069454193115,2020-12-30
4.46999979019165,4.50899982452393,4.30000019073486,4.35900020599365,3487392,3.65858554840088,2021-01-04
4.26999998092651,4.32999992370605,4.23999977111816,4.28800010681152,5898709,3.59899401664734,2021-01-05
4.34000015258789,4.38299989700317,4.26599979400635,4.29300022125244,4293764,3.60319089889526,2021-01-06
4.33900022506714,4.4539999961853,4.29500007629395,4.44000005722046,4749576,3.72657012939453,2021-01-07
4.46400022506714,4.47100019454956,4.36999988555908,4.44600009918213,4809149,3.73160576820374,2021-01-08
4.41900014877319,4.43900012969971,4.36700010299683,4.39200019836426,2007710,3.68628334999084,2021-01-11
4.38600015640259,4.55999994277954,4.37099981307983,4.53599977493286,4573879,3.80714464187622,2021-01-12
4.50699996948242,4.53299999237061,4.4520001411438,4.48799991607666,2831592,3.76685738563538,2021-01-13
4.51599979400635,4.55299997329712,4.44000005722046,4.44000005722046,2051814,3.72657012939453,2021-01-14
4.44799995422363,4.48400020599365,4.29199981689453,4.33799982070923,2158544,3.64095950126648,2021-01-15
4.3289999961853,4.43800020217896,4.30499982833862,4.42999982833862,2577762,3.71817708015442,2021-01-18
4.44999980926514,4.4520001411438,4.37900018692017,4.39400005340576,1395315,3.68796157836914,2021-01-19
4.40100002288818,4.54400014877319,4.40100002288818,4.47900009155273,3903792,3.7593035697937,2021-01-20
4.50099992752075,4.53299999237061,4.42600011825562,4.43100023269653,2675578,3.71901631355286,2021-01-21
4.42799997329712,4.42799997329712,4.27699995040894,4.29099988937378,3192309,3.60151171684265,2021-01-22
4.34800004959106,4.39200019836426,4.16499996185303,4.19399976730347,3446031,3.52009797096252,2021-01-25
4.22800016403198,4.34000015258789,4.18300008773804,4.32000017166138,2820049,3.62585186958313,2021-01-26
