"TJX.Open","TJX.High","TJX.Low","TJX.Close","TJX.Volume","TJX.Adjusted","Date"
61.3300018310547,61.7000007629395,61.060001373291,61.7000007629395,5190200,57.2462196350098,2020-01-02
61.0499992370605,61.5699996948242,60.7700004577637,61.2400016784668,3229200,56.8194198608398,2020-01-03
61.2000007629395,61.6399993896484,60.9099998474121,61.6300010681152,5223000,57.1812705993652,2020-01-06
61.2299995422363,61.6699981689453,61.1399993896484,61.5900001525879,4586700,57.144157409668,2020-01-07
61.7299995422363,62.3899993896484,61.7299995422363,61.9199981689453,3658100,57.4503364562988,2020-01-08
62.0699996948242,62.8400001525879,62.0099983215332,62.6399993896484,5584400,58.1183624267578,2020-01-09
62.6599998474121,63.0299987792969,62.2000007629395,62.3400001525879,3853400,57.840015411377,2020-01-10
62.3199996948242,62.6599998474121,62.0299987792969,62.5200004577637,3486500,58.0070266723633,2020-01-13
62.5,62.7999992370605,62.0499992370605,62.7200012207031,5316800,58.1925849914551,2020-01-14
62.5699996948242,62.8499984741211,61.7099990844727,61.7999992370605,5020500,57.3390083312988,2020-01-15
62.2000007629395,62.8300018310547,62.1500015258789,62.810001373291,4114600,58.2760887145996,2020-01-16
62.8199996948242,62.9799995422363,62.4700012207031,62.6800003051758,5382300,58.1554756164551,2020-01-17
62.439998626709,62.7599983215332,62.0900001525879,62.2999992370605,5090600,57.802906036377,2020-01-21
62.7799987792969,63.0099983215332,62.4199981689453,62.4300003051758,2943100,57.923526763916,2020-01-22
62.3400001525879,62.5299987792969,61.9300003051758,62.4500007629395,3529600,57.9420852661133,2020-01-23
62.4500007629395,62.5,60.9900016784668,61.189998626709,3909500,56.7730293273926,2020-01-24
60.2599983215332,61.2200012207031,60.1699981689453,60.9300003051758,3795700,56.5317993164062,2020-01-27
60.9199981689453,61.6399993896484,60.7799987792969,61.2999992370605,3928500,56.8750953674316,2020-01-28
61.689998626709,61.7799987792969,61.0800018310547,61.0900001525879,3449200,56.6802520751953,2020-01-29
60.6800003051758,61.0099983215332,60,60.5,5375600,56.1328353881836,2020-01-30
60.3800010681152,60.4599990844727,58.8400001525879,59.0400009155273,6151900,54.7782249450684,2020-01-31
59.6199989318848,60.7700004577637,59.4599990844727,60.2400016784668,6333100,55.8916130065918,2020-02-03
61.2000007629395,61.8699989318848,61.0800018310547,61.2799987792969,4266700,56.8565406799316,2020-02-04
62,62.4500007629395,61.8600006103516,62.2200012207031,4353200,57.7286796569824,2020-02-05
62.4700012207031,62.5,61.810001373291,61.8199996948242,4588900,57.357551574707,2020-02-06
61.5999984741211,61.8499984741211,61.1399993896484,61.3800010681152,3727200,56.9493179321289,2020-02-07
61.4500007629395,61.8699989318848,61.189998626709,61.6500015258789,3449700,57.1998252868652,2020-02-10
62.2599983215332,62.560001373291,61.8400001525879,62.4599990844727,4490100,57.951358795166,2020-02-11
62.7900009155273,63.3699989318848,62.3899993896484,63.2900009155273,4304700,58.9384841918945,2020-02-12
63.0499992370605,63.5099983215332,62.7999992370605,63.3600006103516,5195300,59.0036659240723,2020-02-13
63.6300010681152,63.8899993896484,63.1500015258789,63.3800010681152,5472300,59.0222930908203,2020-02-14
63.3600006103516,63.8600006103516,63.0499992370605,63.4599990844727,3498200,59.0967903137207,2020-02-18
63.5800018310547,63.9199981689453,63.3899993896484,63.810001373291,3384500,59.422721862793,2020-02-19
64,64.3000030517578,63.1599998474121,63.8699989318848,3015200,59.4785995483398,2020-02-20
63.5200004577637,63.9199981689453,63.0499992370605,63.310001373291,4681000,58.9571075439453,2020-02-21
61.6800003051758,62.2299995422363,61.2900009155273,61.75,5638500,57.5043601989746,2020-02-24
61.9700012207031,62.1199989318848,59.6199989318848,59.7200012207031,8317600,55.6139335632324,2020-02-25
64.120002746582,64.9499969482422,63.2200012207031,63.9900016784668,14677500,59.5903511047363,2020-02-26
61.7599983215332,63.7000007629395,60.060001373291,60.1199989318848,12640100,55.9864349365234,2020-02-27
58.8400001525879,60.7200012207031,58.1399993896484,59.7999992370605,12935400,55.6884307861328,2020-02-28
60.2200012207031,62.3199996948242,59.3699989318848,62.189998626709,10155000,57.9141082763672,2020-03-02
62.189998626709,63.5900001525879,59.7900009155273,60.6100006103516,10092900,56.442741394043,2020-03-03
61.0900001525879,62.439998626709,60.1399993896484,62.2700004577637,6853500,57.9886093139648,2020-03-04
60.5,61.5400009155273,59.189998626709,59.5699996948242,9162300,55.474250793457,2020-03-05
57.2599983215332,59.2599983215332,57.0200004577637,58.560001373291,10401300,54.53369140625,2020-03-06
55.3400001525879,57.7200012207031,54.7999992370605,57.2000007629395,11188700,53.2671966552734,2020-03-09
58.560001373291,59.1300010681152,55.6800003051758,57.9700012207031,12575500,53.9842529296875,2020-03-10
56.7299995422363,57.3499984741211,55.2999992370605,55.6100006103516,12107500,51.7865104675293,2020-03-11
51.9500007629395,52.1199989318848,48,49.3600006103516,13572800,45.9662322998047,2020-03-12
51.8800010681152,52.1300010681152,47.5999984741211,51.5699996948242,11254400,48.0242881774902,2020-03-13
45.9199981689453,45.9300003051758,40.810001373291,41.0499992370605,13684100,38.2276000976562,2020-03-16
41.6399993896484,43.7099990844727,39,42.5099983215332,18604500,39.5872116088867,2020-03-17
39.2700004577637,41.0499992370605,36.9599990844727,40.8499984741211,18300900,38.041332244873,2020-03-18
40.439998626709,43,34.3600006103516,41.6500015258789,22567100,38.7863388061523,2020-03-19
42.7299995422363,42.75,37,37.3699989318848,13402000,34.800609588623,2020-03-20
35.9000015258789,37.2400016784668,32.7200012207031,36.7599983215332,21303700,34.2325592041016,2020-03-23
39.4500007629395,41.75,38.8600006103516,41.0400009155273,14467600,38.2182884216309,2020-03-24
42.4099998474121,47.0200004577637,42.25,44.0800018310547,14331800,41.049259185791,2020-03-25
44.6199989318848,48.7599983215332,44.2200012207031,47.9599990844727,17080100,44.6624984741211,2020-03-26
46.1599998474121,48.2799987792969,44.6199989318848,46.7999992370605,12743200,43.5822486877441,2020-03-27
47.1699981689453,48.1800003051758,45.4000015258789,47.5499992370605,12442400,44.2806854248047,2020-03-30
47.2999992370605,48.689998626709,46.4599990844727,47.810001373291,18375300,44.5228118896484,2020-03-31
44.2799987792969,46.6500015258789,43.9300003051758,44.6199989318848,8810000,41.5521430969238,2020-04-01
44.4900016784668,45.5400009155273,41.9199981689453,43.7900009155273,9665200,40.7791976928711,2020-04-02
43.25,43.3400001525879,40.7200012207031,40.9599990844727,12141200,38.1437873840332,2020-04-03
43.0200004577637,46.8499984741211,42.5299987792969,46.1100006103516,12722100,42.9397048950195,2020-04-06
49.6500015258789,50.4300003051758,46.2099990844727,46.6800003051758,14116000,43.4704971313477,2020-04-07
47.3400001525879,50.0499992370605,47.0400009155273,49.1100006103516,9146300,45.7334251403809,2020-04-08
50.0800018310547,51.2400016784668,48.3699989318848,48.810001373291,11108600,45.4540634155273,2020-04-09
48.6100006103516,48.7700004577637,47.2700004577637,47.8499984741211,10381300,44.5600547790527,2020-04-13
48.5800018310547,50.3800010681152,48.4300003051758,50.2200012207031,8871200,46.7671127319336,2020-04-14
47.7999992370605,48.9599990844727,47.2900009155273,48.2900009155273,10240300,44.9698066711426,2020-04-15
48.2599983215332,48.2599983215332,46.2900009155273,46.4500007629395,13209900,43.2563171386719,2020-04-16
47.6399993896484,49.9799995422363,47.5999984741211,49.7299995422363,15547100,46.310791015625,2020-04-17
48.9799995422363,48.9900016784668,47.7099990844727,47.7900009155273,8325500,44.5041885375977,2020-04-20
46.1599998474121,46.9599990844727,45.6399993896484,46.0499992370605,9508600,42.8838310241699,2020-04-21
46.9900016784668,47.1699981689453,46.0200004577637,46.3800010681152,7715700,43.1911354064941,2020-04-22
46.8699989318848,46.9700012207031,45.7099990844727,45.7400016784668,8092400,42.5951347351074,2020-04-23
46.1800003051758,46.5499992370605,44.8699989318848,46.0499992370605,9493400,42.8838310241699,2020-04-24
46.5200004577637,48.2299995422363,45.9599990844727,47.8400001525879,10028200,44.5507431030273,2020-04-27
