"IH2O.MI.Open","IH2O.MI.High","IH2O.MI.Low","IH2O.MI.Close","IH2O.MI.Volume","IH2O.MI.Adjusted","Date"
45.4000015258789,45.689998626709,45.3450012207031,45.6300010681152,19257,42.627628326416,2020-02-04
45.5999984741211,46.1749992370605,45.5550003051758,46.0900001525879,91551,43.0573616027832,2020-02-05
46.5999984741211,46.5999984741211,45.9449996948242,46.1150016784668,27723,43.0807189941406,2020-02-06
46.4249992370605,46.4249992370605,46.0200004577637,46.1599998474121,15773,43.1227531433105,2020-02-07
46.1800003051758,46.3699989318848,45.8849983215332,46.3699989318848,28275,43.3189392089844,2020-02-10
46.5200004577637,47.125,46.5200004577637,46.9799995422363,27853,43.888801574707,2020-02-11
47.0999984741211,47.2799987792969,47,47.1800003051758,24507,44.0756416320801,2020-02-12
47.2649993896484,47.3349990844727,47,47.2900009155273,22121,44.178409576416,2020-02-13
47.7949981689453,47.7999992370605,47.25,47.5149993896484,23817,44.3886032104492,2020-02-14
47.625,47.8849983215332,47.4749984741211,47.6599998474121,52427,44.5240631103516,2020-02-17
47.3699989318848,47.9550018310547,47.2099990844727,47.4300003051758,18089,44.3091926574707,2020-02-18
47.9599990844727,47.9850006103516,47.6549987792969,47.9249992370605,35492,44.7716217041016,2020-02-19
48,48,47.5,47.5,25723,44.3745765686035,2020-02-20
47.5,47.7150001525879,47.2299995422363,47.4550018310547,25579,44.3325462341309,2020-02-21
46.875,47,45.6650009155273,46.0550003051758,59863,43.0246658325195,2020-02-24
46.125,46.4249992370605,45.1749992370605,45.2999992370605,36874,42.3193435668945,2020-02-25
44.7150001525879,45.2449989318848,43.8549995422363,45.2150001525879,44088,42.2399368286133,2020-02-26
44.2799987792969,44.4850006103516,42.935001373291,43.2949981689453,41691,40.4462738037109,2020-02-27
41.9449996948242,42,40,40.9700012207031,66480,38.2742500305176,2020-02-28
41.4500007629395,41.9150009155273,40.2449989318848,41.5800018310547,63985,38.8441162109375,2020-03-02
42.5,43.4550018310547,42.1049995422363,42.7050018310547,48503,39.8950958251953,2020-03-03
42.4799995422363,43.25,42.2649993896484,43.060001373291,26613,40.2267265319824,2020-03-04
44.0099983215332,44.0099983215332,42.5999984741211,43.1549987792969,19107,40.3154754638672,2020-03-05
42.2750015258789,42.2999992370605,40.814998626709,41.3800010681152,36136,38.6572723388672,2020-03-06
40,40.5,34.5,39.1949996948242,40943,36.6160430908203,2020-03-09
39.9099998474121,40.5299987792969,38.4249992370605,38.689998626709,21979,36.1442680358887,2020-03-10
39.064998626709,39.2750015258789,38,38.0299987792969,14703,35.5276947021484,2020-03-11
36.4900016784668,36.75,34.1650009155273,34.5050010681152,36622,32.2346343994141,2020-03-12
35.2550010681152,36.3600006103516,34.0200004577637,34.5099983215332,17670,32.2393035888672,2020-03-13
33.4000015258789,34.4749984741211,31.7399997711182,33.5699996948242,28952,31.3611545562744,2020-03-16
34,35,32.7150001525879,34.8600006103516,20022,32.5662803649902,2020-03-17
34.6699981689453,34.7350006103516,33.5449981689453,34.5699996948242,14574,32.2953605651855,2020-03-18
34.0349998474121,34.7700004577637,33.5999984741211,34.3400001525879,12289,32.0804901123047,2020-03-19
35.0050010681152,36.0699996948242,33.75,33.7700004577637,13614,31.5479946136475,2020-03-20
33,33.2050018310547,30.6100006103516,31.1350002288818,20133,29.0863723754883,2020-03-23
31.5100002288818,33,31.5100002288818,33.0900001525879,26360,30.9127388000488,2020-03-24
34.2750015258789,34.5550003051758,33,34.2999992370605,22739,32.0431213378906,2020-03-25
33.7400016784668,35.6450004577637,33.3600006103516,35.6500015258789,7401,33.3042984008789,2020-03-26
35.4900016784668,35.75,34.6500015258789,35.0400009155273,23173,32.734432220459,2020-03-27
35.2050018310547,36.4049987792969,34.7000007629395,35.7999992370605,13494,33.4444313049316,2020-03-30
36.5849990844727,36.8499984741211,35.8450012207031,35.9700012207031,34136,33.6032447814941,2020-03-31
35,35.4900016784668,34.5099983215332,34.439998626709,28639,32.1739082336426,2020-04-01
34.5299987792969,35.1450004577637,34.0900001525879,34.8600006103516,24565,32.5662803649902,2020-04-02
35.2999992370605,35.4599990844727,34.6599998474121,34.7449989318848,25854,32.4588432312012,2020-04-03
35.5,36.1450004577637,35.5,36.1549987792969,11934,33.776065826416,2020-04-06
36.7000007629395,37.6749992370605,36.5149993896484,36.9199981689453,32408,34.4907264709473,2020-04-07
36.560001373291,36.7000007629395,36.1100006103516,36.814998626709,17245,34.3926467895508,2020-04-08
37.7700004577637,38.2849998474121,36.9949989318848,38.1349983215332,23942,35.6257858276367,2020-04-09
38.0099983215332,39.2999992370605,37.810001373291,38.0750007629395,23402,35.5697326660156,2020-04-14
38.4199981689453,38.560001373291,37.2449989318848,37.3699989318848,22187,34.9111213684082,2020-04-15
37.189998626709,37.9700012207031,37.189998626709,37.6800003051758,9618,35.2007255554199,2020-04-16
38.7649993896484,38.9150009155273,38.189998626709,38.1650009155273,12062,35.6538124084473,2020-04-17
38.5,38.9049987792969,37.8400001525879,38.0950012207031,17638,35.5884170532227,2020-04-20
38.0050010681152,38.1599998474121,36.8950004577637,36.8849983215332,21984,34.4580307006836,2020-04-21
37.2299995422363,37.7000007629395,37.1150016784668,37.6150016784668,4937,35.1400032043457,2020-04-22
38,38.25,37.5950012207031,38.0900001525879,11515,35.5837516784668,2020-04-23
38,38.0099983215332,37.5800018310547,37.7849998474121,12529,35.2988204956055,2020-04-24
38.189998626709,39.0699996948242,38.189998626709,38.5550003051758,11124,36.0181541442871,2020-04-27
39.0050010681152,39.625,38.9500007629395,39.2000007629395,9365,36.6207084655762,2020-04-28
39.3499984741211,40.0950012207031,39.2900009155273,39.7700004577637,26774,37.1532020568848,2020-04-29
40,40.0999984741211,38.7999992370605,38.7999992370605,23688,36.2470283508301,2020-04-30
37.5950012207031,37.9199981689453,37.1049995422363,37.3849983215332,14120,34.9251327514648,2020-05-04
38.0550003051758,38.375,37.9000015258789,38.3699989318848,8525,35.8453254699707,2020-05-05
38.4500007629395,38.6699981689453,37.9599990844727,37.9700012207031,26568,35.4716453552246,2020-05-06
38.060001373291,38.8199996948242,37.9650001525879,38.1549987792969,34177,35.6444778442383,2020-05-07
38.3899993896484,39,38.1100006103516,38.4049987792969,15398,35.8780250549316,2020-05-08
38.5499992370605,38.6500015258789,37.9000015258789,38.1650009155273,22933,35.6538124084473,2020-05-11
38.1699981689453,38.4749984741211,38.0800018310547,38.2150001525879,10801,35.7005195617676,2020-05-12
37.939998626709,37.939998626709,37,37.0900001525879,34296,34.6495513916016,2020-05-13
37.1500015258789,37.1500015258789,35.9650001525879,36.3199996948242,22644,34.0548553466797,2020-05-14
36.939998626709,37.0800018310547,36.6450004577637,36.7750015258789,14329,34.4814834594727,2020-05-15
37.4749984741211,38.2949981689453,37.310001373291,38.2949981689453,45399,35.9066848754883,2020-05-18
38.3600006103516,38.3600006103516,37.7599983215332,37.8800010681152,21186,35.5175704956055,2020-05-19
37.6150016784668,37.9199981689453,37.5050010681152,38,10952,35.6300849914551,2020-05-20
37.5750007629395,38.0050010681152,37.4599990844727,37.7799987792969,6039,35.4238090515137,2020-05-21
37.4449996948242,37.8699989318848,37.4000015258789,37.7099990844727,10116,35.3581695556641,2020-05-22
38,38.4599990844727,38,38.439998626709,7825,36.0426368713379,2020-05-25
38.7999992370605,39,38.5499992370605,38.8349990844727,34805,36.4130058288574,2020-05-26
39,39.2050018310547,38.810001373291,39.0550003051758,20820,36.6192817687988,2020-05-27
39.3699989318848,39.7449989318848,39.060001373291,39.6800003051758,68599,37.2053070068359,2020-05-28
39.2900009155273,39.3400001525879,39,39.1150016784668,16254,36.6755447387695,2020-05-29
39.5200004577637,39.7249984741211,39.3300018310547,39.625,14336,37.1537322998047,2020-06-01
39.6650009155273,39.9199981689453,39.5,39.8600006103516,22549,37.3740844726562,2020-06-02
40.1300010681152,40.8450012207031,39.7949981689453,40.814998626709,21930,38.2695198059082,2020-06-03
40.75,40.7900009155273,40.2999992370605,40.3600006103516,12689,37.8429069519043,2020-06-04
40.5900001525879,41.5800018310547,40.3600006103516,41.5800018310547,26604,38.98681640625,2020-06-05
41.0099983215332,41.3899993896484,40.8450012207031,41.2700004577637,22170,38.6961402893066,2020-06-08
41.3250007629395,41.3400001525879,40.4000015258789,40.4900016784668,22910,37.9647941589355,2020-06-09
40.7350006103516,40.9000015258789,40.2249984741211,40.2949981689453,8851,37.7819480895996,2020-06-10
39.560001373291,39.560001373291,38.560001373291,38.5149993896484,33831,36.112964630127,2020-06-11
38.3549995422363,39.0699996948242,38.2400016784668,38.5400009155273,53866,36.1364097595215,2020-06-12
37.5750007629395,38.6699981689453,37.3549995422363,38.5950012207031,25238,36.1879730224609,2020-06-15
39.4449996948242,40.4550018310547,39.2849998474121,39.8650016784668,9848,37.3787689208984,2020-06-16
39.9150009155273,40.2449989318848,39.7649993896484,39.7649993896484,17209,37.2850036621094,2020-06-17
39.7999992370605,39.9949989318848,39.4850006103516,39.689998626709,13540,37.2146835327148,2020-06-18
39.7400016784668,40.1650009155273,39.7400016784668,40.0349998474121,5332,37.5381622314453,2020-06-19
39.4650001525879,39.7249984741211,39.1399993896484,39.3400001525879,12492,36.8865203857422,2020-06-22
39.3699989318848,39.8199996948242,39.310001373291,39.3800010681152,17499,36.9240188598633,2020-06-23
39.2200012207031,39.2999992370605,38.4749984741211,38.4749984741211,10196,36.0754508972168,2020-06-24
38.4799995422363,38.7550010681152,38.2000007629395,38.2249984741211,24031,35.8410453796387,2020-06-25
38.7299995422363,38.875,38.5050010681152,38.5499992370605,6765,36.1457862854004,2020-06-26
38.5400009155273,38.9799995422363,38.4049987792969,38.9799995422363,22690,36.5489654541016,2020-06-29
38.9500007629395,39.2400016784668,38.7050018310547,39.1949996948242,4536,36.7505569458008,2020-06-30
40.1399993896484,40.1399993896484,39.0999984741211,39.2150001525879,5874,36.7693023681641,2020-07-01
39.4500007629395,39.8650016784668,39.4249992370605,39.8400001525879,10900,37.3553276062012,2020-07-02
39.8499984741211,39.9700012207031,39.4150009155273,39.5400009155273,4438,37.0740432739258,2020-07-03
40.2700004577637,40.2999992370605,39.7999992370605,39.8899993896484,15595,37.4022102355957,2020-07-06
39.5349998474121,39.8450012207031,39.4850006103516,39.7249984741211,12817,37.247501373291,2020-07-07
39.5099983215332,39.564998626709,39.2150001525879,39.2750015258789,29027,36.8255653381348,2020-07-08
39.2550010681152,39.4049987792969,38.7999992370605,38.8349990844727,9102,36.4130058288574,2020-07-09
38.9150009155273,39.25,38.8400001525879,39.2200012207031,8163,36.773998260498,2020-07-10
39.3849983215332,39.9000015258789,39.3050003051758,39.625,21706,37.1537322998047,2020-07-13
39.4500007629395,39.4500007629395,39.0999984741211,39.3699989318848,30144,36.9146347045898,2020-07-14
39.5550003051758,40.314998626709,39.5550003051758,40.1599998474121,20356,37.6553764343262,2020-07-15
40.0750007629395,40.4150009155273,39.8699989318848,40.2949981689453,8798,37.7819480895996,2020-07-16
40.4150009155273,40.4150009155273,40.0149993896484,40.2900009155273,9365,37.7772636413574,2020-07-17
40.2949981689453,40.814998626709,39.875,40.5449981689453,10514,38.0163612365723,2020-07-20
40.5299987792969,41,40.375,40.9049987792969,13378,38.3539047241211,2020-07-21
40.7949981689453,40.7949981689453,40.2599983215332,40.5900001525879,13710,38.0585556030273,2020-07-22
40.7999992370605,40.8400001525879,40.5849990844727,40.7900009155273,12130,38.2460823059082,2020-07-23
40.064998626709,40.7050018310547,40.064998626709,40.189998626709,19787,37.6834983825684,2020-07-24
40.2000007629395,40.2000007629395,39.8400001525879,40.2000007629395,7966,37.69287109375,2020-07-27
40.2000007629395,40.3349990844727,39.9850006103516,40.3950004577637,9193,37.8757171630859,2020-07-28
40.5250015258789,40.5750007629395,40.1749992370605,40.5800018310547,4967,38.0491790771484,2020-07-29
40.5750007629395,40.5750007629395,39.689998626709,39.8849983215332,7506,37.3975143432617,2020-07-30
39.875,39.9850006103516,39.2799987792969,39.7200012207031,13245,37.2428092956543,2020-07-31
39.7000007629395,40.3250007629395,39.5999984741211,40.2000007629395,12393,37.69287109375,2020-08-03
40.2000007629395,40.5,39.9300003051758,40.0250015258789,8568,37.5287933349609,2020-08-04
40.0200004577637,40.25,39.9099998474121,40.0299987792969,11171,37.5334777832031,2020-08-05
40.3950004577637,40.3950004577637,39.8650016784668,40.0349998474121,7024,37.5381622314453,2020-08-06
40.0349998474121,40.6800003051758,40.0349998474121,40.6100006103516,7371,38.0773086547852,2020-08-07
40.9000015258789,41.1549987792969,40.8800010681152,41.1549987792969,9671,38.5883178710938,2020-08-10
41.3549995422363,41.6699981689453,41.3250007629395,41.3600006103516,10203,38.7805328369141,2020-08-11
41.7000007629395,41.9550018310547,41.5,41.9550018310547,11869,39.3384284973145,2020-08-12
41.7550010681152,41.7599983215332,41.5,41.5800018310547,8321,38.98681640625,2020-08-13
41.4599990844727,41.4599990844727,41.0999984741211,41.2750015258789,6696,38.7008399963379,2020-08-14
41.2900009155273,41.4300003051758,41.0499992370605,41.2150001525879,6419,38.6445732116699,2020-08-17
41.0550003051758,41.1800003051758,40.7350006103516,40.8349990844727,7338,38.2882766723633,2020-08-18
40.8899993896484,40.939998626709,40.75,40.8800010681152,13228,38.3304710388184,2020-08-19
40.7299995422363,40.7299995422363,40.4049987792969,40.4850006103516,18306,37.9601058959961,2020-08-20
40.6500015258789,40.7150001525879,40.3549995422363,40.5,4171,37.9741668701172,2020-08-21
41,41.0800018310547,40.8899993896484,41.0449981689453,5858,38.4851760864258,2020-08-24
41.0699996948242,41.6450004577637,40.8199996948242,40.9249992370605,7032,38.3726654052734,2020-08-25
40.9000015258789,41.1100006103516,40.8400001525879,40.9099998474121,9826,38.3586006164551,2020-08-26
41.0200004577637,41.0200004577637,40.7649993896484,40.7700004577637,21145,38.2273254394531,2020-08-27
40.9500007629395,40.9500007629395,40.3450012207031,40.4300003051758,8985,37.9085388183594,2020-08-28
40.6300010681152,40.9599990844727,40.4799995422363,40.4900016784668,5971,37.9647941589355,2020-08-31
40.4099998474121,40.6699981689453,40.0499992370605,40.4049987792969,12294,37.8850936889648,2020-09-01
40.5050010681152,41.3899993896484,40.5050010681152,41.3650016784668,15278,38.7852210998535,2020-09-02
41.6199989318848,41.7750015258789,40.9000015258789,40.8499984741211,10992,38.3023414611816,2020-09-03
40.7649993896484,41.2799987792969,40.3250007629395,40.3400001525879,19390,37.824146270752,2020-09-04
40.625,41.0750007629395,40.3499984741211,41.0750007629395,17106,38.513313293457,2020-09-07
41.1049995422363,41.1199989318848,40.2999992370605,40.4099998474121,16589,37.889778137207,2020-09-08
40.4599990844727,41.1749992370605,40.4599990844727,41.060001373291,19909,38.4992446899414,2020-09-09
41.2200012207031,41.2200012207031,40.5200004577637,40.6450004577637,4421,38.1101226806641,2020-09-10
40.5449981689453,40.7949981689453,40.4900016784668,40.7200012207031,11508,38.1804466247559,2020-09-11
40.9850006103516,41.0750007629395,40.7350006103516,40.8699989318848,7364,38.3210830688477,2020-09-14
41.064998626709,41.3699989318848,40.9500007629395,41.2799987792969,11437,38.7055206298828,2020-09-15
41.2999992370605,41.5,41.2249984741211,41.5400009155273,10065,38.9493064880371,2020-09-16
41.0849990844727,41.4449996948242,41,41.375,14552,38.7946014404297,2020-09-17
41.1650009155273,41.4599990844727,41.0999984741211,41.2550010681152,14801,38.6820831298828,2020-09-18
41.1749992370605,41.1749992370605,40.2799987792969,40.4049987792969,28935,37.8850936889648,2020-09-21
40.4700012207031,40.7799987792969,40.4700012207031,40.5750007629395,15527,38.0444869995117,2020-09-22
40.8349990844727,41.2350006103516,40.6749992370605,40.9500007629395,13769,38.3961067199707,2020-09-23
40.4700012207031,40.6949996948242,40.2900009155273,40.4000015258789,14185,37.8804016113281,2020-09-24
40.6100006103516,40.9650001525879,40.310001373291,40.9150009155273,25292,38.3632850646973,2020-09-25
41.439998626709,41.8650016784668,41.2900009155273,41.5950012207031,16179,39.0008773803711,2020-09-28
41.5400009155273,41.5400009155273,41.2949981689453,41.3300018310547,10878,38.7524070739746,2020-09-29
41.0400009155273,41.8349990844727,41.0400009155273,41.689998626709,37598,39.0899505615234,2020-09-30
41.7999992370605,42,41.685001373291,41.8300018310547,58304,39.2212257385254,2020-10-01
41.5999984741211,42.0449981689453,41.314998626709,41.9949989318848,28873,39.3759269714355,2020-10-02
42.2400016784668,42.3199996948242,42.0149993896484,42.2849998474121,33764,39.6478462219238,2020-10-05
42.4500007629395,42.625,42.2750015258789,42.5349998474121,58188,39.8822555541992,2020-10-06
42.6599998474121,42.8899993896484,42.6450004577637,42.7649993896484,16909,40.0979118347168,2020-10-07
42.9099998474121,43.2949981689453,42.8199996948242,43.1450004577637,39929,40.4542083740234,2020-10-08
43.2999992370605,43.3349990844727,43.0750007629395,43.1399993896484,29866,40.449520111084,2020-10-09
43.2999992370605,43.939998626709,43.2949981689453,43.9599990844727,19815,41.2183837890625,2020-10-12
43.9749984741211,43.9749984741211,43.5299987792969,43.564998626709,35991,40.848014831543,2020-10-13
43.6500015258789,43.8050003051758,43.5,43.6749992370605,26048,40.9511528015137,2020-10-14
43.2999992370605,43.7400016784668,43.0400009155273,43.3600006103516,87011,40.6557960510254,2020-10-15
43.5699996948242,43.9049987792969,43.5149993896484,43.8699989318848,37055,41.1339950561523,2020-10-16
43.9199981689453,44,43.3549995422363,43.4650001525879,33891,40.7542457580566,2020-10-19
43.2849998474121,43.3349990844727,43.0449981689453,43.2200012207031,22524,40.5245361328125,2020-10-20
43.1399993896484,43.185001373291,42.75,42.8499984741211,26683,40.1776084899902,2020-10-21
42.7599983215332,43.1650009155273,42.5200004577637,43.0849990844727,30716,40.39794921875,2020-10-22
43.1399993896484,43.4000015258789,43.1399993896484,43.2599983215332,30805,40.5620346069336,2020-10-23
42.9249992370605,43.0950012207031,42.5999984741211,42.689998626709,25925,40.0275802612305,2020-10-26
42.7599983215332,42.9949989318848,42.5499992370605,42.7000007629395,45610,40.0369606018066,2020-10-27
42.3600006103516,42.5050010681152,41.7550010681152,41.9449996948242,32150,39.3290481567383,2020-10-28
42.4249992370605,42.4249992370605,41.3800010681152,41.7400016784668,35317,39.136833190918,2020-10-29
41.5050010681152,42.0499992370605,41.5050010681152,42.0849990844727,27271,39.4603233337402,2020-10-30
42.0999984741211,42.8600006103516,41.9049987792969,42.7400016784668,61562,40.0744667053223,2020-11-02
43.1450004577637,43.5950012207031,43.0849990844727,43.5699996948242,17784,40.8527030944824,2020-11-03
43.1800003051758,43.9300003051758,43.0250015258789,43.6650009155273,15047,40.941780090332,2020-11-04
43.8250007629395,44.310001373291,43.5200004577637,44.189998626709,19986,41.4340400695801,2020-11-05
44.0349998474121,44.0849990844727,43.5550003051758,43.8650016784668,27050,41.1293067932129,2020-11-06
44.4049987792969,46.3199996948242,44.4049987792969,45.5,91345,42.6623382568359,2020-11-09
45.0999984741211,45.6300010681152,44.6749992370605,45.5499992370605,50240,42.7092132568359,2020-11-10
45.9599990844727,46.1800003051758,45.7599983215332,45.9449996948242,19355,43.0795822143555,2020-11-11
45.310001373291,45.4500007629395,45.0499992370605,45.0400009155273,10772,42.5254554748535,2020-11-12
44.9550018310547,45.0999984741211,44.7150001525879,44.9049987792969,19499,42.3979873657227,2020-11-13
45.2649993896484,45.9099998474121,45.0050010681152,45.6450004577637,41051,43.0966796875,2020-11-16
45.6399993896484,45.7999992370605,44.9150009155273,45.2299995422363,39858,42.7048492431641,2020-11-17
45.060001373291,45.3899993896484,45.0149993896484,45.1599998474121,13717,42.6387557983398,2020-11-18
44.8050003051758,44.814998626709,44.439998626709,44.439998626709,17317,41.9589576721191,2020-11-19
44.435001373291,44.939998626709,44.435001373291,44.939998626709,28572,42.4310302734375,2020-11-20
44.9449996948242,45.1100006103516,44.7000007629395,44.939998626709,26639,42.4310302734375,2020-11-23
45.1150016784668,45.2449989318848,44.75,45.1199989318848,70792,42.6009864807129,2020-11-24
45.0950012207031,45.1599998474121,44.7299995422363,44.8650016784668,33094,42.3602256774902,2020-11-25
44.8650016784668,44.9449996948242,44.75,44.7949981689453,25820,42.294132232666,2020-11-26
44.7900009155273,45,44.6500015258789,44.7350006103516,22589,42.2374801635742,2020-11-27
44.7949981689453,44.7949981689453,44.3699989318848,44.3699989318848,21207,41.8928565979004,2020-11-30
44.8050003051758,45.0449981689453,44.6450004577637,44.685001373291,44006,42.1902770996094,2020-12-01
44.3199996948242,44.5900001525879,44.0550003051758,44.2050018310547,15419,41.7370719909668,2020-12-02
44.25,44.5349998474121,44.0200004577637,44.5,127663,42.0156059265137,2020-12-03
44.3549995422363,44.5250015258789,44.1699981689453,44.4700012207031,21915,41.9872779846191,2020-12-04
44.314998626709,44.314998626709,44.0950012207031,44.189998626709,13583,41.7229118347168,2020-12-07
44.2799987792969,44.4449996948242,44.0050010681152,44.4150009155273,10762,41.9353485107422,2020-12-08
44.5999984741211,44.8699989318848,44.5149993896484,44.7599983215332,7913,42.2610816955566,2020-12-09
44.8499984741211,44.8499984741211,44.2350006103516,44.2350006103516,18391,41.7653923034668,2020-12-10
44.2400016784668,44.439998626709,43.9249992370605,44.1949996948242,11331,41.7276268005371,2020-12-11
44.6300010681152,44.7050018310547,44.3899993896484,44.4550018310547,23914,41.9731216430664,2020-12-14
44.2999992370605,44.689998626709,44.2449989318848,44.6399993896484,16656,42.1477890014648,2020-12-15
44.8400001525879,45.0950012207031,44.7900009155273,44.8450012207031,18880,42.3413429260254,2020-12-16
44.810001373291,44.9199981689453,44.7200012207031,44.8050003051758,9646,42.3035774230957,2020-12-17
44.935001373291,45.1599998474121,44.7400016784668,44.7949981689453,13869,42.294132232666,2020-12-18
44.435001373291,44.435001373291,43.4199981689453,44.1399993896484,41499,41.6757011413574,2020-12-21
44.4300003051758,44.689998626709,44.3400001525879,44.6549987792969,13844,42.1619491577148,2020-12-22
44.7999992370605,45.0499992370605,44.6749992370605,45.0099983215332,10000,42.4971237182617,2020-12-23
44.7000007629395,45.5400009155273,44.7000007629395,45.314998626709,26641,42.785099029541,2020-12-28
45.4900016784668,45.6749992370605,45.3499984741211,45.4249992370605,18103,42.8889617919922,2020-12-29
45.3950004577637,45.4900016784668,45.1300010681152,45.314998626709,15251,42.785099029541,2020-12-30
45.8349990844727,46,45.2000007629395,45.310001373291,14748,42.7803802490234,2021-01-04
45,45.3300018310547,44.875,45.1650009155273,27696,42.6434783935547,2021-01-05
45.2449989318848,46.5149993896484,45.1349983215332,46.5149993896484,24109,43.9181060791016,2021-01-06
46.7249984741211,47.189998626709,46.7249984741211,47.1349983215332,31146,44.503490447998,2021-01-07
47.5400009155273,47.8650016784668,47.4300003051758,47.560001373291,25324,44.9047660827637,2021-01-08
47.7999992370605,47.8600006103516,47.5349998474121,47.7449989318848,30598,45.0794372558594,2021-01-11
47.8250007629395,48.2599983215332,47.7900009155273,48.0849990844727,22726,45.4004516601562,2021-01-12
48,48.2649993896484,47.9500007629395,48.1699981689453,27051,45.4807052612305,2021-01-13
48.4949989318848,48.4949989318848,48.0200004577637,48.060001373291,25537,45.3768501281738,2021-01-14
47.9199981689453,48.060001373291,47.4500007629395,47.6699981689453,27670,45.0086212158203,2021-01-15
47.814998626709,48,47.6650009155273,47.939998626709,15793,45.2635498046875,2021-01-18
48.0999984741211,48.2449989318848,47.8549995422363,47.8549995422363,25091,45.183292388916,2021-01-19
47.8800010681152,48.3699989318848,47.8499984741211,48.1049995422363,30109,45.4193344116211,2021-01-20
48.2949981689453,48.2949981689453,47.7249984741211,47.7249984741211,33920,45.0605506896973,2021-01-21
47.689998626709,47.7900009155273,47.2700004577637,47.5449981689453,39682,44.8905944824219,2021-01-22
48,48.2249984741211,47.5999984741211,47.6800003051758,19104,45.0180625915527,2021-01-25
47.6800003051758,47.9249992370605,47.4500007629395,47.5449981689453,16402,44.8905944824219,2021-01-26
47.2700004577637,47.4949989318848,46.7200012207031,46.7599983215332,24369,44.1494255065918,2021-01-27
46.4949989318848,47.2599983215332,46.0099983215332,47.1500015258789,34005,44.5176582336426,2021-01-28
46.3950004577637,46.5200004577637,46.0800018310547,46.0800018310547,22809,43.5073928833008,2021-01-29
46.3950004577637,46.8450012207031,46.3950004577637,46.7949981689453,24043,44.1824722290039,2021-02-01
47.0900001525879,47.6300010681152,47.0900001525879,47.5499992370605,14618,44.895320892334,2021-02-02
47.7150001525879,47.7150001525879,47.310001373291,47.4000015258789,12431,44.7537040710449,2021-02-03
47.3600006103516,47.9199981689453,47.0050010681152,47.8300018310547,21773,45.1596946716309,2021-02-04
48,48.0449981689453,47.7400016784668,47.9049987792969,25474,45.2304992675781,2021-02-05
47.939998626709,48.2550010681152,47.8300018310547,48.2200012207031,32352,45.5279197692871,2021-02-08
48.1300010681152,48.1300010681152,47.8199996948242,47.9500007629395,30977,45.2729911804199,2021-02-09
48,48.3199996948242,47.7400016784668,47.9099998474121,27043,45.2352256774902,2021-02-10
48.0499992370605,48.25,47.9799995422363,48.0299987792969,14929,45.3485260009766,2021-02-11
48.0800018310547,48.2599983215332,47.9449996948242,48.0149993896484,20564,45.3343658447266,2021-02-12
48.0250015258789,48.375,48.0200004577637,48.3650016784668,17833,45.6648254394531,2021-02-15
48.4199981689453,48.4850006103516,48.0750007629395,48.1349983215332,49158,45.4476623535156,2021-02-16
48.2050018310547,48.2999992370605,47.9049987792969,47.9749984741211,16045,45.2966003417969,2021-02-17
47.9000015258789,48.0900001525879,47.3050003051758,47.4150009155273,14592,44.7678642272949,2021-02-18
