"TSL.MI.Open","TSL.MI.High","TSL.MI.Low","TSL.MI.Close","TSL.MI.Volume","TSL.MI.Adjusted","Date"
1.0900000333786,1.24000000953674,1.0900000333786,1.23000001907349,2860201,1.23000001907349,2020-01-02
1.23000001907349,1.25999999046326,1.14999997615814,1.14999997615814,2140819,1.14999997615814,2020-01-03
1.14999997615814,1.1599999666214,1.11000001430511,1.12000000476837,713357,1.12000000476837,2020-01-06
1.12000000476837,1.13999998569489,1.12000000476837,1.12999999523163,369415,1.12999999523163,2020-01-07
1.12999999523163,1.13999998569489,1.11000001430511,1.13999998569489,547771,1.13999998569489,2020-01-08
1.13999998569489,1.22000002861023,1.12000000476837,1.20000004768372,1423790,1.20000004768372,2020-01-09
1.21000003814697,1.37000000476837,1.17999994754791,1.30999994277954,2924044,1.30999994277954,2020-01-10
1.35000002384186,1.48000001907349,1.27999997138977,1.27999997138977,8764735,1.27999997138977,2020-01-13
1.29999995231628,1.33000004291534,1.25999999046326,1.25999999046326,1798319,1.25999999046326,2020-01-14
1.26999998092651,1.36000001430511,1.25999999046326,1.30999994277954,1679199,1.30999994277954,2020-01-15
1.32000005245209,1.33000004291534,1.28999996185303,1.28999996185303,577224,1.28999996185303,2020-01-16
1.30999994277954,1.30999994277954,1.24000000953674,1.24000000953674,1050680,1.24000000953674,2020-01-17
1.25,1.32000005245209,1.23000001907349,1.26999998092651,1365518,1.26999998092651,2020-01-20
1.26999998092651,1.30999994277954,1.25999999046326,1.30999994277954,753582,1.30999994277954,2020-01-21
1.30999994277954,1.30999994277954,1.27999997138977,1.27999997138977,368055,1.27999997138977,2020-01-22
1.28999996185303,1.28999996185303,1.25999999046326,1.26999998092651,339540,1.26999998092651,2020-01-23
1.26999998092651,1.27999997138977,1.25999999046326,1.25999999046326,176834,1.25999999046326,2020-01-24
1.26999998092651,1.28999996185303,1.24000000953674,1.25999999046326,335959,1.25999999046326,2020-01-27
1.25999999046326,1.32000005245209,1.25,1.28999996185303,955552,1.28999996185303,2020-01-28
1.29999995231628,1.30999994277954,1.27999997138977,1.27999997138977,367541,1.27999997138977,2020-01-29
1.28999996185303,1.28999996185303,1.25999999046326,1.25999999046326,265317,1.25999999046326,2020-01-30
1.26999998092651,1.26999998092651,1.21000003814697,1.21000003814697,924936,1.21000003814697,2020-01-31
1.22000002861023,1.23000001907349,1.21000003814697,1.21000003814697,146924,1.21000003814697,2020-02-03
1.21000003814697,1.24000000953674,1.21000003814697,1.23000001907349,184270,1.23000001907349,2020-02-04
1.23000001907349,1.24000000953674,1.22000002861023,1.23000001907349,206045,1.23000001907349,2020-02-05
