"DOW.Open","DOW.High","DOW.Low","DOW.Close","DOW.Volume","DOW.Adjusted","Date"
55.2299995422363,55.5400009155273,53.6399993896484,53.75,5145200,39.0614280700684,2020-01-02
53.1100006103516,53.5999984741211,52.4099998474121,52.4199981689453,5004300,38.0948829650879,2020-01-03
52.3199996948242,52.8800010681152,52,52.2099990844727,4293100,37.9422721862793,2020-01-06
52.2900009155273,53.064998626709,51.9900016784668,52.189998626709,5122800,37.9277305603027,2020-01-07
52.4099998474121,53.1699981689453,51.9199981689453,52.7299995422363,3629700,38.3201599121094,2020-01-08
52.75,53.0699996948242,51.810001373291,52.189998626709,2667800,37.9277305603027,2020-01-09
52.8600006103516,52.8699989318848,51.4000015258789,51.5,3277300,37.4262962341309,2020-01-10
51.5,52.4000015258789,51.4700012207031,52.3499984741211,2665500,38.044017791748,2020-01-13
52.189998626709,52.9700012207031,51.9500007629395,52.2400016784668,3689800,37.9640731811523,2020-01-14
52.189998626709,52.6500015258789,51.7000007629395,52.2700004577637,2235400,37.9858741760254,2020-01-15
52.5800018310547,52.8699989318848,52.1699981689453,52.4799995422363,3765600,38.138484954834,2020-01-16
52.5299987792969,53.3600006103516,52.4249992370605,53.3400001525879,3897500,38.7634620666504,2020-01-17
52.9799995422363,53.1500015258789,52.2000007629395,52.5999984741211,4156000,38.2256965637207,2020-01-21
52.7299995422363,52.7999992370605,50.681999206543,50.8699989318848,5149600,36.9684600830078,2020-01-22
50.2200012207031,50.75,49.1500015258789,50.25,5797600,36.5178909301758,2020-01-23
49.8800010681152,50.2700004577637,48.0400009155273,48.4900016784668,5919300,35.2388496398926,2020-01-24
47.310001373291,47.5800018310547,46.6399993896484,47.1800003051758,4827000,34.2868385314941,2020-01-27
47.4000015258789,47.7200012207031,47.0200004577637,47.1599998474121,5813800,34.2723159790039,2020-01-28
48.9799995422363,49.9500007629395,48.5999984741211,49.6699981689453,6828000,36.0963935852051,2020-01-29
48.310001373291,48.9799995422363,47.6599998474121,48.4700012207031,5644800,35.2243270874023,2020-01-30
47.7000007629395,47.8650016784668,45.9199981689453,46.0699996948242,7532200,33.4801788330078,2020-01-31
46.310001373291,46.9700012207031,45.7299995422363,46.7400016784668,6364900,33.9670944213867,2020-02-03
47.6500015258789,48.3800010681152,47.439998626709,48.0499992370605,5287000,34.9191017150879,2020-02-04
48.8800010681152,49.7400016784668,48.5200004577637,49.6100006103516,5403200,36.0527801513672,2020-02-05
49.6100006103516,49.6599998474121,48.560001373291,49.2000007629395,5985200,35.7548332214355,2020-02-06
48.5400009155273,48.5400009155273,47.4500007629395,48.0299987792969,3802100,34.9045562744141,2020-02-07
47.7999992370605,48.7200012207031,47.7999992370605,48.189998626709,2488300,35.0208435058594,2020-02-10
48.5400009155273,50.0099983215332,48.5,48.7900009155273,3705400,35.4568710327148,2020-02-11
49.689998626709,50.3699989318848,48.9900016784668,49.3800010681152,2964200,35.8856430053711,2020-02-12
48.9000015258789,48.9900016784668,48.0200004577637,48.2999992370605,3302600,35.1007766723633,2020-02-13
48.5099983215332,48.939998626709,48.3800010681152,48.6300010681152,3207000,35.3405990600586,2020-02-14
48.189998626709,48.5200004577637,47.2290000915527,47.7400016784668,3594300,34.6938133239746,2020-02-18
47.8199996948242,48.2900009155273,47.4099998474121,47.560001373291,5644900,34.5629997253418,2020-02-19
47.5200004577637,48.810001373291,47.439998626709,48.7599983215332,4154200,35.4350662231445,2020-02-20
48.5800018310547,48.7700004577637,48.0800018310547,48.2999992370605,3972800,35.1007766723633,2020-02-21
