"MEUD.MI.Open","MEUD.MI.High","MEUD.MI.Low","MEUD.MI.Close","MEUD.MI.Volume","MEUD.MI.Adjusted","Date"
262.700012207031,262.700012207031,260.450012207031,262.100006103516,7308,262.100006103516,2025-06-03
262.899993896484,264,262.649993896484,263.200012207031,11227,263.200012207031,2025-06-04
263.799987792969,264.700012207031,262.600006103516,263.850006103516,8921,263.850006103516,2025-06-05
263.850006103516,264.850006103516,263.5,264.600006103516,7787,264.600006103516,2025-06-06
264.75,264.799987792969,263.700012207031,264.450012207031,12029,264.450012207031,2025-06-09
264.5,264.850006103516,263.649993896484,264.350006103516,8500,264.350006103516,2025-06-10
264.649993896484,264.899993896484,263.600006103516,263.600006103516,6609,263.600006103516,2025-06-11
262.75,263.5,261.200012207031,262.850006103516,8460,262.850006103516,2025-06-12
260.299987792969,261.399993896484,259.75,260.350006103516,17169,260.350006103516,2025-06-13
261.049987792969,261.899993896484,260.350006103516,261.5,13273,261.5,2025-06-16
259.5,260.049987792969,258.350006103516,259.049987792969,7092,259.049987792969,2025-06-17
259.049987792969,259.25,257.700012207031,258.049987792969,9220,258.049987792969,2025-06-18
257.149993896484,257.549987792969,255.899993896484,255.899993896484,5141,255.899993896484,2025-06-19
257.200012207031,258.450012207031,256.350006103516,256.549987792969,4962,256.549987792969,2025-06-20
255.5,256.950012207031,254.25,255.800003051758,6768,255.800003051758,2025-06-23
259.549987792969,259.600006103516,258.200012207031,258.649993896484,7337,258.649993896484,2025-06-24
259.200012207031,259.649993896484,256.700012207031,256.700012207031,5551,256.700012207031,2025-06-25
257.649993896484,257.799987792969,256.600006103516,257.100006103516,8770,257.100006103516,2025-06-26
258.700012207031,260,258.549987792969,260,4573,260,2025-06-27
260.600006103516,260.649993896484,258.649993896484,258.899993896484,10837,258.899993896484,2025-06-30
259.5,259.549987792969,257.149993896484,258.399993896484,19573,258.399993896484,2025-07-01
259.600006103516,260,257.75,258.899993896484,12927,258.899993896484,2025-07-02
259.950012207031,260.200012207031,259.149993896484,260.200012207031,5288,260.200012207031,2025-07-03
259.299987792969,259.299987792969,257.899993896484,258.899993896484,13783,258.899993896484,2025-07-04
258.950012207031,260.200012207031,258.799987792969,260.200012207031,6979,260.200012207031,2025-07-07
260.100006103516,261.25,259.5,261.25,4390,261.25,2025-07-08
261.850006103516,263.600006103516,261.5,263.299987792969,5988,263.299987792969,2025-07-09
264.450012207031,264.899993896484,264.100006103516,264.700012207031,7108,264.700012207031,2025-07-10
263.850006103516,263.850006103516,261.600006103516,261.899993896484,6982,261.899993896484,2025-07-11
260.549987792969,261.799987792969,260.399993896484,261.799987792969,9042,261.799987792969,2025-07-14
262.450012207031,262.700012207031,260.75,260.75,11985,260.75,2025-07-15
260.299987792969,261.100006103516,259.049987792969,259.049987792969,15349,259.049987792969,2025-07-16
261.100006103516,261.899993896484,260.75,261.850006103516,15222,261.850006103516,2025-07-17
262.649993896484,263,261.450012207031,261.700012207031,9567,261.700012207031,2025-07-18
262,262.100006103516,261,261.700012207031,5918,261.700012207031,2025-07-21
261.149993896484,261.149993896484,259.950012207031,260.549987792969,8015,260.549987792969,2025-07-22
262.850006103516,263.899993896484,262.649993896484,263.450012207031,11890,263.450012207031,2025-07-23
264.700012207031,265.25,263.700012207031,263.899993896484,6194,263.899993896484,2025-07-24
262.799987792969,263.549987792969,262.450012207031,263.299987792969,18250,263.299987792969,2025-07-25
265.75,265.799987792969,262.450012207031,262.950012207031,9191,262.950012207031,2025-07-28
263.5,265.350006103516,263.25,263.5,12024,263.5,2025-07-29
263,264.049987792969,262.75,263.350006103516,17906,263.350006103516,2025-07-30
264.200012207031,264.700012207031,261.299987792969,261.399993896484,24503,261.399993896484,2025-07-31
258.5,258.850006103516,254.449996948242,255.100006103516,22838,255.100006103516,2025-08-01
256.5,258.649993896484,256.450012207031,258.649993896484,11536,258.649993896484,2025-08-04
259.950012207031,260.100006103516,258.899993896484,259.049987792969,8268,259.049987792969,2025-08-05
259.899993896484,260.200012207031,258.649993896484,259.049987792969,6809,259.049987792969,2025-08-06
259.399993896484,262.049987792969,259.25,261.549987792969,7509,261.549987792969,2025-08-07
261.950012207031,262.700012207031,261.5,262.049987792969,9860,262.049987792969,2025-08-08
262.950012207031,263,261.75,261.950012207031,7358,261.950012207031,2025-08-11
263,263,261.75,262.5,6942,262.5,2025-08-12
263.549987792969,264.100006103516,263.399993896484,263.850006103516,5365,263.850006103516,2025-08-13
264.299987792969,265.5,264.299987792969,265.5,8545,265.5,2025-08-14
265.600006103516,265.700012207031,264.700012207031,265.649993896484,15849,265.649993896484,2025-08-18
266.100006103516,267.649993896484,265.799987792969,267.5,10664,267.5,2025-08-19
266.700012207031,268.5,266.5,268.200012207031,5731,268.200012207031,2025-08-20
268.049987792969,268.200012207031,266.950012207031,268.200012207031,7162,268.200012207031,2025-08-21
267.850006103516,270.149993896484,267.799987792969,269.200012207031,4617,269.200012207031,2025-08-22
268.75,269.049987792969,267.899993896484,267.899993896484,10640,267.899993896484,2025-08-25
266.299987792969,266.950012207031,265.450012207031,265.850006103516,6048,265.850006103516,2025-08-26
266.549987792969,266.75,265.450012207031,266.049987792969,14076,266.049987792969,2025-08-27
266.950012207031,267.100006103516,265.049987792969,265.700012207031,9488,265.700012207031,2025-08-28
265.200012207031,265.450012207031,263.899993896484,263.950012207031,7959,263.950012207031,2025-08-29
264.850006103516,265.100006103516,264.049987792969,264.600006103516,13773,264.600006103516,2025-09-01
264.200012207031,264.200012207031,260.5,260.5,22919,260.5,2025-09-02
261.950012207031,262.649993896484,260.799987792969,262.299987792969,6061,262.299987792969,2025-09-03
262.350006103516,264.100006103516,262.149993896484,263.899993896484,9084,263.899993896484,2025-09-04
264.600006103516,265.200012207031,262.950012207031,263.549987792969,8174,263.549987792969,2025-09-05
264.549987792969,265.100006103516,263.850006103516,264.950012207031,6423,264.950012207031,2025-09-08
265.25,265.75,264.5,265.049987792969,3848,265.049987792969,2025-09-09
266.100006103516,266.5,264.700012207031,264.950012207031,13067,264.950012207031,2025-09-10
265.5,266.600006103516,265,266.399993896484,14188,266.399993896484,2025-09-11
266.649993896484,266.899993896484,265.450012207031,266.149993896484,9482,266.149993896484,2025-09-12
266.950012207031,268,266.700012207031,267.350006103516,6534,267.350006103516,2025-09-15
267.100006103516,267.200012207031,264.149993896484,264.25,7415,264.25,2025-09-16
264.649993896484,265,264,264.25,7165,264.25,2025-09-17
265.450012207031,266.600006103516,265.25,266.25,8060,266.25,2025-09-18
266.200012207031,267.200012207031,265.850006103516,265.899993896484,13650,265.899993896484,2025-09-19
265.950012207031,265.950012207031,264.899993896484,265.549987792969,9677,265.549987792969,2025-09-22
266,267.299987792969,265.799987792969,266.350006103516,9603,266.350006103516,2025-09-23
265.799987792969,266.5,264.75,265.850006103516,7844,265.850006103516,2025-09-24
264.899993896484,265.350006103516,263.649993896484,264.200012207031,10303,264.200012207031,2025-09-25
264.850006103516,266.350006103516,264.649993896484,266.299987792969,7930,266.299987792969,2025-09-26
266.850006103516,267.5,266.200012207031,266.700012207031,7711,266.700012207031,2025-09-29
266.450012207031,268,265.649993896484,267.950012207031,9673,267.950012207031,2025-09-30
NA,NA,NA,NA,NA,NA,2025-10-01
273.149993896484,273.600006103516,272.350006103516,272.649993896484,21191,272.649993896484,2025-10-02
