"LCJP.MI.Open","LCJP.MI.High","LCJP.MI.Low","LCJP.MI.Close","LCJP.MI.Volume","LCJP.MI.Adjusted","Date"
12.0600004196167,12.0740003585815,11.9799995422363,12.0260000228882,10306,12.0260000228882,2020-02-24
12.2180004119873,12.2180004119873,11.9779996871948,11.9840002059937,14309,11.9840002059937,2020-02-25
12.0579996109009,12.1020002365112,11.9259996414185,12.0880002975464,132003,12.0880002975464,2020-02-26
11.8179998397827,11.8459997177124,11.5719995498657,11.6319999694824,11448,11.6319999694824,2020-02-27
11.3940000534058,11.3940000534058,11.2320003509521,11.2279996871948,3873,11.2279996871948,2020-02-28
11.503999710083,11.503999710083,11.2200002670288,11.3079996109009,12908,11.3079996109009,2020-03-02
11.4060001373291,11.4359998703003,11.3599996566772,11.2919998168945,10790,11.2919998168945,2020-03-03
11.3439998626709,11.4779996871948,11.3439998626709,11.4300003051758,18042,11.4300003051758,2020-03-04
11.4099998474121,11.4099998474121,11.2600002288818,11.3240003585815,38561,11.3240003585815,2020-03-05
11.2519998550415,11.2620000839233,10.9420003890991,11.0139999389648,39800,11.0139999389648,2020-03-06
10.5920000076294,10.5920000076294,10.246000289917,10.4840002059937,8257,10.4840002059937,2020-03-09
10.8940000534058,10.8940000534058,10.6020002365112,10.5240001678467,5390,10.5240001678467,2020-03-10
10.5740003585815,10.5740003585815,10.5740003585815,10.5539999008179,100,10.5539999008179,2020-03-11
10.1999998092651,10.1999998092651,9.35400009155273,9.43000030517578,49395,9.43000030517578,2020-03-12
9.5310001373291,10.0719995498657,9.5310001373291,9.57400035858154,59132,9.57400035858154,2020-03-13
9.37600040435791,9.44099998474121,9.05900001525879,9.32400035858154,21321,9.32400035858154,2020-03-16
9.45699977874756,9.83600044250488,9.28699970245361,9.76399993896484,73390,9.76399993896484,2020-03-17
9.79300022125244,9.79300022125244,9.54500007629395,9.68000030517578,15532,9.68000030517578,2020-03-18
9.91800022125244,10.1199998855591,9.80300045013428,10.0799999237061,68627,10.0799999237061,2020-03-19
10.4619998931885,10.4860000610352,10.2279996871948,10.173999786377,17065,10.173999786377,2020-03-20
9.98299980163574,10.076000213623,9.72399997711182,9.81099987030029,36300,9.81099987030029,2020-03-23
10.46399974823,10.53600025177,10.3839998245239,10.5860004425049,9805,10.5860004425049,2020-03-24
10.7220001220703,10.75,10.4099998474121,10.5,4613,10.5,2020-03-25
10.4519996643066,10.7679996490479,10.4519996643066,10.7440004348755,19937,10.7440004348755,2020-03-26
10.9420003890991,11.003999710083,10.8100004196167,10.8100004196167,13419,10.8100004196167,2020-03-27
10.5860004425049,10.710000038147,10.5860004425049,10.8959999084473,1615,10.8959999084473,2020-03-30
10.6759996414185,10.71399974823,10.5500001907349,10.7360000610352,41790,10.7360000610352,2020-03-31
10.3079996109009,10.3159999847412,10.2580003738403,10.3219995498657,39752,10.3219995498657,2020-04-01
10.2880001068115,10.3680000305176,10.2360000610352,10.326000213623,17234,10.326000213623,2020-04-02
10.3059997558594,10.3079996109009,10.253999710083,10.246000289917,844,10.246000289917,2020-04-03
10.6400003433228,10.7379999160767,10.6160001754761,10.7200002670288,3708,10.7200002670288,2020-04-06
11.0059995651245,11.2379999160767,10.996000289917,11.0600004196167,101147,11.0600004196167,2020-04-07
10.7679996490479,10.8240003585815,10.7679996490479,10.8620004653931,2180,10.8620004653931,2020-04-08
10.9980001449585,11.0240001678467,10.8879995346069,10.9919996261597,38111,10.9919996261597,2020-04-09
11.0719995498657,11.1339998245239,11.0380001068115,11.0719995498657,10692,11.0719995498657,2020-04-14
11.1420001983643,11.1420001983643,11.0019998550415,10.996000289917,3071,10.996000289917,2020-04-15
11.0319995880127,11.0319995880127,10.8900003433228,10.9779996871948,66281,10.9779996871948,2020-04-16
11.1499996185303,11.1979999542236,11.0100002288818,11.0120000839233,23451,11.0120000839233,2020-04-17
11.0319995880127,11.0520000457764,11.0059995651245,11.0539999008179,2929,11.0539999008179,2020-04-20
11.0200004577637,11.0200004577637,10.9099998474121,10.8540000915527,1897,10.8540000915527,2020-04-21
10.9580001831055,11.0240001678467,10.9580001831055,11.0340003967285,761,11.0340003967285,2020-04-22
11.1300001144409,11.1759996414185,11.1239995956421,11.2019996643066,6650,11.2019996643066,2020-04-23
11.1719999313354,11.1780004501343,11.1420001983643,11.1280002593994,5058,11.1280002593994,2020-04-24
11.3059997558594,11.3159999847412,11.2639999389648,11.3059997558594,9345,11.3059997558594,2020-04-27
11.5080003738403,11.5459995269775,11.4919996261597,11.5,19487,11.5,2020-04-28
11.6040000915527,11.7259998321533,11.5699996948242,11.7360000610352,11847,11.7360000610352,2020-04-29
11.4060001373291,11.4700002670288,11.2659997940063,11.253999710083,16923,11.253999710083,2020-04-30
10.9180002212524,10.9460000991821,10.8839998245239,10.9219999313354,7446,10.9219999313354,2020-05-04
11.1359996795654,11.2340002059937,11.1319999694824,11.2600002288818,9390,11.2600002288818,2020-05-05
11.2819995880127,11.3039999008179,11.1999998092651,11.2119998931885,20351,11.2119998931885,2020-05-06
11.2980003356934,11.3760004043579,11.2980003356934,11.3179998397827,50325,11.3179998397827,2020-05-07
11.4700002670288,11.4700002670288,11.456000328064,11.456000328064,245,11.456000328064,2020-05-08
11.6239995956421,11.6359996795654,11.5500001907349,11.5839996337891,5429,11.5839996337891,2020-05-11
11.53600025177,11.53600025177,11.5340003967285,11.5299997329712,329,11.5299997329712,2020-05-12
11.5120000839233,11.5179996490479,11.5120000839233,11.503999710083,170,11.503999710083,2020-05-13
11.326000213623,11.326000213623,11.1960000991821,11.2840003967285,3560,11.2840003967285,2020-05-14
11.4320001602173,11.4320001602173,11.3179998397827,11.3179998397827,917,11.3179998397827,2020-05-15
11.496000289917,11.496000289917,11.496000289917,11.5520000457764,100,11.5520000457764,2020-05-18
11.4460000991821,11.4460000991821,11.4099998474121,11.4779996871948,4576,11.4779996871948,2020-05-19
11.4759998321533,11.5500001907349,11.4759998321533,11.576000213623,17212,11.576000213623,2020-05-20
11.4440002441406,11.4440002441406,11.4219999313354,11.4020004272461,1051,11.4020004272461,2020-05-21
11.3540000915527,11.4820003509521,11.3540000915527,11.4820003509521,10710,11.4820003509521,2020-05-22
11.6440000534058,11.7019996643066,11.6440000534058,11.7080001831055,11130,11.7080001831055,2020-05-25
11.7919998168945,11.7919998168945,11.7720003128052,11.789999961853,2406,11.789999961853,2020-05-26
11.9379997253418,11.9779996871948,11.9079999923706,11.9060001373291,1110,11.9060001373291,2020-05-27
12.0939998626709,12.1300001144409,12.0579996109009,12.0819997787476,9761,12.0819997787476,2020-05-28
11.8800001144409,11.8819999694824,11.7819995880127,11.7819995880127,3263,11.7819995880127,2020-05-29
11.9180002212524,11.9619998931885,11.9180002212524,11.9079999923706,5312,11.9079999923706,2020-06-01
12.0179996490479,12.0579996109009,12.0100002288818,11.9860000610352,33576,11.9860000610352,2020-06-02
11.9200000762939,12.0260000228882,11.9200000762939,12.0240001678467,4136,12.0240001678467,2020-06-03
11.9340000152588,12.0019998550415,11.8140001296997,11.8280000686646,11595,11.8280000686646,2020-06-04
11.8559999465942,12.03600025177,11.8559999465942,12.03600025177,53265,12.03600025177,2020-06-05
11.9659996032715,12.0640001296997,11.9659996032715,12.0659999847412,11452,12.0659999847412,2020-06-08
12.0260000228882,12.0579996109009,11.9879999160767,12.0059995651245,18434,12.0059995651245,2020-06-09
12.0959997177124,12.1040000915527,11.9940004348755,12.0380001068115,64164,12.0380001068115,2020-06-10
11.8319997787476,11.8319997787476,11.6940002441406,11.6840000152588,3996,11.6840000152588,2020-06-11
11.753999710083,11.8339996337891,11.7419996261597,11.8120002746582,22610,11.8120002746582,2020-06-12
11.5019998550415,11.5979995727539,11.5019998550415,11.6099996566772,8336,11.6099996566772,2020-06-15
11.8339996337891,12.0080003738403,11.8100004196167,11.9340000152588,10619,11.9340000152588,2020-06-16
12.0120000839233,12.076000213623,12.0120000839233,12.0600004196167,10822,12.0600004196167,2020-06-17
11.956000328064,12.0260000228882,11.9540004730225,12.0220003128052,9205,12.0220003128052,2020-06-18
12.0900001525879,12.1199998855591,12.0880002975464,12.1079998016357,7425,12.1079998016357,2020-06-19
12,12.0059995651245,11.9799995422363,11.9659996032715,6990,11.9659996032715,2020-06-22
12.0080003738403,12.0419998168945,12.0080003738403,12.039999961853,230,12.039999961853,2020-06-23
11.8760004043579,11.9099998474121,11.7679996490479,11.7760000228882,20715,11.7760000228882,2020-06-24
11.8620004653931,11.9020004272461,11.8400001525879,11.8979997634888,13365,11.8979997634888,2020-06-25
11.9460000991821,11.9460000991821,11.8540000915527,11.8620004653931,885,11.8620004653931,2020-06-26
11.7580003738403,11.8140001296997,11.7580003738403,11.8140001296997,14948,11.8140001296997,2020-06-29
11.793999671936,11.793999671936,11.7239999771118,11.7720003128052,11468,11.7720003128052,2020-06-30
11.6719999313354,11.6719999313354,11.6160001754761,11.6300001144409,4508,11.6300001144409,2020-07-01
11.6719999313354,11.7880001068115,11.6719999313354,11.7919998168945,2324,11.7919998168945,2020-07-02
11.7600002288818,11.7600002288818,11.6780004501343,11.6800003051758,2730,11.6800003051758,2020-07-03
11.8640003204346,11.8640003204346,11.8360004425049,11.8459997177124,1897,11.8459997177124,2020-07-06
11.8039999008179,11.8299999237061,11.7799997329712,11.8299999237061,54085,11.8299999237061,2020-07-07
11.7399997711182,11.7580003738403,11.6459999084473,11.6379995346069,5527,11.6379995346069,2020-07-08
11.6899995803833,11.7119998931885,11.6079998016357,11.6099996566772,10319,11.6099996566772,2020-07-09
11.7259998321533,11.7779998779297,11.7259998321533,11.7740001678467,12523,11.7740001678467,2020-07-10
11.8680000305176,11.8680000305176,11.8179998397827,11.8479995727539,2121,11.8479995727539,2020-07-13
11.7440004348755,11.7440004348755,11.6879997253418,11.7320003509521,3919,11.7320003509521,2020-07-14
11.8719997406006,11.9759998321533,11.8719997406006,11.9479999542236,12453,11.9479999542236,2020-07-15
11.8039999008179,11.8179998397827,11.7740001678467,11.789999961853,4655,11.789999961853,2020-07-16
11.7720003128052,11.7799997329712,11.7700004577637,11.7600002288818,1377,11.7600002288818,2020-07-17
11.706000328064,11.7760000228882,11.706000328064,11.7679996490479,6717,11.7679996490479,2020-07-20
11.7720003128052,11.7959995269775,11.7480001449585,11.7620000839233,8750,11.7620000839233,2020-07-21
11.6120004653931,11.6219997406006,11.5880002975464,11.5959997177124,2207,11.5959997177124,2020-07-22
11.6660003662109,11.6660003662109,11.576000213623,11.6260004043579,29241,11.6260004043579,2020-07-23
11.4879999160767,11.5459995269775,11.4379997253418,11.5319995880127,2103,11.5319995880127,2020-07-24
11.6599998474121,11.6639995574951,11.6160001754761,11.6199998855591,689,11.6199998855591,2020-07-27
11.5579996109009,11.6079998016357,11.5579996109009,11.6120004653931,3968,11.6120004653931,2020-07-28
11.5200004577637,11.5200004577637,11.5159997940063,11.4919996261597,576,11.4919996261597,2020-07-29
11.3620004653931,11.3620004653931,11.253999710083,11.2740001678467,4142,11.2740001678467,2020-07-30
11.076000213623,11.1120004653931,11.0159997940063,11.0520000457764,1631,11.0520000457764,2020-07-31
11.1440000534058,11.293999671936,11.1440000534058,11.28600025177,34468,11.28600025177,2020-08-03
11.3219995498657,11.3999996185303,11.2959995269775,11.3839998245239,13973,11.3839998245239,2020-08-04
11.4040002822876,11.4060001373291,11.3620004653931,11.3520002365112,1881,11.3520002365112,2020-08-05
11.3159999847412,11.3360004425049,11.2959995269775,11.3039999008179,3938,11.3039999008179,2020-08-06
11.3459997177124,11.3459997177124,11.3459997177124,11.3579998016357,146,11.3579998016357,2020-08-07
11.423999786377,11.4280004501343,11.4119997024536,11.4280004501343,497,11.4280004501343,2020-08-10
11.6719999313354,11.6979999542236,11.6219997406006,11.6239995956421,4718,11.6239995956421,2020-08-11
11.753999710083,11.8020000457764,11.753999710083,11.7980003356934,2347,11.7980003356934,2020-08-12
11.7679996490479,11.7679996490479,11.7360000610352,11.7419996261597,1619,11.7419996261597,2020-08-13
11.6859998703003,11.7119998931885,11.6859998703003,11.7360000610352,280,11.7360000610352,2020-08-14
11.6599998474121,11.71399974823,11.6599998474121,11.7379999160767,1519,11.7379999160767,2020-08-17
11.7519998550415,11.7519998550415,11.7519998550415,11.7040004730225,267,11.7040004730225,2020-08-18
11.7180004119873,11.75,11.7180004119873,11.753999710083,2187,11.753999710083,2020-08-19
11.6879997253418,11.6879997253418,11.6879997253418,11.6719999313354,301,11.6719999313354,2020-08-20
11.7299995422363,11.7379999160767,11.7299995422363,11.6879997253418,652,11.6879997253418,2020-08-21
11.6879997253418,11.6879997253418,11.6879997253418,11.6879997253418,0,11.6879997253418,2020-08-24
11.8979997634888,11.8979997634888,11.7959995269775,11.7959995269775,2994,11.7959995269775,2020-08-25
11.7959995269775,11.7959995269775,11.7959995269775,11.7959995269775,0,11.7959995269775,2020-08-26
11.7659997940063,11.7980003356934,11.7659997940063,11.7620000839233,2539,11.7620000839233,2020-08-27
11.6199998855591,11.6639995574951,11.6000003814697,11.6840000152588,1868,11.6840000152588,2020-08-28
11.7519998550415,11.7659997940063,11.6459999084473,11.6239995956421,4386,11.6239995956421,2020-08-31
11.6540002822876,11.6719999313354,11.5860004425049,11.6359996795654,5829,11.6359996795654,2020-09-01
11.8479995727539,11.8479995727539,11.8219995498657,11.8299999237061,2912,11.8299999237061,2020-09-02
11.8680000305176,11.8680000305176,11.7559995651245,11.7019996643066,5336,11.7019996643066,2020-09-03
11.6960000991821,11.7559995651245,11.6579999923706,11.6940002441406,22566,11.6940002441406,2020-09-04
11.6759996414185,11.7580003738403,11.6759996414185,11.7320003509521,20347,11.7320003509521,2020-09-07
11.6979999542236,11.706000328064,11.6579999923706,11.6960000991821,25883,11.6960000991821,2020-09-08
11.7639999389648,11.7779998779297,11.6879997253418,11.7040004730225,7469,11.7040004730225,2020-09-09
11.7700004577637,11.7799997329712,11.7019996643066,11.7299995422363,6497,11.7299995422363,2020-09-10
11.8540000915527,11.8839998245239,11.8120002746582,11.8660001754761,5841,11.8660001754761,2020-09-11
11.9759998321533,11.9759998321533,11.9200000762939,11.9320001602173,8300,11.9320001602173,2020-09-14
11.9379997253418,11.9820003509521,11.9379997253418,11.9779996871948,10955,11.9779996871948,2020-09-15
11.9919996261597,12.0659999847412,11.9919996261597,12.0679998397827,1367,12.0679998397827,2020-09-16
12.0059995651245,12.0679998397827,12.0059995651245,12.043999671936,22997,12.043999671936,2020-09-17
12.0299997329712,12.0600004196167,12.0200004577637,12.0159997940063,2417,12.0159997940063,2020-09-18
11.9359998703003,11.9359998703003,11.8420000076294,11.8219995498657,5102,11.8219995498657,2020-09-21
11.8959999084473,11.9320001602173,11.8819999694824,11.9020004272461,9460,11.9020004272461,2020-09-22
12.173999786377,12.1820001602173,12.1339998245239,12.1219997406006,15701,12.1219997406006,2020-09-23
12.0579996109009,12.1000003814697,12.0380001068115,12.0640001296997,12111,12.0640001296997,2020-09-24
12.0500001907349,12.0579996109009,12.0220003128052,12.0579996109009,13050,12.0579996109009,2020-09-25
12.2340002059937,12.2340002059937,12.2259998321533,12.2320003509521,2063,12.2320003509521,2020-09-28
12.2239999771118,12.2320003509521,12.1680002212524,12.1800003051758,3010,12.1800003051758,2020-09-29
12.0279998779297,12.1059999465942,12.0279998779297,12.0860004425049,1962,12.0860004425049,2020-09-30
12.0640001296997,12.0799999237061,12.0459995269775,12.0559997558594,6078,12.0559997558594,2020-10-01
11.9219999313354,12.0299997329712,11.9139995574951,12.0200004577637,9359,12.0200004577637,2020-10-02
12.076000213623,12.076000213623,12.0159997940063,12.0520000457764,1840,12.0520000457764,2020-10-05
12.076000213623,12.1020002365112,12.076000213623,12.0860004425049,2540,12.0860004425049,2020-10-06
12.0920000076294,12.0920000076294,12.0880002975464,12.1160001754761,137,12.1160001754761,2020-10-07
12.1479997634888,12.1560001373291,12.1319999694824,12.1319999694824,12600,12.1319999694824,2020-10-08
12.0500001907349,12.0699996948242,12.0319995880127,12.0699996948242,9138,12.0699996948242,2020-10-09
12.0579996109009,12.1079998016357,12.043999671936,12.1040000915527,7193,12.1040000915527,2020-10-12
12.1499996185303,12.1499996185303,12.0920000076294,12.1239995956421,3046,12.1239995956421,2020-10-13
12.1300001144409,12.173999786377,12.1300001144409,12.173999786377,14763,12.173999786377,2020-10-14
12.0539999008179,12.0740003585815,12.0419998168945,12.0579996109009,9377,12.0579996109009,2020-10-15
12.0059995651245,12.0939998626709,12,12.0640001296997,7028,12.0640001296997,2020-10-16
12.1540002822876,12.1540002822876,12.0159997940063,12.039999961853,4414,12.039999961853,2020-10-19
11.9820003509521,11.9980001449585,11.9379997253418,11.9379997253418,13716,11.9379997253418,2020-10-20
12.0159997940063,12.1020002365112,11.9799995422363,12.0100002288818,6414,12.0100002288818,2020-10-21
11.9580001831055,12.0319995880127,11.9580001831055,12.0179996490479,5333,12.0179996490479,2020-10-22
12.0640001296997,12.0640001296997,12,11.9919996261597,11913,11.9919996261597,2020-10-23
11.9300003051758,11.9619998931885,11.923999786377,11.9280004501343,3247,11.9280004501343,2020-10-26
11.9879999160767,11.9879999160767,11.9440002441406,11.9499998092651,1251,11.9499998092651,2020-10-27
11.9759998321533,12,11.923999786377,11.923999786377,3288,11.923999786377,2020-10-28
12.0299997329712,12.0520000457764,12.0080003738403,12.0500001907349,9186,12.0500001907349,2020-10-29
11.8579998016357,11.9440002441406,11.8579998016357,11.9779996871948,3352,11.9779996871948,2020-10-30
12.0600004196167,12.1520004272461,12.0600004196167,12.1520004272461,10378,12.1520004272461,2020-11-02
12.210000038147,12.3280000686646,12.210000038147,12.3280000686646,2722,12.3280000686646,2020-11-03
12.1239995956421,12.3240003585815,12.1239995956421,12.3100004196167,41213,12.3100004196167,2020-11-04
12.3699998855591,12.4659996032715,12.3699998855591,12.4440002441406,10454,12.4440002441406,2020-11-05
12.456000328064,12.4580001831055,12.4020004272461,12.4359998703003,61281,12.4359998703003,2020-11-06
12.5880002975464,13.0200004577637,12.5719995498657,12.8979997634888,23764,12.8979997634888,2020-11-09
12.75,12.8540000915527,12.7299995422363,12.8520002365112,60875,12.8520002365112,2020-11-10
12.8500003814697,12.9519996643066,12.8240003585815,12.9440002441406,11012,12.9440002441406,2020-11-11
12.7440004348755,12.7659997940063,12.7040004730225,12.7700004577637,2596,12.7700004577637,2020-11-12
12.6459999084473,12.7720003128052,12.6339998245239,12.7679996490479,5797,12.7679996490479,2020-11-13
12.8940000534058,13.0179996490479,12.8699998855591,12.9759998321533,11794,12.9759998321533,2020-11-16
12.9739999771118,12.9739999771118,12.9739999771118,12.9720001220703,115,12.9720001220703,2020-11-17
12.8500003814697,12.996000289917,12.8459997177124,12.996000289917,22154,12.996000289917,2020-11-18
12.9040002822876,12.9160003662109,12.8940000534058,12.9300003051758,2769,12.9300003051758,2020-11-19
13.0319995880127,13.0319995880127,13.0080003738403,13.0279998779297,802,13.0279998779297,2020-11-20
13.1319999694824,13.1800003051758,13.1319999694824,13.1420001983643,11720,13.1420001983643,2020-11-23
13.2119998931885,13.293999671936,13.1999998092651,13.2779998779297,4095,13.2779998779297,2020-11-24
13.1759996414185,13.1759996414185,13.0939998626709,13.1260004043579,5536,13.1260004043579,2020-11-25
13.21399974823,13.2419996261597,13.21399974823,13.2200002670288,4982,13.2200002670288,2020-11-26
13.289999961853,13.3120002746582,13.2659997940063,13.2779998779297,5103,13.2779998779297,2020-11-27
13.0860004425049,13.1040000915527,13.0419998168945,13.03600025177,5695,13.03600025177,2020-11-30
13.1040000915527,13.1599998474121,13.0920000076294,13.1160001754761,4823,13.1160001754761,2020-12-01
13.0279998779297,13.0419998168945,13,13.0299997329712,6173,13.0299997329712,2020-12-02
13.0080003738403,13.0299997329712,12.9919996261597,13.0200004577637,13589,13.0200004577637,2020-12-03
12.9840002059937,13.0459995269775,12.9700002670288,13.0419998168945,4144,13.0419998168945,2020-12-04
12.9320001602173,12.9320001602173,12.8620004653931,12.9079999923706,4626,12.9079999923706,2020-12-07
12.8920001983643,12.9280004501343,12.8640003204346,12.9160003662109,7303,12.9160003662109,2020-12-08
13.0500001907349,13.0740003585815,13.0319995880127,13.0419998168945,15201,13.0419998168945,2020-12-09
13.0240001678467,13.0260000228882,12.9720001220703,13.0100002288818,632,13.0100002288818,2020-12-10
12.9759998321533,13.0480003356934,12.9739999771118,13.0380001068115,4198,13.0380001068115,2020-12-11
13.1300001144409,13.1599998474121,13.1140003204346,13.1000003814697,11694,13.1000003814697,2020-12-14
13.0659999847412,13.1359996795654,13.0539999008179,13.0959997177124,23066,13.0959997177124,2020-12-15
13.1199998855591,13.1199998855591,13.0920000076294,13.1120004653931,2109,13.1120004653931,2020-12-16
13.1280002593994,13.1660003662109,13.1260004043579,13.1499996185303,9439,13.1499996185303,2020-12-17
13.1099996566772,13.1800003051758,13.0799999237061,13.1400003433228,11292,13.1400003433228,2020-12-18
13.0159997940063,13.0159997940063,12.8839998245239,12.8900003433228,7629,12.8900003433228,2020-12-21
12.96399974823,12.9659996032715,12.9460000991821,13.0100002288818,502,13.0100002288818,2020-12-22
13.0179996490479,13.0340003967285,13.0179996490479,13.043999671936,973,13.043999671936,2020-12-23
13.1339998245239,13.1339998245239,13.1040000915527,13.1120004653931,3528,13.1120004653931,2020-12-28
13.3000001907349,13.3199996948242,13.2519998550415,13.2760000228882,12707,13.2760000228882,2020-12-29
13.2519998550415,13.28600025177,13.2340002059937,13.2840003967285,1975,13.2840003967285,2020-12-30
13.2519998550415,13.2700004577637,13.1780004501343,13.1780004501343,8165,13.1780004501343,2021-01-04
13.1639995574951,13.1960000991821,13.1379995346069,13.1700000762939,6576,13.1700000762939,2021-01-05
13.1700000762939,13.2019996643066,13.1700000762939,13.3319997787476,8605,13.3319997787476,2021-01-06
13.2919998168945,13.3500003814697,13.2919998168945,13.3559999465942,11297,13.3559999465942,2021-01-07
13.6000003814697,13.6020002365112,13.5559997558594,13.5900001525879,3794,13.5900001525879,2021-01-08
13.5979995727539,13.6219997406006,13.5459995269775,13.6219997406006,8981,13.6219997406006,2021-01-11
13.6099996566772,13.6379995346069,13.5939998626709,13.6219997406006,7605,13.6219997406006,2021-01-12
13.6940002441406,13.7159996032715,13.6540002822876,13.710000038147,7397,13.710000038147,2021-01-13
13.8299999237061,13.8879995346069,13.7840003967285,13.8819999694824,3248,13.8819999694824,2021-01-14
13.7659997940063,13.7659997940063,13.6319999694824,13.6979999542236,4094,13.6979999542236,2021-01-15
13.6979999542236,13.7480001449585,13.6940002441406,13.7259998321533,15864,13.7259998321533,2021-01-18
13.7419996261597,13.7700004577637,13.6639995574951,13.6960000991821,7474,13.6960000991821,2021-01-19
13.6759996414185,13.7720003128052,13.6759996414185,13.75,24070,13.75,2021-01-20
13.7620000839233,13.7959995269775,13.6579999923706,13.6899995803833,4795,13.6899995803833,2021-01-21
13.6520004272461,13.6759996414185,13.5799999237061,13.6459999084473,7603,13.6459999084473,2021-01-22
13.7040004730225,13.7080001831055,13.6599998474121,13.6680002212524,3620,13.6680002212524,2021-01-25
13.7279996871948,13.7580003738403,13.7119998931885,13.7480001449585,9367,13.7480001449585,2021-01-26
13.673999786377,13.673999786377,13.6199998855591,13.6540002822876,2678,13.6540002822876,2021-01-27
13.4479999542236,13.5559997558594,13.3339996337891,13.5600004196167,3387,13.5600004196167,2021-01-28
13.2799997329712,13.3719997406006,13.2799997329712,13.3339996337891,23238,13.3339996337891,2021-01-29
13.423999786377,13.4940004348755,13.423999786377,13.4479999542236,12301,13.4479999542236,2021-02-01
13.53600025177,13.6180000305176,13.53600025177,13.6099996566772,10445,13.6099996566772,2021-02-02
13.7700004577637,13.7779998779297,13.7279996871948,13.75,4045,13.75,2021-02-03
13.7639999389648,13.8199996948242,13.7559995651245,13.8199996948242,5170,13.8199996948242,2021-02-04
13.8979997634888,13.9420003890991,13.8500003814697,13.8959999084473,14054,13.8959999084473,2021-02-05
14.0380001068115,14.0679998397827,14.0340003967285,14.1260004043579,6169,14.1260004043579,2021-02-08
