"C50.MI.Open","C50.MI.High","C50.MI.Low","C50.MI.Close","C50.MI.Volume","C50.MI.Adjusted","Date"
54.5900001525879,56,51.7200012207031,54.560001373291,31760,54.560001373291,2020-03-16
56.7700004577637,56.8600006103516,53.7999992370605,56.439998626709,17924,56.439998626709,2020-03-17
54.2299995422363,54.810001373291,52.8300018310547,53.5299987792969,6684,53.5299987792969,2020-03-18
54,55.0200004577637,52.310001373291,54.9300003051758,21552,54.9300003051758,2020-03-19
57.8199996948242,58.2599983215332,56.1800003051758,56.4799995422363,25798,56.4799995422363,2020-03-20
54.4500007629395,57.9599990844727,54.2599983215332,55.2299995422363,12724,55.2299995422363,2020-03-23
58.0999984741211,59.9700012207031,57.439998626709,60.2000007629395,11076,60.2000007629395,2020-03-24
61.6300010681152,63.1100006103516,59.7799987792969,62.1199989318848,95639,62.1199989318848,2020-03-25
61.310001373291,62.9000015258789,60.6399993896484,63.0999984741211,25480,63.0999984741211,2020-03-26
62.2599983215332,62.3600006103516,60.0900001525879,60.6599998474121,110217,60.6599998474121,2020-03-27
60.9599990844727,61.25,60,61.6599998474121,4664,61.6599998474121,2020-03-30
62.7099990844727,63.2000007629395,61.0699996948242,62.2799987792969,15894,62.2799987792969,2020-03-31
60.2799987792969,60.4500007629395,59.7799987792969,59.5900001525879,10396,59.5900001525879,2020-04-01
60.189998626709,60.310001373291,59.2599983215332,60.1100006103516,2623,60.1100006103516,2020-04-02
60.0200004577637,60.0200004577637,59.4099998474121,59.4599990844727,12824,59.4599990844727,2020-04-03
61.5800018310547,62.5,61.2999992370605,62.5999984741211,3929,62.5999984741211,2020-04-06
64.1399993896484,65.1500015258789,63.0099983215332,63.8899993896484,9150,63.8899993896484,2020-04-07
63.1199989318848,63.4799995422363,62.4799995422363,63.5900001525879,11703,63.5900001525879,2020-04-08
64.6900024414062,65.2200012207031,63.3600006103516,64.6399993896484,27199,64.6399993896484,2020-04-09
65.379997253418,66,64.870002746582,65.2799987792969,4896,65.2799987792969,2020-04-14
65.0999984741211,65.0999984741211,62.4700012207031,62.689998626709,17043,62.689998626709,2020-04-15
63.2700004577637,63.6500015258789,62.4599990844727,63.0099983215332,12507,63.0099983215332,2020-04-16
64.4700012207031,65.3300018310547,64.1999969482422,64.3600006103516,9125,64.3600006103516,2020-04-17
64.7600021362305,64.8499984741211,63.7299995422363,64.8300018310547,3825,64.8300018310547,2020-04-20
64.0500030517578,64.0500030517578,62.9700012207031,62.4099998474121,4710,62.4099998474121,2020-04-21
62.8899993896484,63.310001373291,62.7999992370605,63.3600006103516,4010,63.3600006103516,2020-04-22
63.5400009155273,64.4000015258789,62.9300003051758,63.9199981689453,15105,63.9199981689453,2020-04-23
62.8899993896484,63.4300003051758,62.6399993896484,62.7799987792969,2491,62.7799987792969,2020-04-24
64.0199966430664,64.2900009155273,63.8699989318848,64.3600006103516,11420,64.3600006103516,2020-04-27
64.3899993896484,65.9499969482422,64.3899993896484,65.4700012207031,9118,65.4700012207031,2020-04-28
65.7300033569336,67.0100021362305,65.379997253418,67.0400009155273,6267,67.0400009155273,2020-04-29
67.3899993896484,67.6600036621094,65.4000015258789,65.3000030517578,25357,65.3000030517578,2020-04-30
63.439998626709,63.5699996948242,62.8699989318848,63.0299987792969,17051,63.0299987792969,2020-05-04
64.1399993896484,64.5299987792969,63.6100006103516,64.5500030517578,39728,64.5500030517578,2020-05-05
64.379997253418,64.5599975585938,63.7700004577637,63.8199996948242,86708,63.8199996948242,2020-05-06
64.2399978637695,64.6999969482422,64.2300033569336,64.7099990844727,11309,64.7099990844727,2020-05-07
65.3300018310547,65.4199981689453,64.9100036621094,65.370002746582,6871,65.370002746582,2020-05-08
65.5,65.8099975585938,64.3600006103516,64.8600006103516,42600,64.8600006103516,2020-05-11
64.6900024414062,65.129997253418,64.5999984741211,64.9000015258789,33998,64.9000015258789,2020-05-12
64.0199966430664,64.0599975585938,63.3199996948242,63.1800003051758,16118,63.1800003051758,2020-05-13
62.4500007629395,62.6800003051758,61,61.9599990844727,41398,61.9599990844727,2020-05-14
62.9599990844727,63,62.1100006103516,62.2799987792969,11812,62.2799987792969,2020-05-15
63.689998626709,65.8199996948242,63.5699996948242,65.6900024414062,29035,65.6900024414062,2020-05-18
66.1399993896484,66.2099990844727,64.879997253418,65.4700012207031,38654,65.4700012207031,2020-05-19
65.1399993896484,66.3000030517578,64.9499969482422,66.3600006103516,17927,66.3600006103516,2020-05-20
65.4499969482422,66.1399993896484,65.3399963378906,65.4400024414062,7390,65.4400024414062,2020-05-21
64.5100021362305,65.7399978637695,64.3899993896484,65.5199966430664,52342,65.5199966430664,2020-05-22
66,66.870002746582,65.75,66.8499984741211,5098,66.8499984741211,2020-05-25
67.5899963378906,67.8000030517578,67.2399978637695,67.7600021362305,14774,67.7600021362305,2020-05-26
67.8000030517578,69.0899963378906,67.6900024414062,68.6999969482422,40068,68.6999969482422,2020-05-27
69.1500015258789,69.9000015258789,68.8499984741211,69.7900009155273,5745,69.7900009155273,2020-05-28
69.0899963378906,69.6999969482422,68.7200012207031,68.8199996948242,29849,68.8199996948242,2020-05-29
69.8199996948242,70.0400009155273,69.0699996948242,69.9700012207031,2977,69.9700012207031,2020-06-01
70.3499984741211,71.3899993896484,70.3199996948242,71.0699996948242,4500,71.0699996948242,2020-06-02
71.9899978637695,73.8499984741211,71.9000015258789,73.7200012207031,11215,73.7200012207031,2020-06-03
73.3499984741211,73.9400024414062,73.0599975585938,73.5400009155273,21829,73.5400009155273,2020-06-04
74.8099975585938,76.379997253418,74.6800003051758,76.3199996948242,89762,76.3199996948242,2020-06-05
75.4499969482422,76.5199966430664,75.4499969482422,76.0299987792969,15608,76.0299987792969,2020-06-08
76,76.0199966430664,74.3399963378906,74.9499969482422,27443,74.9499969482422,2020-06-09
75.5199966430664,75.620002746582,74.1999969482422,74.4300003051758,18660,74.4300003051758,2020-06-10
72.4899978637695,72.8199996948242,70.8899993896484,70.8899993896484,42266,70.8899993896484,2020-06-11
70.1900024414062,72.3099975585938,70.1900024414062,70.879997253418,24350,70.879997253418,2020-06-12
69.2300033569336,71.0899963378906,68.9100036621094,70.7699966430664,11736,70.7699966430664,2020-06-15
72.370002746582,73.8399963378906,72.0299987792969,73.1800003051758,38436,73.1800003051758,2020-06-16
73.3000030517578,74.0100021362305,73.0899963378906,73.6500015258789,28718,73.6500015258789,2020-06-17
73.3399963378906,74.1900024414062,72.7600021362305,73.3099975585938,31037,73.3099975585938,2020-06-18
73.7699966430664,74.5,73.7200012207031,73.9300003051758,27469,73.9300003051758,2020-06-19
72.9199981689453,74.0599975585938,72.7699966430664,73.2300033569336,31048,73.2300033569336,2020-06-22
73.5999984741211,75.0100021362305,73.5999984741211,74.7099990844727,52713,74.7099990844727,2020-06-23
74.2600021362305,74.2699966430664,72.379997253418,72.370002746582,47087,72.370002746582,2020-06-24
72.0400009155273,73.1600036621094,71.2399978637695,73.0400009155273,32216,73.0400009155273,2020-06-25
73.5,73.9800033569336,72.3199996948242,72.4800033569336,54664,72.4800033569336,2020-06-26
72.5299987792969,73.4400024414062,72.0500030517578,73.2699966430664,37579,73.2699966430664,2020-06-29
73.3399963378906,73.3899993896484,72.6999969482422,73.3000030517578,32920,73.3000030517578,2020-06-30
73.4100036621094,73.870002746582,71.9800033569336,72.9599990844727,24884,72.9599990844727,2020-07-01
73.9599990844727,75.4599990844727,73.8300018310547,75.120002746582,41053,75.120002746582,2020-07-02
75.1600036621094,75.25,74.2799987792969,74.3899993896484,41703,74.3899993896484,2020-07-03
76.0199966430664,76.2799987792969,75.4899978637695,75.9199981689453,10927,75.9199981689453,2020-07-06
75.2300033569336,75.4899978637695,74.8399963378906,75.3300018310547,56183,75.3300018310547,2020-07-07
74.8399963378906,75.2900009155273,74.2600021362305,74.4899978637695,28880,74.4899978637695,2020-07-08
74.9499969482422,75.0800018310547,73.7600021362305,73.9800033569336,12611,73.9800033569336,2020-07-09
73.75,74.7399978637695,73.75,74.7099990844727,5008,74.7099990844727,2020-07-10
75.5800018310547,75.9400024414062,75.1500015258789,76.0599975585938,2260,76.0599975585938,2020-07-13
75,75.1900024414062,74.4499969482422,75.120002746582,2269,75.120002746582,2020-07-14
76.0100021362305,77.1500015258789,75.8000030517578,76.8000030517578,50271,76.8000030517578,2020-07-15
76.129997253418,76.5999984741211,75.8000030517578,76.3899993896484,8759,76.3899993896484,2020-07-16
76.5599975585938,76.5599975585938,76.1900024414062,76.4100036621094,16394,76.4100036621094,2020-07-17
76.1100006103516,77.0599975585938,75.7699966430664,76.9499969482422,23672,76.9499969482422,2020-07-20
77.5500030517578,78.3399963378906,77.2300033569336,77.2900009155273,66787,77.2900009155273,2020-07-21
77.0500030517578,77.0599975585938,76.4199981689453,76.5,9427,76.5,2020-07-22
76.879997253418,77.1100006103516,76.4400024414062,76.5500030517578,7193,76.5500030517578,2020-07-23
75.3000030517578,75.5999984741211,74.8499984741211,75.1100006103516,11073,75.1100006103516,2020-07-24
74.8399963378906,75.2600021362305,74.6900024414062,75.0500030517578,5134,75.0500030517578,2020-07-27
75.0599975585938,75.25,74.5,75.0899963378906,14686,75.0899963378906,2020-07-28
74.9400024414062,75.120002746582,74.7900009155273,75.0100021362305,1821,75.0100021362305,2020-07-29
74.3499984741211,74.3899993896484,72.0999984741211,72.8600006103516,15742,72.8600006103516,2020-07-30
73,73.4000015258789,72.0800018310547,72.0800018310547,4131,72.0800018310547,2020-07-31
72.2200012207031,74.0599975585938,72.0599975585938,73.8600006103516,12129,73.8600006103516,2020-08-03
74.129997253418,74.3099975585938,73.3099975585938,73.8099975585938,7987,73.8099975585938,2020-08-04
74.379997253418,74.6399993896484,74.1600036621094,74.1900024414062,2248,74.1900024414062,2020-08-05
73.9899978637695,74.5999984741211,73.3099975585938,73.6500015258789,4106,73.6500015258789,2020-08-06
73.3099975585938,73.7699966430664,73.1500015258789,73.6900024414062,2082,73.6900024414062,2020-08-07
74.0599975585938,74.1100006103516,73.6500015258789,73.9899978637695,1690,73.9899978637695,2020-08-10
74.75,75.9800033569336,74.75,75.6100006103516,4195,75.6100006103516,2020-08-11
75.5599975585938,76.5999984741211,75.5100021362305,76.4599990844727,7120,76.4599990844727,2020-08-12
76.1600036621094,76.3300018310547,75.9100036621094,76,1307,76,2020-08-13
75.3600006103516,75.4199981689453,74.4700012207031,75.1100006103516,1680,75.1100006103516,2020-08-14
74.8899993896484,75.2699966430664,74.5899963378906,75.1500015258789,10393,75.1500015258789,2020-08-17
74.7200012207031,75.6699981689453,74.5599975585938,74.5500030517578,2335,74.5500030517578,2020-08-18
74.5999984741211,75.3000030517578,74.370002746582,75.3099975585938,5222,75.3099975585938,2020-08-19
74.3399963378906,74.6699981689453,73.9700012207031,74.370002746582,9149,74.370002746582,2020-08-20
74.4899978637695,74.629997253418,73.2300033569336,73.9000015258789,23004,73.9000015258789,2020-08-21
74.9499969482422,75.629997253418,74.9499969482422,75.6399993896484,3188,75.6399993896484,2020-08-24
76.2399978637695,76.4899978637695,75.6900024414062,75.6900024414062,7376,75.6900024414062,2020-08-25
75.4599990844727,75.9899978637695,75.4599990844727,76.2099990844727,10045,76.2099990844727,2020-08-26
76.1600036621094,76.1999969482422,75.5899963378906,75.5699996948242,19471,75.5699996948242,2020-08-27
75.6699981689453,75.6699981689453,75.4100036621094,75.3300018310547,1508,75.3300018310547,2020-08-28
75.7300033569336,76,74.1600036621094,74.2099990844727,3750,74.2099990844727,2020-08-31
75.0800018310547,75.0800018310547,73.6999969482422,74.3399963378906,11084,74.3399963378906,2020-09-01
74.9700012207031,76.2799987792969,74.9700012207031,75.6500015258789,8545,75.6500015258789,2020-09-02
76.6600036621094,77.1699981689453,74.5999984741211,74.8399963378906,13991,74.8399963378906,2020-09-03
74.629997253418,75.5500030517578,73.5,73.8099975585938,16904,73.8099975585938,2020-09-04
74.4899978637695,75.3600006103516,74.4400024414062,75.1699981689453,41490,75.1699981689453,2020-09-07
75.2900009155273,75.3600006103516,73.7200012207031,74.2799987792969,11214,74.2799987792969,2020-09-08
74.4199981689453,75.6600036621094,74.370002746582,75.6399993896484,2740,75.6399993896484,2020-09-09
75.6999969482422,75.7399978637695,75.1699981689453,75.370002746582,4409,75.370002746582,2020-09-10
75.2600021362305,75.5999984741211,74.8399963378906,75.4100036621094,8680,75.4100036621094,2020-09-11
75.8099975585938,75.870002746582,75.25,75.4199981689453,1263,75.4199981689453,2020-09-14
75.2300033569336,75.9000015258789,75.1800003051758,75.7200012207031,1187,75.7200012207031,2020-09-15
75.8000030517578,75.9599990844727,75.3300018310547,75.7399978637695,5324,75.7399978637695,2020-09-16
74.6800003051758,75.4300003051758,74.6800003051758,75.4599990844727,3475,75.4599990844727,2020-09-17
75.2699966430664,75.5899963378906,74.8099975585938,74.8099975585938,4309,74.8099975585938,2020-09-18
73.8600006103516,73.8600006103516,71.6399993896484,71.6699981689453,38493,71.6699981689453,2020-09-21
72.2600021362305,72.5599975585938,71.9700012207031,72.2399978637695,17639,72.2399978637695,2020-09-22
72.6399993896484,73.2600021362305,72.4400024414062,72.370002746582,13186,72.370002746582,2020-09-23
71.4499969482422,72.1999969482422,71.4499969482422,71.8099975585938,27582,71.8099975585938,2020-09-24
71.5,71.6999969482422,70.5199966430664,71.1999969482422,14899,71.1999969482422,2020-09-25
72.3600006103516,73.3099975585938,72.2200012207031,73.4700012207031,8790,73.4700012207031,2020-09-28
73.0199966430664,73.4100036621094,72.9000015258789,73.0999984741211,9843,73.0999984741211,2020-09-29
72.6900024414062,73.3000030517578,72.4199981689453,72.879997253418,26724,72.879997253418,2020-09-30
73.1900024414062,73.4199981689453,72.4899978637695,72.5800018310547,15345,72.5800018310547,2020-10-01
71.9300003051758,72.370002746582,71.9000015258789,72.5299987792969,1280,72.5299987792969,2020-10-02
73.3000030517578,73.3499984741211,72.9400024414062,73.3600006103516,5893,73.3600006103516,2020-10-05
73.4199981689453,74,73.0999984741211,73.629997253418,3047,73.629997253418,2020-10-06
73.620002746582,73.7099990844727,73.3000030517578,73.5,3636,73.5,2020-10-07
74.0500030517578,74.4199981689453,73.7099990844727,74.1900024414062,60102,74.1900024414062,2020-10-08
74.1999969482422,74.4800033569336,74.0599975585938,74.4499969482422,12382,74.4499969482422,2020-10-09
74.5699996948242,75.129997253418,74.4800033569336,75.0800018310547,21962,75.0800018310547,2020-10-12
74.8399963378906,74.9599990844727,74.2900009155273,74.4899978637695,16171,74.4899978637695,2020-10-13
74.4599990844727,74.6699981689453,74.4199981689453,74.5100021362305,3907,74.5100021362305,2020-10-14
73.3099975585938,73.4000015258789,72.2699966430664,72.5400009155273,47336,72.5400009155273,2020-10-15
73.1900024414062,74.120002746582,72.9599990844727,73.9499969482422,27315,73.9499969482422,2020-10-16
74.5699996948242,74.5800018310547,73.6999969482422,73.8300018310547,14233,73.8300018310547,2020-10-19
73.5299987792969,73.9199981689453,73.3199996948242,73.5999984741211,907,73.5999984741211,2020-10-20
73.1100006103516,73.1500015258789,72.4800033569336,72.3600006103516,1144,72.3600006103516,2020-10-21
71.7699966430664,72.3600006103516,71.4300003051758,72.129997253418,14703,72.129997253418,2020-10-22
72.1800003051758,73.129997253418,72.1800003051758,72.6600036621094,8271,72.6600036621094,2020-10-23
71.1800003051758,71.7799987792969,70.6699981689453,70.6500015258789,9087,70.6500015258789,2020-10-26
70.4800033569336,70.4800033569336,69.8899993896484,69.9700012207031,4181,69.9700012207031,2020-10-27
68.7099990844727,68.7099990844727,66.7300033569336,67.4400024414062,138933,67.4400024414062,2020-10-28
67.7699966430664,67.7699966430664,66.5,67.2300033569336,30040,67.2300033569336,2020-10-29
66.75,67.5599975585938,66.75,67.4599990844727,7508,67.4599990844727,2020-10-30
67.5100021362305,68.9199981689453,67.2399978637695,68.7099990844727,6533,68.7099990844727,2020-11-02
69.2699966430664,70.6100006103516,69.2699966430664,70.4899978637695,31294,70.4899978637695,2020-11-03
69.3300018310547,72.0299987792969,69.3300018310547,71.8600006103516,78822,71.8600006103516,2020-11-04
72.6900024414062,73.2799987792969,72.3899993896484,73.1800003051758,36799,73.1800003051758,2020-11-05
73.0199966430664,73.3499984741211,72.1600036621094,72.9000015258789,63612,72.9000015258789,2020-11-06
73.9899978637695,78.3199996948242,73.9899978637695,77.6699981689453,124332,77.6699981689453,2020-11-09
77.8300018310547,78.6500015258789,77.4800033569336,78.6699981689453,52539,78.6699981689453,2020-11-10
78.5599975585938,79.0199966430664,78.3000030517578,79.0199966430664,37524,79.0199966430664,2020-11-11
78.3000030517578,78.6699981689453,77.8899993896484,78.1699981689453,10308,78.1699981689453,2020-11-12
77.9199981689453,78.4700012207031,77.9100036621094,78.3300018310547,12165,78.3300018310547,2020-11-13
78.8099975585938,79.5500030517578,78.2699966430664,79.0999984741211,29763,79.0999984741211,2020-11-16
78.8399963378906,78.9400024414062,78.4199981689453,78.9499969482422,1151,78.9499969482422,2020-11-17
78.6500015258789,79.3499984741211,78.6100006103516,79.3000030517578,4402,79.3000030517578,2020-11-18
78.7200012207031,78.7399978637695,78.4100036621094,78.5299987792969,590,78.5299987792969,2020-11-19
78.620002746582,79.25,78.620002746582,78.9199981689453,9459,78.9199981689453,2020-11-20
79.5999984741211,79.7600021362305,79.0199966430664,79.0599975585938,16506,79.0599975585938,2020-11-23
79.6500015258789,79.9000015258789,79.4700012207031,79.870002746582,6089,79.870002746582,2020-11-24
79.9700012207031,80.0999984741211,79.5899963378906,80.0400009155273,7838,80.0400009155273,2020-11-25
80.0299987792969,80.1699981689453,79.9199981689453,80.0999984741211,2314,80.0999984741211,2020-11-26
79.9899978637695,80.4800033569336,79.9899978637695,80.5699996948242,4758,80.5699996948242,2020-11-27
79.8399963378906,80.5599975585938,79.7699966430664,79.8199996948242,30128,79.8199996948242,2020-11-30
79.9899978637695,80.3899993896484,79.8499984741211,80.4199981689453,16166,80.4199981689453,2020-12-01
79.8000030517578,80.2699966430664,79.7799987792969,80.1600036621094,27971,80.1600036621094,2020-12-02
80.0800018310547,80.1999969482422,79.7699966430664,80.0899963378906,30067,80.0899963378906,2020-12-03
80.1900024414062,80.6399993896484,80.1500015258789,80.5299987792969,12712,80.5299987792969,2020-12-04
80.129997253418,80.3399963378906,79.9100036621094,80.3600006103516,4307,80.3600006103516,2020-12-07
80.0100021362305,80.4000015258789,79.9800033569336,80.4000015258789,410,80.4000015258789,2020-12-08
80.629997253418,81,80.4700012207031,80.5100021362305,4484,80.5100021362305,2020-12-09
80.4499969482422,80.6699981689453,79.7300033569336,80.3300018310547,8872,80.3300018310547,2020-12-10
79.9400024414062,79.9599990844727,78.8600006103516,79.4100036621094,11920,79.4100036621094,2020-12-11
80.0500030517578,80.5,80.0100021362305,79.9700012207031,2426,79.9700012207031,2020-12-14
79.9000015258789,80.3499984741211,79.9000015258789,80.3099975585938,13330,80.3099975585938,2020-12-15
80.7399978637695,81.0800018310547,80.3000030517578,80.7099990844727,15129,80.7099990844727,2020-12-16
81.3099975585938,81.4599990844727,81.0400009155273,81.1900024414062,8197,81.1900024414062,2020-12-17
80.8000030517578,81.3499984741211,80.8000030517578,80.8000030517578,6817,80.8000030517578,2020-12-18
79.129997253418,79.2200012207031,77.5199966430664,78.6100006103516,16310,78.6100006103516,2020-12-21
79.0800018310547,79.7200012207031,79.0800018310547,79.7399978637695,2871,79.7399978637695,2020-12-22
80.0599975585938,80.7399978637695,80.0100021362305,80.7200012207031,1391,80.7200012207031,2020-12-23
81.25,81.6699981689453,81.0699996948242,81.5500030517578,5686,81.5500030517578,2020-12-28
81.7600021362305,82.1399993896484,81.5699996948242,81.6699981689453,3175,81.6699981689453,2020-12-29
81.5500030517578,81.7699966430664,81.2799987792969,81.2600021362305,3501,81.2600021362305,2020-12-30
81.9499969482422,82.2799987792969,80.9000015258789,81.2799987792969,19103,81.2799987792969,2021-01-04
81.3099975585938,81.4100036621094,80.3300018310547,80.6600036621094,27772,80.6600036621094,2021-01-05
81.1699981689453,82.370002746582,80.8199996948242,82.4400024414062,22635,82.4400024414062,2021-01-06
82.4000015258789,82.7900009155273,82.2099990844727,82.6600036621094,63720,82.6600036621094,2021-01-07
83.1500015258789,83.2099990844727,82.8000030517578,82.7900009155273,20299,82.7900009155273,2021-01-08
82.8499984741211,82.870002746582,81.9599990844727,82.4700012207031,18886,82.4700012207031,2021-01-11
82.6600036621094,82.7200012207031,82.0699996948242,82.3099975585938,12569,82.3099975585938,2021-01-12
82.1999969482422,82.5500030517578,81.9800033569336,82.4300003051758,12627,82.4300003051758,2021-01-13
82.6699981689453,83.0100021362305,82.5199966430664,82.9499969482422,3489,82.9499969482422,2021-01-14
82.6100006103516,82.75,81.7399978637695,81.9199981689453,4713,81.9199981689453,2021-01-15
81.6999969482422,82.0800018310547,81.6900024414062,82.0899963378906,8060,82.0899963378906,2021-01-18
82.4400024414062,82.5500030517578,82.0299987792969,82.0199966430664,3459,82.0199966430664,2021-01-19
82.2300033569336,82.7399978637695,82.1500015258789,82.5400009155273,4793,82.5400009155273,2021-01-20
83.0999984741211,83.1500015258789,82.5100021362305,82.6600036621094,1572,82.6600036621094,2021-01-21
82.0999984741211,82.1500015258789,81.5,82.0100021362305,5285,82.0100021362305,2021-01-22
82.1900024414062,82.2399978637695,80.6999969482422,80.9000015258789,10700,80.9000015258789,2021-01-25
81.3000030517578,82.1900024414062,81.3000030517578,82.0100021362305,11451,82.0100021362305,2021-01-26
81.5299987792969,81.8300018310547,79.879997253418,80.7399978637695,5180,80.7399978637695,2021-01-27
79.9700012207031,81.2699966430664,79.1999969482422,81.0800018310547,13049,81.0800018310547,2021-01-28
79.8600006103516,80.3899993896484,79.3600006103516,79.3600006103516,5246,79.3600006103516,2021-01-29
80.1399993896484,80.7300033569336,80.1399993896484,80.5299987792969,2278,80.5299987792969,2021-02-01
81.5699996948242,81.9000015258789,81.5,81.8300018310547,7223,81.8300018310547,2021-02-02
82.620002746582,82.620002746582,82.129997253418,82.1999969482422,2029,82.1999969482422,2021-02-03
82.370002746582,83.129997253418,82.3499984741211,83.0199966430664,7137,83.0199966430664,2021-02-04
83.3199996948242,83.6699981689453,83.2799987792969,83.3300018310547,3734,83.3300018310547,2021-02-05
83.7300033569336,83.9899978637695,83.6500015258789,83.8199996948242,1937,83.8199996948242,2021-02-08
83.5,83.8000030517578,83.3000030517578,83.5100021362305,4523,83.5100021362305,2021-02-09
83.7300033569336,83.7300033569336,83.1999969482422,83.1800003051758,1384,83.1800003051758,2021-02-10
83.3300018310547,83.7300033569336,83.2399978637695,83.6800003051758,3524,83.6800003051758,2021-02-11
