"PM.Open","PM.High","PM.Low","PM.Close","PM.Volume","PM.Adjusted","Date"
85.5100021362305,86.1699981689453,84.7600021362305,85.1900024414062,5107200,63.3324012756348,2020-01-02
85.0299987792969,85.9400024414062,84.8600006103516,85.0299987792969,3806700,63.2134437561035,2020-01-03
84.9100036621094,86.1100006103516,84.370002746582,86.0199966430664,7041400,63.9494552612305,2020-01-06
85.629997253418,86.8300018310547,85.2699966430664,86.4000015258789,4311600,64.2319564819336,2020-01-07
86.8000030517578,88.3499984741211,86.4300003051758,88.0400009155273,5337600,65.4511642456055,2020-01-08
88.370002746582,88.6699981689453,87.4199981689453,88.2799987792969,6180100,65.6295776367188,2020-01-09
88.9599990844727,89,87.3300018310547,87.4599990844727,4411000,65.0199737548828,2020-01-10
87.4100036621094,88.4499969482422,87.2699966430664,87.8199996948242,5402900,65.2876205444336,2020-01-13
87.6999969482422,87.9400024414062,87.2399978637695,87.5800018310547,5129300,65.1091918945312,2020-01-14
87.3099975585938,88.8899993896484,87.3000030517578,88.3199996948242,4155400,65.6593322753906,2020-01-15
88.620002746582,88.870002746582,88.1900024414062,88.5599975585938,2602300,65.837760925293,2020-01-16
88.5800018310547,88.879997253418,87.7399978637695,88.6900024414062,5908400,65.9343795776367,2020-01-17
88.4400024414062,88.9899978637695,87.9000015258789,88.870002746582,6373200,66.0682220458984,2020-01-21
88.5699996948242,89.129997253418,88.4899978637695,88.9800033569336,4595700,66.1500091552734,2020-01-22
88.5599975585938,88.8199996948242,87.0199966430664,87.0800018310547,4592100,64.7374877929688,2020-01-23
86.8300018310547,87.3300018310547,85.6399993896484,86.1500015258789,3888700,64.0460968017578,2020-01-24
85.4499969482422,85.9000015258789,84.5699996948242,84.7099990844727,3795400,62.9755592346191,2020-01-27
84.5500030517578,84.9400024414062,84.0699996948242,84.6800003051758,5263700,62.9532661437988,2020-01-28
84.870002746582,85.1900024414062,83.9400024414062,83.9599990844727,4418500,62.4179916381836,2020-01-29
83.2099990844727,84.5299987792969,82.5299987792969,84.3300018310547,5625100,62.6930694580078,2020-01-30
84.1900024414062,84.3000030517578,82.2699966430664,82.6999969482422,4861600,61.4812927246094,2020-01-31
82.6399993896484,84.1900024414062,82.6399993896484,83,3356400,61.7043151855469,2020-02-03
83.0199966430664,84.1100006103516,82.8199996948242,83.5999984741211,4615900,62.1503410339355,2020-02-04
83.5999984741211,84.7799987792969,83.5999984741211,83.9400024414062,4860800,62.4031181335449,2020-02-05
84.8000030517578,88.8000030517578,84.5800018310547,86.1800003051758,7306200,64.0683975219727,2020-02-06
86.3000030517578,87.7399978637695,86.2200012207031,87.4499969482422,4654600,65.0125579833984,2020-02-07
87.3399963378906,88.7699966430664,86.9100036621094,88.75,6392400,65.9789962768555,2020-02-10
88.75,90.1699981689453,88.3600006103516,89.4400024414062,4975000,66.4919586181641,2020-02-11
89,89.3000030517578,87.370002746582,87.9000015258789,4086100,65.3470916748047,2020-02-12
88.8399963378906,89.7300033569336,87.5400009155273,88.8199996948242,4322800,66.0310440063477,2020-02-13
88.879997253418,89.2300033569336,88.0100021362305,88.5,3348600,65.7931442260742,2020-02-14
88.2900009155273,88.3899993896484,87.0500030517578,87.4400024414062,3606200,65.0051116943359,2020-02-18
87.8099975585938,87.9700012207031,86.879997253418,87.879997253418,4372000,65.3322143554688,2020-02-19
87.5,87.7699966430664,86.1399993896484,87.4400024414062,3076400,65.0051116943359,2020-02-20
86.8600006103516,89.6999969482422,86.6800003051758,89.6399993896484,6314300,66.6406631469727,2020-02-21
88.2200012207031,88.5500030517578,85.379997253418,85.5699996948242,6497400,63.6148948669434,2020-02-24
85.9300003051758,87.1500015258789,84.129997253418,85,6125500,63.1911430358887,2020-02-25
85,86.620002746582,84.8099975585938,86.25,7929700,64.1204299926758,2020-02-26
84.8600006103516,87.4499969482422,83.0699996948242,83.0699996948242,8930500,61.7563438415527,2020-02-27
81,81.9700012207031,77.7300033569336,81.870002746582,13650600,60.8642311096191,2020-02-28
81.6100006103516,85.0400009155273,80.8099975585938,84.9700012207031,6916400,63.1688423156738,2020-03-02
84.879997253418,86.9499969482422,82.6500015258789,83.5,6034700,62.0760269165039,2020-03-03
84.3399963378906,88.7799987792969,84.1500015258789,88.7399978637695,5675300,65.9715728759766,2020-03-04
86.6800003051758,89.1800003051758,86.5,87.8600006103516,6587500,65.3173751831055,2020-03-05
84.5699996948242,87.5599975585938,83.7399978637695,87.2699966430664,6596900,64.8787460327148,2020-03-06
82.1699981689453,84.8199996948242,79.3199996948242,81.629997253418,10717700,60.6858062744141,2020-03-09
83.2799987792969,84.9700012207031,80.879997253418,84.7300033569336,7496100,62.9904556274414,2020-03-10
82.0400009155273,82.6999969482422,79.0899963378906,79.8399963378906,7083200,59.3550910949707,2020-03-11
73.5400009155273,76.8300018310547,70.2699966430664,72.25,11487200,53.7124824523926,2020-03-12
75.120002746582,79.7900009155273,72.3499984741211,79.5,11013100,59.1023254394531,2020-03-13
70.7600021362305,74.6600036621094,68.4100036621094,69.5999984741211,10163400,51.7424049377441,2020-03-16
71.6699981689453,75.129997253418,70.5999984741211,73.9899978637695,11051400,55.0060424804688,2020-03-17
70.2699966430664,73.4800033569336,59.8300018310547,64.9100036621094,14720100,48.255744934082,2020-03-18
64.2600021362305,67.2200012207031,61.0099983215332,66.4300003051758,9453600,49.3857383728027,2020-03-19
64.9000015258789,65.2600021362305,60.2900009155273,61.0900001525879,12175000,46.2300834655762,2020-03-20
58.9599990844727,60.5800018310547,56.0099983215332,59.9799995422363,14031200,45.390079498291,2020-03-23
60.9500007629395,66.1100006103516,60.7799987792969,63.5999984741211,9328700,48.1295280456543,2020-03-24
61.6100006103516,68.5800018310547,61.0099983215332,66.0699996948242,9075300,49.9987144470215,2020-03-25
66.129997253418,72.0400009155273,65.9800033569336,71.1600036621094,7830700,53.8506050109863,2020-03-26
68.7900009155273,71.5800018310547,67.3899993896484,69.1500015258789,7972300,52.3295135498047,2020-03-27
70.3199996948242,73,70.0199966430664,72.5500030517578,6361400,54.9024810791016,2020-03-30
72.5699996948242,75.0199966430664,72.1999969482422,72.9599990844727,11601800,55.2127380371094,2020-03-31
69.7699966430664,71.9899978637695,69.2799987792969,71.120002746582,6497600,53.8203239440918,2020-04-01
70.2600021362305,75.0599975585938,70.120002746582,74.3399963378906,6143500,56.2570648193359,2020-04-02
75.4400024414062,75.5,72.7699966430664,73.4599990844727,5254100,55.5911254882812,2020-04-03
75.379997253418,76.6100006103516,74.1600036621094,75.6800003051758,6293100,57.2711296081543,2020-04-06
76.870002746582,77.2699966430664,73.7200012207031,74.5100021362305,7069800,56.3857231140137,2020-04-07
75.1699981689453,75.9100036621094,74.3600006103516,74.6600036621094,6565800,56.4992332458496,2020-04-08
75.9199981689453,77.7300033569336,74.9300003051758,75.3399963378906,9281000,57.0138092041016,2020-04-09
75.0100021362305,75.4800033569336,73.6699981689453,73.9499969482422,6382000,55.9619293212891,2020-04-13
74.3499984741211,77.4499969482422,74.1500015258789,77.1800003051758,6154200,58.4062461853027,2020-04-14
75.5999984741211,75.8300018310547,73.7699966430664,75.4400024414062,5730300,57.0894966125488,2020-04-15
76,76.4800033569336,74.2200012207031,75.3899993896484,4531900,57.0516471862793,2020-04-16
76.4199981689453,78.870002746582,76.1900024414062,77.9599990844727,5352200,58.996524810791,2020-04-17
76.1399993896484,78.1399993896484,75.7699966430664,76.8600006103516,5953700,58.1640853881836,2020-04-20
72.9800033569336,75.5199966430664,71.5999984741211,72.2799987792969,7726900,54.6981582641602,2020-04-21
73.6699981689453,73.8600006103516,71.8499984741211,73.0599975585938,4868300,55.2884254455566,2020-04-22
73.0599975585938,73.4100036621094,71.75,71.7799987792969,5332400,54.3197784423828,2020-04-23
72.5,73.9700012207031,72.3000030517578,73.6699981689453,4193500,55.7500457763672,2020-04-24
74.0500030517578,75.2099990844727,73.5999984741211,74.9199981689453,3915900,56.6959800720215,2020-04-27
76.3099975585938,78.4599990844727,76.1100006103516,77.25,5487400,58.459228515625,2020-04-28
78.1999969482422,78.4400024414062,76.3600006103516,76.5,4583600,57.8916625976562,2020-04-29
75.9499969482422,76.1600036621094,72.7799987792969,74.5999984741211,9192200,56.4538307189941,2020-04-30
74.5500030517578,74.8899993896484,72.9100036621094,73.2799987792969,4782300,55.4549102783203,2020-05-01
73.0199966430664,73.4000015258789,71.1399993896484,73.3099975585938,4589800,55.4776077270508,2020-05-04
73.8199996948242,74.3600006103516,72.1900024414062,72.1999969482422,3696400,54.6376152038574,2020-05-05
72.4300003051758,72.5199966430664,69.5500030517578,71.5,7199100,54.1078872680664,2020-05-06
72.7300033569336,72.7300033569336,70.0699996948242,70.1399993896484,7019200,53.0787010192871,2020-05-07
71.4899978637695,72.4300003051758,71.3099975585938,72,5573700,54.4862747192383,2020-05-08
71.75,71.9899978637695,70.8499984741211,71.2799987792969,3916800,53.9413986206055,2020-05-11
71.8300018310547,72.2399978637695,69.870002746582,69.870002746582,4703300,52.8743858337402,2020-05-12
69.6699981689453,69.9899978637695,68.2900009155273,68.7900009155273,4541200,52.0570869445801,2020-05-13
68.5,68.5699996948242,66.8499984741211,67.9599990844727,5878300,51.4289855957031,2020-05-14
68.6399993896484,68.7099990844727,67.4599990844727,67.7799987792969,3727000,51.2927589416504,2020-05-15
69.6600036621094,69.870002746582,68,68.25,6661100,51.6484413146973,2020-05-18
67.870002746582,68.6399993896484,67.2099990844727,68.5100021362305,4830600,51.8452033996582,2020-05-19
68.7900009155273,70.5199966430664,68.0800018310547,70.4700012207031,5298200,53.3284301757812,2020-05-20
70.2300033569336,71.6900024414062,69.8300018310547,70.5,6851900,53.3511352539062,2020-05-21
70.5,70.6399993896484,69.5100021362305,70.4499969482422,2605300,53.3132934570312,2020-05-22
71.5699996948242,72.4700012207031,71.5199966430664,72.129997253418,5627800,54.5846481323242,2020-05-26
73.5,74.0999984741211,73,73.9100036621094,5959800,55.9316673278809,2020-05-27
75,75,73.4700012207031,73.5100021362305,5536000,55.628963470459,2020-05-28
72.9499969482422,73.620002746582,71.8600006103516,73.3600006103516,7185900,55.515453338623,2020-05-29
73.3499984741211,74.3499984741211,73.3499984741211,73.7900009155273,3309300,55.8408584594727,2020-06-01
74.3300018310547,74.3300018310547,73.1999969482422,73.7300033569336,3869800,55.7954559326172,2020-06-02
74.4499969482422,74.5999984741211,73.8600006103516,74.2099990844727,5182400,56.15869140625,2020-06-03
74,75.2699966430664,73.5199966430664,75.1900024414062,4206700,56.9003219604492,2020-06-04
76.5,77.1800003051758,75.7799987792969,75.9100036621094,5395600,57.4451866149902,2020-06-05
75.4599990844727,77.7799987792969,75.0999984741211,77.6999969482422,5141100,58.7997665405273,2020-06-08
77.0699996948242,77.0899963378906,75.4300003051758,75.6500015258789,4315400,57.2484283447266,2020-06-09
76.129997253418,76.3899993896484,75.129997253418,75.1399993896484,4464300,56.8624725341797,2020-06-10
74.1500015258789,74.4400024414062,71.2399978637695,71.25,5981300,53.9187049865723,2020-06-11
72.629997253418,72.7699966430664,69.8899993896484,70.4199981689453,6713100,53.2905921936035,2020-06-12
69.6999969482422,72.4000015258789,69.4899978637695,72.1999969482422,6254900,54.6376152038574,2020-06-15
74.2399978637695,75.129997253418,73.6500015258789,74.6600036621094,5955800,56.4992332458496,2020-06-16
74.9000015258789,75.3399963378906,73.8499984741211,74.0899963378906,4486000,56.0678787231445,2020-06-17
73.5,74.7799987792969,73.3600006103516,74.5999984741211,3794300,56.4538307189941,2020-06-18
73.9100036621094,74.3399963378906,72.120002746582,72.1999969482422,9201500,55.5081825256348,2020-06-19
72.3499984741211,72.7300033569336,71.7699966430664,72.0400009155273,4107200,55.3851890563965,2020-06-22
72.870002746582,72.9700012207031,71.4599990844727,71.4899978637695,5238600,54.962329864502,2020-06-23
70.7300033569336,71.1800003051758,69.7799987792969,70.0899963378906,5179200,53.8859939575195,2020-06-24
70.0999984741211,70.7200012207031,69.6399993896484,70.6699981689453,4610500,54.3318977355957,2020-06-25
70.2799987792969,70.620002746582,68.370002746582,68.870002746582,9265400,52.9480438232422,2020-06-26
69.370002746582,70.620002746582,69.0199966430664,70.5100021362305,2953700,54.2089004516602,2020-06-29
70.0400009155273,70.4700012207031,69.4300003051758,70.0599975585938,4626300,53.8629302978516,2020-06-30
70.129997253418,71,69.879997253418,69.9899978637695,3565900,53.8091125488281,2020-07-01
71,71.2099990844727,70.1900024414062,70.4599990844727,3493700,54.1704559326172,2020-07-02
71.1800003051758,71.379997253418,70,70.5999984741211,3562800,54.2780914306641,2020-07-06
70,73.2099990844727,69.370002746582,72.9400024414062,8160600,56.0770988464355,2020-07-07
73,73.7600021362305,71.5599975585938,72.3000030517578,7498900,55.5850715637207,2020-07-08
71.6900024414062,72.1999969482422,69.870002746582,70.1399993896484,4345400,53.9244384765625,2020-07-09
70.6999969482422,73.0899963378906,70.5100021362305,72.9599990844727,5429100,56.0924758911133,2020-07-10
72.7600021362305,73.879997253418,72.4400024414062,73.5,5269400,56.5076446533203,2020-07-13
73.120002746582,74.4400024414062,72.4100036621094,74.3099975585938,4781000,57.1303787231445,2020-07-14
