"MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted","Date"
300.459991455078,303.529998779297,299.5,303.390014648438,3272400,293.338409423828,2020-01-02
299.459991455078,302.420013427734,298.600006103516,300.429992675781,2501300,290.476531982422,2020-01-03
297.359985351562,301.329986572266,296.019989013672,301.230010986328,3307200,291.250061035156,2020-01-06
301.739990234375,303.380004882812,299.880004882812,300.209991455078,3182000,290.263824462891,2020-01-07
300.779998779297,306.950012207031,300.510009765625,305.100006103516,3224400,295.385375976562,2020-01-08
308.279998779297,310.940002441406,308.019989013672,309.100006103516,3292600,299.258056640625,2020-01-09
311.579986572266,311.950012207031,308.739990234375,311.170013427734,2948000,301.262176513672,2020-01-10
313.260009765625,315.640014648438,312.899993896484,315.209991455078,3236400,305.173522949219,2020-01-13
316.179992675781,316.420013427734,309.859985351562,310.640014648438,4951400,300.7490234375,2020-01-14
312.190002441406,315.730010986328,311.040008544922,314.25,4664200,304.244079589844,2020-01-15
317.5,320.329986572266,314.989990234375,320.299987792969,3323300,310.101379394531,2020-01-16
321.429992675781,324.029998779297,319.239990234375,323.660003662109,4821000,313.354431152344,2020-01-17
322.410003662109,325.660003662109,321.489990234375,321.929992675781,5998600,311.679473876953,2020-01-21
324.950012207031,326.790008544922,324.119995117188,324.309997558594,3518500,313.983734130859,2020-01-22
325,325.25,322.320007324219,324.980010986328,4188300,314.632476806641,2020-01-23
326.570007324219,327.089996337891,321.660003662109,323.670013427734,3634700,313.364227294922,2020-01-24
315.100006103516,319.359985351562,312.5,315.769989013672,4367500,305.715728759766,2020-01-27
315.799987792969,321.519989013672,315.459991455078,320.269989013672,3486200,310.072357177734,2020-01-28
323,324.440002441406,316.769989013672,320.320007324219,4389400,310.120788574219,2020-01-29
319,324.700012207031,318.010009765625,324.459991455078,3512100,314.128997802734,2020-01-30
323.140014648438,324.459991455078,314.5,315.940002441406,5586800,305.880310058594,2020-01-31
318.799987792969,325.480010986328,318.429992675781,324.519989013672,4240100,314.187103271484,2020-02-03
328.239990234375,331.739990234375,326.290008544922,329.119995117188,4158200,318.640655517578,2020-02-04
335,335,324.170013427734,328.320007324219,3868000,317.866149902344,2020-02-05
329.320007324219,331.230010986328,327.679992675781,329.299987792969,3422000,318.814910888672,2020-02-06
328,329.850006103516,325.869995117188,327,2584200,316.588104248047,2020-02-07
325.619995117188,330.279998779297,325.510009765625,330.279998779297,3848100,319.763763427734,2020-02-10
335,335.519989013672,329.660003662109,330.920013427734,3449300,320.38330078125,2020-02-11
330.820007324219,334.450012207031,329.220001220703,334.160003662109,2451000,323.520172119141,2020-02-12
332.309997558594,337.829986572266,332.130004882812,335.839996337891,3001000,325.146575927734,2020-02-13
337.459991455078,341.040008544922,337.029998779297,340.950012207031,2716300,330.093963623047,2020-02-14
341.619995117188,343.100006103516,340.390014648438,341.239990234375,3597300,330.374694824219,2020-02-18
343.989990234375,347.239990234375,342.630004882812,344.559997558594,3040300,333.588958740234,2020-02-19
345.739990234375,347.25,338.170013427734,344.450012207031,4316000,333.482452392578,2020-02-20
342.549987792969,343.890014648438,335.609985351562,339.700012207031,4997100,328.883758544922,2020-02-21
317.510009765625,329.339996337891,313.839996337891,324.670013427734,7816000,314.332275390625,2020-02-24
321.339996337891,323.230010986328,300.760009765625,302.890014648438,12715700,293.245819091797,2020-02-25
302,307.890014648438,297.890014648438,298.040008544922,9403300,288.550231933594,2020-02-26
285.029998779297,297.450012207031,280.940002441406,285.820007324219,13814600,276.719329833984,2020-02-27
274.890014648438,290.390014648438,273.549987792969,290.25,12846000,281.008209228516,2020-02-28
298.890014648438,306.959991455078,289.440002441406,306.739990234375,9688100,296.973205566406,2020-03-02
314.589996337891,314.589996337891,290.829986572266,292,8051100,282.702514648438,2020-03-03
299.109985351562,302.799987792969,292.75,302.359985351562,6463800,292.732666015625,2020-03-04
295.709991455078,298.709991455078,288.239990234375,290.730010986328,6621300,281.472900390625,2020-03-05
282.690002441406,288.850006103516,278.619995117188,287.010009765625,7061500,277.871459960938,2020-03-06
265,279.239990234375,261.179992675781,262.010009765625,8498300,253.667449951172,2020-03-09
276.420013427734,280.869995117188,262.859985351562,280.570007324219,8131400,271.636444091797,2020-03-10
272.950012207031,274.040008544922,263.309997558594,269.760009765625,8366800,261.170623779297,2020-03-11
244.529998779297,262.489990234375,240.929992675781,241.5,15031500,233.810485839844,2020-03-12
258.779998779297,270.029998779297,245.5,270.010009765625,9934900,261.412689208984,2020-03-13
234.490005493164,257.730010986328,229.259994506836,235.649993896484,12111500,228.146713256836,2020-03-16
240.479995727539,250.5,231.960006713867,237.880004882812,12665200,230.305725097656,2020-03-17
222.339996337891,229.100006103516,213.220001220703,227.929992675781,11352800,220.672546386719,2020-03-18
224.009994506836,238.5,211.550003051758,227.149993896484,9126400,219.917373657227,2020-03-19
236.020004272461,236.020004272461,210,211.419998168945,10518600,204.688278198242,2020-03-20
203.279998779297,215.679992675781,199.990005493164,203.300003051758,11588700,196.826782226562,2020-03-23
215.919998168945,238.440002441406,215,237.070007324219,11654800,229.521514892578,2020-03-24
247.899993896484,266.299987792969,240.360000610352,256.480010986328,12642700,248.313507080078,2020-03-25
257.899993896484,265.809997558594,252.619995117188,263.179992675781,9957900,254.800155639648,2020-03-26
250.240005493164,256.070007324219,244.699996948242,247.649993896484,7819300,239.764633178711,2020-03-27
245.850006103516,254.25,244.649993896484,253.25,5765800,245.186340332031,2020-03-30
252.460006713867,253.419998168945,241.080001831055,241.559997558594,10373900,233.868560791016,2020-03-31
230.940002441406,237.100006103516,227.100006103516,228.610000610352,6646200,221.330902099609,2020-04-01
228.389999389648,239.369995117188,227.350006103516,238.880004882812,6446600,231.273864746094,2020-04-02
236.979995727539,239.880004882812,230.309997558594,237.029998779297,4163000,229.482818603516,2020-04-03
252,267.109985351562,250.009994506836,265.940002441406,8636700,257.472259521484,2020-04-06
281.609985351562,282.869995117188,258.480010986328,259.079986572266,8627300,250.830703735352,2020-04-07
262.510009765625,271.880004882812,258.910003662109,270.950012207031,5690100,262.728424072266,2020-04-08
275.130004882812,276,267.720001220703,269.399993896484,6662900,261.225433349609,2020-04-09
268.200012207031,268.700012207031,255.75,263.339996337891,7114400,255.34928894043,2020-04-13
269.880004882812,275.640014648438,269.200012207031,270.720001220703,6354400,262.505432128906,2020-04-14
260.510009765625,262.950012207031,255.619995117188,257.140014648438,10240700,249.337463378906,2020-04-15
258.390014648438,258.390014648438,244.710006713867,246.759994506836,11455400,239.272430419922,2020-04-16
258.25,260.700012207031,251.509994506836,259.970001220703,10412100,252.081573486328,2020-04-17
254.509994506836,256.630004882812,249.669998168945,251.729995727539,6042700,244.091598510742,2020-04-20
246.649993896484,249.389999389648,244.100006103516,245.350006103516,5964600,237.905181884766,2020-04-21
251.460006713867,258.600006103516,251,256.910003662109,5083200,249.114440917969,2020-04-22
259.390014648438,262.420013427734,255.270004272461,255.860000610352,4270600,248.096267700195,2020-04-23
258.429992675781,259.829986572266,252.830001831055,258.760009765625,3824200,250.908340454102,2020-04-24
260.220001220703,265.720001220703,259.510009765625,265.119995117188,4099900,257.075286865234,2020-04-27
270.399993896484,272.649993896484,262.959991455078,264.600006103516,4344000,256.571136474609,2020-04-28
278.450012207031,285,276.260009765625,283.690002441406,8505000,275.081756591797,2020-04-29
278.429992675781,281.630004882812,273.410003662109,274.970001220703,5898900,266.626342773438,2020-04-30
268.700012207031,273.989990234375,267.209991455078,268.739990234375,5067800,260.585479736328,2020-05-01
265.5,270.070007324219,263.010009765625,269.260009765625,3747100,261.089691162109,2020-05-04
276.839996337891,277.850006103516,273.299987792969,273.980010986328,3926200,265.666442871094,2020-05-05
276.959991455078,276.959991455078,271.549987792969,272.440002441406,3261900,264.173126220703,2020-05-06
277.809997558594,282.450012207031,277.239990234375,278.470001220703,4371400,270.020233154297,2020-05-07
283.399993896484,283.420013427734,279.5,282.440002441406,3215400,273.869750976562,2020-05-08
279.5,282.809997558594,277.630004882812,281.230010986328,4056900,272.696441650391,2020-05-11
280.450012207031,282.329986572266,272.109985351562,272.109985351562,4031400,263.853179931641,2020-05-12
272.299987792969,276.070007324219,264.190002441406,269.160003662109,4802100,260.992797851562,2020-05-13
270.200012207031,277.559997558594,263.959991455078,277.309997558594,6294200,268.895385742188,2020-05-14
276.040008544922,279.140014648438,273.290008544922,278.940002441406,3813300,270.475891113281,2020-05-15
285.459991455078,292.089996337891,285,289.899993896484,6037800,281.103454589844,2020-05-18
289.170013427734,297.820007324219,287.489990234375,290.730010986328,5211800,281.908264160156,2020-05-19
295.75,301.149993896484,295.390014648438,298.799987792969,4592200,289.733276367188,2020-05-20
299.369995117188,299.929992675781,292.75,294.260009765625,3944100,285.331146240234,2020-05-21
295.059997558594,296.799987792969,293.010009765625,294.910003662109,2897000,285.96142578125,2020-05-22
304.619995117188,305,301.940002441406,303.329986572266,5246900,294.125915527344,2020-05-26
304,304.730010986328,292.119995117188,299.769989013672,5147900,290.673980712891,2020-05-27
300.980010986328,310,298.839996337891,302.299987792969,4520800,293.127075195312,2020-05-28
302,304.429992675781,298.869995117188,300.890014648438,4930100,291.759918212891,2020-05-29
300.799987792969,303.059997558594,297.899993896484,301.399993896484,2841800,292.25439453125,2020-06-01
304.989990234375,306.109985351562,301.690002441406,303.589996337891,4131300,294.377960205078,2020-06-02
305.480010986328,308.109985351562,302.209991455078,307.070007324219,3429700,297.752380371094,2020-06-03
305.440002441406,306.619995117188,299.339996337891,301.369995117188,4147700,292.225402832031,2020-06-04
306.809997558594,312.179992675781,305.649993896484,311.880004882812,5058200,302.416381835938,2020-06-05
311.059997558594,313.579986572266,307.049987792969,310.410003662109,3724300,300.991058349609,2020-06-08
309.779998779297,313.470001220703,308.200012207031,311.489990234375,3314800,302.038330078125,2020-06-09
