"MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted","Date"
312.390014648438,316.059997558594,310.290008544922,313.149993896484,4089000,303.647827148438,2020-06-10
305.010009765625,306.489990234375,291.059997558594,291.25,6505300,282.412445068359,2020-06-11
298.790008544922,299.989990234375,290.890014648438,297.790008544922,4512200,288.753997802734,2020-06-12
290,298.920013427734,288.75,297.170013427734,5932900,288.152740478516,2020-06-15
305.910003662109,309.089996337891,300.109985351562,304.480010986328,4013100,295.240997314453,2020-06-16
305,307.480010986328,303.079986572266,303.760009765625,2566400,294.542816162109,2020-06-17
301.829986572266,305.100006103516,300.5,304.850006103516,2776600,295.599792480469,2020-06-18
309.5,309.5,296.5,296.5,4533500,287.503112792969,2020-06-19
299.600006103516,304.950012207031,297.730010986328,304.440002441406,3489200,295.202239990234,2020-06-22
307.029998779297,310.429992675781,304.420013427734,306.880004882812,3801500,297.568176269531,2020-06-23
305,305.519989013672,293.059997558594,294.010009765625,5086000,285.088653564453,2020-06-24
294.160003662109,298.390014648438,290.670013427734,298.010009765625,3294800,288.967346191406,2020-06-25
296.880004882812,298.109985351562,289.170013427734,289.339996337891,4922500,280.560363769531,2020-06-26
291.339996337891,293.149993896484,285.149993896484,292.929992675781,3642200,284.041412353516,2020-06-29
293.089996337891,296.600006103516,291.010009765625,295.700012207031,4283500,286.727386474609,2020-06-30
295.959991455078,303.269989013672,295.119995117188,301.170013427734,3801300,292.031433105469,2020-07-01
304.329986572266,306.890014648438,301.309997558594,302.420013427734,3290100,293.243469238281,2020-07-02
306.649993896484,307.320007324219,303.170013427734,305.570007324219,3013300,296.297912597656,2020-07-06
303.190002441406,307.790008544922,299.399993896484,299.910003662109,3633100,290.809661865234,2020-07-07
300.910003662109,301.540008544922,297.399993896484,300.149993896484,4115000,291.431060791016,2020-07-08
299.619995117188,300.720001220703,290.559997558594,294.589996337891,5042800,286.032562255859,2020-07-09
294,296.959991455078,291.5,295.679992675781,3030900,287.090911865234,2020-07-10
297.859985351562,298.619995117188,290.019989013672,290.179992675781,4853700,281.750732421875,2020-07-13
292,299.100006103516,288.649993896484,298.950012207031,4795900,290.265899658203,2020-07-14
303,306.769989013672,301.390014648438,305.720001220703,5257300,296.839263916016,2020-07-15
302.970001220703,303.529998779297,298.910003662109,299.350006103516,3312100,290.654266357422,2020-07-16
301.730010986328,305.239990234375,299.410003662109,304.059997558594,3169800,295.227508544922,2020-07-17
301.920013427734,314.989990234375,301.920013427734,311.959991455078,5279400,302.898010253906,2020-07-20
313,314.049987792969,306.299987792969,307.600006103516,3562100,298.664672851562,2020-07-21
308.130004882812,313.570007324219,308.130004882812,313.369995117188,3303100,304.267028808594,2020-07-22
313.549987792969,317.239990234375,308.720001220703,309.899993896484,3118500,300.897827148438,2020-07-23
306.480010986328,310.730010986328,304.540008544922,306.920013427734,2500300,298.004364013672,2020-07-24
307.059997558594,310,306.019989013672,308.859985351562,2311600,299.888092041016,2020-07-27
308.5,310.200012207031,306.029998779297,306.329986572266,2116300,297.431549072266,2020-07-28
304.5,311.660003662109,304.119995117188,309.299987792969,3542400,300.315246582031,2020-07-29
304,312.820007324219,303.040008544922,309,3941600,300.023956298828,2020-07-30
310,310.089996337891,305.609985351562,308.529998779297,4684400,299.567626953125,2020-07-31
311,313.5,309.299987792969,312.589996337891,3907800,303.509796142578,2020-08-03
312.5,315.690002441406,311.100006103516,314.390014648438,3409200,305.257446289062,2020-08-04
316.369995117188,329.679992675781,315.869995117188,328,5677200,318.472076416016,2020-08-05
327.399993896484,331.220001220703,325.899993896484,330.140014648438,4839800,320.549896240234,2020-08-06
328,328.329986572266,323.929992675781,328.019989013672,3662500,318.491485595703,2020-08-07
327.190002441406,329.739990234375,321.859985351562,322.880004882812,3752100,313.500823974609,2020-08-10
325,334.549987792969,323.579986572266,328.540008544922,5273300,318.996459960938,2020-08-11
328.660003662109,331.399993896484,326.200012207031,327.630004882812,3125900,318.112762451172,2020-08-12
325.929992675781,329.829986572266,325.619995117188,326.190002441406,2526700,316.714721679688,2020-08-13
325.670013427734,327.640014648438,324.809997558594,326.799987792969,1444900,317.306854248047,2020-08-14
327,331.230010986328,326.679992675781,330.230010986328,2904100,320.637237548828,2020-08-17
330.200012207031,331.399993896484,326.350006103516,331,3021700,321.384948730469,2020-08-18
330.040008544922,334.459991455078,330,332.399993896484,3421000,322.744232177734,2020-08-19
330.190002441406,338,330.190002441406,337.320007324219,2966000,327.521301269531,2020-08-20
338,338.799987792969,335.970001220703,337.100006103516,2680900,327.307678222656,2020-08-21
339.359985351562,343.829986572266,338.75,343.640014648438,2753900,333.657653808594,2020-08-24
344.709991455078,348.459991455078,343.329986572266,347.660003662109,2862700,337.561004638672,2020-08-25
348,352.290008544922,345.5,351.019989013672,3512000,340.823303222656,2020-08-26
351.730010986328,358,350.579986572266,356,3811700,345.658752441406,2020-08-27
357.480010986328,367.25,356.160003662109,366.119995117188,3544700,355.484741210938,2020-08-28
366.630004882812,366.630004882812,357.690002441406,358.190002441406,3948200,347.785064697266,2020-08-31
357.709991455078,359.440002441406,353.559997558594,356.899993896484,4409600,346.532562255859,2020-09-01
357.390014648438,361.600006103516,356.279998779297,360.700012207031,4127200,350.222229003906,2020-09-02
358.470001220703,358.940002441406,341.260009765625,343.839996337891,6297400,333.852020263672,2020-09-03
343,346.989990234375,326.549987792969,335.010009765625,6571200,325.278442382812,2020-09-04
328.760009765625,335.709991455078,326.899993896484,329.880004882812,4425700,320.297424316406,2020-09-08
337.390014648438,342.760009765625,332.369995117188,339.640014648438,3344900,329.773956298828,2020-09-09
342.5,345.130004882812,331.140014648438,332.880004882812,2845900,323.210357666016,2020-09-10
334.709991455078,334.709991455078,327.309997558594,330.149993896484,2920400,320.559509277344,2020-09-11
334.970001220703,340,334.019989013672,338.600006103516,3416100,328.76416015625,2020-09-14
342.739990234375,343.929992675781,338.529998779297,339.140014648438,2396400,329.288452148438,2020-09-15
341.279998779297,346.040008544922,339.790008544922,341.850006103516,3049000,331.919738769531,2020-09-16
337.140014648438,343.720001220703,336,339.429992675781,3713000,329.570068359375,2020-09-17
338.209991455078,341.140014648438,333.369995117188,335.260009765625,4006000,325.521148681641,2020-09-18
329.470001220703,331.670013427734,320.809997558594,327.850006103516,4466000,318.326477050781,2020-09-21
329.510009765625,336.029998779297,325.109985351562,335.309997558594,3375300,325.569732666016,2020-09-22
334.839996337891,335.170013427734,323.470001220703,324.529998779297,2893900,315.102874755859,2020-09-23
323.200012207031,330.779998779297,321.179992675781,328.209991455078,3706300,318.675933837891,2020-09-24
325.649993896484,333.480010986328,322.100006103516,331.779998779297,3077500,322.142242431641,2020-09-25
336.609985351562,340.570007324219,335.809997558594,338.390014648438,3122500,328.560241699219,2020-09-28
338.390014648438,340.720001220703,335.820007324219,336.230010986328,2679500,326.463073730469,2020-09-29
336.700012207031,343.649993896484,336.420013427734,338.170013427734,3285200,328.346649169922,2020-09-30
342.239990234375,346.700012207031,340.279998779297,343.369995117188,2503600,333.395599365234,2020-10-01
338.269989013672,342.609985351562,336.010009765625,338.829986572266,2184600,328.987487792969,2020-10-02
341.679992675781,343.25,338.970001220703,343.25,2081600,333.279052734375,2020-10-05
342.059997558594,346.359985351562,336.220001220703,337.429992675781,2553400,327.628051757812,2020-10-06
341.779998779297,344.649993896484,340.339996337891,343.899993896484,3068200,333.910125732422,2020-10-07
345.010009765625,347.690002441406,344.239990234375,345.149993896484,1991800,335.514099121094,2020-10-08
347.989990234375,353.359985351562,347,352.390014648438,3116500,342.551940917969,2020-10-09
355,355,350.820007324219,352.040008544922,2942900,342.211730957031,2020-10-12
351.429992675781,351.5,345.019989013672,345.839996337891,2523800,336.184875488281,2020-10-13
345.760009765625,347.190002441406,341.190002441406,342.700012207031,2234300,333.132507324219,2020-10-14
338.299987792969,339.609985351562,332.820007324219,338.570007324219,3727300,329.117797851562,2020-10-15
340,344.980010986328,339.230010986328,339.399993896484,3324600,329.924652099609,2020-10-16
340.119995117188,341.299987792969,330.429992675781,331.670013427734,2937600,322.410522460938,2020-10-19
333.040008544922,336.799987792969,331.679992675781,331.720001220703,2677800,322.459045410156,2020-10-20
332.489990234375,336.320007324219,331.299987792969,333.420013427734,2725300,324.111602783203,2020-10-21
333.369995117188,335.380004882812,329.25,333.600006103516,2256000,324.286590576172,2020-10-22
335.690002441406,335.690002441406,328.309997558594,329.609985351562,2945400,320.407928466797,2020-10-23
326.410003662109,327.239990234375,314.230010986328,318.059997558594,5173300,309.180450439453,2020-10-26
318.899993896484,319.559997558594,312.359985351562,317.109985351562,4314900,308.256927490234,2020-10-27
301.690002441406,302,288.600006103516,291.380004882812,11518200,283.245300292969,2020-10-28
293.200012207031,295.299987792969,287.549987792969,293.179992675781,9582300,284.994934082031,2020-10-29
289.850006103516,291.850006103516,281.200012207031,288.640014648438,6892800,280.581756591797,2020-10-30
294.239990234375,294.839996337891,288.119995117188,289.970001220703,5094900,281.874633789062,2020-11-02
294.450012207031,300.339996337891,291.779998779297,295.390014648438,4097700,287.143280029297,2020-11-03
305.089996337891,312.720001220703,302.239990234375,307.200012207031,4790100,298.623626708984,2020-11-04
315.140014648438,319.350006103516,313.579986572266,316.529998779297,3794400,307.693145751953,2020-11-05
315.980010986328,316.489990234375,310.089996337891,313.640014648438,2978500,304.883758544922,2020-11-06
346.920013427734,357,340.899993896484,344.559997558594,10933700,334.940521240234,2020-11-09
339.989990234375,345.859985351562,333.440002441406,334.779998779297,5330400,325.433654785156,2020-11-10
337.410003662109,337.700012207031,331.070007324219,332.390014648438,2969900,323.110321044922,2020-11-11
329.059997558594,333.089996337891,326.299987792969,328.290008544922,3207700,319.124786376953,2020-11-12
330.299987792969,336.109985351562,327.339996337891,335.029998779297,2393700,325.676635742188,2020-11-13
341.799987792969,342.649993896484,333.170013427734,335.450012207031,3312800,326.0849609375,2020-11-16
333.170013427734,337.769989013672,330.720001220703,336.5,3412700,327.105560302734,2020-11-17
336.529998779297,340.950012207031,334.859985351562,335.940002441406,3203400,326.561279296875,2020-11-18
335.489990234375,339.160003662109,331.420013427734,333.880004882812,2718700,324.558746337891,2020-11-19
334.779998779297,335.160003662109,323,323,4142400,313.982513427734,2020-11-20
326.209991455078,333.200012207031,324.369995117188,332.040008544922,3219000,322.770111083984,2020-11-23
336.910003662109,344.109985351562,334.119995117188,342.390014648438,3529700,332.831268310547,2020-11-24
343.709991455078,343.709991455078,339.339996337891,341.320007324219,2535200,331.790954589844,2020-11-25
342.829986572266,342.880004882812,337.609985351562,339.070007324219,1402300,329.603851318359,2020-11-27
337.660003662109,338.049987792969,330.179992675781,336.510009765625,4276200,327.115356445312,2020-11-30
339.670013427734,342.630004882812,337.619995117188,338.880004882812,4210400,329.419128417969,2020-12-01
336.779998779297,340.239990234375,334,340.220001220703,2972100,330.721771240234,2020-12-02
338.559997558594,342.320007324219,334.119995117188,335.140014648438,3080300,325.783599853516,2020-12-03
336.920013427734,344.350006103516,335.799987792969,344.350006103516,4323600,334.736389160156,2020-12-04
343.359985351562,347.989990234375,340.049987792969,340.959991455078,2389800,331.441040039062,2020-12-07
338.279998779297,342.829986572266,336.700012207031,340.790008544922,2224600,331.27587890625,2020-12-08
340.410003662109,341.709991455078,334.690002441406,336.850006103516,2962600,327.445831298828,2020-12-09
334.649993896484,335.540008544922,331.190002441406,331.519989013672,3506800,322.264678955078,2020-12-10
327.089996337891,331.570007324219,325.529998779297,327.420013427734,4179400,318.279083251953,2020-12-11
329,338.75,327.589996337891,331.149993896484,3552400,321.904876708984,2020-12-14
333.160003662109,335.220001220703,327.619995117188,333.649993896484,3104600,324.335144042969,2020-12-15
333.959991455078,334,329.25,332.100006103516,3393300,322.828460693359,2020-12-16
334.540008544922,338.329986572266,333.399993896484,336.899993896484,2725500,327.494476318359,2020-12-17
336.510009765625,341.600006103516,334.350006103516,340.329986572266,8443700,330.828643798828,2020-12-18
333.209991455078,336.149993896484,327.239990234375,334.369995117188,3642500,325.035095214844,2020-12-21
334.160003662109,335.220001220703,331.600006103516,332.239990234375,2403100,322.964569091797,2020-12-22
334.130004882812,335.209991455078,329.029998779297,329.230010986328,2760600,320.038513183594,2020-12-23
330.649993896484,336.369995117188,330.350006103516,336,1308900,326.619567871094,2020-12-24
337.859985351562,345.589996337891,336.869995117188,344.470001220703,3449100,334.853118896484,2020-12-28
347.779998779297,348.75,344.760009765625,346.660003662109,2822700,336.98193359375,2020-12-29
348.679992675781,357.820007324219,347.209991455078,355.549987792969,4200600,345.623779296875,2020-12-30
355.029998779297,359.410003662109,353.25,356.940002441406,2881700,346.975006103516,2020-12-31
358,358.130004882812,347.359985351562,351.489990234375,4638400,341.677093505859,2021-01-04
348.799987792969,353,345.440002441406,347.420013427734,2990700,337.720703125,2021-01-05
350.420013427734,354.029998779297,344.559997558594,347.549987792969,3966800,337.847076416016,2021-01-06
348.950012207031,352.369995117188,348.380004882812,349.859985351562,3100200,340.523681640625,2021-01-07
351.359985351562,354.980010986328,349.489990234375,353.850006103516,3371500,344.407348632812,2021-01-08
352.109985351562,353.420013427734,347.790008544922,348.200012207031,2403000,338.908081054688,2021-01-11
347.079986572266,348,336.029998779297,342.920013427734,4858100,333.768981933594,2021-01-12
349.609985351562,349.760009765625,344.230010986328,346.329986572266,4125700,337.087951660156,2021-01-13
348.690002441406,349.579986572266,326.690002441406,326.929992675781,8712200,318.205688476562,2021-01-14
327.540008544922,329.690002441406,321.880004882812,323.260009765625,7911500,314.633605957031,2021-01-15
326.989990234375,329.130004882812,324.660003662109,325.940002441406,4625200,317.242095947266,2021-01-19
329.989990234375,337.929992675781,329.130004882812,334.910003662109,5081000,325.97265625,2021-01-20
334.410003662109,336.859985351562,331.75,334.440002441406,3484900,325.515228271484,2021-01-21
330.390014648438,335.149993896484,328.910003662109,328.989990234375,3846600,320.210601806641,2021-01-22
327.510009765625,329.950012207031,317.230010986328,329.190002441406,6257700,320.405303955078,2021-01-25
330,330.540008544922,325.820007324219,327.700012207031,3503100,318.955139160156,2021-01-26
320.359985351562,323,313.119995117188,315.489990234375,7449400,307.070831298828,2021-01-27
327.089996337891,329,321.980010986328,324.279998779297,6906400,315.626281738281,2021-01-28
323.799987792969,325.679992675781,312.380004882812,316.290008544922,7627200,307.849517822266,2021-01-29
320.910003662109,323.519989013672,317.579986572266,321.559997558594,4930700,312.978912353516,2021-02-01
323.450012207031,336.160003662109,323.450012207031,334.369995117188,5686000,325.447113037109,2021-02-02
333.839996337891,336,331.070007324219,332.820007324219,4036800,323.938507080078,2021-02-03
335.369995117188,343.25,335.059997558594,340.829986572266,4537500,331.734619140625,2021-02-04
342.519989013672,344.329986572266,337.390014648438,338.75,2964800,329.710174560547,2021-02-05
340,341.489990234375,335.529998779297,337.029998779297,2652800,328.0361328125,2021-02-08
335.950012207031,336.220001220703,330,333.440002441406,2993300,324.541900634766,2021-02-09
335,335.470001220703,332.25,334.209991455078,4246300,325.291351318359,2021-02-10
345.5,349.589996337891,340.25,342.869995117188,5110800,333.720245361328,2021-02-11
341.329986572266,343.119995117188,336.700012207031,341,3025100,331.900146484375,2021-02-12
343.200012207031,344,338.070007324219,341.209991455078,2916900,332.104553222656,2021-02-16
339.040008544922,340.380004882812,335.839996337891,337.329986572266,2267000,328.328125,2021-02-17
334.489990234375,339.950012207031,332.839996337891,338.459991455078,2393700,329.427917480469,2021-02-18
338.440002441406,339,331,333.170013427734,4095800,324.279083251953,2021-02-19
330,344.119995117188,328.769989013672,340.660003662109,4940300,331.569305419922,2021-02-22
340.649993896484,354.279998779297,338.410003662109,350.420013427734,6326600,341.068786621094,2021-02-23
352.869995117188,368.790008544922,350.570007324219,367.320007324219,7467400,357.517791748047,2021-02-24
364.559997558594,367.320007324219,352.209991455078,354.570007324219,5207500,345.108001708984,2021-02-25
357.079986572266,359.390014648438,347.119995117188,353.850006103516,4868500,344.407348632812,2021-02-26
360.679992675781,366.450012207031,359.179992675781,362.899993896484,4382900,353.215728759766,2021-03-01
362,366.609985351562,359.339996337891,362.820007324219,3559200,353.137908935547,2021-03-02
360,365.429992675781,355.450012207031,360.25,3692300,350.636474609375,2021-03-03
360.100006103516,361.630004882812,344.679992675781,349.5,4572000,340.17333984375,2021-03-04
354.920013427734,361.790008544922,346.420013427734,360.880004882812,4643200,351.249664306641,2021-03-05
362.399993896484,382.459991455078,361.790008544922,371.329986572266,7213300,361.420745849609,2021-03-08
375,387.320007324219,372.720001220703,376.519989013672,5832800,366.472259521484,2021-03-09
376.600006103516,384,373,381.700012207031,4509500,371.514007568359,2021-03-10
385.5,389.5,382.600006103516,384.380004882812,3729700,374.122589111328,2021-03-11
381.140014648438,383.929992675781,379.239990234375,382.709991455078,2467500,372.4970703125,2021-03-12
383.309997558594,387.859985351562,378.640014648438,381.760009765625,4216200,371.572418212891,2021-03-15
382.700012207031,385.279998779297,378.690002441406,382.380004882812,3445100,372.175933837891,2021-03-16
381.850006103516,385.100006103516,375.869995117188,378.679992675781,3240900,368.57470703125,2021-03-17
375.029998779297,375.480010986328,365.040008544922,367,7205200,357.206359863281,2021-03-18
364.799987792969,366.279998779297,350.140014648438,356.510009765625,12224300,346.996246337891,2021-03-19
355.940002441406,361.649993896484,354,358.399993896484,4140400,348.835845947266,2021-03-22
359.299987792969,359.299987792969,353.510009765625,355.269989013672,3756300,345.789367675781,2021-03-23
357.079986572266,364.989990234375,356,359.649993896484,3550000,350.052398681641,2021-03-24
358.010009765625,359.470001220703,354.149993896484,358.359985351562,2961800,348.796905517578,2021-03-25
359.929992675781,366.609985351562,357.260009765625,366.140014648438,2741200,356.369354248047,2021-03-26
364.239990234375,365.350006103516,358.609985351562,362.910003662109,4054900,353.225555419922,2021-03-29
360.779998779297,364.570007324219,357.100006103516,358.200012207031,2885800,348.641204833984,2021-03-30
359.589996337891,361.5,355.779998779297,356.049987792969,4372600,346.548522949219,2021-03-31
357.040008544922,363.399993896484,355.239990234375,363.299987792969,3701800,353.605041503906,2021-04-01
