"YCSH.MI.Open","YCSH.MI.High","YCSH.MI.Low","YCSH.MI.Close","YCSH.MI.Volume","YCSH.MI.Adjusted","Date"
15.1205997467041,15.1205997467041,15.1205997467041,15.1195001602173,4,15.1195001602173,2025-03-04
15.1205997467041,15.1225996017456,15.1205997467041,15.1204996109009,8769,15.1204996109009,2025-03-05
15.1248998641968,15.1248998641968,15.1218004226685,15.1211004257202,16671,15.1211004257202,2025-03-06
15.1256999969482,15.1256999969482,15.1211996078491,15.1213998794556,5727,15.1213998794556,2025-03-07
15.1226997375488,15.1256999969482,15.1226997375488,15.1256999969482,8486,15.1256999969482,2025-03-10
15.1253004074097,15.1266002655029,15.1253004074097,15.1259002685547,6743,15.1259002685547,2025-03-11
15.1280002593994,15.131199836731,15.1280002593994,15.1279001235962,5340,15.1279001235962,2025-03-12
15.1288995742798,15.1288995742798,15.1274995803833,15.1274003982544,4586,15.1274003982544,2025-03-13
15.1300001144409,15.1300001144409,15.1287002563477,15.1291999816895,17079,15.1291999816895,2025-03-14
15.1331996917725,15.1331996917725,15.1300001144409,15.1302003860474,43701,15.1302003860474,2025-03-17
15.1337003707886,15.1337003707886,15.1337003707886,15.1331996917725,1747,15.1331996917725,2025-03-18
15.1377000808716,15.1377000808716,15.1346998214722,15.135199546814,221,15.135199546814,2025-03-19
15.1357002258301,15.1359996795654,15.1357002258301,15.1365995407104,149,15.1365995407104,2025-03-20
15.1381998062134,15.1381998062134,15.1379995346069,15.1382999420166,10405,15.1382999420166,2025-03-21
15.1408996582031,15.1408996582031,15.1400003433228,15.1402997970581,14409,15.1402997970581,2025-03-24
15.1393995285034,15.1423997879028,15.1393995285034,15.1416997909546,3355,15.1416997909546,2025-03-25
15.143500328064,15.143500328064,15.1405000686646,15.1429004669189,7784,15.1429004669189,2025-03-26
15.1444997787476,15.1444997787476,15.1444997787476,15.1438999176025,1049,15.1438999176025,2025-03-27
15.1444997787476,15.15149974823,15.1444997787476,15.1438999176025,66590,15.1438999176025,2025-03-28
15.1400003433228,15.1465997695923,15.1400003433228,15.1457996368408,75,15.1457996368408,2025-03-31
15.1465997695923,15.1511001586914,15.1465997695923,15.1491003036499,34548,15.1491003036499,2025-04-01
15.1535997390747,15.1536998748779,15.1505002975464,15.1499996185303,6340,15.1499996185303,2025-04-02
15.1499996185303,15.1536998748779,15.1499996185303,15.1506996154785,1174,15.1506996154785,2025-04-03
15.1519002914429,15.1559000015259,15.1499996185303,15.1559000015259,8548,15.1559000015259,2025-04-04
15.1459999084473,15.177300453186,15.1459999084473,15.1563997268677,31874,15.1563997268677,2025-04-07
15.1581001281738,15.1581001281738,15.1520004272461,15.1562995910645,1963,15.1562995910645,2025-04-08
15.161600112915,15.161600112915,15.1599998474121,15.2934999465942,8874,15.2934999465942,2025-04-09
15.186900138855,15.186900138855,15.1554002761841,15.16100025177,10223,15.16100025177,2025-04-10
15.1633996963501,15.1633996963501,15.1556997299194,15.1633996963501,23357,15.1633996963501,2025-04-11
15.1737003326416,15.1737003326416,15.1660003662109,15.1613998413086,7574,15.1613998413086,2025-04-14
15.1660003662109,15.1660003662109,15.1660003662109,15.1623001098633,8213,15.1623001098633,2025-04-15
15.1598997116089,15.1660995483398,15.1598997116089,15.163800239563,2500,15.163800239563,2025-04-16
15.1695995330811,15.1695995330811,15.1695995330811,15.1674995422363,424,15.1674995422363,2025-04-17
15.1800003051758,15.1823997497559,15.1631002426147,15.177300453186,17289,15.177300453186,2025-04-22
15.1837997436523,15.1837997436523,15.1759004592896,15.1759004592896,15555,15.1759004592896,2025-04-23
15.1779003143311,15.1780004501343,15.1766996383667,15.1772003173828,7504,15.1772003173828,2025-04-24
15.1789999008179,15.1789999008179,15.177300453186,15.1778001785278,528,15.1778001785278,2025-04-25
15.1817998886108,15.1817998886108,15.1780004501343,15.1782999038696,2155,15.1782999038696,2025-04-28
15.1740999221802,15.1891002655029,15.1740999221802,15.1787004470825,21590,15.1787004470825,2025-04-29
15.1833000183105,15.1840000152588,15.1820001602173,15.1821002960205,2331,15.1821002960205,2025-04-30
15.1859998703003,15.1859998703003,15.1837997436523,15.1837997436523,3582,15.1837997436523,2025-05-02
15.186900138855,15.186900138855,15.1840000152588,15.1843996047974,24637,15.1843996047974,2025-05-05
15.1809997558594,15.1856002807617,15.1809997558594,15.1850996017456,592,15.1850996017456,2025-05-06
15.18869972229,15.18869972229,15.1843996047974,15.1854000091553,6388,15.1854000091553,2025-05-07
15.1844997406006,15.1857004165649,15.1844997406006,15.1858997344971,934,15.1858997344971,2025-05-08
15.1864995956421,15.1895999908447,15.1857004165649,15.1877002716064,44728,15.1877002716064,2025-05-09
15.191499710083,15.191499710083,15.1871004104614,15.1883001327515,4159,15.1883001327515,2025-05-12
15.1949996948242,15.1949996948242,15.1891002655029,15.1898002624512,26355,15.1898002624512,2025-05-13
15.1935997009277,15.1935997009277,15.1885995864868,15.1895999908447,33119,15.1895999908447,2025-05-14
15.1893997192383,15.1919002532959,15.1893997192383,15.190299987793,13742,15.190299987793,2025-05-15
15.1979999542236,15.2062997817993,15.1935997009277,15.193699836731,26710,15.193699836731,2025-05-16
15.194899559021,15.194899559021,15.1935997009277,15.1946001052856,5421,15.1946001052856,2025-05-19
15.194899559021,15.194899559021,15.1940002441406,15.1951999664307,6714,15.1951999664307,2025-05-20
15.194899559021,15.1967000961304,15.1948003768921,15.1964998245239,15346,15.1964998245239,2025-05-21
15.1957998275757,15.1967000961304,15.1957998275757,15.1969003677368,3317,15.1969003677368,2025-05-22
15.1985998153687,15.2130002975464,15.197699546814,15.1990995407104,62152,15.1990995407104,2025-05-23
15.2020998001099,15.2028999328613,15.1999998092651,15.2012996673584,2689,15.2012996673584,2025-05-26
15.2028999328613,15.2039003372192,15.2013998031616,15.2040004730225,25271,15.2040004730225,2025-05-27
15.2068996429443,15.2068996429443,15.2063999176025,15.206000328064,730,15.206000328064,2025-05-28
15.2089004516602,15.2089004516602,15.2089004516602,15.206600189209,2920,15.206600189209,2025-05-29
15.2054004669189,15.2082004547119,15.2054004669189,15.208399772644,10609,15.208399772644,2025-05-30
15.2102003097534,15.2102003097534,15.2102003097534,15.2096004486084,15477,15.2096004486084,2025-06-02
15.2102003097534,15.2102003097534,15.2089004516602,15.210000038147,19916,15.210000038147,2025-06-03
15.2116003036499,15.2129001617432,15.2112998962402,15.2117004394531,29858,15.2117004394531,2025-06-04
15.2125997543335,15.2167997360229,15.2112998962402,15.2128000259399,20118,15.2128000259399,2025-06-05
15.2137002944946,15.2137002944946,15.2124004364014,15.2131996154785,2186,15.2131996154785,2025-06-06
15.2152996063232,15.2158002853394,15.2137002944946,15.2149000167847,19260,15.2149000167847,2025-06-09
15.2165002822876,15.2165002822876,15.2154998779297,15.2156000137329,6213,15.2156000137329,2025-06-10
15.2159004211426,15.2188997268677,15.2159004211426,15.2175998687744,100405,15.2175998687744,2025-06-11
15.2204999923706,15.2204999923706,15.2174997329712,15.2193002700806,2811,15.2193002700806,2025-06-12
15.2185001373291,15.2213001251221,15.2185001373291,15.2201995849609,9417,15.2201995849609,2025-06-13
15.2189998626709,15.2260999679565,15.2189998626709,15.2220001220703,4604,15.2220001220703,2025-06-16
15.2259998321533,15.2259998321533,15.2232999801636,15.2232999801636,4957,15.2232999801636,2025-06-17
15.2253999710083,15.2286996841431,15.2242002487183,15.2243003845215,27627,15.2243003845215,2025-06-18
15.2286996841431,15.2286996841431,15.2259998321533,15.2251996994019,3772,15.2251996994019,2025-06-19
15.2246999740601,15.2260999679565,15.2246999740601,15.2260999679565,16253,15.2260999679565,2025-06-20
15.2290000915527,15.2483997344971,15.2278003692627,15.2283000946045,38611,15.2283000946045,2025-06-23
15.2334003448486,15.2334003448486,15.2246999740601,15.2292995452881,17888,15.2292995452881,2025-06-24
15.2341995239258,15.2341995239258,15.2299003601074,15.2299995422363,10526,15.2299995422363,2025-06-25
15.2320003509521,15.2320003509521,15.2306995391846,15.2309999465942,4476,15.2309999465942,2025-06-26
15.2329998016357,15.2329998016357,15.2323999404907,15.2322998046875,10154,15.2322998046875,2025-06-27
15.2349004745483,15.2349004745483,15.2349004745483,15.2339000701904,3904,15.2339000701904,2025-06-30
15.2382001876831,15.2382001876831,15.2348003387451,15.237099647522,14735,15.237099647522,2025-07-01
15.237099647522,15.237099647522,15.2347002029419,15.2350997924805,4813,15.2350997924805,2025-07-02
15.2349996566772,15.2374000549316,15.2346000671387,15.2363004684448,7485,15.2363004684448,2025-07-03
15.2334003448486,15.2410001754761,15.2334003448486,15.2376003265381,8518,15.2376003265381,2025-07-04
15.2398996353149,15.2398996353149,15.2385997772217,15.2393999099731,6149,15.2393999099731,2025-07-07
15.2412004470825,15.2412004470825,15.2398996353149,15.2405996322632,2359,15.2405996322632,2025-07-08
15.2419004440308,15.252799987793,15.2405996322632,15.2412996292114,68947,15.2412996292114,2025-07-09
15.2451000213623,15.2455997467041,15.2405996322632,15.2416000366211,15634,15.2416000366211,2025-07-10
15.2467002868652,15.2467002868652,15.2417001724243,15.2433004379272,8904,15.2433004379272,2025-07-11
15.2467002868652,15.2467002868652,15.2440996170044,15.2447004318237,1424,15.2447004318237,2025-07-14
15.246600151062,15.246600151062,15.2453002929688,15.2459001541138,17821,15.2459001541138,2025-07-15
15.2474002838135,15.2474002838135,15.2474002838135,15.2465000152588,2033,15.2465000152588,2025-07-16
15.2482995986938,15.25,15.2470998764038,15.2475004196167,18805,15.2475004196167,2025-07-17
15.2506999969482,15.2631998062134,15.2482004165649,15.2489004135132,40670,15.2489004135132,2025-07-18
15.2510004043579,15.2516002655029,15.2489004135132,15.250599861145,31338,15.250599861145,2025-07-21
15.2512998580933,15.2512998580933,15.2512998580933,15.2502002716064,20722,15.2502002716064,2025-07-22
15.2475996017456,15.2529001235962,15.2475996017456,15.2516002655029,3245,15.2516002655029,2025-07-23
15.254599571228,15.2662000656128,15.2531003952026,15.2531995773315,83342,15.2531995773315,2025-07-24
15.2546997070312,15.2684001922607,15.253999710083,15.2540998458862,47022,15.2540998458862,2025-07-25
15.2574996948242,15.2593002319336,15.2541999816895,15.2551002502441,35150,15.2551002502441,2025-07-28
15.2529001235962,15.2679996490479,15.2529001235962,15.2602996826172,70093,15.2602996826172,2025-07-29
15.2616996765137,15.2616996765137,15.2550001144409,15.2572002410889,30864,15.2572002410889,2025-07-30
15.2587995529175,15.2623996734619,15.2587995529175,15.2580995559692,29824,15.2580995559692,2025-07-31
15.2552003860474,15.2595996856689,15.2552003860474,15.2592000961304,13360,15.2592000961304,2025-08-01
15.2628002166748,15.2628002166748,15.260199546814,15.2610998153687,28096,15.2610998153687,2025-08-04
15.2636995315552,15.2636995315552,15.2611999511719,15.2621002197266,6016,15.2621002197266,2025-08-05
15.2642002105713,15.2784004211426,15.2627000808716,15.2662000656128,165696,15.2662000656128,2025-08-06
15.2690000534058,15.2690000534058,15.263500213623,15.2637996673584,6885,15.2637996673584,2025-08-07
15.2643003463745,15.2672996520996,15.252799987793,15.2653999328613,36597,15.2653999328613,2025-08-08
15.2700004577637,15.2700996398926,15.2655000686646,15.2665004730225,5138,15.2665004730225,2025-08-11
15.2701997756958,15.2701997756958,15.2656002044678,15.2678003311157,58560,15.2678003311157,2025-08-12
15.2699003219604,15.2700004577637,15.266900062561,15.2686004638672,7279,15.2686004638672,2025-08-13
15.2734003067017,15.2734003067017,15.2679996490479,15.2694997787476,27963,15.2694997787476,2025-08-14
15.2756004333496,15.2756004333496,15.2711000442505,15.2704000473022,18258,15.2704000473022,2025-08-18
15.2729997634888,15.274299621582,15.2729997634888,15.2734003067017,5594,15.2734003067017,2025-08-19
15.2737998962402,15.2749996185303,15.2737998962402,15.2742004394531,6302,15.2742004394531,2025-08-20
15.275899887085,15.2760000228882,15.2729997634888,15.274299621582,47133,15.274299621582,2025-08-21
15.2768001556396,15.2768001556396,15.2768001556396,15.2756996154785,26306,15.2756996154785,2025-08-22
15.2814998626709,15.2814998626709,15.2770004272461,15.2777004241943,28530,15.2777004241943,2025-08-25
15.2814998626709,15.2814998626709,15.2783002853394,15.2791996002197,34508,15.2791996002197,2025-08-26
15.2805995941162,15.2805995941162,15.2793998718262,15.2792997360229,6716,15.2792997360229,2025-08-27
15.2847003936768,15.2847995758057,15.2767000198364,15.2804002761841,47211,15.2804002761841,2025-08-28
15.2855997085571,15.2855997085571,15.2812004089355,15.2820997238159,2234,15.2820997238159,2025-08-29
15.2869997024536,15.2869997024536,15.2824001312256,15.2836999893188,38710,15.2836999893188,2025-09-01
15.2849998474121,15.28600025177,15.2804002761841,15.2842998504639,33644,15.2842998504639,2025-09-02
15.2896003723145,15.2896003723145,15.2849998474121,15.2855997085571,1450,15.2855997085571,2025-09-03
15.2904996871948,15.298999786377,15.2847003936768,15.2864999771118,25758,15.2864999771118,2025-09-04
15.2915000915527,15.2915000915527,15.2863998413086,15.288200378418,2932,15.288200378418,2025-09-05
15.2889995574951,15.2903003692627,15.2889995574951,15.289400100708,29689,15.289400100708,2025-09-08
15.2869997024536,15.2917995452881,15.2869997024536,15.2909002304077,5249,15.2909002304077,2025-09-09
15.2923002243042,15.2924003601074,15.2910995483398,15.2920999526978,10352,15.2920999526978,2025-09-10
15.2931003570557,15.2953996658325,15.288800239563,15.292200088501,45840,15.292200088501,2025-09-11
15.293999671936,15.293999671936,15.293999671936,15.2936000823975,538,15.2936000823975,2025-09-12
15.2966995239258,15.2980003356934,15.2938003540039,15.2952995300293,32434,15.2952995300293,2025-09-15
15.2947998046875,15.2959995269775,15.2947998046875,15.2958002090454,5782,15.2958002090454,2025-09-16
15.3009996414185,15.3009996414185,15.2966003417969,15.2971000671387,3490,15.2971000671387,2025-09-17
15.3020000457764,15.3072004318237,15.2962999343872,15.298999786377,109357,15.298999786377,2025-09-18
15.2988004684448,15.2988004684448,15.2979001998901,15.2988004684448,2677,15.2988004684448,2025-09-19
15.2974996566772,15.3070001602173,15.2964000701904,15.2997999191284,69921,15.2997999191284,2025-09-22
15.3060998916626,15.3060998916626,15.3022003173828,15.3030996322632,3056,15.3030996322632,2025-09-23
15.3030004501343,15.3030004501343,15.3009996414185,15.3016996383667,30752,15.3016996383667,2025-09-24
15.3017997741699,15.3161001205444,15.3001003265381,15.3025999069214,39975,15.3025999069214,2025-09-25
15.3002996444702,15.3055000305176,15.3002996444702,15.3049001693726,16569,15.3049001693726,2025-09-26
15.306300163269,15.3138999938965,15.3050003051758,15.3058996200562,37959,15.3058996200562,2025-09-29
15.3069000244141,15.3080997467041,15.306300163269,15.3072996139526,17345,15.3072996139526,2025-09-30
15.3032999038696,15.3090000152588,15.3032999038696,15.3073997497559,13884,15.3073997497559,2025-10-01
15.305100440979,15.3126001358032,15.3046998977661,15.308500289917,118777,15.308500289917,2025-10-02
