"YCSH.MI.Open","YCSH.MI.High","YCSH.MI.Low","YCSH.MI.Close","YCSH.MI.Volume","YCSH.MI.Adjusted","Date"
15.0319995880127,15.0319995880127,15.0319995880127,15.0299997329712,475,15.0299997329712,2024-12-19
15.039999961853,15.039999961853,15.0319995880127,15.0340003967285,21048,15.0340003967285,2024-12-20
15.039999961853,15.0459995269775,15.0380001068115,15.039999961853,30873,15.039999961853,2024-12-23
15.0699996948242,15.0699996948242,15.0480003356934,15.0459995269775,24924,15.0459995269775,2024-12-27
15.0459995269775,15.0539999008179,15.0459995269775,15.043999671936,2410,15.043999671936,2024-12-30
15.0500001907349,15.0500001907349,15.0500001907349,15.0480003356934,3860,15.0480003356934,2025-01-02
15.0520000457764,15.0520000457764,15.0520000457764,15.0520000457764,665,15.0520000457764,2025-01-03
15.0539999008179,15.0539999008179,15.0539999008179,15.0699996948242,4094,15.0699996948242,2025-01-06
15.0539999008179,15.0539999008179,15.0539999008179,15.0520000457764,3849,15.0520000457764,2025-01-07
15.0539999008179,15.0539999008179,15.0539999008179,15.0539999008179,0,15.0539999008179,2025-01-08
15.0579996109009,15.0579996109009,15.0559997558594,15.0939998626709,3194,15.0939998626709,2025-01-09
15.0600004196167,15.0679998397827,15.0600004196167,15.0579996109009,2500,15.0579996109009,2025-01-10
15.0620002746582,15.0620002746582,15.0620002746582,15.0600004196167,185,15.0600004196167,2025-01-13
15.0620002746582,15.0620002746582,15.0620002746582,15.0600004196167,250,15.0600004196167,2025-01-14
15.0640001296997,15.0640001296997,15.0640001296997,15.0640001296997,2034,15.0640001296997,2025-01-15
15.0640001296997,15.0640001296997,15.0640001296997,15.0640001296997,6052,15.0640001296997,2025-01-16
15.0679998397827,15.0679998397827,15.0679998397827,15.0659999847412,16896,15.0659999847412,2025-01-17
15.0719995498657,15.0719995498657,15.0679998397827,15.0699996948242,8300,15.0699996948242,2025-01-20
15.0719995498657,15.0719995498657,15.0719995498657,15.0900001525879,10,15.0900001525879,2025-01-21
15.076000213623,15.076000213623,15.0740003585815,15.0719995498657,3703,15.0719995498657,2025-01-22
15.0740003585815,15.0740003585815,15.0740003585815,15.0740003585815,0,15.0740003585815,2025-01-23
15.076000213623,15.0780000686646,15.076000213623,15.076000213623,6450,15.076000213623,2025-01-24
15.076000213623,15.0799999237061,15.0740003585815,15.076000213623,29451,15.076000213623,2025-01-27
15.076000213623,15.0799999237061,15.076000213623,15.0780000686646,315,15.0780000686646,2025-01-28
15.0799999237061,15.0799999237061,15.0799999237061,15.0799999237061,0,15.0799999237061,2025-01-29
15.0780000686646,15.0819997787476,15.0780000686646,15.0799999237061,11123,15.0799999237061,2025-01-30
15.0860004425049,15.0860004425049,15.0860004425049,15.0839996337891,3700,15.0839996337891,2025-01-31
15.0799999237061,15.0880002975464,15.0799999237061,15.0860004425049,6329,15.0860004425049,2025-02-03
15.0880002975464,15.0880002975464,15.0880002975464,15.0880002975464,0,15.0880002975464,2025-02-04
15.0900001525879,15.0900001525879,15.0880002975464,15.0900001525879,1277,15.0900001525879,2025-02-05
15.0920000076294,15.0920000076294,15.0920000076294,15.0920000076294,9664,15.0920000076294,2025-02-06
15.0939998626709,15.0939998626709,15.0939998626709,15.0939998626709,3925,15.0939998626709,2025-02-07
15.0959997177124,15.0959997177124,15.0939998626709,15.0959997177124,4117,15.0959997177124,2025-02-10
15.1000003814697,15.1000003814697,15.0979995727539,15.0959997177124,16045,15.0959997177124,2025-02-11
15.0974998474121,15.0974998474121,15.0974998474121,15.0978002548218,10757,15.0978002548218,2025-02-12
15.0767002105713,15.0767002105713,15.0767002105713,15.0767002105713,0,15.0767002105713,2025-02-13
15.0980997085571,15.0980997085571,15.0980997085571,15.101300239563,1000,15.101300239563,2025-02-14
15.105899810791,15.105899810791,15.1034002304077,15.1034002304077,5479,15.1034002304077,2025-02-17
15.103099822998,15.103099822998,15.103099822998,15.103099822998,3477,15.103099822998,2025-02-18
15.1061000823975,15.1061000823975,15.1045999526978,15.1045999526978,3810,15.1045999526978,2025-02-19
15.1073999404907,15.1073999404907,15.1056995391846,15.1056995391846,9148,15.1056995391846,2025-02-20
15.1089000701904,15.1089000701904,15.108099937439,15.1077003479004,7195,15.1077003479004,2025-02-21
15.1113996505737,15.1579999923706,15.1097002029419,15.1101999282837,15111,15.1101999282837,2025-02-24
15.1091995239258,15.1400003433228,15.1091995239258,15.1112003326416,38483,15.1112003326416,2025-02-25
15.1113004684448,15.1125001907349,15.1113004684448,15.1134996414185,42000,15.1134996414185,2025-02-26
15.1183996200562,15.1183996200562,15.1128997802734,15.1134004592896,1934,15.1134004592896,2025-02-27
15.1219997406006,15.1219997406006,15.1156997680664,15.1156997680664,4014,15.1156997680664,2025-02-28
15.121000289917,15.121000289917,15.1194000244141,15.118200302124,137,15.118200302124,2025-03-03
