"NVDA.Open","NVDA.High","NVDA.Low","NVDA.Close","NVDA.Volume","NVDA.Adjusted","Date"
5.96875,5.99774980545044,5.91800022125244,5.99774980545044,237536000,5.97140979766846,2020-01-02
5.87750005722046,5.94575023651123,5.85249996185303,5.90175008773804,205384000,5.87583160400391,2020-01-03
5.80800008773804,5.93174982070923,5.78175020217896,5.92649984359741,262636000,5.90047407150269,2020-01-06
5.95499992370605,6.04425001144409,5.90974998474121,5.99825000762939,314856000,5.9719090461731,2020-01-07
5.99399995803833,6.05100011825562,5.9537501335144,6.00950002670288,277108000,5.98310995101929,2020-01-08
6.09625005722046,6.14825010299683,6.02150011062622,6.07550001144409,255112000,6.04881811141968,2020-01-09
6.18324995040894,6.21374988555908,6.09375,6.10799980163574,316296000,6.08117532730103,2020-01-10
6.19150018692017,6.32474994659424,6.16874980926514,6.29949998855591,319840000,6.27183532714844,2020-01-13
6.25649976730347,6.28200006484985,6.16874980926514,6.18200016021729,359088000,6.15485191345215,2020-01-14
6.19474983215332,6.21724987030029,6.11324977874756,6.13924980163574,263104000,6.11228847503662,2020-01-15
6.19299983978271,6.22924995422363,6.16949987411499,6.22324991226196,284192000,6.19591999053955,2020-01-16
6.24249982833862,6.25,6.18424987792969,6.23199987411499,253792000,6.20462989807129,2020-01-17
6.19525003433228,6.23225021362305,6.16424989700317,6.19850015640259,217916000,6.17127847671509,2020-01-21
6.24399995803833,6.33974981307983,6.22499990463257,6.25274991989136,239240000,6.22528982162476,2020-01-22
6.29300022125244,6.32999992370605,6.2037501335144,6.32149982452393,244516000,6.29373741149902,2020-01-23
6.4375,6.48750019073486,6.20749998092651,6.26200008392334,373512000,6.23449897766113,2020-01-24
5.95599985122681,6.05625009536743,5.80574989318848,6.00500011444092,470536000,5.97862863540649,2020-01-27
6.07124996185303,6.23175001144409,6.01774978637695,6.19925022125244,310976000,6.17202615737915,2020-01-28
6.18475008010864,6.22100019454956,6.09849977493286,6.13850021362305,258848000,6.11154222488403,2020-01-29
6.04024982452393,6.15875005722046,5.9850001335144,6.14524984359741,290504000,6.11826133728027,2020-01-30
6.09924983978271,6.11124992370605,5.86875009536743,5.91074991226196,370420000,5.88479232788086,2020-01-31
5.89249992370605,6.02775001525879,5.88625001907349,6.00825023651123,255564000,5.98186492919922,2020-02-03
6.15075016021729,6.19750022888184,6.10050010681152,6.17824983596802,271544000,6.15111637115479,2020-02-04
6.29974985122681,6.30999994277954,6.18524980545044,6.26900005340576,208220000,6.24147033691406,2020-02-05
6.30350017547607,6.35624980926514,6.22200012207031,6.35624980926514,218284000,6.32833671569824,2020-02-06
6.31599998474121,6.33825016021729,6.26424980163574,6.28975009918213,189752000,6.26212882995605,2020-02-07
6.3125,6.57499980926514,6.30749988555908,6.57425022125244,529608000,6.54537916183472,2020-02-10
6.68300008773804,6.8125,6.62074995040894,6.69724988937378,638556000,6.66783905029297,2020-02-11
6.7502498626709,6.82000017166138,6.71124982833862,6.81349992752075,374644000,6.78357696533203,2020-02-12
6.75524997711182,6.83699989318848,6.72774982452393,6.76949977874756,528016000,6.73977088928223,2020-02-13
7.18149995803833,7.37424993515015,7.15000009536743,7.24475002288818,1041924000,7.2129340171814,2020-02-14
7.14099979400635,7.43275022506714,7.12150001525879,7.41424989700317,620164000,7.38168954849243,2020-02-18
7.53725004196167,7.88525009155273,7.53725004196167,7.86749982833862,694332000,7.83294868469238,2020-02-19
7.81925010681152,7.90799999237061,7.40875005722046,7.71750020980835,810052000,7.68360710144043,2020-02-20
7.60475015640259,7.63000011444092,7.2664999961853,7.35174989700317,768180000,7.31946325302124,2020-02-21
6.75474977493286,7.04675006866455,6.69999980926514,6.83199977874756,856916000,6.80199575424194,2020-02-24
6.90749979019165,6.96974992752075,6.44899988174438,6.55124998092651,1055496000,6.52248001098633,2020-02-25
6.55149984359741,6.88625001907349,6.55000019073486,6.69124984741211,747732000,6.66186571121216,2020-02-26
6.37249994277954,6.67500019073486,6.22224998474121,6.31500005722046,906416000,6.2910270690918,2020-02-27
6.06150007247925,6.81150007247925,6.04475021362305,6.75174999237061,1133252000,6.72611999511719,2020-02-28
6.9225001335144,6.93975019454956,6.52500009536743,6.91074991226196,890744000,6.88451528549194,2020-03-02
6.9667501449585,7.02675008773804,6.56150007247925,6.64725017547607,652792000,6.62201595306396,2020-03-03
6.75500011444092,7.12225008010864,6.67999982833862,7.11275005340576,597408000,7.08574914932251,2020-03-04
6.91249990463257,7.07999992370605,6.78749990463257,6.83225011825562,540328000,6.80631351470947,2020-03-05
6.65199995040894,6.70975017547607,6.44999980926514,6.65100002288818,515412000,6.62575149536133,2020-03-06
5.99749994277954,6.4850001335144,5.95450019836426,6.13600015640259,614160000,6.11270761489868,2020-03-09
6.41349983215332,6.52699995040894,6.14975023269653,6.52699995040894,580648000,6.50222206115723,2020-03-10
6.38649988174438,6.41499996185303,6.06424999237061,6.16174983978271,499964000,6.13835906982422,2020-03-11
5.63649988174438,5.90299987792969,5.39499998092651,5.40775012969971,816540000,5.38722085952759,2020-03-12
5.76249980926514,6.02549982070923,5.49025011062622,6.02099990844727,634836000,5.99814367294312,2020-03-13
5.31024980545044,5.65250015258789,4.84999990463257,4.90999984741211,726972000,4.89136028289795,2020-03-16
5.02274990081787,5.52150011062622,4.77500009536743,5.43174982070923,833632000,5.41112995147705,2020-03-17
5.00250005722046,5.24849987030029,4.51700019836426,5.07049989700317,874268000,5.05125093460083,2020-03-18
5.04899978637695,5.41825008392334,4.83475017547607,5.32425022125244,765512000,5.30403852462769,2020-03-19
5.47499990463257,5.75799989700317,5.12825012207031,5.14375019073486,804636000,5.12422370910645,2020-03-20
5.14274978637695,5.41200017929077,4.96299982070923,5.31724977493286,643876000,5.29706430435181,2020-03-23
5.72499990463257,6.31650018692017,5.70125007629395,6.22949981689453,1101644000,6.20585203170776,2020-03-24
6.34499979019165,6.54549980163574,6.09149980545044,6.14050006866455,793432000,6.11718988418579,2020-03-25
6.34849977493286,6.55550003051758,6.25,6.43100023269653,696108000,6.40658712387085,2020-03-26
6.25,6.57800006866455,6.21700000762939,6.31825017929077,638828000,6.29426527023315,2020-03-27
6.38399982452393,6.64900016784668,6.33974981307983,6.6397500038147,602252000,6.61454439163208,2020-03-30
6.67999982833862,6.88500022888184,6.44374990463257,6.59000015258789,949960000,6.56498384475708,2020-03-31
6.3912501335144,6.53824996948242,6.03200006484985,6.07674980163574,656912000,6.05368185043335,2020-04-01
6.10599994659424,6.40000009536743,6.05775022506714,6.38675022125244,675764000,6.36250591278076,2020-04-02
6.34899997711182,6.39074993133545,5.95975017547607,6.09775018692017,663212000,6.07460260391235,2020-04-03
6.38100004196167,6.74700021743774,6.32324981689453,6.71000003814697,727884000,6.68452739715576,2020-04-06
6.93249988555908,6.95625019073486,6.43249988555908,6.47574996948242,784520000,6.4511661529541,2020-04-07
6.58524990081787,6.69875001907349,6.5149998664856,6.67374992370605,542444000,6.64841556549072,2020-04-08
6.80000019073486,6.82299995422363,6.51049995422363,6.57375001907349,525564000,6.54879570007324,2020-04-09
6.51375007629395,6.75500011444092,6.42500019073486,6.74625015258789,398408000,6.72064113616943,2020-04-13
6.875,7.13299989700317,6.84724998474121,7.09875011444092,530948000,7.07180166244507,2020-04-14
6.92999982833862,7.10424995422363,6.88450002670288,7.02099990844727,366148000,6.99434757232666,2020-04-15
7.17700004577637,7.47499990463257,7.16375017166138,7.36749982833862,745620000,7.33953142166138,2020-04-16
7.44999980926514,7.47149991989136,7.17350006103516,7.30800008773804,539120000,7.28025817871094,2020-04-17
7.18100023269653,7.33750009536743,7.13175010681152,7.17624998092651,449388000,7.14900684356689,2020-04-20
7.05775022506714,7.11924982070923,6.67775011062622,6.73775005340576,735160000,6.71217250823975,2020-04-21
6.93074989318848,7.19675016403198,6.88500022888184,7.15374994277954,483356000,7.12659358978271,2020-04-22
7.19600009918213,7.32849979400635,7.07499980926514,7.10024976730347,424160000,7.07329559326172,2020-04-23
7.09000015258789,7.24174976348877,7.0149998664856,7.23974990844727,352328000,7.21226644515991,2020-04-24
7.3747501373291,7.58750009536743,7.34999990463257,7.42700004577637,479388000,7.39880657196045,2020-04-27
7.57499980926514,7.60500001907349,7.27850008010864,7.28399991989136,442904000,7.25634908676147,2020-04-28
7.41925001144409,7.5145001411438,7.34375,7.46150016784668,379160000,7.4331750869751,2020-04-29
7.40724992752075,7.46150016784668,7.29300022125244,7.30700016021729,375916000,7.27926206588745,2020-04-30
7.1087498664856,7.22249984741211,7.02099990844727,7.06949996948242,342096000,7.04266214370728,2020-05-01
7.02199983596802,7.2960000038147,7.02199983596802,7.28224992752075,317556000,7.25460624694824,2020-05-04
7.38675022125244,7.50675010681152,7.28224992752075,7.3435001373291,368896000,7.31562423706055,2020-05-05
7.42325019836426,7.55000019073486,7.38525009155273,7.44474983215332,323464000,7.4164891242981,2020-05-06
7.58449983596802,7.68524980545044,7.53299999237061,7.62174987792969,373732000,7.59281635284424,2020-05-07
7.69374990463257,7.81874990463257,7.65974998474121,7.8125,339216000,7.78284215927124,2020-05-08
7.80749988555908,8.11250019073486,7.77874994277954,8.06550025939941,469060000,8.03488159179688,2020-05-11
8.12349987030029,8.17249965667725,7.79274988174438,7.80249977111816,493060000,7.77288103103638,2020-05-12
