"SMEA.MI.Open","SMEA.MI.High","SMEA.MI.Low","SMEA.MI.Close","SMEA.MI.Volume","SMEA.MI.Adjusted","Date"
79.4499969482422,79.7300033569336,79.4000015258789,79.6600036621094,11958,79.6600036621094,2024-05-10
79.6999969482422,79.7300033569336,79.5,79.6399993896484,19808,79.6399993896484,2024-05-13
79.6600036621094,79.7699966430664,79.5,79.7600021362305,12257,79.7600021362305,2024-05-14
80.1399993896484,80.2600021362305,79.879997253418,80.25,24063,80.25,2024-05-15
80.4400024414062,80.4400024414062,79.9499969482422,80.0199966430664,219650,80.0199966430664,2024-05-16
80.1100006103516,80.1100006103516,79.6999969482422,79.9300003051758,15266,79.9300003051758,2024-05-17
80.0999984741211,80.2600021362305,80.0100021362305,80.2600021362305,16009,80.2600021362305,2024-05-20
80.0100021362305,80.0699996948242,79.6699981689453,80.0599975585938,12779,80.0599975585938,2024-05-21
79.879997253418,79.9400024414062,79.629997253418,79.7799987792969,21094,79.7799987792969,2024-05-22
79.9599990844727,80.1600036621094,79.75,79.870002746582,8162,79.870002746582,2024-05-23
79.3499984741211,79.7600021362305,79.3199996948242,79.75,7304,79.75,2024-05-24
79.6900024414062,80.0500030517578,79.5,80.0500030517578,58760,80.0500030517578,2024-05-27
80.1900024414062,80.1900024414062,79.4199981689453,79.5299987792969,37279,79.5299987792969,2024-05-28
79.4199981689453,79.4400024414062,78.7099990844727,78.7200012207031,17635,78.7200012207031,2024-05-29
78.6699981689453,79.25,78.6699981689453,79.1900024414062,57777,79.1900024414062,2024-05-30
79.25,79.5500030517578,79.1699981689453,79.5199966430664,7820,79.5199966430664,2024-05-31
80.1900024414062,80.2699966430664,79.6900024414062,79.7600021362305,27739,79.7600021362305,2024-06-03
79.629997253418,79.629997253418,79.0899963378906,79.4199981689453,27855,79.4199981689453,2024-06-04
79.9599990844727,80.3600006103516,79.7900009155273,80.1800003051758,11769,80.1800003051758,2024-06-05
80.5699996948242,80.7699966430664,80.4199981689453,80.6900024414062,18787,80.6900024414062,2024-06-06
80.7699966430664,80.7699966430664,80.2300033569336,80.5400009155273,27334,80.5400009155273,2024-06-07
80.0100021362305,80.3199996948242,79.8300018310547,80.3199996948242,40386,80.3199996948242,2024-06-10
80.4899978637695,80.4899978637695,79.3600006103516,79.5899963378906,27526,79.5899963378906,2024-06-11
79.9199981689453,80.4899978637695,79.8499984741211,80.370002746582,25060,80.370002746582,2024-06-12
80.3399963378906,80.3399963378906,79.3000030517578,79.4300003051758,16151,79.4300003051758,2024-06-13
79.5599975585938,79.5599975585938,78.4400024414062,78.6399993896484,39819,78.6399993896484,2024-06-14
78.9000015258789,79.0800018310547,78.3499984741211,78.7300033569336,61516,78.7300033569336,2024-06-17
79.2300033569336,79.2399978637695,78.8199996948242,79.2399978637695,9068,79.2399978637695,2024-06-18
79.2699966430664,79.3300018310547,79.0899963378906,79.129997253418,33893,79.129997253418,2024-06-19
79.2699966430664,79.9000015258789,79.2699966430664,79.9000015258789,50381,79.9000015258789,2024-06-20
79.5800018310547,79.6500015258789,79.0599975585938,79.3099975585938,46905,79.3099975585938,2024-06-21
79.3099975585938,79.9700012207031,79.1999969482422,79.8300018310547,36995,79.8300018310547,2024-06-24
79.5999984741211,79.7099990844727,79.4899978637695,79.6800003051758,15175,79.6800003051758,2024-06-25
79.9400024414062,80.1699981689453,79.0400009155273,79.2399978637695,9536,79.2399978637695,2024-06-26
79.2300033569336,79.2900009155273,78.8899993896484,78.9100036621094,23021,78.9100036621094,2024-06-27
79.1900024414062,79.2399978637695,78.620002746582,78.7099990844727,13610,78.7099990844727,2024-06-28
79.5,79.5299987792969,78.9100036621094,78.9899978637695,22953,78.9899978637695,2024-07-01
78.6600036621094,78.6600036621094,78.25,78.6399993896484,124205,78.6399993896484,2024-07-02
78.9199981689453,79.3300018310547,78.9199981689453,79.2200012207031,19780,79.2200012207031,2024-07-03
79.4100036621094,79.7699966430664,79.4100036621094,79.6500015258789,8605,79.6500015258789,2024-07-04
79.9000015258789,80.0100021362305,79.3099975585938,79.5400009155273,16730,79.5400009155273,2024-07-05
79.4400024414062,79.9300003051758,79.4400024414062,79.4700012207031,25240,79.4700012207031,2024-07-08
79.2200012207031,79.4899978637695,78.6900024414062,78.75,21463,78.75,2024-07-09
78.9199981689453,79.4700012207031,78.8199996948242,79.4700012207031,10286,79.4700012207031,2024-07-10
79.6699981689453,80.0400009155273,79.5899963378906,79.8899993896484,26323,79.8899993896484,2024-07-11
80.0999984741211,80.7200012207031,80.0599975585938,80.629997253418,23822,80.629997253418,2024-07-12
80.3199996948242,80.629997253418,79.8000030517578,79.8000030517578,56038,79.8000030517578,2024-07-15
79.4199981689453,79.6600036621094,79.3099975585938,79.5699996948242,23199,79.5699996948242,2024-07-16
79.3199996948242,79.379997253418,78.8499984741211,79.1500015258789,19007,79.1500015258789,2024-07-17
79.5,79.6399993896484,78.9300003051758,78.9300003051758,19715,78.9300003051758,2024-07-18
78.7300033569336,78.7300033569336,78.4000015258789,78.4100036621094,6687,78.4100036621094,2024-07-19
78.8000030517578,79.4100036621094,78.7799987792969,79.1399993896484,17021,79.1399993896484,2024-07-22
79.25,79.6800003051758,78.9800033569336,79.2900009155273,16984,79.2900009155273,2024-07-23
78.6600036621094,78.9400024414062,78.5,78.75,20897,78.75,2024-07-24
78.0100021362305,78.1999969482422,77.4899978637695,78.1999969482422,33739,78.1999969482422,2024-07-25
78.2300033569336,78.8600006103516,78.2099990844727,78.8099975585938,15262,78.8099975585938,2024-07-26
79.1999969482422,79.2200012207031,78.5999984741211,78.620002746582,14275,78.620002746582,2024-07-29
78.8499984741211,79.1999969482422,78.7900009155273,78.9100036621094,40383,78.9100036621094,2024-07-30
79.8199996948242,79.8499984741211,79.4000015258789,79.5899963378906,15301,79.5899963378906,2024-07-31
79.5400009155273,79.5400009155273,78.4300003051758,78.4300003051758,25505,78.4300003051758,2024-08-01
77.75,77.7799987792969,76.379997253418,76.5100021362305,12768,76.5100021362305,2024-08-02
74.5,75,73.8099975585938,74.9100036621094,29218,74.9100036621094,2024-08-05
75.4300003051758,75.629997253418,74.5,75.0899963378906,38965,75.0899963378906,2024-08-06
75.370002746582,76.4700012207031,75.3600006103516,76.2399978637695,85525,76.2399978637695,2024-08-07
75.7799987792969,76.4599990844727,75.4000015258789,76.3600006103516,22113,76.3600006103516,2024-08-08
76.5699996948242,77.129997253418,76.4199981689453,76.7900009155273,24855,76.7900009155273,2024-08-09
77.0800018310547,77.1100006103516,76.629997253418,76.7600021362305,10869,76.7600021362305,2024-08-12
77.129997253418,77.1800003051758,76.5400009155273,77.1800003051758,5582,77.1800003051758,2024-08-13
77.5100021362305,77.5599975585938,77.2799987792969,77.5599975585938,9220,77.5599975585938,2024-08-14
78.6600036621094,78.8899993896484,78.5500030517578,78.7600021362305,4004,78.7600021362305,2024-08-16
78.6500015258789,79.3199996948242,78.6500015258789,79.25,20778,79.25,2024-08-19
79.3300018310547,79.4100036621094,78.9000015258789,78.8600006103516,5606,78.8600006103516,2024-08-20
78.9100036621094,79.1999969482422,78.9100036621094,79.1100006103516,5545,79.1100006103516,2024-08-21
79.2099990844727,79.629997253418,79.2099990844727,79.4599990844727,6439,79.4599990844727,2024-08-22
79.5500030517578,79.8899993896484,79.5199966430664,79.8199996948242,18033,79.8199996948242,2024-08-23
79.8399963378906,80,79.7300033569336,79.8399963378906,5922,79.8399963378906,2024-08-26
80,80.0899963378906,79.7600021362305,79.9199981689453,10355,79.9199981689453,2024-08-27
80.2099990844727,80.4100036621094,80.0899963378906,80.25,8059,80.25,2024-08-28
80.2900009155273,80.9000015258789,80.2900009155273,80.9000015258789,7554,80.9000015258789,2024-08-29
81,81.1999969482422,80.870002746582,80.870002746582,24882,80.870002746582,2024-08-30
80.75,80.870002746582,80.4499969482422,80.870002746582,16251,80.870002746582,2024-09-02
81,81,80,80.0699996948242,20439,80.0699996948242,2024-09-03
79.120002746582,79.4300003051758,79.120002746582,79.2799987792969,15500,79.2799987792969,2024-09-04
79.0899963378906,79.3600006103516,78.7799987792969,78.7799987792969,38644,78.7799987792969,2024-09-05
78.6500015258789,79.0599975585938,78.0100021362305,78.0100021362305,18618,78.0100021362305,2024-09-06
78.4400024414062,78.8099975585938,78.3899993896484,78.6900024414062,14591,78.6900024414062,2024-09-09
78.4199981689453,78.8499984741211,78.0899963378906,78.1900024414062,18091,78.1900024414062,2024-09-10
78.3600006103516,78.7399978637695,78.0100021362305,78.2900009155273,20915,78.2900009155273,2024-09-11
79.2099990844727,79.2099990844727,78.5,78.9100036621094,16608,78.9100036621094,2024-09-12
79.0899963378906,79.5899963378906,79.0899963378906,79.4899978637695,16543,79.4899978637695,2024-09-13
79.2799987792969,79.5699996948242,79.2799987792969,79.3600006103516,14508,79.3600006103516,2024-09-16
79.7099990844727,79.9899978637695,79.629997253418,79.629997253418,8634,79.629997253418,2024-09-17
79.5800018310547,79.5800018310547,79.1900024414062,79.1999969482422,9477,79.1999969482422,2024-09-18
80.0800018310547,80.370002746582,79.7699966430664,80.3300018310547,19783,80.3300018310547,2024-09-19
80.120002746582,80.120002746582,79.120002746582,79.1500015258789,19013,79.1500015258789,2024-09-20
79.1800003051758,79.5299987792969,79.1600036621094,79.5,16752,79.5,2024-09-23
80.2399978637695,80.25,79.8199996948242,80.0699996948242,11681,80.0699996948242,2024-09-24
79.7600021362305,80.1699981689453,79.620002746582,80.0100021362305,21226,80.0100021362305,2024-09-25
80.8199996948242,81.0999984741211,80.7200012207031,81.0100021362305,18774,81.0100021362305,2024-09-26
81.0899963378906,81.4599990844727,81.0299987792969,81.379997253418,14384,81.379997253418,2024-09-27
81.1999969482422,81.2600021362305,80.5100021362305,80.620002746582,40263,80.620002746582,2024-09-30
80.8499984741211,80.9899978637695,80.0599975585938,80.3300018310547,21670,80.3300018310547,2024-10-01
80.5800018310547,80.6699981689453,80,80.4100036621094,10163,80.4100036621094,2024-10-02
80.1999969482422,80.2300033569336,79.5199966430664,79.6699981689453,10011,79.6699981689453,2024-10-03
79.7399978637695,80.120002746582,79.6399993896484,80.0500030517578,11803,80.0500030517578,2024-10-04
80.0599975585938,80.2799987792969,79.7099990844727,80.1399993896484,17179,80.1399993896484,2024-10-07
79.4499969482422,79.879997253418,79.3499984741211,79.7200012207031,10819,79.7200012207031,2024-10-08
79.8399963378906,80.25,79.6999969482422,80.2399978637695,12126,80.2399978637695,2024-10-09
80.3399963378906,80.4400024414062,79.9100036621094,80.0999984741211,10881,80.0999984741211,2024-10-10
80.120002746582,80.5899963378906,79.9199981689453,80.5299987792969,16755,80.5299987792969,2024-10-11
80.5400009155273,80.9599990844727,80.4400024414062,80.9599990844727,15112,80.9599990844727,2024-10-14
81.1399993896484,81.2600021362305,80.2699966430664,80.2699966430664,27496,80.2699966430664,2024-10-15
80.0199966430664,80.2900009155273,79.9400024414062,80.0800018310547,15834,80.0800018310547,2024-10-16
80.1600036621094,81.0400009155273,80.1600036621094,80.8000030517578,15996,80.8000030517578,2024-10-17
80.8000030517578,81.0599975585938,80.7399978637695,80.9700012207031,20041,80.9700012207031,2024-10-18
80.9599990844727,81.1500015258789,80.4499969482422,80.4800033569336,15038,80.4800033569336,2024-10-21
80.5100021362305,80.5100021362305,79.8399963378906,80.2900009155273,14462,80.2900009155273,2024-10-22
80.3300018310547,80.4300003051758,80,80.0299987792969,16998,80.0299987792969,2024-10-23
80.25,80.5299987792969,80.0400009155273,80.0400009155273,7804,80.0400009155273,2024-10-24
80.0199966430664,80.1900024414062,79.8000030517578,80.0299987792969,23134,80.0299987792969,2024-10-25
80.3199996948242,80.4499969482422,79.8300018310547,80.370002746582,14223,80.370002746582,2024-10-28
80.6699981689453,80.6699981689453,79.879997253418,79.879997253418,17346,79.879997253418,2024-10-29
79.5299987792969,79.5299987792969,78.6900024414062,78.870002746582,48376,78.870002746582,2024-10-30
78.4300003051758,78.4499969482422,77.7200012207031,78.0199966430664,28770,78.0199966430664,2024-10-31
78.2399978637695,78.879997253418,78.2200012207031,78.879997253418,28762,78.879997253418,2024-11-01
78.8300018310547,79.0800018310547,78.5599975585938,78.5599975585938,12698,78.5599975585938,2024-11-04
78.6100006103516,78.8000030517578,78.4000015258789,78.5999984741211,17981,78.5999984741211,2024-11-05
79.4400024414062,80.0800018310547,78.0500030517578,78.2099990844727,29236,78.2099990844727,2024-11-06
78.3099975585938,78.9000015258789,78.3099975585938,78.6999969482422,11616,78.6999969482422,2024-11-07
78.7099990844727,78.7699966430664,77.9599990844727,78.1600036621094,18477,78.1600036621094,2024-11-08
78.8099975585938,79.1600036621094,78.7600021362305,79.0199966430664,9180,79.0199966430664,2024-11-11
78.370002746582,78.4300003051758,77.4000015258789,77.4100036621094,17689,77.4100036621094,2024-11-12
77.3399963378906,77.6100006103516,76.9100036621094,77.4199981689453,18378,77.4199981689453,2024-11-13
77.5599975585938,78.3000030517578,77.5,78.2699966430664,24411,78.2699966430664,2024-11-14
77.7600021362305,78.0100021362305,77.5,77.6100006103516,28466,77.6100006103516,2024-11-15
77.7600021362305,77.7600021362305,77.1800003051758,77.6500015258789,32096,77.6500015258789,2024-11-18
77.8600006103516,77.9800033569336,76.4899978637695,77.3000030517578,26313,77.3000030517578,2024-11-19
77.6600036621094,77.8199996948242,77.1600036621094,77.2699966430664,13246,77.2699966430664,2024-11-20
77.3399963378906,77.6800003051758,76.8399963378906,77.620002746582,19766,77.620002746582,2024-11-21
78.0800018310547,78.5599975585938,77.5999984741211,78.5599975585938,111079,78.5599975585938,2024-11-22
78.9100036621094,78.9499969482422,78.4100036621094,78.5100021362305,16873,78.5100021362305,2024-11-25
78.2099990844727,78.5,78.0199966430664,78.0800018310547,10159,78.0800018310547,2024-11-26
77.870002746582,77.9700012207031,77.620002746582,77.9300003051758,10263,77.9300003051758,2024-11-27
78.2699966430664,78.5299987792969,78.0999984741211,78.2799987792969,25524,78.2799987792969,2024-11-28
78.2399978637695,78.7399978637695,78.0800018310547,78.7399978637695,4075,78.7399978637695,2024-11-29
78.5100021362305,79.379997253418,78.5100021362305,79.2900009155273,27867,79.2900009155273,2024-12-02
79.5800018310547,79.7699966430664,79.4100036621094,79.5999984741211,28430,79.5999984741211,2024-12-03
79.8000030517578,80.0599975585938,79.6800003051758,79.9000015258789,7194,79.9000015258789,2024-12-04
79.9199981689453,80.1900024414062,79.9199981689453,80.1600036621094,13937,80.1600036621094,2024-12-05
80.25,80.4899978637695,80.0999984741211,80.3099975585938,13130,80.3099975585938,2024-12-06
80.620002746582,80.620002746582,80.2799987792969,80.4400024414062,20483,80.4400024414062,2024-12-09
80.1800003051758,80.3600006103516,79.9700012207031,80,22358,80,2024-12-10
79.879997253418,80.2200012207031,79.7799987792969,80.1800003051758,9565,80.1800003051758,2024-12-11
80.3300018310547,80.3300018310547,80.0599975585938,80.0899963378906,13749,80.0899963378906,2024-12-12
80.0199966430664,80.1100006103516,79.5599975585938,79.8000030517578,7354,79.8000030517578,2024-12-13
80.0699996948242,80.0699996948242,79.5,79.7099990844727,23797,79.7099990844727,2024-12-16
79.1999969482422,79.5599975585938,79.1900024414062,79.4300003051758,9610,79.4300003051758,2024-12-17
79.4599990844727,79.6100006103516,79.3499984741211,79.4800033569336,20380,79.4800033569336,2024-12-18
78.5500030517578,78.7200012207031,78.1600036621094,78.3099975585938,17588,78.3099975585938,2024-12-19
77.7600021362305,77.7600021362305,76.8099975585938,77.5999984741211,9109,77.5999984741211,2024-12-20
77.5,77.9199981689453,77.4300003051758,77.5699996948242,6771,77.5699996948242,2024-12-23
77.8199996948242,78.3399963378906,77.6999969482422,78.3399963378906,16483,78.3399963378906,2024-12-27
78.0100021362305,78.3300018310547,77.75,77.8000030517578,31305,77.8000030517578,2024-12-30
78.6699981689453,79.0599975585938,78.129997253418,79.0599975585938,36935,79.0599975585938,2025-01-02
78.9300003051758,78.9300003051758,78.5,78.5400009155273,11399,78.5400009155273,2025-01-03
78.8000030517578,79.3199996948242,78.5899963378906,79.379997253418,12439,79.379997253418,2025-01-06
79.2300033569336,79.7200012207031,78.9899978637695,79.5599975585938,11123,79.5599975585938,2025-01-07
79.6600036621094,79.9899978637695,79.0699996948242,79.5,17619,79.5,2025-01-08
79.1500015258789,79.9199981689453,79.0599975585938,79.8600006103516,10091,79.8600006103516,2025-01-09
79.7900009155273,79.879997253418,79.1600036621094,79.1600036621094,8525,79.1600036621094,2025-01-10
78.8199996948242,78.870002746582,78.4300003051758,78.7699966430664,10155,78.7699966430664,2025-01-13
79.1399993896484,79.2399978637695,78.6999969482422,78.6999969482422,9063,78.6999969482422,2025-01-14
78.9899978637695,79.8099975585938,78.9000015258789,79.6800003051758,24339,79.6800003051758,2025-01-15
80.2300033569336,80.5599975585938,80.129997253418,80.5599975585938,14903,80.5599975585938,2025-01-16
80.8399963378906,81.1500015258789,80.8300018310547,81,18079,81,2025-01-17
81.0599975585938,81.3399963378906,80.8899993896484,81.0699996948242,11157,81.0699996948242,2025-01-20
80.9899978637695,81.4000015258789,80.9899978637695,81.4000015258789,16099,81.4000015258789,2025-01-21
81.5999984741211,82.0800018310547,81.5899963378906,81.7099990844727,62042,81.7099990844727,2025-01-22
81.6900024414062,82.0800018310547,81.5599975585938,82.0800018310547,43048,82.0800018310547,2025-01-23
82.4000015258789,82.5899963378906,81.9199981689453,82.0500030517578,30994,82.0500030517578,2025-01-24
81.5599975585938,82.1500015258789,81.3199996948242,82.0400009155273,39835,82.0400009155273,2025-01-27
82.3199996948242,82.629997253418,82.2300033569336,82.3000030517578,4313,82.3000030517578,2025-01-28
82.7699966430664,82.9000015258789,82.5500030517578,82.7300033569336,10245,82.7300033569336,2025-01-29
82.9700012207031,83.9499969482422,82.9700012207031,83.4400024414062,19062,83.4400024414062,2025-01-30
83.6500015258789,83.879997253418,83.4199981689453,83.620002746582,26116,83.620002746582,2025-01-31
82.2600021362305,82.9199981689453,82.1999969482422,82.8600006103516,51691,82.8600006103516,2025-02-03
82.8099975585938,83.1100006103516,82.3000030517578,83.1100006103516,16979,83.1100006103516,2025-02-04
82.9899978637695,83.4599990844727,82.9100036621094,83.4599990844727,32337,83.4599990844727,2025-02-05
83.879997253418,84.5,83.7699966430664,84.4499969482422,20678,84.4499969482422,2025-02-06
84.3899993896484,84.4599990844727,84.0199966430664,84.129997253418,29792,84.129997253418,2025-02-07
84.3300018310547,84.6699981689453,84.2900009155273,84.5999984741211,16582,84.5999984741211,2025-02-10
84.629997253418,84.8399963378906,84.4899978637695,84.8099975585938,15801,84.8099975585938,2025-02-11
84.9400024414062,85,84.5,84.9199981689453,33347,84.9199981689453,2025-02-12
85.4599990844727,85.9000015258789,85.0800018310547,85.9000015258789,42772,85.9000015258789,2025-02-13
85.8099975585938,86,85.5400009155273,85.6699981689453,31644,85.6699981689453,2025-02-14
85.7600021362305,86.1600036621094,85.7399978637695,86.1600036621094,30766,86.1600036621094,2025-02-17
