"SMEA.MI.Open","SMEA.MI.High","SMEA.MI.Low","SMEA.MI.Close","SMEA.MI.Volume","SMEA.MI.Adjusted","Date"
72.5400009155273,72.620002746582,71.620002746582,72.0400009155273,16751,72.0400009155273,2024-01-02
72.0699996948242,72.1399993896484,71.1999969482422,71.4400024414062,12645,71.4400024414062,2024-01-03
71.6600036621094,71.9400024414062,71.4400024414062,71.9400024414062,6622,71.9400024414062,2024-01-04
71.4899978637695,71.9000015258789,71.0999984741211,71.7900009155273,8698,71.7900009155273,2024-01-05
71.75,71.9700012207031,71.3399963378906,71.9700012207031,50228,71.9700012207031,2024-01-08
71.9700012207031,72.0599975585938,71.5699996948242,71.8000030517578,9682,71.8000030517578,2024-01-09
71.6399993896484,71.8399963378906,71.5999984741211,71.7099990844727,9717,71.7099990844727,2024-01-10
72.129997253418,72.2399978637695,71.1500015258789,71.1500015258789,16489,71.1500015258789,2024-01-11
71.5999984741211,71.9199981689453,71.4899978637695,71.7699966430664,8270,71.7699966430664,2024-01-12
71.7799987792969,71.9000015258789,71.3099975585938,71.3899993896484,22087,71.3899993896484,2024-01-15
70.870002746582,71.2600021362305,70.870002746582,71.2600021362305,11141,71.2600021362305,2024-01-16
70.4700012207031,70.4700012207031,70.0800018310547,70.4499969482422,13838,70.4499969482422,2024-01-17
70.5800018310547,70.8899993896484,70.4400024414062,70.8399963378906,6086,70.8399963378906,2024-01-18
71.1399993896484,71.1699981689453,70.5,70.5899963378906,50543,70.5899963378906,2024-01-19
71.1800003051758,71.2600021362305,70.9000015258789,71.1699981689453,14671,71.1699981689453,2024-01-22
71.370002746582,71.3899993896484,70.9000015258789,70.9499969482422,10476,70.9499969482422,2024-01-23
71.5999984741211,71.8000030517578,71.4700012207031,71.8000030517578,16527,71.8000030517578,2024-01-24
71.6399993896484,72.0199966430664,71.5,71.9599990844727,28694,71.9599990844727,2024-01-25
72.3000030517578,72.9000015258789,72.3000030517578,72.8300018310547,25316,72.8300018310547,2024-01-26
72.9400024414062,72.9800033569336,72.7699966430664,72.9800033569336,9676,72.9800033569336,2024-01-29
73.1500015258789,73.2699966430664,72.9899978637695,73.120002746582,9459,73.120002746582,2024-01-30
73.3300018310547,73.3899993896484,73.0999984741211,73.129997253418,12092,73.129997253418,2024-01-31
72.7399978637695,73.1100006103516,72.6999969482422,72.8899993896484,18708,72.8899993896484,2024-02-01
73.3000030517578,73.370002746582,72.8600006103516,72.8600006103516,17420,72.8600006103516,2024-02-02
72.9700012207031,73.120002746582,72.7300033569336,72.879997253418,22395,72.879997253418,2024-02-05
73.2200012207031,73.3099975585938,72.8499984741211,73.3099975585938,17522,73.3099975585938,2024-02-06
73.4199981689453,73.4300003051758,73.0400009155273,73.0599975585938,11635,73.0599975585938,2024-02-07
73.120002746582,73.3199996948242,73,73,8591,73,2024-02-08
73.0899963378906,73.1699981689453,72.8099975585938,73.0100021362305,13489,73.0100021362305,2024-02-09
73.25,73.379997253418,73.1100006103516,73.379997253418,12626,73.379997253418,2024-02-12
73.3000030517578,73.3000030517578,72.5100021362305,72.6900024414062,29358,72.6900024414062,2024-02-13
72.7600021362305,73.0999984741211,72.7600021362305,73.0800018310547,10739,73.0800018310547,2024-02-14
73.4700012207031,73.6100006103516,73.379997253418,73.5400009155273,11317,73.5400009155273,2024-02-15
73.8499984741211,74.0899963378906,73.8399963378906,74.0299987792969,19095,74.0299987792969,2024-02-16
73.9599990844727,74.1800003051758,73.870002746582,74.129997253418,17228,74.129997253418,2024-02-19
74.0999984741211,74.2200012207031,73.9400024414062,74.0899963378906,11747,74.0899963378906,2024-02-20
74.0100021362305,74.0500030517578,73.8300018310547,74.0299987792969,36375,74.0299987792969,2024-02-21
74.8499984741211,74.8499984741211,74.4599990844727,74.6900024414062,17428,74.6900024414062,2024-02-22
74.8399963378906,75.0500030517578,74.6800003051758,74.9800033569336,10903,74.9800033569336,2024-02-23
74.879997253418,74.9199981689453,74.6800003051758,74.7099990844727,10963,74.7099990844727,2024-02-26
74.7699966430664,74.8499984741211,74.5400009155273,74.8300018310547,25471,74.8300018310547,2024-02-27
74.8099975585938,74.8199996948242,74.4899978637695,74.5699996948242,7753,74.5699996948242,2024-02-28
74.870002746582,74.870002746582,74.5500030517578,74.5500030517578,9475,74.5500030517578,2024-02-29
74.9199981689453,75.0500030517578,74.5800018310547,75.0199966430664,12645,75.0199966430664,2024-03-01
75.129997253418,75.129997253418,74.8000030517578,75.0299987792969,11708,75.0299987792969,2024-03-04
74.870002746582,75.0299987792969,74.7200012207031,74.8600006103516,10112,74.8600006103516,2024-03-05
74.8099975585938,75.2200012207031,74.8000030517578,75.1399993896484,12005,75.1399993896484,2024-03-06
75.1600036621094,76.0899963378906,74.9599990844727,76.0500030517578,31341,76.0500030517578,2024-03-07
76.0500030517578,76.1999969482422,75.9499969482422,75.9700012207031,9358,75.9700012207031,2024-03-08
75.6600036621094,75.8099975585938,75.5,75.7399978637695,10114,75.7399978637695,2024-03-11
76.1800003051758,76.5599975585938,75.9499969482422,76.4899978637695,13692,76.4899978637695,2024-03-12
76.5400009155273,76.8000030517578,76.4899978637695,76.6500015258789,21572,76.6500015258789,2024-03-13
76.7699966430664,76.9700012207031,76.4100036621094,76.5800018310547,11818,76.5800018310547,2024-03-14
76.5800018310547,76.9199981689453,76.2699966430664,76.2699966430664,16716,76.2699966430664,2024-03-15
76.4199981689453,76.4199981689453,76.0699996948242,76.1500015258789,9961,76.1500015258789,2024-03-18
76.120002746582,76.3499984741211,76.0199966430664,76.3499984741211,13293,76.3499984741211,2024-03-19
76.0599975585938,76.4100036621094,76.0599975585938,76.3399963378906,15667,76.3399963378906,2024-03-20
77.0599975585938,77.2699966430664,76.620002746582,77.0599975585938,15267,77.0599975585938,2024-03-21
76.870002746582,77.1600036621094,76.870002746582,77.1100006103516,15640,77.1100006103516,2024-03-22
77.1100006103516,77.25,76.8099975585938,77.1699981689453,21103,77.1699981689453,2024-03-25
77.129997253418,77.3199996948242,76.9400024414062,77.2699966430664,8129,77.2699966430664,2024-03-26
77.3300018310547,77.5,77.1699981689453,77.4000015258789,14100,77.4000015258789,2024-03-27
77.5,77.7200012207031,77.4499969482422,77.620002746582,20009,77.620002746582,2024-03-28
78.4300003051758,78.4300003051758,76.9199981689453,76.9899978637695,13066,76.9899978637695,2024-04-02
77.0500030517578,77.2300033569336,76.8300018310547,77.2300033569336,14857,77.2300033569336,2024-04-03
77.1900024414062,77.4499969482422,77.1800003051758,77.3099975585938,11277,77.3099975585938,2024-04-04
76.5199966430664,76.6500015258789,76.3199996948242,76.6500015258789,19734,76.6500015258789,2024-04-05
76.6800003051758,77.120002746582,76.5999984741211,77.0199966430664,10213,77.0199966430664,2024-04-08
76.9199981689453,77.0599975585938,76.4700012207031,76.5800018310547,9668,76.5800018310547,2024-04-09
77.0999984741211,77.1500015258789,76.129997253418,76.7300033569336,7940,76.7300033569336,2024-04-10
76.5800018310547,76.870002746582,76.0999984741211,76.4300003051758,13084,76.4300003051758,2024-04-11
77.1100006103516,77.3899993896484,76.4899978637695,76.629997253418,11303,76.629997253418,2024-04-12
76.8000030517578,77.3000030517578,76.5899963378906,76.7200012207031,12115,76.7200012207031,2024-04-15
75.8199996948242,75.9599990844727,75.3399963378906,75.6399993896484,30450,75.6399993896484,2024-04-16
75.6100006103516,76.1500015258789,75.5899963378906,75.5899963378906,24603,75.5899963378906,2024-04-17
75.8399963378906,75.879997253418,75.4000015258789,75.8199996948242,8038,75.8199996948242,2024-04-18
75.2300033569336,75.7600021362305,75.1500015258789,75.7099990844727,19214,75.7099990844727,2024-04-19
76.2799987792969,76.3899993896484,75.9199981689453,76.3199996948242,20191,76.3199996948242,2024-04-22
76.879997253418,77.1800003051758,76.6999969482422,77.1800003051758,10806,77.1800003051758,2024-04-23
77.4000015258789,77.4000015258789,76.8499984741211,76.8899993896484,16866,76.8899993896484,2024-04-24
76.7799987792969,76.9400024414062,76.0500030517578,76.4199981689453,5614,76.4199981689453,2024-04-25
77.0100021362305,77.3899993896484,76.8399963378906,77.3300018310547,12211,77.3300018310547,2024-04-26
77.6999969482422,77.7200012207031,77.3399963378906,77.3399963378906,16425,77.3399963378906,2024-04-29
77.5800018310547,77.5800018310547,76.9199981689453,76.9400024414062,11340,76.9400024414062,2024-04-30
77,77,76.6500015258789,76.6500015258789,20666,76.6500015258789,2024-05-02
76.9800033569336,77.5699996948242,76.870002746582,77.0599975585938,5168,77.0599975585938,2024-05-03
77.2600021362305,77.7300033569336,77.2099990844727,77.5699996948242,22921,77.5699996948242,2024-05-06
77.870002746582,78.4499969482422,77.8399963378906,78.4300003051758,15426,78.4300003051758,2024-05-07
78.5699996948242,78.8000030517578,78.5,78.7099990844727,6967,78.7099990844727,2024-05-08
78.8199996948242,79.0899963378906,78.5899963378906,79.0599975585938,9920,79.0599975585938,2024-05-09
