"ENV.MI.Open","ENV.MI.High","ENV.MI.Low","ENV.MI.Close","ENV.MI.Volume","ENV.MI.Adjusted","Date"
3.26999998092651,3.3199999332428,3.19000005722046,3.3199999332428,5724,2.82057285308838,2020-03-02
3.27999997138977,3.27999997138977,3.27999997138977,3.27999997138977,1000,2.78659009933472,2020-03-03
3.23000001907349,3.24000000953674,3.20000004768372,3.24000000953674,3735,2.75260734558105,2020-03-04
3.16000008583069,3.16000008583069,3.14000010490417,3.14000010490417,2622,2.66765022277832,2020-03-05
3.05999994277954,3.19000005722046,3.05999994277954,3.13000011444092,1677,2.65915465354919,2020-03-06
3.04999995231628,3.04999995231628,2.84999990463257,3.04999995231628,4687,2.59118914604187,2020-03-09
2.80999994277954,2.99000000953674,2.80999994277954,2.99000000953674,585,2.5402147769928,2020-03-10
3.15000009536743,3.15000009536743,2.90000009536743,2.90000009536743,10689,2.46375346183777,2020-03-11
2.83999991416931,3.11999988555908,2.72000002861023,2.72000002861023,3722,2.31083083152771,2020-03-12
2.84999990463257,2.91000008583069,2.84999990463257,2.91000008583069,4271,2.47224926948547,2020-03-13
2.91000008583069,2.91000008583069,2.76999998092651,2.76999998092651,1900,2.3533091545105,2020-03-16
2.85999989509583,2.91000008583069,2.65000009536743,2.75999999046326,5489,2.34481358528137,2020-03-17
2.75999999046326,2.75999999046326,2.75999999046326,2.75999999046326,0,2.34481358528137,2020-03-18
2.75999999046326,2.75999999046326,2.75999999046326,2.75999999046326,0,2.34481358528137,2020-03-19
2.64000010490417,2.95000004768372,2.64000010490417,2.89000010490417,12181,2.45525765419006,2020-03-20
2.89000010490417,2.89000010490417,2.89000010490417,2.89000010490417,0,2.45525765419006,2020-03-23
3,3,2.82999992370605,2.90000009536743,8513,2.46375346183777,2020-03-24
2.98000001907349,2.98000001907349,2.92000007629395,2.92000007629395,2787,2.4807448387146,2020-03-25
2.86999988555908,2.94000005722046,2.84999990463257,2.94000005722046,863,2.49773621559143,2020-03-26
2.95000004768372,2.95000004768372,2.85999989509583,2.9300000667572,487,2.48924040794373,2020-03-27
2.91000008583069,3.14000010490417,2.86999988555908,2.99000000953674,15805,2.5402147769928,2020-03-30
3.05999994277954,3.16000008583069,2.97000002861023,3.11999988555908,8217,2.65065884590149,2020-03-31
3.02999997138977,3.1800000667572,3,3.08999991416931,7949,2.62517166137695,2020-04-01
3.17000007629395,3.28999996185303,3.0699999332428,3.10999989509583,14405,2.64216303825378,2020-04-02
3.07999992370605,3.33999991416931,3.01999998092651,3.01999998092651,13588,2.56570196151733,2020-04-03
3,3.28999996185303,3,3.11999988555908,21545,2.65065884590149,2020-04-06
3.14000010490417,3.19000005722046,3.14000010490417,3.19000005722046,825,2.71012878417969,2020-04-07
3.20000004768372,3.20000004768372,3.09999990463257,3.19000005722046,6059,2.71012878417969,2020-04-08
3.3199999332428,3.3199999332428,3.16000008583069,3.17000007629395,3473,2.69313740730286,2020-04-09
3.21000003814697,3.22000002861023,3.07999992370605,3.19000005722046,7067,2.71012878417969,2020-04-14
3.30999994277954,3.30999994277954,3.07999992370605,3.09999990463257,540,2.63366746902466,2020-04-15
3.0699999332428,3.26999998092651,3.03999996185303,3.13000011444092,4338,2.65915465354919,2020-04-16
3.1800000667572,3.20000004768372,3.1800000667572,3.20000004768372,3005,2.71862435340881,2020-04-17
3.09999990463257,3.27999997138977,3.09999990463257,3.27999997138977,34,2.78659009933472,2020-04-20
3.19000005722046,3.22000002861023,3.04999995231628,3.04999995231628,928,2.59118914604187,2020-04-21
3.16000008583069,3.27999997138977,3.16000008583069,3.19000005722046,2300,2.71012878417969,2020-04-22
3.16000008583069,3.25999999046326,3.11999988555908,3.25999999046326,2474,2.76959896087646,2020-04-23
3.14000010490417,3.20000004768372,3.14000010490417,3.20000004768372,7901,2.71862435340881,2020-04-24
3.20000004768372,3.24000000953674,3.13000011444092,3.24000000953674,2984,2.75260734558105,2020-04-27
3.27999997138977,3.27999997138977,3.14000010490417,3.25999999046326,2124,2.76959896087646,2020-04-28
3.25999999046326,3.25999999046326,3.25999999046326,3.25999999046326,3,2.76959896087646,2020-04-29
3.15000009536743,3.22000002861023,3.15000009536743,3.15000009536743,1506,2.67614603042603,2020-04-30
3.22000002861023,3.22000002861023,3.15000009536743,3.15000009536743,252,2.67614603042603,2020-05-04
3.20000004768372,3.35999989509583,3.1800000667572,3.29999995231628,14428,2.80358147621155,2020-05-05
3.1800000667572,3.19000005722046,3.16000008583069,3.19000005722046,2884,2.71012878417969,2020-05-06
3.19000005722046,3.19000005722046,3.17000007629395,3.17000007629395,1095,2.69313740730286,2020-05-07
3.17000007629395,3.17000007629395,3.17000007629395,3.17000007629395,0,2.69313740730286,2020-05-08
3.20000004768372,3.20000004768372,3.20000004768372,3.20000004768372,310,2.71862435340881,2020-05-11
3.21000003814697,3.23000001907349,3.15000009536743,3.23000001907349,2210,2.74411153793335,2020-05-12
3.15000009536743,3.22000002861023,3.09999990463257,3.16000008583069,2375,2.68464183807373,2020-05-13
3.23000001907349,3.23000001907349,3.11999988555908,3.11999988555908,510,2.65065884590149,2020-05-14
3.07999992370605,3.07999992370605,2.9300000667572,2.99000000953674,2850,2.5402147769928,2020-05-15
3.01999998092651,3.1800000667572,3.00999999046326,3.02999997138977,12658,2.57419753074646,2020-05-18
3.11999988555908,3.11999988555908,3.10999989509583,3.10999989509583,1100,2.64216303825378,2020-05-19
3.10999989509583,3.10999989509583,3.10999989509583,3.10999989509583,0,2.64216303825378,2020-05-20
3.09999990463257,3.09999990463257,3.00999999046326,3.07999992370605,2020,2.61667609214783,2020-05-21
3.00999999046326,3.11999988555908,3.00999999046326,3.11999988555908,1230,2.65065884590149,2020-05-22
3.04999995231628,3.11999988555908,3.01999998092651,3.11999988555908,2925,2.65065884590149,2020-05-25
3.02999997138977,3.11999988555908,3.02999997138977,3.11999988555908,805,2.65065884590149,2020-05-26
3.02999997138977,3.11999988555908,3.00999999046326,3.11999988555908,2735,2.65065884590149,2020-05-27
3.11999988555908,3.11999988555908,3.11999988555908,3.11999988555908,0,2.65065884590149,2020-05-28
3.04999995231628,3.10999989509583,3.04999995231628,3.10999989509583,1500,2.64216303825378,2020-05-29
3,3.11999988555908,3,3.11999988555908,120,2.65065884590149,2020-06-01
3.11999988555908,3.11999988555908,3.11999988555908,3.11999988555908,0,2.65065884590149,2020-06-02
3.02999997138977,3.15000009536743,3,3.10999989509583,7056,2.64216303825378,2020-06-03
3.09999990463257,3.11999988555908,3.04999995231628,3.11999988555908,2410,2.65065884590149,2020-06-04
3.10999989509583,3.10999989509583,3.04999995231628,3.09999990463257,710,2.63366746902466,2020-06-05
3.05999994277954,3.10999989509583,3.04999995231628,3.10999989509583,1520,2.64216303825378,2020-06-08
3.03999996185303,3.09999990463257,3.03999996185303,3.09999990463257,1210,2.63366746902466,2020-06-09
3.08999991416931,3.08999991416931,3.08999991416931,3.08999991416931,100,2.62517166137695,2020-06-10
3.04999995231628,3.10999989509583,3.03999996185303,3.09999990463257,1190,2.63366746902466,2020-06-11
3.01999998092651,3.09999990463257,3.00999999046326,3.07999992370605,3471,2.61667609214783,2020-06-12
3.08999991416931,3.08999991416931,3.08999991416931,3.08999991416931,10,2.62517166137695,2020-06-15
3.0699999332428,3.0699999332428,3.0699999332428,3.0699999332428,1014,2.6081805229187,2020-06-16
3.0699999332428,3.0699999332428,3.0699999332428,3.0699999332428,0,2.6081805229187,2020-06-17
3.14000010490417,3.14000010490417,3.01999998092651,3.09999990463257,9854,2.63366746902466,2020-06-18
3.09999990463257,3.15000009536743,3.02999997138977,3.11999988555908,4912,2.65065884590149,2020-06-19
3.02999997138977,3.09999990463257,3.02999997138977,3.09999990463257,80,2.63366746902466,2020-06-22
3.11999988555908,3.11999988555908,3.09999990463257,3.09999990463257,4800,2.63366746902466,2020-06-23
3.15000009536743,3.15000009536743,3.00999999046326,3.07999992370605,1510,2.61667609214783,2020-06-24
3.07999992370605,3.07999992370605,3.07999992370605,3.07999992370605,0,2.61667609214783,2020-06-25
3,3,2.95000004768372,2.98000001907349,4660,2.53171896934509,2020-06-26
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,1000,2.5402147769928,2020-06-29
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,0,2.5402147769928,2020-06-30
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,0,2.5402147769928,2020-07-01
2.95000004768372,2.97000002861023,2.90000009536743,2.95000004768372,3338,2.50623178482056,2020-07-02
2.8199999332428,2.94000005722046,2.8199999332428,2.94000005722046,511,2.49773621559143,2020-07-03
2.9300000667572,2.96000003814697,2.9300000667572,2.94000005722046,3203,2.49773621559143,2020-07-06
2.84999990463257,2.96000003814697,2.84999990463257,2.96000003814697,937,2.51472783088684,2020-07-07
2.83999991416931,2.95000004768372,2.83999991416931,2.95000004768372,800,2.50623178482056,2020-07-08
2.94000005722046,2.94000005722046,2.94000005722046,2.94000005722046,500,2.49773621559143,2020-07-09
2.96000003814697,3.03999996185303,2.96000003814697,3.03999996185303,1655,2.58269333839417,2020-07-10
3.05999994277954,3.05999994277954,2.97000002861023,2.97000002861023,1737,2.52322340011597,2020-07-13
2.94000005722046,2.94000005722046,2.92000007629395,2.92000007629395,2266,2.4807448387146,2020-07-14
2.85999989509583,2.96000003814697,2.79999995231628,2.89000010490417,12009,2.45525765419006,2020-07-15
2.85999989509583,2.94000005722046,2.80999994277954,2.88000011444092,3005,2.44676232337952,2020-07-16
2.88000011444092,2.88000011444092,2.88000011444092,2.88000011444092,0,2.44676232337952,2020-07-17
2.89000010490417,2.89000010490417,2.88000011444092,2.88000011444092,628,2.44676232337952,2020-07-20
2.88000011444092,2.98000001907349,2.88000011444092,2.98000001907349,7424,2.53171896934509,2020-07-21
3.00999999046326,3.08999991416931,3,3.00999999046326,12600,2.55720615386963,2020-07-22
3.07999992370605,3.07999992370605,3.07999992370605,3.07999992370605,8,2.61667609214783,2020-07-23
3.07999992370605,3.07999992370605,3.07999992370605,3.07999992370605,0,2.61667609214783,2020-07-24
2.98000001907349,3.02999997138977,2.96000003814697,3.02999997138977,1032,2.57419753074646,2020-07-27
3.02999997138977,3.02999997138977,3.02999997138977,3.02999997138977,0,2.57419753074646,2020-07-28
3.02999997138977,3.02999997138977,3.02999997138977,3.02999997138977,0,2.57419753074646,2020-07-29
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,625,2.5402147769928,2020-07-30
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,0,2.5402147769928,2020-07-31
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,1295,2.52322340011597,2020-08-03
2.97000002861023,2.99000000953674,2.90000009536743,2.99000000953674,2090,2.5402147769928,2020-08-04
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,0,2.5402147769928,2020-08-05
2.98000001907349,2.99000000953674,2.98000001907349,2.99000000953674,34,2.5402147769928,2020-08-06
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,0,2.5402147769928,2020-08-07
2.89000010490417,2.90000009536743,2.89000010490417,2.90000009536743,1500,2.46375346183777,2020-08-10
2.90000009536743,2.9300000667572,2.89000010490417,2.9300000667572,1000,2.48924040794373,2020-08-11
2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,550,2.46375346183777,2020-08-12
2.9300000667572,2.94000005722046,2.90000009536743,2.9300000667572,2000,2.48924040794373,2020-08-13
2.9300000667572,2.9300000667572,2.9300000667572,2.9300000667572,0,2.48924040794373,2020-08-14
2.95000004768372,3,2.85999989509583,2.99000000953674,1838,2.5402147769928,2020-08-17
2.89000010490417,3.03999996185303,2.89000010490417,3.03999996185303,2781,2.58269333839417,2020-08-18
2.91000008583069,3.08999991416931,2.91000008583069,2.97000002861023,2213,2.52322340011597,2020-08-19
3.08999991416931,3.08999991416931,3.08999991416931,3.08999991416931,10,2.62517166137695,2020-08-20
3.08999991416931,3.08999991416931,2.96000003814697,3.08999991416931,298,2.62517166137695,2020-08-21
2.95000004768372,3.08999991416931,2.95000004768372,2.97000002861023,7033,2.52322340011597,2020-08-24
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,0,2.52322340011597,2020-08-25
3.08999991416931,3.08999991416931,3.08999991416931,3.08999991416931,55,2.62517166137695,2020-08-26
3.04999995231628,3.08999991416931,3.04999995231628,3.08999991416931,1000,2.62517166137695,2020-08-27
2.98000001907349,3.07999992370605,2.98000001907349,3.07999992370605,820,2.61667609214783,2020-08-28
2.97000002861023,3.00999999046326,2.97000002861023,3.00999999046326,1020,2.55720615386963,2020-08-31
3.08999991416931,3.08999991416931,2.96000003814697,3.05999994277954,2332,2.599684715271,2020-09-01
2.94000005722046,3.04999995231628,2.94000005722046,3.04999995231628,1250,2.59118914604187,2020-09-02
3.04999995231628,3.04999995231628,3.04999995231628,3.04999995231628,0,2.59118914604187,2020-09-03
3.03999996185303,3.08999991416931,2.95000004768372,3.07999992370605,3818,2.61667609214783,2020-09-04
2.96000003814697,3.01999998092651,2.92000007629395,2.96000003814697,6932,2.51472783088684,2020-09-07
2.96000003814697,3.07999992370605,2.96000003814697,2.97000002861023,4062,2.52322340011597,2020-09-08
3,3.05999994277954,2.96000003814697,3.02999997138977,3784,2.57419753074646,2020-09-09
2.92000007629395,3,2.92000007629395,3,1500,2.54871034622192,2020-09-10
3,3,3,3,0,2.54871034622192,2020-09-11
3,3,3,3,0,2.54871034622192,2020-09-14
3.05999994277954,3.05999994277954,2.9300000667572,3,2830,2.54871034622192,2020-09-15
3,3,3,3,0,2.54871034622192,2020-09-16
3,3,3,3,0,2.54871034622192,2020-09-17
3,3,3,3,0,2.54871034622192,2020-09-18
2.9300000667572,2.99000000953674,2.91000008583069,2.99000000953674,415,2.5402147769928,2020-09-21
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,0,2.5402147769928,2020-09-22
2.99000000953674,2.99000000953674,2.99000000953674,2.99000000953674,0,2.5402147769928,2020-09-23
2.90000009536743,2.99000000953674,2.85999989509583,2.99000000953674,794,2.5402147769928,2020-09-24
2.85999989509583,2.97000002861023,2.85999989509583,2.88000011444092,710,2.44676232337952,2020-09-25
2.88000011444092,2.97000002861023,2.88000011444092,2.97000002861023,50,2.52322340011597,2020-09-28
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,0,2.52322340011597,2020-09-29
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,413,2.52322340011597,2020-09-30
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,0,2.52322340011597,2020-10-01
2.91000008583069,2.91000008583069,2.91000008583069,2.91000008583069,200,2.47224926948547,2020-10-02
2.91000008583069,2.91000008583069,2.88000011444092,2.88000011444092,330,2.44676232337952,2020-10-05
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,10,2.52322340011597,2020-10-06
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,0,2.52322340011597,2020-10-07
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,0,2.52322340011597,2020-10-08
2.88000011444092,2.99000000953674,2.84999990463257,2.90000009536743,9105,2.46375346183777,2020-10-09
2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,0,2.46375346183777,2020-10-12
2.80999994277954,2.86999988555908,2.79999995231628,2.79999995231628,5300,2.37879657745361,2020-10-13
2.85999989509583,2.85999989509583,2.85999989509583,2.85999989509583,5,2.42977070808411,2020-10-14
2.85999989509583,2.85999989509583,2.85999989509583,2.85999989509583,0,2.42977070808411,2020-10-15
2.85999989509583,2.85999989509583,2.85999989509583,2.85999989509583,0,2.42977070808411,2020-10-16
2.72000002861023,2.78999996185303,2.72000002861023,2.78999996185303,7171,2.37030076980591,2020-10-19
2.78999996185303,2.78999996185303,2.78999996185303,2.78999996185303,0,2.37030076980591,2020-10-20
2.72000002861023,2.77999997138977,2.69000005722046,2.73000001907349,1231,2.31932640075684,2020-10-21
2.70000004768372,2.73000001907349,2.69000005722046,2.73000001907349,897,2.31932640075684,2020-10-22
2.73000001907349,2.73000001907349,2.73000001907349,2.73000001907349,0,2.31932640075684,2020-10-23
2.73000001907349,2.73000001907349,2.73000001907349,2.73000001907349,0,2.31932640075684,2020-10-26
2.73000001907349,2.73000001907349,2.73000001907349,2.73000001907349,0,2.31932640075684,2020-10-27
2.70000004768372,2.74000000953674,2.50999999046326,2.73000001907349,5305,2.31932640075684,2020-10-28
2.51999998092651,2.71000003814697,2.51999998092651,2.6800000667572,1611,2.27684807777405,2020-10-29
2.67000007629395,2.67000007629395,2.67000007629395,2.67000007629395,1000,2.26835250854492,2020-10-30
2.71000003814697,2.71000003814697,2.71000003814697,2.71000003814697,10,2.30233502388,2020-11-02
2.57999992370605,2.79999995231628,2.57999992370605,2.75,6377,2.33631777763367,2020-11-03
2.99000000953674,2.99000000953674,2.73000001907349,2.73000001907349,5443,2.31932640075684,2020-11-04
2.78999996185303,3,2.78999996185303,2.8199999332428,5145,2.39578771591187,2020-11-05
2.84999990463257,2.99000000953674,2.82999992370605,2.99000000953674,3089,2.5402147769928,2020-11-06
2.99000000953674,2.99000000953674,2.88000011444092,2.98000001907349,2686,2.53171896934509,2020-11-09
2.96000003814697,2.96000003814697,2.83999991416931,2.96000003814697,3241,2.51472783088684,2020-11-10
2.90000009536743,2.95000004768372,2.90000009536743,2.95000004768372,1110,2.50623178482056,2020-11-11
2.95000004768372,2.95000004768372,2.84999990463257,2.95000004768372,2873,2.50623178482056,2020-11-12
2.95000004768372,2.95000004768372,2.95000004768372,2.95000004768372,1000,2.50623178482056,2020-11-13
2.90000009536743,2.97000002861023,2.90000009536743,2.97000002861023,101,2.52322340011597,2020-11-16
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,500,2.52322340011597,2020-11-17
2.84999990463257,2.97000002861023,2.84999990463257,2.96000003814697,3630,2.51472783088684,2020-11-18
2.96000003814697,2.96000003814697,2.96000003814697,2.96000003814697,0,2.51472783088684,2020-11-19
2.84999990463257,2.99000000953674,2.84999990463257,2.97000002861023,5877,2.52322340011597,2020-11-20
2.97000002861023,2.97000002861023,2.97000002861023,2.97000002861023,0,2.52322340011597,2020-11-23
2.96000003814697,2.96000003814697,2.88000011444092,2.96000003814697,1460,2.51472783088684,2020-11-24
2.88000011444092,2.95000004768372,2.85999989509583,2.95000004768372,2419,2.50623178482056,2020-11-25
2.95000004768372,2.95000004768372,2.95000004768372,2.95000004768372,0,2.50623178482056,2020-11-26
2.88000011444092,2.94000005722046,2.88000011444092,2.90000009536743,1932,2.46375346183777,2020-11-27
2.92000007629395,2.92000007629395,2.92000007629395,2.92000007629395,200,2.4807448387146,2020-11-30
2.92000007629395,2.99000000953674,2.84999990463257,2.9300000667572,7015,2.48924040794373,2020-12-01
2.98000001907349,2.98000001907349,2.86999988555908,2.96000003814697,2482,2.51472783088684,2020-12-02
2.90000009536743,2.99000000953674,2.85999989509583,2.94000005722046,8095,2.49773621559143,2020-12-03
2.94000005722046,2.94000005722046,2.94000005722046,2.94000005722046,0,2.49773621559143,2020-12-04
2.95000004768372,2.95000004768372,2.95000004768372,2.95000004768372,300,2.50623178482056,2020-12-07
2.86999988555908,2.95000004768372,2.85999989509583,2.95000004768372,4821,2.50623178482056,2020-12-08
2.96000003814697,3.0699999332428,2.9300000667572,3.0699999332428,5122,2.6081805229187,2020-12-09
3.05999994277954,3.10999989509583,2.95000004768372,3.09999990463257,5815,2.63366746902466,2020-12-10
3.03999996185303,3.08999991416931,2.98000001907349,3.08999991416931,2966,2.62517166137695,2020-12-11
3.02999997138977,3.09999990463257,2.99000000953674,3.09999990463257,14800,2.63366746902466,2020-12-14
3.03999996185303,3.23000001907349,3,3.16000008583069,11883,2.68464183807373,2020-12-15
3.16000008583069,3.34999990463257,3.16000008583069,3.21000003814697,9121,2.72712016105652,2020-12-16
3.39000010490417,3.39000010490417,3.16000008583069,3.16000008583069,1584,2.68464183807373,2020-12-17
3.24000000953674,3.33999991416931,3.08999991416931,3.33999991416931,7931,2.83756422996521,2020-12-18
3.40000009536743,3.40000009536743,3.0699999332428,3.25,15815,2.76110315322876,2020-12-21
3.20000004768372,3.36999988555908,3.16000008583069,3.24000000953674,9618,2.75260734558105,2020-12-22
3.11999988555908,3.36999988555908,3.11999988555908,3.36999988555908,24577,2.86305141448975,2020-12-23
3.39000010490417,3.39000010490417,3.24000000953674,3.38000011444092,26127,2.87154722213745,2020-12-28
3.25999999046326,3.38000011444092,3.25999999046326,3.38000011444092,9560,2.87154722213745,2020-12-29
3.25999999046326,3.38000011444092,3.25999999046326,3.35999989509583,6461,2.85455560684204,2020-12-30
3.27999997138977,3.36999988555908,3.27999997138977,3.36999988555908,12445,2.86305141448975,2021-01-04
3.29999995231628,3.39000010490417,3.25999999046326,3.39000010490417,6638,2.88004279136658,2021-01-05
3.30999994277954,3.47000002861023,3.29999995231628,3.47000002861023,5718,2.94800853729248,2021-01-06
3.41000008583069,3.41000008583069,3.29999995231628,3.3199999332428,9494,2.82057285308838,2021-01-07
3.35999989509583,3.45000004768372,3.29999995231628,3.29999995231628,704,2.80358147621155,2021-01-08
3.29999995231628,3.46000003814697,3.29999995231628,3.3199999332428,5019,2.82057285308838,2021-01-11
3.3199999332428,3.34999990463257,3.29999995231628,3.29999995231628,9600,2.80358147621155,2021-01-12
3.29999995231628,3.45000004768372,3.25999999046326,3.3199999332428,16478,2.82057285308838,2021-01-13
3.25,3.30999994277954,3.25,3.30999994277954,7200,2.81207704544067,2021-01-14
3.26999998092651,3.34999990463257,3.26999998092651,3.34999990463257,760,2.84606003761292,2021-01-15
3.25999999046326,3.48000001907349,3.25999999046326,3.34999990463257,28187,2.84606003761292,2021-01-18
3.47000002861023,3.47000002861023,3.36999988555908,3.44000005722046,227,2.92252111434937,2021-01-19
3.3199999332428,3.44000005722046,3.3199999332428,3.44000005722046,2091,2.92252111434937,2021-01-20
3.33999991416931,3.44000005722046,3.30999994277954,3.38000011444092,1370,2.87154722213745,2021-01-21
3.29999995231628,3.4300000667572,3.25999999046326,3.4300000667572,16398,2.91402554512024,2021-01-22
3.25999999046326,3.44000005722046,3.25999999046326,3.30999994277954,10426,2.81207704544067,2021-01-25
3.30999994277954,3.30999994277954,3.30999994277954,3.30999994277954,410,2.81207704544067,2021-01-26
3.30999994277954,3.30999994277954,3.30999994277954,3.30999994277954,0,2.81207704544067,2021-01-27
3.42000007629395,3.49000000953674,3.3199999332428,3.49000000953674,4163,2.96499991416931,2021-01-28
3.32999992370605,3.51999998092651,3.32999992370605,3.45000004768372,16098,2.93101692199707,2021-01-29
3.39000010490417,3.49000000953674,3.39000010490417,3.49000000953674,1025,2.96499991416931,2021-02-01
3.39000010490417,3.39000010490417,3.38000011444092,3.38000011444092,1000,2.87154722213745,2021-02-02
3.46000003814697,3.52999997138977,3.36999988555908,3.4300000667572,7703,2.91402554512024,2021-02-03
3.4300000667572,3.50999999046326,3.4300000667572,3.50999999046326,1082,2.98199129104614,2021-02-04
3.49000000953674,3.53999996185303,3.42000007629395,3.42000007629395,2737,2.90552997589111,2021-02-05
3.5699999332428,3.5699999332428,3.41000008583069,3.50999999046326,3452,2.98199129104614,2021-02-08
3.51999998092651,3.51999998092651,3.50999999046326,3.50999999046326,508,2.98199129104614,2021-02-09
3.50999999046326,3.5699999332428,3.42000007629395,3.52999997138977,1225,2.99898266792297,2021-02-10
3.45000004768372,3.52999997138977,3.45000004768372,3.52999997138977,11763,2.99898266792297,2021-02-11
