"CSEMU.MI.Open","CSEMU.MI.High","CSEMU.MI.Low","CSEMU.MI.Close","CSEMU.MI.Volume","CSEMU.MI.Adjusted","Date"
82.0699996948242,83.1600036621094,80.4199981689453,83.3600006103516,7804,83.3600006103516,2020-03-19
87.3099975585938,88.2699966430664,86.4599990844727,85.8199996948242,4789,85.8199996948242,2020-03-20
82.5500030517578,85.4199981689453,82.5500030517578,83.7399978637695,7606,83.7399978637695,2020-03-23
87.7300033569336,89.8499984741211,87.3499984741211,90.5899963378906,6178,90.5899963378906,2020-03-24
93.8099975585938,94.5699996948242,90.5899963378906,93.1999969482422,3328,93.1999969482422,2020-03-25
92.5500030517578,94.120002746582,91.4000015258789,94.9000015258789,3258,94.9000015258789,2020-03-26
93.5999984741211,93.5999984741211,91.0199966430664,91.7600021362305,2147,91.7600021362305,2020-03-27
92.5800018310547,92.5800018310547,90.3600006103516,92.5100021362305,2221,92.5100021362305,2020-03-30
94.5800018310547,94.5800018310547,92.5,93.7099990844727,2904,93.7099990844727,2020-03-31
91.25,91.25,90.3000030517578,90.2300033569336,2145,90.2300033569336,2020-04-01
91.1100006103516,91.2699966430664,89.2399978637695,90.620002746582,1844,90.620002746582,2020-04-02
90.4899978637695,90.5599975585938,90.1900024414062,89.8399963378906,1167,89.8399963378906,2020-04-03
92.6900024414062,93.9800033569336,92.6900024414062,94.0500030517578,834,94.0500030517578,2020-04-06
96.7900009155273,97.629997253418,95.1900024414062,96.0299987792969,3387,96.0299987792969,2020-04-07
95.5800018310547,95.6699981689453,94.8899993896484,95.9199981689453,1491,95.9199981689453,2020-04-08
97.5299987792969,98.1999969482422,96.25,97.6100006103516,2575,97.6100006103516,2020-04-09
98.5699996948242,98.9300003051758,97.9599990844727,98.3199996948242,5602,98.3199996948242,2020-04-14
98.2699966430664,98.2699966430664,95.25,94.6800003051758,1075,94.6800003051758,2020-04-15
95.9100036621094,95.9100036621094,95.0400009155273,95.1699981689453,16050,95.1699981689453,2020-04-16
97.5899963378906,98.1500015258789,97.5899963378906,97.129997253418,4970,97.129997253418,2020-04-17
97.620002746582,97.6500015258789,96.5699996948242,97.6900024414062,2467,97.6900024414062,2020-04-20
96.9100036621094,96.9100036621094,94.6699981689453,94.5299987792969,8818,94.5299987792969,2020-04-21
95.4199981689453,95.9800033569336,95.1900024414062,95.9300003051758,2917,95.9300003051758,2020-04-22
96.3399963378906,97.0800018310547,95.5599975585938,97.0199966430664,3339,97.0199966430664,2020-04-23
95.3099975585938,96.7699966430664,95.2699966430664,95.620002746582,10473,95.620002746582,2020-04-24
97.629997253418,97.7099990844727,97.370002746582,97.7799987792969,1065,97.7799987792969,2020-04-27
98.4700012207031,99.9599990844727,98.4700012207031,99.3199996948242,2401,99.3199996948242,2020-04-28
99.8199996948242,101.599998474121,99.5400009155273,101.819999694824,976,101.819999694824,2020-04-29
102.319999694824,102.319999694824,100.620002746582,99.5699996948242,3780,99.5699996948242,2020-04-30
96.7399978637695,96.9700012207031,96,96.1500015258789,15528,96.1500015258789,2020-05-04
97.7300033569336,98.2600021362305,97.1800003051758,98.2900009155273,4988,98.2900009155273,2020-05-05
97.879997253418,98.5500030517578,97.5800018310547,97.5299987792969,5209,97.5299987792969,2020-05-06
98.2699966430664,98.8499984741211,97.9400024414062,98.8199996948242,8281,98.8199996948242,2020-05-07
99.7900009155273,100.099998474121,99.4599990844727,99.9800033569336,5350,99.9800033569336,2020-05-08
100.419998168945,100.419998168945,98.620002746582,99.2600021362305,2103,99.2600021362305,2020-05-11
99.4599990844727,99.5999984741211,99.1800003051758,99.4599990844727,2100,99.4599990844727,2020-05-12
97.6699981689453,98.3099975585938,97.4100036621094,97.0899963378906,4336,97.0899963378906,2020-05-13
96.0699996948242,96.2699966430664,93.870002746582,95.120002746582,8126,95.120002746582,2020-05-14
96.25,96.4199981689453,95.7699966430664,95.5199966430664,2050,95.5199966430664,2020-05-15
97.379997253418,100.120002746582,97.379997253418,100.120002746582,4814,100.120002746582,2020-05-18
99.7799987792969,99.7799987792969,98.8099975585938,99.5999984741211,12419,99.5999984741211,2020-05-19
99.2200012207031,100.800003051758,99.2200012207031,100.800003051758,2006,100.800003051758,2020-05-20
99.9400024414062,100.540000915527,99.7699966430664,99.6100006103516,611,99.6100006103516,2020-05-21
98.5500030517578,100.139999389648,98.5500030517578,99.9100036621094,5229,99.9100036621094,2020-05-22
101.220001220703,101.779998779297,101.220001220703,101.860000610352,1994,101.860000610352,2020-05-25
103.080001831055,103.360000610352,102.980003356934,103.580001831055,2974,103.580001831055,2020-05-26
103.559997558594,105.199996948242,103.559997558594,104.519996643066,5477,104.519996643066,2020-05-27
105.400001525879,106.279998779297,105.319999694824,106.300003051758,9520,106.300003051758,2020-05-28
104.839996337891,105.400001525879,104.680000305176,104.559997558594,12113,104.559997558594,2020-05-29
106.160003662109,106.23999786377,105.519996643066,106.400001525879,1694,106.400001525879,2020-06-01
106.980003356934,108.220001220703,106.980003356934,107.900001525879,4566,107.900001525879,2020-06-02
109.300003051758,111.5,109.300003051758,111.360000610352,3150,111.360000610352,2020-06-03
110.959999084473,111.599998474121,110.5,111.26000213623,9007,111.26000213623,2020-06-04
112.900001525879,114.339996337891,112.779998779297,114.559997558594,2618,114.559997558594,2020-06-05
113.5,114.480003356934,113.5,114.180000305176,1392,114.180000305176,2020-06-08
112.800003051758,113.139999389648,111.860000610352,112.580001831055,4410,112.580001831055,2020-06-09
113.5,113.5,111.819999694824,111.940002441406,2681,111.940002441406,2020-06-10
109.279998779297,109.279998779297,107.76000213623,107.339996337891,3737,107.339996337891,2020-06-11
107.040000915527,108.459999084473,107.040000915527,107.300003051758,2521,107.300003051758,2020-06-12
104.440002441406,106.540000915527,104.379997253418,107.099998474121,3716,107.099998474121,2020-06-15
109.699996948242,111.360000610352,108.959999084473,110.400001525879,18327,110.400001525879,2020-06-16
111.099998474121,111.360000610352,110.300003051758,110.900001525879,4429,110.900001525879,2020-06-17
110.900001525879,111.360000610352,109.620002746582,110.26000213623,16285,110.26000213623,2020-06-18
111,111.660003662109,111,110.879997253418,3673,110.879997253418,2020-06-19
110.459999084473,111.019996643066,109.839996337891,110.019996643066,3286,110.019996643066,2020-06-22
111.73999786377,112.319999694824,111.379997253418,111.940002441406,2854,111.940002441406,2020-06-23
111.440002441406,111.440002441406,109.440002441406,108.639999389648,2351,108.639999389648,2020-06-24
108.139999389648,109.76000213623,107.900001525879,109.660003662109,5860,109.660003662109,2020-06-25
110.199996948242,110.879997253418,109.040000915527,108.959999084473,5066,108.959999084473,2020-06-26
108.599998474121,110.139999389648,108.599998474121,109.959999084473,2384,109.959999084473,2020-06-29
110.120002746582,110.120002746582,109.26000213623,110.059997558594,6406,110.059997558594,2020-06-30
110.059997558594,110.559997558594,108.339996337891,109.699996948242,5127,109.699996948242,2020-07-01
110.800003051758,112.839996337891,110.639999389648,112.5,2382,112.5,2020-07-02
112.699996948242,112.699996948242,111.620002746582,111.660003662109,2223,111.660003662109,2020-07-03
114.099998474121,114.099998474121,113.080001831055,113.800003051758,5439,113.800003051758,2020-07-06
113.23999786377,113.23999786377,112.419998168945,113.059997558594,12014,113.059997558594,2020-07-07
112.480003356934,112.860000610352,112.019996643066,111.959999084473,9028,111.959999084473,2020-07-08
112.400001525879,112.680000305176,110.980003356934,111.199996948242,4644,111.199996948242,2020-07-09
110.879997253418,112.180000305176,110.879997253418,112.019996643066,2534,112.019996643066,2020-07-10
113.360000610352,113.519996643066,112.599998474121,113.720001220703,3059,113.720001220703,2020-07-13
111.980003356934,112.480003356934,111.459999084473,112.5,3112,112.5,2020-07-14
113.599998474121,114.980003356934,113.599998474121,114.620002746582,2964,114.620002746582,2020-07-15
113.76000213623,114.400001525879,113.419998168945,114.160003662109,6994,114.160003662109,2020-07-16
113.860000610352,114.300003051758,113.860000610352,114.139999389648,5038,114.139999389648,2020-07-17
113.839996337891,115.099998474121,113.360000610352,115.099998474121,8480,115.099998474121,2020-07-20
115.900001525879,117.019996643066,115.800003051758,115.620002746582,6141,115.620002746582,2020-07-21
115.279998779297,115.480003356934,114.540000915527,114.620002746582,3229,114.620002746582,2020-07-22
115.23999786377,115.339996337891,114.699996948242,114.800003051758,2763,114.800003051758,2020-07-23
113.300003051758,113.300003051758,112.379997253418,112.660003662109,1153,112.660003662109,2020-07-24
112.160003662109,112.660003662109,112.099998474121,112.459999084473,2637,112.459999084473,2020-07-27
112.800003051758,112.800003051758,111.779998779297,112.5,2772,112.5,2020-07-28
112.76000213623,112.76000213623,112.279998779297,112.519996643066,2816,112.519996643066,2020-07-29
111.459999084473,111.519996643066,108.540000915527,109.199996948242,3672,109.199996948242,2020-07-30
110.300003051758,110.419998168945,109.419998168945,108.779998779297,6012,108.779998779297,2020-07-31
108.699996948242,110.860000610352,108.699996948242,110.779998779297,5296,110.779998779297,2020-08-03
110.559997558594,110.73999786377,110.26000213623,110.699996948242,2836,110.699996948242,2020-08-04
111.540000915527,111.819999694824,111.360000610352,111.339996337891,2506,111.339996337891,2020-08-05
110.959999084473,111.860000610352,110.199996948242,110.660003662109,5054,110.660003662109,2020-08-06
110.199996948242,111,110.160003662109,110.860000610352,1866,110.860000610352,2020-08-07
111.139999389648,111.419998168945,111.019996643066,111.160003662109,3613,111.160003662109,2020-08-10
112.339996337891,114.019996643066,112.339996337891,113.5,3448,113.5,2020-08-11
113.720001220703,114.839996337891,113.720001220703,114.720001220703,1365,114.720001220703,2020-08-12
114.5,114.5,114.160003662109,114.300003051758,3799,114.300003051758,2020-08-13
113.599998474121,113.599998474121,111.800003051758,112.819999694824,1359,112.819999694824,2020-08-14
112.559997558594,113.080001831055,112.559997558594,113.040000915527,11860,113.040000915527,2020-08-17
113.180000305176,113.73999786377,112.160003662109,112.180000305176,1793,112.180000305176,2020-08-18
112.059997558594,112.699996948242,112.059997558594,113.019996643066,13094,113.019996643066,2020-08-19
111.699996948242,111.800003051758,111.319999694824,111.73999786377,1364,111.73999786377,2020-08-20
111.980003356934,111.980003356934,110.220001220703,111.279998779297,1992,111.279998779297,2020-08-21
113.120002746582,113.680000305176,113.120002746582,113.720001220703,5262,113.720001220703,2020-08-24
114.279998779297,114.800003051758,113.860000610352,113.73999786377,5135,113.73999786377,2020-08-25
113.980003356934,114.440002441406,113.980003356934,114.620002746582,2353,114.620002746582,2020-08-26
114.059997558594,114.5,114.059997558594,113.73999786377,2436,113.73999786377,2020-08-27
113.699996948242,113.819999694824,113.139999389648,113.379997253418,1882,113.379997253418,2020-08-28
114.360000610352,114.360000610352,112.680000305176,112.059997558594,1487,112.059997558594,2020-08-31
112.639999389648,112.800003051758,111.699996948242,112.180000305176,2916,112.180000305176,2020-09-01
113.680000305176,114.580001831055,113.680000305176,113.819999694824,3056,113.819999694824,2020-09-02
115.559997558594,115.580001831055,114.040000915527,112.5,4488,112.5,2020-09-03
112.699996948242,113.080001831055,111.019996643066,111.120002746582,4337,111.120002746582,2020-09-04
112.680000305176,113.379997253418,112.680000305176,113.120002746582,3382,113.120002746582,2020-09-07
113.339996337891,113.339996337891,110.819999694824,111.779998779297,5069,111.779998779297,2020-09-08
112.639999389648,113.76000213623,112.400001525879,113.819999694824,2613,113.819999694824,2020-09-09
113.660003662109,114.080001831055,113.300003051758,113.5,2732,113.5,2020-09-10
113.180000305176,113.400001525879,113.180000305176,113.540000915527,1806,113.540000915527,2020-09-11
113.459999084473,113.860000610352,113.419998168945,113.639999389648,4639,113.639999389648,2020-09-14
114.220001220703,114.300003051758,114.139999389648,114.139999389648,4217,114.139999389648,2020-09-15
114.26000213623,114.620002746582,114.099998474121,114.300003051758,3206,114.300003051758,2020-09-16
113.699996948242,113.919998168945,113.220001220703,113.940002441406,3866,113.940002441406,2020-09-17
113.620002746582,113.76000213623,113.5,113.080001831055,2086,113.080001831055,2020-09-18
110.360000610352,110.360000610352,109.220001220703,108.580001831055,1773,108.580001831055,2020-09-21
109.580001831055,109.580001831055,109.099998474121,109.26000213623,10098,109.26000213623,2020-09-22
110.440002441406,110.819999694824,109.919998168945,109.5,2086,109.5,2020-09-23
108.300003051758,109.5,108.300003051758,108.779998779297,3550,108.779998779297,2020-09-24
108.660003662109,108.680000305176,107.180000305176,107.940002441406,3262,107.940002441406,2020-09-25
110.23999786377,110.900001525879,110.160003662109,111.019996643066,2909,111.019996643066,2020-09-28
110.180000305176,110.860000610352,110.180000305176,110.440002441406,4636,110.440002441406,2020-09-29
109.980003356934,110.879997253418,109.800003051758,110.400001525879,2899,110.400001525879,2020-09-30
110.360000610352,110.639999389648,110.23999786377,110.300003051758,3488,110.300003051758,2020-10-01
110.139999389648,110.199996948242,109.360000610352,110.300003051758,3090,110.300003051758,2020-10-02
110.980003356934,111.699996948242,110.980003356934,111.680000305176,3053,111.680000305176,2020-10-05
111.699996948242,112.5,111.699996948242,112.180000305176,4756,112.180000305176,2020-10-06
112.220001220703,112.220001220703,111.900001525879,112.080001831055,3323,112.080001831055,2020-10-07
112.720001220703,113.279998779297,112.720001220703,113.180000305176,3085,113.180000305176,2020-10-08
113.379997253418,113.599998474121,113,113.459999084473,2593,113.459999084473,2020-10-09
114,114.459999084473,113.919998168945,114.419998168945,2555,114.419998168945,2020-10-12
114.180000305176,114.180000305176,113.5,113.540000915527,2409,113.540000915527,2020-10-13
113.480003356934,114.059997558594,113.480003356934,113.779998779297,2571,113.779998779297,2020-10-14
110.980003356934,111.059997558594,110.620002746582,111.160003662109,2767,111.160003662109,2020-10-15
112.059997558594,113.23999786377,112.059997558594,113.019996643066,4171,113.019996643066,2020-10-16
113.73999786377,113.73999786377,112.639999389648,112.900001525879,4148,112.900001525879,2020-10-19
113.059997558594,113.059997558594,112.580001831055,112.599998474121,2913,112.599998474121,2020-10-20
112,112,111.160003662109,110.699996948242,3538,110.699996948242,2020-10-21
109.319999694824,110.900001525879,109.319999694824,110.580001831055,7763,110.580001831055,2020-10-22
110.959999084473,111.860000610352,110.959999084473,111.23999786377,8042,111.23999786377,2020-10-23
110.279998779297,110.419998168945,108.900001525879,108.819999694824,9135,108.819999694824,2020-10-26
107.73999786377,108.279998779297,107.639999389648,107.680000305176,4426,107.680000305176,2020-10-27
105.559997558594,105.559997558594,103.440002441406,103.699996948242,7006,103.699996948242,2020-10-28
104.120002746582,104.26000213623,102.779998779297,103.720001220703,5849,103.720001220703,2020-10-29
104.139999389648,104.139999389648,103.440002441406,104.040000915527,1103,104.040000915527,2020-10-30
105.300003051758,105.839996337891,105.300003051758,105.800003051758,2627,105.800003051758,2020-11-02
107.059997558594,108,106.900001525879,108.379997253418,7127,108.379997253418,2020-11-03
108.199996948242,110.459999084473,108.199996948242,110.360000610352,3897,110.360000610352,2020-11-04
111.73999786377,112.139999389648,111.26000213623,112.059997558594,1921,112.059997558594,2020-11-05
111.339996337891,112,110.800003051758,111.599998474121,3530,111.599998474121,2020-11-06
113.23999786377,118.879997253418,113.23999786377,117.779998779297,5266,117.779998779297,2020-11-09
118.080001831055,118.879997253418,117.76000213623,119.199996948242,3453,119.199996948242,2020-11-10
119.519996643066,119.800003051758,119.23999786377,119.879997253418,661,119.879997253418,2020-11-11
118.959999084473,119.519996643066,118.680000305176,118.860000610352,1816,118.860000610352,2020-11-12
119.360000610352,119.360000610352,119.080001831055,119.199996948242,3272,119.199996948242,2020-11-13
120.199996948242,121.139999389648,120.199996948242,120.680000305176,1144,120.680000305176,2020-11-16
120.160003662109,120.319999694824,119.639999389648,120.360000610352,2282,120.360000610352,2020-11-17
120.720001220703,121,120.680000305176,120.959999084473,1151,120.959999084473,2020-11-18
120.139999389648,120.360000610352,119.919998168945,120.080001831055,1207,120.080001831055,2020-11-19
120.73999786377,121.040000915527,120.559997558594,120.660003662109,1814,120.660003662109,2020-11-20
121.400001525879,121.580001831055,120.779998779297,120.900001525879,3141,120.900001525879,2020-11-23
121.660003662109,122.019996643066,121.599998474121,122,3698,122,2020-11-24
122.180000305176,122.23999786377,121.73999786377,122.339996337891,2436,122.339996337891,2020-11-25
122.379997253418,122.459999084473,122.080001831055,122.300003051758,2505,122.300003051758,2020-11-26
122.720001220703,123.120002746582,122.580001831055,123.139999389648,3058,123.139999389648,2020-11-27
122.26000213623,123.26000213623,121.800003051758,121.800003051758,3071,121.800003051758,2020-11-30
122.5,122.959999084473,122.5,122.839996337891,2582,122.839996337891,2020-12-01
122.300003051758,122.5,121.919998168945,122.5,1483,122.5,2020-12-02
122.5,122.5,122.199996948242,122.5,1849,122.5,2020-12-03
122.779998779297,123.379997253418,122.680000305176,123.379997253418,8701,123.379997253418,2020-12-04
122.900001525879,122.900001525879,122.360000610352,122.839996337891,2504,122.839996337891,2020-12-07
122.360000610352,122.419998168945,122.360000610352,122.980003356934,17,122.980003356934,2020-12-08
123.339996337891,123.519996643066,122.959999084473,123.120002746582,3413,123.120002746582,2020-12-09
123.23999786377,123.23999786377,122.440002441406,122.779998779297,2074,122.779998779297,2020-12-10
121.440002441406,121.76000213623,120.860000610352,121.639999389648,2224,121.639999389648,2020-12-11
122.599998474121,123,122.459999084473,122.400001525879,1002,122.400001525879,2020-12-14
122.940002441406,123.019996643066,122.540000915527,122.959999084473,6188,122.959999084473,2020-12-15
124.099998474121,124.099998474121,123.040000915527,123.580001831055,2769,123.580001831055,2020-12-16
124.23999786377,124.360000610352,123.980003356934,124.080001831055,3706,124.080001831055,2020-12-17
123.720001220703,124.559997558594,123.660003662109,123.720001220703,2139,123.720001220703,2020-12-18
121.139999389648,121.5,119.680000305176,120.699996948242,2838,120.699996948242,2020-12-21
122.040000915527,122.339996337891,121.73999786377,122.459999084473,2997,122.459999084473,2020-12-22
122.779998779297,123.680000305176,122.779998779297,123.819999694824,2139,123.819999694824,2020-12-23
124.680000305176,125.059997558594,124.680000305176,125.040000915527,880,125.040000915527,2020-12-28
125.400001525879,125.459999084473,125.23999786377,125.300003051758,781,125.300003051758,2020-12-29
125.400001525879,125.400001525879,124.720001220703,124.720001220703,1593,124.720001220703,2020-12-30
126.040000915527,126.23999786377,125.680000305176,125.199996948242,1939,125.199996948242,2021-01-04
125.040000915527,125.160003662109,124.099998474121,124.379997253418,918,124.379997253418,2021-01-05
125.800003051758,126.699996948242,125.800003051758,126.639999389648,6544,126.639999389648,2021-01-06
126.900001525879,127.120002746582,126.339996337891,127.099998474121,2825,127.099998474121,2021-01-07
127.639999389648,127.660003662109,127.519996643066,127.459999084473,1298,127.459999084473,2021-01-08
127.580001831055,127.599998474121,126.139999389648,126.800003051758,2364,126.800003051758,2021-01-11
126.980003356934,127,126.660003662109,126.779998779297,2993,126.779998779297,2021-01-12
126.800003051758,126.919998168945,126.800003051758,127.059997558594,132,127.059997558594,2021-01-13
127.519996643066,127.839996337891,127.300003051758,127.680000305176,4191,127.680000305176,2021-01-14
127.120002746582,127.279998779297,125.580001831055,126,2833,126,2021-01-15
126.059997558594,126.459999084473,126.059997558594,126.440002441406,2344,126.440002441406,2021-01-18
126.699996948242,126.839996337891,126.279998779297,126.23999786377,2517,126.23999786377,2021-01-19
127,127.23999786377,126.639999389648,127.220001220703,1286,127.220001220703,2021-01-20
127.959999084473,127.959999084473,127.220001220703,127.319999694824,4744,127.319999694824,2021-01-21
125.779998779297,126.400001525879,125.76000213623,126.300003051758,2435,126.300003051758,2021-01-22
126.339996337891,126.339996337891,124.660003662109,124.720001220703,4943,124.720001220703,2021-01-25
125.720001220703,126.319999694824,125.720001220703,126,3363,126,2021-01-26
125.099998474121,125.819999694824,123.26000213623,124.139999389648,4280,124.139999389648,2021-01-27
122.220001220703,124.819999694824,121.860000610352,124.540000915527,5671,124.540000915527,2021-01-28
122.599998474121,123.940002441406,122.599998474121,122.599998474121,4632,122.599998474121,2021-01-29
123.5,124.440002441406,123.5,124.279998779297,7011,124.279998779297,2021-02-01
125.459999084473,126.279998779297,125.400001525879,126.139999389648,6787,126.139999389648,2021-02-02
127.5,127.5,126.599998474121,126.73999786377,2155,126.73999786377,2021-02-03
127.199996948242,127.980003356934,126.919998168945,127.819999694824,3187,127.819999694824,2021-02-04
128.119995117188,128.820007324219,128,128.259994506836,1723,128.259994506836,2021-02-05
129.100006103516,129.320007324219,128.800003051758,128.940002441406,60485,128.940002441406,2021-02-08
129.100006103516,129.100006103516,128.139999389648,128.320007324219,74495,128.320007324219,2021-02-09
128.720001220703,128.740005493164,127.980003356934,127.900001525879,6751,127.900001525879,2021-02-10
128.160003662109,128.779998779297,128.160003662109,128.539993286133,39917,128.539993286133,2021-02-11
128,128.960006713867,128,129.259994506836,3578,129.259994506836,2021-02-12
129.779998779297,130.800003051758,129.779998779297,130.559997558594,26096,130.559997558594,2021-02-15
130.800003051758,130.800003051758,130.240005493164,130.360000610352,39589,130.360000610352,2021-02-16
129.820007324219,130.119995117188,129.240005493164,129.399993896484,32183,129.399993896484,2021-02-17
129.399993896484,129.419998168945,128.339996337891,128.520004272461,102472,128.520004272461,2021-02-18
128.820007324219,129.699996948242,128.720001220703,129.740005493164,4154,129.740005493164,2021-02-19
128.440002441406,129.039993286133,127.959999084473,128.960006713867,14813,128.960006713867,2021-02-22
128.100006103516,128.240005493164,126.959999084473,128.259994506836,3521,128.259994506836,2021-02-23
128.339996337891,129.059997558594,128.119995117188,128.860000610352,10466,128.860000610352,2021-02-24
129.5,129.5,129.080001831055,128.800003051758,498,128.800003051758,2021-02-25
126.819999694824,127.980003356934,126.720001220703,126.900001525879,3311,126.900001525879,2021-02-26
128.899993896484,129.279998779297,128.240005493164,129.119995117188,8087,129.119995117188,2021-03-01
128.839996337891,129.800003051758,128.839996337891,129.220001220703,3272,129.220001220703,2021-03-02
130.240005493164,130.240005493164,128.679992675781,129.279998779297,2077,129.279998779297,2021-03-03
128.759994506836,128.979995727539,128.100006103516,128.919998168945,2229,128.919998168945,2021-03-04
127.620002746582,129.059997558594,127.599998474121,127.699996948242,8161,127.699996948242,2021-03-05
128.639999389648,130.679992675781,128.600006103516,130.860000610352,2972,130.860000610352,2021-03-08
130.520004272461,131.520004272461,130.360000610352,131.600006103516,15773,131.600006103516,2021-03-09
131.320007324219,132.5,131.139999389648,132.300003051758,2952,132.300003051758,2021-03-10
132.880004882812,133.220001220703,132.679992675781,133.220001220703,9735,133.220001220703,2021-03-11
132.600006103516,132.960006713867,132.440002441406,132.820007324219,7331,132.820007324219,2021-03-12
133.520004272461,133.820007324219,132.460006713867,132.860000610352,2485,132.860000610352,2021-03-15
133.460006713867,133.580001831055,133.220001220703,133.559997558594,9500,133.559997558594,2021-03-16
133.559997558594,133.559997558594,133.119995117188,133.460006713867,5490,133.460006713867,2021-03-17
134.139999389648,134.320007324219,133.740005493164,134.240005493164,4772,134.240005493164,2021-03-18
133.320007324219,133.660003662109,132.460006713867,133.160003662109,7531,133.160003662109,2021-03-19
