"PYPL.Open","PYPL.High","PYPL.Low","PYPL.Close","PYPL.Volume","PYPL.Adjusted","Date"
109.470001220703,111.209999084473,109.275001525879,110.75,7418800,110.75,2020-01-02
109.48999786377,110.419998168945,108.76000213623,108.76000213623,7098300,108.76000213623,2020-01-03
107.569999694824,110.220001220703,107.440002441406,110.169998168945,6764500,110.169998168945,2020-01-06
111.5,111.559997558594,109.529998779297,109.669998168945,6898700,109.669998168945,2020-01-07
110.400001525879,112.639999389648,109.819999694824,111.819999694824,8293600,111.819999694824,2020-01-08
112.98999786377,113.559997558594,111.589996337891,112.569999694824,5944700,112.569999694824,2020-01-09
113.639999389648,113.709999084473,112.269996643066,112.930000305176,6965100,112.930000305176,2020-01-10
113.980003356934,115.879997253418,113.860000610352,115.279998779297,9652500,115.279998779297,2020-01-13
115.514999389648,115.589996337891,114.120002746582,114.639999389648,7182000,114.639999389648,2020-01-14
115.139999389648,115.949996948242,114.610000610352,114.849998474121,5955200,114.849998474121,2020-01-15
115.919998168945,116,114.849998474121,115.400001525879,4770900,115.400001525879,2020-01-16
116.449996948242,116.699996948242,115.470001220703,116.040000915527,9730400,116.040000915527,2020-01-17
115.309997558594,116.389999389648,115.110000610352,116.150001525879,8746200,116.150001525879,2020-01-21
116.730003356934,117.449996948242,115.470001220703,115.5,5305300,115.5,2020-01-22
117.400001525879,117.940002441406,115.800003051758,117.889999389648,8533900,117.889999389648,2020-01-23
118.449996948242,119.599998474121,116.51000213623,116.980003356934,7124000,116.980003356934,2020-01-24
113.629997253418,115.980003356934,112.309997558594,115.23999786377,7002300,115.23999786377,2020-01-27
115.830001831055,117.209999084473,114.714996337891,116.519996643066,6433000,116.519996643066,2020-01-28
117.470001220703,117.529998779297,115.160003662109,116.660003662109,9236800,116.660003662109,2020-01-29
112.790000915527,117.199996948242,112.419998168945,117.120002746582,13653300,117.120002746582,2020-01-30
116.75,117.319999694824,113.150001525879,113.889999389648,9467200,113.889999389648,2020-01-31
114.300003051758,117.23999786377,114.050003051758,116.51000213623,8234700,116.51000213623,2020-02-03
118.040000915527,120.339996337891,117.300003051758,120.080001831055,7396800,120.080001831055,2020-02-04
121.199996948242,122.190002441406,118.890998840332,119.720001220703,7595300,119.720001220703,2020-02-05
120.089996337891,120.599998474121,119.470001220703,119.889999389648,4020300,119.889999389648,2020-02-06
119.599998474121,119.669998168945,118.410003662109,118.879997253418,4166300,118.879997253418,2020-02-07
118.559997558594,120.150001525879,118.5,120.059997558594,4868000,120.059997558594,2020-02-10
120.76000213623,121,118.400001525879,118.839996337891,4677400,118.839996337891,2020-02-11
118.849998474121,119.910003662109,117.870002746582,118.559997558594,6482300,118.559997558594,2020-02-12
118.040000915527,121.099998474121,117.800003051758,120.51000213623,6066300,120.51000213623,2020-02-13
120.889999389648,123,120.800003051758,122.98999786377,5769900,122.98999786377,2020-02-14
122.580001831055,122.98999786377,121.680000305176,122.269996643066,5085700,122.269996643066,2020-02-18
122.629997253418,124.449996948242,122.300003051758,123.910003662109,4878600,123.910003662109,2020-02-19
123.860000610352,124.309997558594,120.400001525879,122.430000305176,7212900,122.430000305176,2020-02-20
121.720001220703,121.849998474121,118.529998779297,119.48999786377,5894500,119.48999786377,2020-02-21
114.290000915527,116.790000915527,113.519996643066,116.440002441406,10139300,116.440002441406,2020-02-24
115.669998168945,116.415000915527,109.330001831055,109.660003662109,13636100,109.660003662109,2020-02-25
109.809997558594,112.629997253418,108.599998474121,109.110000610352,10301800,109.110000610352,2020-02-26
106.300003051758,112.050003051758,106.300003051758,107.839996337891,15461900,107.839996337891,2020-02-27
104.26000213623,108.730003356934,103.720001220703,107.98999786377,17213100,107.98999786377,2020-02-28
107.459999084473,113.050003051758,106.529998779297,112.860000610352,13367000,112.860000610352,2020-03-02
112.819999694824,114.559997558594,108.26000213623,109.76000213623,11912300,109.76000213623,2020-03-03
112.040000915527,115.389999389648,110.620002746582,115.300003051758,8245200,115.300003051758,2020-03-04
112.029998779297,114.900001525879,111.23999786377,112.180000305176,7671500,112.180000305176,2020-03-05
107.949996948242,111.569999694824,107.580001831055,110.889999389648,8524300,110.889999389648,2020-03-06
102.720001220703,106.98999786377,99.7099990844727,101.629997253418,12458900,101.629997253418,2020-03-09
105.300003051758,109.73999786377,103.169998168945,109.73999786377,11748500,109.73999786377,2020-03-10
106.650001525879,107.75,101.980003356934,103.900001525879,10756400,103.900001525879,2020-03-11
96.5599975585938,104.779998779297,94.5,96.9599990844727,20114400,96.9599990844727,2020-03-12
100.519996643066,110.599998474121,99.7799987792969,110.150001525879,19170600,110.150001525879,2020-03-13
94,103.154998779297,91.2300033569336,92.7200012207031,16204900,92.7200012207031,2020-03-16
94.5,101.080001831055,90.5199966430664,97.870002746582,17969400,97.870002746582,2020-03-17
91.8550033569336,95.0999984741211,86.1500015258789,91.4599990844727,16073300,91.4599990844727,2020-03-18
91.5599975585938,98.0599975585938,87.0400009155273,93.6900024414062,12181600,93.6900024414062,2020-03-19
95.6399993896484,96.2300033569336,86.2099990844727,86.6800003051758,14874400,86.6800003051758,2020-03-20
86.2900009155273,88.1500015258789,82.0699996948242,85.2600021362305,12969700,85.2600021362305,2020-03-23
89.4000015258789,98,89.4000015258789,97.2900009155273,13936500,97.2900009155273,2020-03-24
97.4300003051758,100.419998168945,95.2699966430664,95.7099990844727,11814400,95.7099990844727,2020-03-25
96.3099975585938,100.930000305176,95.6350021362305,100.629997253418,9451200,100.629997253418,2020-03-26
97,97.1050033569336,93.0599975585938,93.4800033569336,11312000,93.4800033569336,2020-03-27
95.5,98.2600021362305,94.370002746582,97.0299987792969,8948600,97.0299987792969,2020-03-30
96.379997253418,99.4309997558594,94.870002746582,95.7399978637695,9881400,95.7399978637695,2020-03-31
92.7200012207031,94.6699981689453,90.379997253418,91.379997253418,9628400,91.379997253418,2020-04-01
91.0999984741211,94.6800003051758,90.9199981689453,93.5199966430664,7077200,93.5199966430664,2020-04-02
92.7900009155273,92.9499969482422,89.879997253418,92.3899993896484,7699500,92.3899993896484,2020-04-03
97.8000030517578,102.5,96.2600021362305,101.669998168945,11999000,101.669998168945,2020-04-06
105.254997253418,106.230003356934,99.9000015258789,100.279998779297,10291500,100.279998779297,2020-04-07
101.610000610352,105.504997253418,100.75,105.059997558594,9385900,105.059997558594,2020-04-08
105.629997253418,108.699996948242,104.779998779297,105.839996337891,10894900,105.839996337891,2020-04-09
104.849998474121,106.290000915527,102.339996337891,105.980003356934,7716200,105.980003356934,2020-04-13
109,110.980003356934,107.930000305176,109.785003662109,8417900,109.785003662109,2020-04-14
