"IBGL.MI.Open","IBGL.MI.High","IBGL.MI.Low","IBGL.MI.Close","IBGL.MI.Volume","IBGL.MI.Adjusted","Date"
284.570007324219,287.950012207031,283.880004882812,287.149993896484,2510,259.336242675781,2020-03-06
287.079986572266,290.869995117188,286.820007324219,287.619995117188,39358,259.760681152344,2020-03-09
285.100006103516,286.339996337891,282.239990234375,285.940002441406,7846,258.243408203125,2020-03-10
285.160003662109,289.040008544922,284.799987792969,289.040008544922,1868,261.043151855469,2020-03-11
289.589996337891,289.600006103516,275.359985351562,282.660003662109,4242,255.281158447266,2020-03-12
269.880004882812,275.489990234375,269.190002441406,272.230010986328,1393,245.861419677734,2020-03-13
269,270.329986572266,263.130004882812,264.200012207031,10102,238.609161376953,2020-03-16
263.950012207031,266.329986572266,259.989990234375,262.160003662109,4406,236.76676940918,2020-03-17
258.929992675781,258.929992675781,249.039993286133,256.299987792969,56659,231.474365234375,2020-03-18
270.920013427734,270.920013427734,259.739990234375,261.609985351562,2926,236.270034790039,2020-03-19
270.510009765625,270.510009765625,265.910003662109,267.700012207031,2399,241.770141601562,2020-03-20
269.049987792969,269.640014648438,266.320007324219,268.200012207031,900,242.221755981445,2020-03-23
266.820007324219,267.739990234375,263.429992675781,263.670013427734,1535,238.130508422852,2020-03-24
264.570007324219,265.690002441406,262.899993896484,262.579986572266,2104,237.146072387695,2020-03-25
264.890014648438,267.799987792969,264.450012207031,269.369995117188,1023,243.278396606445,2020-03-26
269.5,272.920013427734,267.570007324219,271.709991455078,785,245.391693115234,2020-03-27
272,272.75,270.739990234375,270.799987792969,2973,244.569869995117,2020-03-30
269.739990234375,269.799987792969,263.829986572266,266.160003662109,848,240.379272460938,2020-03-31
267.109985351562,268.070007324219,263.489990234375,266.579986572266,3917,240.758651733398,2020-04-01
266.970001220703,267.649993896484,265.450012207031,267.260009765625,845,241.372802734375,2020-04-02
267.579986572266,268.799987792969,266.670013427734,266.760009765625,238,240.921234130859,2020-04-03
264.829986572266,267.339996337891,264.829986572266,266.720001220703,720,240.88508605957,2020-04-06
265.890014648438,265.890014648438,263.010009765625,263.179992675781,450,237.68798828125,2020-04-07
263.320007324219,263.589996337891,261.220001220703,262.589996337891,1897,237.155120849609,2020-04-08
262.279998779297,264.920013427734,261.570007324219,264.920013427734,748,239.259475708008,2020-04-09
264,265.100006103516,262.929992675781,263.459991455078,738,237.940856933594,2020-04-14
263.369995117188,265.970001220703,263.100006103516,265.390014648438,839,239.683929443359,2020-04-15
265.529998779297,266.959991455078,264.450012207031,266.130004882812,589,240.352233886719,2020-04-16
266.839996337891,267.510009765625,265.679992675781,266.799987792969,1611,240.957305908203,2020-04-17
265.100006103516,265.820007324219,263.079986572266,263.600006103516,2004,238.067306518555,2020-04-20
263.660003662109,264.630004882812,261.440002441406,261.420013427734,266,236.098480224609,2020-04-21
261,261,257.970001220703,259.609985351562,1020,234.463729858398,2020-04-22
260.589996337891,262.640014648438,260.100006103516,262.359985351562,423,236.947372436523,2020-04-23
262.670013427734,265.279998779297,262.160003662109,265.329986572266,1278,239.629699707031,2020-04-24
266.929992675781,267.049987792969,266.179992675781,266.640014648438,1317,240.812835693359,2020-04-27
266.820007324219,267.869995117188,266.489990234375,267.269989013672,1051,241.381820678711,2020-04-28
266.450012207031,268.679992675781,266.450012207031,267.950012207031,3055,241.995971679688,2020-04-29
268.640014648438,270.769989013672,268.040008544922,270.510009765625,792,244.307983398438,2020-04-30
268.209991455078,269.239990234375,267.75,268.649993896484,5244,242.628128051758,2020-05-04
268.410003662109,268.459991455078,267,267.640014648438,4185,241.71598815918,2020-05-05
267.269989013672,267.359985351562,263.980010986328,263.690002441406,2742,238.148574829102,2020-05-06
263.309997558594,265.200012207031,262.130004882812,265.329986572266,365,239.629699707031,2020-05-07
266.239990234375,267.279998779297,265.769989013672,266.029998779297,182,240.261932373047,2020-05-08
264.660003662109,264.829986572266,264.130004882812,264.130004882812,1493,238.545944213867,2020-05-11
263.760009765625,264.929992675781,263.760009765625,265,345,239.331665039062,2020-05-12
265.179992675781,267.440002441406,265.179992675781,266.970001220703,2588,241.110855102539,2020-05-13
266.700012207031,266.850006103516,265.390014648438,265.579986572266,2207,240.983108520508,2020-05-14
265.869995117188,266.410003662109,264.899993896484,264.880004882812,914,240.347961425781,2020-05-15
264.579986572266,266.040008544922,264.170013427734,264.660003662109,2851,240.148345947266,2020-05-18
265.609985351562,266.209991455078,264.809997558594,265.769989013672,237,241.155487060547,2020-05-19
265.549987792969,266.510009765625,265.209991455078,266.320007324219,1009,241.654571533203,2020-05-20
267.220001220703,267.220001220703,265.390014648438,266.920013427734,1491,242.199020385742,2020-05-21
267.170013427734,267.570007324219,266.440002441406,266.890014648438,214,242.171768188477,2020-05-22
266.929992675781,267.410003662109,266.630004882812,267.059997558594,693,242.326049804688,2020-05-25
266.190002441406,266.440002441406,265.269989013672,265.720001220703,465,241.110153198242,2020-05-26
266,266.980010986328,265.700012207031,266.980010986328,703,242.253479003906,2020-05-27
267.130004882812,267.619995117188,266.679992675781,267.709991455078,7424,242.915863037109,2020-05-28
268.190002441406,268.929992675781,267.510009765625,268.220001220703,398,243.378616333008,2020-05-29
267.660003662109,267.820007324219,265.690002441406,265.950012207031,1102,241.318862915039,2020-06-01
267.369995117188,267.369995117188,266.579986572266,266.730010986328,967,242.026611328125,2020-06-02
265.859985351562,266.049987792969,264.519989013672,264.309997558594,313,239.83073425293,2020-06-03
264.470001220703,266.109985351562,263.709991455078,264.630004882812,1021,240.121109008789,2020-06-04
263.649993896484,263.709991455078,262.010009765625,262.369995117188,15477,238.070404052734,2020-06-05
263.140014648438,264.079986572266,262.739990234375,264.329986572266,1490,239.848892211914,2020-06-08
264.5,265.049987792969,263.320007324219,263.489990234375,1354,239.086654663086,2020-06-09
263.579986572266,264.140014648438,262.929992675781,263.339996337891,288,238.950561523438,2020-06-10
265.399993896484,267.480010986328,264.790008544922,267.130004882812,1005,242.389541625977,2020-06-11
267.220001220703,268.410003662109,266.290008544922,267.670013427734,1375,242.87956237793,2020-06-12
269.089996337891,269.109985351562,268.380004882812,268.100006103516,712,243.26969909668,2020-06-15
267.940002441406,268.940002441406,267.390014648438,268.380004882812,594,243.523788452148,2020-06-16
267.100006103516,270.380004882812,267.100006103516,268.510009765625,2733,243.641784667969,2020-06-17
268.600006103516,270.290008544922,268.600006103516,270.359985351562,516,245.320373535156,2020-06-18
270.239990234375,271.119995117188,270.059997558594,271.149993896484,813,246.037246704102,2020-06-19
270.989990234375,272.929992675781,270.989990234375,272.299987792969,973,247.080688476562,2020-06-22
271.559997558594,271.799987792969,270.410003662109,270.519989013672,836,245.465591430664,2020-06-23
269.660003662109,272.089996337891,269.660003662109,272.190002441406,639,246.980941772461,2020-06-24
272.649993896484,273.660003662109,272.619995117188,273.429992675781,1084,248.106079101562,2020-06-25
273.859985351562,273.940002441406,273.230010986328,273.589996337891,1029,248.251251220703,2020-06-26
273.200012207031,273.640014648438,272.760009765625,273.309997558594,531,247.997177124023,2020-06-29
272.980010986328,274.470001220703,272.980010986328,273.040008544922,270,247.752212524414,2020-06-30
271.649993896484,272.459991455078,270.450012207031,270.549987792969,358,245.492797851562,2020-07-01
270.739990234375,272.910003662109,270.739990234375,272.880004882812,2175,247.607025146484,2020-07-02
273.359985351562,273.709991455078,272.179992675781,272.489990234375,611,247.253128051758,2020-07-03
272.25,273.220001220703,271.890014648438,273,1127,247.715896606445,2020-07-06
273.579986572266,273.859985351562,272.970001220703,273.720001220703,84,248.369232177734,2020-07-07
274.489990234375,274.920013427734,274.070007324219,274.589996337891,387,249.158630371094,2020-07-08
274.829986572266,275.670013427734,274.559997558594,275.399993896484,247,249.893600463867,2020-07-09
276,276.359985351562,275.600006103516,275.730010986328,245,250.193084716797,2020-07-10
274.570007324219,274.75,273.119995117188,273.040008544922,498,247.752212524414,2020-07-13
274.380004882812,275.200012207031,273.769989013672,275.170013427734,464,249.684906005859,2020-07-14
275,276.140014648438,274.890014648438,275.290008544922,670,249.793853759766,2020-07-15
275.100006103516,276.070007324219,274.899993896484,276.049987792969,546,250.483413696289,2020-07-16
275.679992675781,276.399993896484,275.170013427734,275.429992675781,891,249.920806884766,2020-07-17
275.190002441406,277.359985351562,275.040008544922,277.339996337891,1092,251.653961181641,2020-07-20
277.130004882812,277.859985351562,276.839996337891,277.420013427734,487,251.726516723633,2020-07-21
277.649993896484,279.140014648438,277.649993896484,278.869995117188,2496,253.042221069336,2020-07-22
279.089996337891,279.600006103516,278.809997558594,279.519989013672,1372,253.632019042969,2020-07-23
279.5,279.5,277.399993896484,277.910003662109,631,252.17121887207,2020-07-24
278.179992675781,279.839996337891,277.790008544922,279.690002441406,901,253.786315917969,2020-07-27
279.619995117188,280.299987792969,279.160003662109,279.369995117188,2740,253.49592590332,2020-07-28
280.299987792969,280.320007324219,279.100006103516,279.239990234375,425,253.377990722656,2020-07-29
279.600006103516,281.279998779297,279.600006103516,281.279998779297,732,255.229019165039,2020-07-30
281.519989013672,281.869995117188,279.380004882812,280.149993896484,1045,254.203735351562,2020-07-31
280.290008544922,280.290008544922,279.100006103516,279.929992675781,1137,254.004058837891,2020-08-03
279.920013427734,282.339996337891,279.920013427734,282.230010986328,796,256.091064453125,2020-08-04
282.600006103516,282.600006103516,280.200012207031,280.910003662109,869,254.893341064453,2020-08-05
280.670013427734,282.570007324219,280.380004882812,282.269989013672,454,256.127349853516,2020-08-06
282.140014648438,283.149993896484,281.950012207031,281.859985351562,1572,255.755325317383,2020-08-07
281.540008544922,282.970001220703,281.339996337891,282.730010986328,697,256.544738769531,2020-08-10
282.859985351562,282.859985351562,280.070007324219,280.329986572266,1148,254.367004394531,2020-08-11
280.049987792969,280.049987792969,279,279,608,253.160217285156,2020-08-12
280,280.059997558594,276.529998779297,276.929992675781,349,251.28190612793,2020-08-13
277.109985351562,277.399993896484,276.290008544922,277.429992675781,1257,251.735626220703,2020-08-14
278,279,277.570007324219,279.130004882812,1048,253.27815246582,2020-08-17
279.950012207031,280.119995117188,278.380004882812,279.459991455078,223,253.577590942383,2020-08-18
280.429992675781,280.799987792969,279.910003662109,280.369995117188,133,254.403289794922,2020-08-19
280.320007324219,281.980010986328,280.320007324219,281.239990234375,465,255.19270324707,2020-08-20
280.540008544922,281.299987792969,280.369995117188,280.890014648438,233,254.875183105469,2020-08-21
281.190002441406,281.200012207031,280.029998779297,280.170013427734,898,254.221862792969,2020-08-24
279.709991455078,279.730010986328,276.399993896484,276.579986572266,1015,250.96435546875,2020-08-25
276.170013427734,276.329986572266,275.559997558594,276.299987792969,135,250.710235595703,2020-08-26
277.549987792969,277.980010986328,275.209991455078,275.410003662109,765,249.902694702148,2020-08-27
274.619995117188,275.510009765625,274.119995117188,275.290008544922,691,249.793853759766,2020-08-28
274.709991455078,274.929992675781,273.730010986328,274.279998779297,314,248.877334594727,2020-08-31
273.579986572266,275.549987792969,273.179992675781,275.489990234375,1154,249.975296020508,2020-09-01
275.489990234375,278.510009765625,275.489990234375,278.910003662109,174,253.078521728516,2020-09-02
279.489990234375,280.299987792969,278.179992675781,279.440002441406,423,253.559448242188,2020-09-03
279.279998779297,279.700012207031,278.149993896484,278.459991455078,233,252.670227050781,2020-09-04
277.209991455078,278.290008544922,276.859985351562,277.290008544922,508,251.608596801758,2020-09-07
276.940002441406,279.269989013672,276.940002441406,278.540008544922,370,252.74284362793,2020-09-08
279.200012207031,279.829986572266,277.329986572266,277.640014648438,1672,251.926162719727,2020-09-09
278.040008544922,279.119995117188,277,277.230010986328,350,251.55419921875,2020-09-10
278.809997558594,279.399993896484,278.369995117188,279.450012207031,508,253.568542480469,2020-09-11
280.149993896484,280.630004882812,279.709991455078,279.989990234375,484,254.058517456055,2020-09-14
279.959991455078,280.820007324219,279.140014648438,280.350006103516,1363,254.385147094727,2020-09-15
280.829986572266,281.75,280.670013427734,280.989990234375,2544,254.965881347656,2020-09-16
280.670013427734,282.190002441406,280.070007324219,281.739990234375,940,255.646408081055,2020-09-17
281.040008544922,282.309997558594,280.709991455078,281.019989013672,949,254.993072509766,2020-09-18
281.470001220703,283.850006103516,281.420013427734,283.109985351562,2192,256.889556884766,2020-09-21
283.299987792969,283.709991455078,282.790008544922,282.850006103516,845,256.653656005859,2020-09-22
284.010009765625,284.049987792969,282.75,283.149993896484,154,256.925842285156,2020-09-23
283.619995117188,284.019989013672,283.230010986328,283.100006103516,149,256.880462646484,2020-09-24
283.109985351562,284.350006103516,283.049987792969,283.950012207031,1011,257.651763916016,2020-09-25
284.059997558594,284.470001220703,283.160003662109,284.070007324219,1893,257.760620117188,2020-09-28
284.799987792969,285.130004882812,284.329986572266,285.260009765625,1461,258.840454101562,2020-09-29
284.619995117188,285.529998779297,283.649993896484,283.859985351562,873,257.570068359375,2020-09-30
283.75,285,283.279998779297,284.640014648438,3489,258.277923583984,2020-10-01
284.769989013672,286.209991455078,284.769989013672,285.369995117188,668,258.940246582031,2020-10-02
286.850006103516,286.850006103516,284.369995117188,284.480010986328,962,258.132720947266,2020-10-05
283.859985351562,285.049987792969,283.769989013672,284.589996337891,361,258.232513427734,2020-10-06
285.019989013672,285.559997558594,283.700012207031,284.010009765625,383,257.706268310547,2020-10-07
283.929992675781,285.799987792969,283.929992675781,285.649993896484,767,259.194305419922,2020-10-08
286.220001220703,287.459991455078,286.220001220703,286.970001220703,4341,260.392059326172,2020-10-09
286.970001220703,288.109985351562,286.950012207031,288.260009765625,375,261.562561035156,2020-10-12
288.25,289.260009765625,287.910003662109,288.989990234375,875,262.224945068359,2020-10-13
289.540008544922,290.559997558594,289.540008544922,289.619995117188,285,262.796630859375,2020-10-14
290.290008544922,291.089996337891,289.850006103516,290.369995117188,909,263.477203369141,2020-10-15
290.450012207031,291.690002441406,290.260009765625,290.989990234375,1134,264.039764404297,2020-10-16
290.170013427734,290.679992675781,289.209991455078,289.950012207031,1051,263.096038818359,2020-10-19
289.950012207031,289.950012207031,288.799987792969,289.019989013672,567,262.252166748047,2020-10-20
288.5,288.799987792969,287.690002441406,287.609985351562,2292,260.972808837891,2020-10-21
287.390014648438,287.570007324219,286.029998779297,286.200012207031,1275,259.693420410156,2020-10-22
286.470001220703,287,286,286.859985351562,1226,260.292266845703,2020-10-23
288.890014648438,288.989990234375,287.459991455078,287.640014648438,1628,260.999969482422,2020-10-26
287.829986572266,289.200012207031,287.769989013672,289.579986572266,1256,262.760314941406,2020-10-27
289.839996337891,290.220001220703,288.489990234375,289.100006103516,875,262.324798583984,2020-10-28
288.589996337891,290.970001220703,288.420013427734,290.440002441406,793,263.540679931641,2020-10-29
289.559997558594,290.579986572266,289.410003662109,290.040008544922,1677,263.177764892578,2020-10-30
289.690002441406,290.619995117188,289.339996337891,290.480010986328,1124,263.576995849609,2020-11-02
290.109985351562,290.779998779297,289.690002441406,290.420013427734,345,263.522583007812,2020-11-03
292.260009765625,292.779998779297,291.269989013672,292.239990234375,1888,265.173919677734,2020-11-04
292.619995117188,292.950012207031,291.630004882812,292.029998779297,447,264.983428955078,2020-11-05
291.929992675781,292.739990234375,290.959991455078,291.220001220703,882,264.248443603516,2020-11-06
291.910003662109,292.940002441406,285.570007324219,285.829986572266,3901,259.357604980469,2020-11-09
285.510009765625,286,284.75,285.200012207031,782,258.786010742188,2020-11-10
284.600006103516,287.019989013672,284.600006103516,286.130004882812,885,259.629852294922,2020-11-11
287.799987792969,287.799987792969,285.579986572266,287.380004882812,284,261.592864990234,2020-11-12
287.579986572266,289.320007324219,287.579986572266,288.390014648438,406,262.512237548828,2020-11-13
289,289.799987792969,287.829986572266,288.820007324219,1110,262.903686523438,2020-11-16
289,290.149993896484,288.869995117188,289.920013427734,1240,263.904937744141,2020-11-17
290.690002441406,290.739990234375,289.320007324219,289.700012207031,515,263.704681396484,2020-11-18
290.25,290.649993896484,289.989990234375,290.359985351562,669,264.305450439453,2020-11-19
290.690002441406,290.809997558594,290.179992675781,290.549987792969,709,264.478363037109,2020-11-20
290.25,290.730010986328,289.559997558594,290,16293,263.977691650391,2020-11-23
290.079986572266,290.410003662109,289.609985351562,289.920013427734,540,263.904937744141,2020-11-24
289.660003662109,290.700012207031,288.899993896484,290.220001220703,1065,264.178039550781,2020-11-25
289.950012207031,291,289.950012207031,290.850006103516,562,264.75146484375,2020-11-26
290.850006103516,291.269989013672,290.529998779297,291.040008544922,638,264.924468994141,2020-11-27
290.890014648438,291.640014648438,289.989990234375,290.119995117188,1026,264.087036132812,2020-11-30
290.670013427734,290.730010986328,287.299987792969,287.390014648438,882,261.601959228516,2020-12-01
287.410003662109,287.970001220703,286.950012207031,287.75,4873,261.929656982422,2020-12-02
288.480010986328,289.529998779297,288.480010986328,289.279998779297,1224,263.322326660156,2020-12-03
289.75,289.929992675781,288.829986572266,288.829986572266,961,262.912750244141,2020-12-04
289.799987792969,290.920013427734,289.799987792969,290.390014648438,1057,264.332733154297,2020-12-07
290.519989013672,291.929992675781,290.5,291.640014648438,633,265.470642089844,2020-12-08
291.179992675781,291.739990234375,291.059997558594,291.619995117188,299,265.452423095703,2020-12-09
292.100006103516,292.820007324219,290.890014648438,291.679992675781,689,265.506958007812,2020-12-10
292.799987792969,293.690002441406,292.769989013672,293.399993896484,1381,267.072662353516,2020-12-11
293.559997558594,293.559997558594,292.140014648438,292.890014648438,1420,266.608428955078,2020-12-14
292.959991455078,293.579986572266,292.609985351562,292.959991455078,960,266.672180175781,2020-12-15
292.429992675781,292.429992675781,290.399993896484,291.179992675781,516,265.051849365234,2020-12-16
291.440002441406,292.019989013672,291.440002441406,291.399993896484,387,265.252166748047,2020-12-17
290.760009765625,291.660003662109,289.779998779297,290.940002441406,465,264.833374023438,2020-12-18
293.089996337891,293.089996337891,291.440002441406,291.299987792969,566,265.161071777344,2020-12-21
292.170013427734,292.170013427734,290.549987792969,292.049987792969,20188,265.843780517578,2020-12-22
292.510009765625,292.510009765625,289.929992675781,289.899993896484,776,263.886749267578,2020-12-23
291.089996337891,291.089996337891,290.320007324219,291.079986572266,422,264.960784912109,2020-12-28
291.359985351562,291.720001220703,290.739990234375,291.359985351562,682,265.215728759766,2020-12-29
291.049987792969,291.420013427734,290.079986572266,291.130004882812,543,265.006408691406,2020-12-30
290.899993896484,292.820007324219,290.279998779297,292.049987792969,13164,265.843780517578,2021-01-04
291.679992675781,292.440002441406,291.679992675781,291.769989013672,4996,265.588897705078,2021-01-05
289.540008544922,290.799987792969,289.149993896484,290.339996337891,591,264.287292480469,2021-01-06
290.089996337891,291.149993896484,289.950012207031,290.220001220703,877,264.178039550781,2021-01-07
291.269989013672,291.950012207031,290.929992675781,291.049987792969,829,264.933532714844,2021-01-08
291.619995117188,291.619995117188,289.200012207031,289.200012207031,1894,263.249542236328,2021-01-11
288.880004882812,288.880004882812,286.75,286.920013427734,463,261.174133300781,2021-01-12
287.859985351562,290.299987792969,287.769989013672,289.950012207031,1898,263.932220458984,2021-01-13
290.070007324219,290.220001220703,289.309997558594,290.029998779297,1344,264.005065917969,2021-01-14
290.100006103516,290.100006103516,289.5,289.619995117188,729,263.631866455078,2021-01-15
289.489990234375,289.489990234375,287.859985351562,288.510009765625,672,262.621429443359,2021-01-18
288.760009765625,289.049987792969,288.200012207031,289.209991455078,1446,263.258636474609,2021-01-19
289.359985351562,289.660003662109,288.75,289,1100,263.067504882812,2021-01-20
289.679992675781,289.679992675781,286.510009765625,286.559997558594,1410,260.846405029297,2021-01-21
286.619995117188,287.679992675781,285.809997558594,286.579986572266,1623,260.864654541016,2021-01-22
286.190002441406,289.170013427734,286.190002441406,288.859985351562,838,262.940002441406,2021-01-25
288.5,289,288.269989013672,288.480010986328,1219,262.594177246094,2021-01-26
288.730010986328,289.470001220703,288.059997558594,288.529998779297,1376,262.639678955078,2021-01-27
288.549987792969,289.209991455078,288.209991455078,288.239990234375,3179,262.375671386719,2021-01-28
288.119995117188,288.299987792969,286.359985351562,287.070007324219,836,261.310699462891,2021-01-29
286.940002441406,287.940002441406,286.899993896484,287.239990234375,819,261.465393066406,2021-02-01
287.049987792969,287.049987792969,285.489990234375,285.730010986328,801,260.090942382812,2021-02-02
286.079986572266,286.679992675781,285.429992675781,285.529998779297,2955,259.908874511719,2021-02-03
285.899993896484,285.899993896484,284.730010986328,285.390014648438,4757,259.781402587891,2021-02-04
285.450012207031,285.950012207031,283.5,285.010009765625,788,259.435546875,2021-02-05
284.220001220703,285.079986572266,284.089996337891,285.070007324219,1984,259.490142822266,2021-02-08
284.989990234375,285.670013427734,284.529998779297,284.950012207031,1179,259.380920410156,2021-02-09
285.089996337891,285.820007324219,284.649993896484,284.769989013672,1280,259.217041015625,2021-02-10
285.269989013672,285.950012207031,285.089996337891,285.779998779297,939,260.136474609375,2021-02-11
286.059997558594,286.209991455078,283.540008544922,283.779998779297,1122,258.31591796875,2021-02-12
282.5,282.589996337891,281.380004882812,281.859985351562,1833,256.568145751953,2021-02-15
281.959991455078,282.570007324219,280.549987792969,280.220001220703,769,255.075302124023,2021-02-16
279.350006103516,280.559997558594,278.950012207031,280.369995117188,1325,255.211822509766,2021-02-17
280.350006103516,280.600006103516,277.890014648438,278.109985351562,1309,253.154663085938,2021-02-18
277.690002441406,278.059997558594,277.149993896484,277.420013427734,636,252.526565551758,2021-02-19
275.510009765625,279.440002441406,275.510009765625,279.320007324219,2843,254.256057739258,2021-02-22
277.989990234375,277.989990234375,275.630004882812,277.25,4638,252.371826171875,2021-02-23
277.480010986328,277.589996337891,274.260009765625,275.600006103516,2083,250.869903564453,2021-02-24
274.029998779297,274.510009765625,272.630004882812,272.760009765625,1165,248.284744262695,2021-02-25
273.209991455078,275.869995117188,272.859985351562,275.510009765625,1731,250.787963867188,2021-02-26
277.790008544922,279.309997558594,277.230010986328,278.869995117188,1605,253.846450805664,2021-03-01
279.299987792969,279.299987792969,276.540008544922,278.200012207031,1850,253.236633300781,2021-03-02
278.660003662109,278.660003662109,275.059997558594,275.160003662109,1810,250.469375610352,2021-03-03
275.940002441406,276.049987792969,275.040008544922,275.480010986328,2194,250.760665893555,2021-03-04
274.070007324219,275.149993896484,274.040008544922,274.959991455078,683,250.287307739258,2021-03-05
274.350006103516,275.339996337891,274.350006103516,274.579986572266,569,249.94140625,2021-03-08
275.410003662109,277.390014648438,275.279998779297,276.200012207031,16027,251.416061401367,2021-03-09
276.399993896484,277.070007324219,275.440002441406,276.709991455078,2915,251.880249023438,2021-03-10
277.670013427734,280.070007324219,277.269989013672,278.489990234375,1033,253.500549316406,2021-03-11
277.670013427734,277.670013427734,276.329986572266,276.329986572266,597,251.534408569336,2021-03-12
277.049987792969,277.790008544922,276.5,277.579986572266,1419,252.67219543457,2021-03-15
277.519989013672,278.269989013672,276.940002441406,277.179992675781,361,252.308135986328,2021-03-16
277,277,273.640014648438,274.019989013672,868,249.431671142578,2021-03-17
273.760009765625,273.760009765625,272.029998779297,272.980010986328,12424,248.484985351562,2021-03-18
274.390014648438,274.910003662109,273.480010986328,273.859985351562,159,249.285980224609,2021-03-19
274.859985351562,275.089996337891,273.760009765625,274.339996337891,968,249.72297668457,2021-03-22
275.079986572266,275.989990234375,275.070007324219,276.190002441406,308,251.406951904297,2021-03-23
277.040008544922,277.309997558594,276.149993896484,277,1532,252.144287109375,2021-03-24
277.410003662109,278.170013427734,277.410003662109,278.369995117188,85,253.391326904297,2021-03-25
276.579986572266,276.769989013672,276.079986572266,276.589996337891,1658,251.771057128906,2021-03-26
277.649993896484,277.649993896484,275.679992675781,275.040008544922,345,250.36018371582,2021-03-29
273.890014648438,273.890014648438,272.309997558594,273.480010986328,864,248.940124511719,2021-03-30
