"CSNDX.MI.Open","CSNDX.MI.High","CSNDX.MI.Low","CSNDX.MI.Close","CSNDX.MI.Volume","CSNDX.MI.Adjusted","Date"
381.820007324219,383.720001220703,366,372.359985351562,24725,372.359985351562,2020-03-12
381.890014648438,390.739990234375,370.220001220703,378.859985351562,5566,378.859985351562,2020-03-13
387.5,387.5,352.850006103516,375.320007324219,5005,375.320007324219,2020-03-16
375.040008544922,385.769989013672,355,379.260009765625,2383,379.260009765625,2020-03-17
360.470001220703,376.239990234375,356.480010986328,369.019989013672,3517,369.019989013672,2020-03-18
370.839996337891,388.380004882812,369.309997558594,381.649993896484,7430,381.649993896484,2020-03-19
401.190002441406,404.089996337891,376.149993896484,380.720001220703,20910,380.720001220703,2020-03-20
355.369995117188,375.589996337891,354.100006103516,363.489990234375,5928,363.489990234375,2020-03-23
379.529998779297,391.450012207031,376.859985351562,391.350006103516,15951,391.350006103516,2020-03-24
396.239990234375,402.899993896484,385,394.929992675781,8235,394.929992675781,2020-03-25
380.339996337891,396.559997558594,376.600006103516,395.679992675781,8073,395.679992675781,2020-03-26
394.149993896484,396.119995117188,385.869995117188,388.350006103516,8757,388.350006103516,2020-03-27
387.309997558594,399.160003662109,381.299987792969,399.019989013672,1761,399.019989013672,2020-03-30
404.190002441406,410,399.589996337891,407.970001220703,3211,407.970001220703,2020-03-31
389.420013427734,395.829986572266,387.880004882812,392.769989013672,3793,392.769989013672,2020-04-01
389.299987792969,394,383,392.399993896484,6048,392.399993896484,2020-04-02
393.510009765625,399.700012207031,392,393.019989013672,8726,393.019989013672,2020-04-03
407.549987792969,410.950012207031,406,410.130004882812,4530,410.130004882812,2020-04-06
423.339996337891,429.230010986328,417.510009765625,422.410003662109,12284,422.410003662109,2020-04-07
417.130004882812,423.25,414.299987792969,423.25,8426,423.25,2020-04-08
427.690002441406,428.410003662109,420,422.690002441406,7440,422.690002441406,2020-04-09
435.670013427734,441.739990234375,433.5,440.820007324219,4408,440.820007324219,2020-04-14
445.130004882812,445.299987792969,439.839996337891,441.200012207031,6863,441.200012207031,2020-04-15
448.269989013672,455.380004882812,444.679992675781,453.649993896484,8344,453.649993896484,2020-04-16
461.959991455078,465,451.429992675781,452.600006103516,12207,452.600006103516,2020-04-17
454.980010986328,457.25,451.149993896484,457.25,3976,457.25,2020-04-20
452.339996337891,452.480010986328,433,433.950012207031,4099,433.950012207031,2020-04-21
440.980010986328,446.899993896484,440.299987792969,446.899993896484,4207,446.899993896484,2020-04-22
451.079986572266,456.529998779297,448.359985351562,454.850006103516,4543,454.850006103516,2020-04-23
449,451.799987792969,447.950012207031,450.100006103516,3201,450.100006103516,2020-04-24
459.239990234375,461.929992675781,457.899993896484,460.089996337891,3641,460.089996337891,2020-04-27
459.559997558594,462.679992675781,451.869995117188,454.25,3520,454.25,2020-04-28
457.609985351562,463.549987792969,455.660003662109,463.140014648438,2157,463.140014648438,2020-04-29
470.470001220703,471.320007324219,461.619995117188,461.619995117188,7865,461.619995117188,2020-04-30
446.480010986328,452.649993896484,443.869995117188,451.720001220703,2940,451.720001220703,2020-05-04
457.950012207031,466.160003662109,457.950012207031,465.609985351562,2822,465.609985351562,2020-05-05
467.820007324219,471.5,465.809997558594,470.149993896484,4486,470.149993896484,2020-05-06
472.200012207031,475,472,473.769989013672,3466,473.769989013672,2020-05-07
477.660003662109,478.399993896484,474.649993896484,476.350006103516,3283,476.350006103516,2020-05-08
480.279998779297,482.579986572266,474.859985351562,482.049987792969,5252,482.049987792969,2020-05-11
481.399993896484,483.75,478.940002441406,481.989990234375,5411,481.989990234375,2020-05-12
473.019989013672,476.670013427734,469.760009765625,471.100006103516,6142,471.100006103516,2020-05-13
466.200012207031,470.109985351562,461,466.799987792969,6163,466.799987792969,2020-05-14
475.720001220703,476.059997558594,463.839996337891,467.75,3234,467.75,2020-05-15
478.609985351562,483.850006103516,478.609985351562,482.850006103516,16605,482.850006103516,2020-05-18
483.369995117188,484,477.5,483.660003662109,9126,483.660003662109,2020-05-19
480.700012207031,485.769989013672,480.359985351562,485.769989013672,4554,485.769989013672,2020-05-20
483.339996337891,486.989990234375,481.049987792969,482.339996337891,2749,482.339996337891,2020-05-21
478.109985351562,484.700012207031,477.489990234375,483.179992675781,3620,483.179992675781,2020-05-22
489.220001220703,492.339996337891,488.700012207031,492.329986572266,2755,492.329986572266,2020-05-25
494.100006103516,494.309997558594,484.679992675781,484.679992675781,5521,484.679992675781,2020-05-26
486.540008544922,487.309997558594,469.760009765625,474.230010986328,6218,474.230010986328,2020-05-27
480.010009765625,483.480010986328,476.690002441406,482.5,4935,482.5,2020-05-28
477.570007324219,479.820007324219,474.160003662109,476.109985351562,4279,476.109985351562,2020-05-29
484.010009765625,484.5,479.790008544922,483.149993896484,2250,483.149993896484,2020-06-01
485.559997558594,486.880004882812,478.589996337891,479.769989013672,2574,479.769989013672,2020-06-02
485.399993896484,486.989990234375,484.739990234375,484.920013427734,6383,484.920013427734,2020-06-03
485.269989013672,487,479.209991455078,480.390014648438,5284,480.390014648438,2020-06-04
479.140014648438,488.670013427734,478,488.670013427734,4470,488.670013427734,2020-06-05
488.679992675781,490.589996337891,486,489.170013427734,9654,489.170013427734,2020-06-08
493.570007324219,493.920013427734,490,493.480010986328,5468,493.480010986328,2020-06-09
496,499.279998779297,493.820007324219,498.179992675781,8724,498.179992675781,2020-06-10
495,496.940002441406,488,488.399993896484,5968,488.399993896484,2020-06-11
481.450012207031,489.140014648438,479.649993896484,483.380004882812,6983,483.380004882812,2020-06-12
472.450012207031,481.299987792969,470.410003662109,480.399993896484,1973,480.399993896484,2020-06-15
489.850006103516,500.200012207031,489.850006103516,496.600006103516,8034,496.600006103516,2020-06-16
498.260009765625,503.070007324219,498.260009765625,502.600006103516,3114,502.600006103516,2020-06-17
499.790008544922,501.769989013672,498.549987792969,501.019989013672,8059,501.019989013672,2020-06-18
504.5,507.899993896484,504.239990234375,506.940002441406,4512,506.940002441406,2020-06-19
502.290008544922,503.690002441406,501.049987792969,503.100006103516,3663,503.100006103516,2020-06-22
506.279998779297,509.029998779297,506.230010986328,509.769989013672,3084,509.769989013672,2020-06-23
508.549987792969,510.489990234375,499.5,500.079986572266,6450,500.079986572266,2020-06-24
499.529998779297,503.739990234375,496.950012207031,500.399993896484,8271,500.399993896484,2020-06-25
506.570007324219,507.549987792969,495.880004882812,498.899993896484,5491,498.899993896484,2020-06-26
493,495.600006103516,487.25,495.600006103516,5136,495.600006103516,2020-06-29
502.049987792969,505,499.410003662109,504.489990234375,4464,504.489990234375,2020-06-30
508.489990234375,511.5,507,510.880004882812,5484,510.880004882812,2020-07-01
515.099975585938,521,514.390014648438,518.799987792969,6546,518.799987792969,2020-07-02
520.169982910156,520.739990234375,516.840026855469,518.080017089844,1584,518.080017089844,2020-07-03
522.669982910156,528.219970703125,520.820007324219,528.219970703125,3133,528.219970703125,2020-07-06
527.260009765625,533.179992675781,526.299987792969,531.809997558594,5453,531.809997558594,2020-07-07
526.929992675781,528.419982910156,523.710021972656,524.760009765625,2283,524.760009765625,2020-07-08
528.919982910156,533.890014648438,526.950012207031,528.5,1955,528.5,2020-07-09
533.630004882812,535.789978027344,530.5,534.090026855469,2293,534.090026855469,2020-07-10
541.799987792969,548.27001953125,541.130004882812,547.900024414062,4803,547.900024414062,2020-07-13
530.239990234375,530.530029296875,512.710021972656,522.97998046875,8177,522.97998046875,2020-07-14
528.179992675781,530.349975585938,524,525.679992675781,6457,525.679992675781,2020-07-15
522.650024414062,523.210021972656,517,518.349975585938,4488,518.349975585938,2020-07-16
523.77001953125,525,519.710021972656,522.799987792969,1983,522.799987792969,2020-07-17
519.719970703125,531.210021972656,519.510009765625,531.210021972656,3232,531.210021972656,2020-07-20
542.549987792969,544.5,533,533.700012207031,10323,533.700012207031,2020-07-21
530.299987792969,531,523.5,526.659973144531,1716,526.659973144531,2020-07-22
530.010009765625,531.070007324219,525.109985351562,525.210021972656,7925,525.210021972656,2020-07-23
506.279998779297,509.690002441406,500.890014648438,508.790008544922,6785,508.790008544922,2020-07-24
506.459991455078,508.589996337891,504.109985351562,504.790008544922,2827,504.790008544922,2020-07-27
513.119995117188,514.489990234375,508.5,510.890014648438,1420,510.890014648438,2020-07-28
507.359985351562,509.760009765625,506.589996337891,508.440002441406,2768,508.440002441406,2020-07-29
508.769989013672,508.829986572266,502.790008544922,508.829986572266,1907,508.829986572266,2020-07-30
515.950012207031,519.650024414062,510,514.5,2981,514.5,2020-07-31
524,531.900024414062,522.5,529.390014648438,2385,529.390014648438,2020-08-03
530.140014648438,531.690002441406,525.489990234375,528.419982910156,932,528.419982910156,2020-08-04
529.900024414062,530.739990234375,525.599975585938,525.679992675781,4267,525.679992675781,2020-08-05
525.900024414062,530.109985351562,525.75,529.169982910156,2610,529.169982910156,2020-08-06
533.22998046875,538.450012207031,532.679992675781,535.960021972656,4190,535.960021972656,2020-08-07
531.400024414062,533.409973144531,524.22998046875,527.47998046875,1766,527.47998046875,2020-08-10
533.200012207031,533.900024414062,524.630004882812,528.340026855469,3880,528.340026855469,2020-08-11
526.239990234375,531.090026855469,522.890014648438,530.739990234375,1968,530.739990234375,2020-08-12
530.400024414062,535.690002441406,528.340026855469,534.960021972656,3570,534.960021972656,2020-08-13
533.609985351562,534.690002441406,529.200012207031,530.710021972656,1125,530.710021972656,2020-08-14
531.609985351562,534.659973144531,531.460021972656,533.969970703125,2031,533.969970703125,2020-08-17
533.950012207031,536.320007324219,532.400024414062,536,972,536,2020-08-18
538.400024414062,540.02001953125,536.22998046875,540,1598,540,2020-08-19
535.349975585938,542,535.349975585938,541.619995117188,2921,541.619995117188,2020-08-20
545.429992675781,552.02001953125,545,551.119995117188,2875,551.119995117188,2020-08-21
554.409973144531,557.510009765625,550,552.349975585938,4616,552.349975585938,2020-08-24
557.150024414062,557.150024414062,551,555.390014648438,3770,555.390014648438,2020-08-25
559.599975585938,565,559.02001953125,565.02001953125,3115,565.02001953125,2020-08-26
569.799987792969,574.359985351562,567.799987792969,572.989990234375,2544,572.989990234375,2020-08-27
567.710021972656,569,564.650024414062,567.380004882812,1701,567.380004882812,2020-08-28
570.940002441406,571.010009765625,565.340026855469,567.510009765625,2047,567.510009765625,2020-08-31
573.169982910156,578.340026855469,571.619995117188,576.099975585938,3013,576.099975585938,2020-09-01
586.289978027344,591.659973144531,582.5,583.77001953125,5816,583.77001953125,2020-09-02
591.099975585938,591.340026855469,561.590026855469,563.869995117188,5734,563.869995117188,2020-09-03
553.539978027344,564.289978027344,532,542,18654,542,2020-09-04
542.159973144531,548.340026855469,542.010009765625,547.820007324219,3882,547.820007324219,2020-09-07
550.090026855469,550.849975585938,531.650024414062,536.5,6081,536.5,2020-09-08
533.400024414062,543,532.309997558594,540.919982910156,10673,540.919982910156,2020-09-09
544.489990234375,547.049987792969,537.320007324219,544.400024414062,5745,544.400024414062,2020-09-10
537.599975585938,539.789978027344,528.809997558594,529.650024414062,3776,529.650024414062,2020-09-11
535.049987792969,538.409973144531,531.070007324219,537.809997558594,4110,537.809997558594,2020-09-14
536.599975585938,545.690002441406,535.630004882812,545.130004882812,5065,545.130004882812,2020-09-15
546.200012207031,548.200012207031,540.809997558594,544.090026855469,4170,544.090026855469,2020-09-16
528.559997558594,533.150024414062,521.559997558594,528.400024414062,6342,528.400024414062,2020-09-17
528.150024414062,531,518.820007324219,518.820007324219,10415,518.820007324219,2020-09-18
518.599975585938,519.099975585938,512.22998046875,515,4711,515,2020-09-21
525.210021972656,531.47998046875,524.349975585938,527.799987792969,4478,527.799987792969,2020-09-22
536.710021972656,540.299987792969,532.400024414062,532.400024414062,7298,532.400024414062,2020-09-23
520.929992675781,529.340026855469,516.820007324219,529.340026855469,3533,529.340026855469,2020-09-24
527.630004882812,535.299987792969,524.809997558594,535.299987792969,1968,535.299987792969,2020-09-25
543.700012207031,548.849975585938,543.599975585938,545.950012207031,8813,545.950012207031,2020-09-28
549.179992675781,549.179992675781,543.109985351562,544.849975585938,1720,544.849975585938,2020-09-29
539.799987792969,551.799987792969,539.460021972656,549.200012207031,11246,549.200012207031,2020-09-30
550.940002441406,555.400024414062,550.919982910156,554.200012207031,8182,554.200012207031,2020-10-01
547.090026855469,551.039978027344,542.919982910156,545.900024414062,9902,545.900024414062,2020-10-02
544.989990234375,547,542.200012207031,546.580017089844,4953,546.580017089844,2020-10-05
548.400024414062,549.799987792969,544.510009765625,545.419982910156,4687,545.419982910156,2020-10-06
543.299987792969,548,542.369995117188,548,2751,548,2020-10-07
553.719970703125,555.690002441406,551.940002441406,551.940002441406,4431,551.940002441406,2020-10-08
553.710021972656,556.630004882812,551.900024414062,556.5,3208,556.5,2020-10-09
561.359985351562,573.900024414062,561.340026855469,573.900024414062,2383,573.900024414062,2020-10-12
576.950012207031,585.349975585938,575.599975585938,584.390014648438,4720,584.390014648438,2020-10-13
583.559997558594,583.849975585938,576.809997558594,577.299987792969,3931,577.299987792969,2020-10-14
568.890014648438,571.510009765625,565.200012207031,569.75,5048,569.75,2020-10-15
572.080017089844,577.659973144531,571,573.299987792969,3570,573.299987792969,2020-10-16
573.679992675781,574.429992675781,562.97998046875,564.530029296875,6673,564.530029296875,2020-10-19
561.080017089844,561.969970703125,553.140014648438,554.609985351562,3571,554.609985351562,2020-10-20
556.090026855469,558.190002441406,551.25,554.619995117188,2065,554.619995117188,2020-10-21
553.289978027344,557.859985351562,550,551.5,1786,551.5,2020-10-22
555.429992675781,556.280029296875,551.210021972656,551.299987792969,864,551.299987792969,2020-10-23
550.780029296875,557.549987792969,546.309997558594,546.309997558594,10448,546.309997558594,2020-10-26
549.390014648438,552.590026855469,547.590026855469,550.200012207031,7911,550.200012207031,2020-10-27
552.080017089844,552.150024414062,538.349975585938,538.549987792969,9570,538.549987792969,2020-10-28
541.5,547.450012207031,537.440002441406,546.549987792969,9665,546.549987792969,2020-10-29
536.369995117188,543.469970703125,530.679992675781,535.419982910156,14289,535.419982910156,2020-10-30
536.989990234375,542.609985351562,536.700012207031,536.72998046875,13989,536.72998046875,2020-11-02
536.049987792969,544.320007324219,534.570007324219,544.25,5631,544.25,2020-11-03
551.340026855469,567.200012207031,550.359985351562,566.330017089844,7606,566.330017089844,2020-11-04
575.549987792969,577.97998046875,570.989990234375,574.880004882812,8709,574.880004882812,2020-11-05
570.700012207031,572.190002441406,564.840026855469,570.820007324219,8746,570.820007324219,2020-11-06
583.059997558594,586.140014648438,567.179992675781,581.090026855469,11798,581.090026855469,2020-11-09
563.25,565.469970703125,549.169982910156,556.409973144531,19075,556.409973144531,2020-11-10
554.549987792969,567.659973144531,554.119995117188,566.47998046875,12118,566.47998046875,2020-11-11
566.47998046875,571.419982910156,565.75,567.409973144531,8793,567.409973144531,2020-11-12
568.27001953125,568.72998046875,563.619995117188,564.239990234375,4328,564.239990234375,2020-11-13
570.27001953125,572.400024414062,565.030029296875,570.880004882812,6538,570.880004882812,2020-11-16
572.219970703125,572.580017089844,568.429992675781,569.039978027344,5025,569.039978027344,2020-11-17
567.280029296875,570.099975585938,565.580017089844,568.450012207031,5187,568.450012207031,2020-11-18
564.77001953125,568.289978027344,562.590026855469,568.289978027344,3301,568.289978027344,2020-11-19
568.369995117188,570.700012207031,568,570.109985351562,2374,570.109985351562,2020-11-20
566.859985351562,569.169982910156,563.799987792969,563.859985351562,3665,563.859985351562,2020-11-23
567.900024414062,570,565.25,569.75,2123,569.75,2020-11-24
573.739990234375,574.640014648438,571.830017089844,573.890014648438,3507,573.890014648438,2020-11-25
575.840026855469,578.359985351562,575.679992675781,577.309997558594,4056,577.309997558594,2020-11-26
575.669982910156,580.400024414062,575.669982910156,579.27001953125,5896,579.27001953125,2020-11-27
575.450012207031,578.210021972656,569,572.619995117188,5967,572.619995117188,2020-11-30
582.619995117188,583.640014648438,579.280029296875,581.940002441406,3337,581.940002441406,2020-12-01
579.609985351562,582.070007324219,575,579.52001953125,5101,579.52001953125,2020-12-02
579.030029296875,580.650024414062,577.409973144531,579.25,8229,579.25,2020-12-03
580.200012207031,580.880004882812,577.460021972656,580.880004882812,6744,580.880004882812,2020-12-04
582.549987792969,585.349975585938,581.440002441406,584.739990234375,4817,584.739990234375,2020-12-07
585.47998046875,585.5,582,584.659973144531,3667,584.659973144531,2020-12-08
587.070007324219,588.27001953125,585.739990234375,586.919982910156,2891,586.919982910156,2020-12-09
574.549987792969,578.820007324219,569.530029296875,578.190002441406,3535,578.190002441406,2020-12-10
574.619995117188,575.049987792969,570.780029296875,571.72998046875,4914,571.72998046875,2020-12-11
575.809997558594,582.280029296875,575.159973144531,580.859985351562,5874,580.859985351562,2020-12-14
579.619995117188,583,578.75,579.5,13688,579.5,2020-12-15
584.359985351562,585.22998046875,580.789978027344,585.22998046875,5007,585.22998046875,2020-12-16
586.330017089844,587.080017089844,584.890014648438,584.969970703125,8977,584.969970703125,2020-12-17
586.210021972656,588.159973144531,584.200012207031,584.780029296875,2670,584.780029296875,2020-12-18
588.299987792969,589,576.099975585938,579.400024414062,6995,579.400024414062,2020-12-21
586.210021972656,588.52001953125,585.299987792969,585.299987792969,1762,585.299987792969,2020-12-22
588.72998046875,589.299987792969,584.989990234375,586.090026855469,956,586.090026855469,2020-12-23
589.52001953125,592.489990234375,588.27001953125,591.510009765625,903,591.510009765625,2020-12-28
593.289978027344,593.929992675781,589.640014648438,592.299987792969,816,592.299987792969,2020-12-29
592.880004882812,593.219970703125,588.400024414062,590.440002441406,1104,590.440002441406,2020-12-30
594.590026855469,595,582.880004882812,584.320007324219,12826,584.320007324219,2021-01-04
583.080017089844,587.130004882812,580.789978027344,584.799987792969,2385,584.799987792969,2021-01-05
575.919982910156,587.239990234375,571.840026855469,586.570007324219,7704,586.570007324219,2021-01-06
582.429992675781,593.400024414062,580.650024414062,592.669982910156,3226,592.669982910156,2021-01-07
598.599975585938,601.299987792969,597.200012207031,599.419982910156,4116,599.419982910156,2021-01-08
604.630004882812,605.260009765625,598.840026855469,601.849975585938,3701,601.849975585938,2021-01-11
599.909973144531,601.320007324219,596.510009765625,598.47998046875,2887,598.47998046875,2021-01-12
597.320007324219,601.869995117188,595.059997558594,601.869995117188,2327,601.869995117188,2021-01-13
601.469970703125,605.539978027344,599.549987792969,602.830017089844,2740,602.830017089844,2021-01-14
598.859985351562,601.659973144531,595.309997558594,599.369995117188,2215,599.369995117188,2021-01-15
597.070007324219,598.5,596.710021972656,598,1629,598,2021-01-18
601.72998046875,602,597.799987792969,598.849975585938,2638,598.849975585938,2021-01-19
605.219970703125,617.010009765625,605.219970703125,616.809997558594,2684,616.809997558594,2021-01-20
621.580017089844,621.580017089844,617.070007324219,620.580017089844,11092,620.580017089844,2021-01-21
618.960021972656,620.070007324219,615.719970703125,617.530029296875,3570,617.530029296875,2021-01-22
623.619995117188,630,613.429992675781,621.030029296875,10448,621.030029296875,2021-01-25
623.75,626.280029296875,623.400024414062,625.289978027344,1781,625.289978027344,2021-01-26
628,630.260009765625,617.309997558594,617.659973144531,5923,617.659973144531,2021-01-27
606.419982910156,619.130004882812,601.419982910156,617.450012207031,8948,617.450012207031,2021-01-28
604.869995117188,610.919982910156,602.299987792969,602.900024414062,7730,602.900024414062,2021-01-29
605.070007324219,615.030029296875,605.070007324219,615.030029296875,9454,615.030029296875,2021-02-01
622.690002441406,629.659973144531,622.010009765625,628.719970703125,3411,628.719970703125,2021-02-02
635.690002441406,636.919982910156,628.719970703125,630.280029296875,8552,630.280029296875,2021-02-03
630.289978027344,633.900024414062,630.200012207031,633.030029296875,6679,633.030029296875,2021-02-04
640.159973144531,640.5,634.469970703125,635.710021972656,5173,635.710021972656,2021-02-05
639.77001953125,640.640014648438,637.669982910156,637.669982910156,6274,637.669982910156,2021-02-08
637.890014648438,640.059997558594,636.299987792969,638.059997558594,1621,638.059997558594,2021-02-09
639.359985351562,639.549987792969,628.909973144531,633.080017089844,2585,633.080017089844,2021-02-10
636.510009765625,638.669982910156,635.599975585938,638.669982910156,5723,638.669982910156,2021-02-11
637.700012207031,639.549987792969,636.5,639.549987792969,1712,639.549987792969,2021-02-12
642.700012207031,644.650024414062,642.130004882812,644.169982910156,945,644.169982910156,2021-02-15
644.299987792969,645.710021972656,642.099975585938,642.369995117188,1562,642.369995117188,2021-02-16
642.260009765625,643.489990234375,635.369995117188,635.590026855469,3733,635.590026855469,2021-02-17
637.849975585938,638.349975585938,629.700012207031,632.599975585938,2828,632.599975585938,2021-02-18
634.75,638,633.299987792969,636.090026855469,2300,636.090026855469,2021-02-19
624.570007324219,625.090026855469,617.5,618.260009765625,3109,618.260009765625,2021-02-22
616.539978027344,616.539978027344,593,605.739990234375,11536,605.739990234375,2021-02-23
609.5,616.330017089844,603.169982910156,612.159973144531,9136,612.159973144531,2021-02-24
615.02001953125,615.02001953125,603,603.940002441406,3446,603.940002441406,2021-02-25
592.789978027344,606.010009765625,592.789978027344,606.010009765625,7790,606.010009765625,2021-02-26
612.150024414062,617.450012207031,610.900024414062,616.97998046875,2931,616.97998046875,2021-03-01
619.780029296875,622.400024414062,612.900024414062,612.950012207031,2735,612.950012207031,2021-03-02
614.780029296875,615.359985351562,600,604.380004882812,3005,604.380004882812,2021-03-03
593.559997558594,597.590026855469,586.900024414062,595.390014648438,5401,595.390014648438,2021-03-04
585.679992675781,595.679992675781,578.369995117188,581.219970703125,12510,581.219970703125,2021-03-05
590.669982910156,603.400024414062,588.169982910156,598.359985351562,17112,598.359985351562,2021-03-08
592.349975585938,604.510009765625,592.299987792969,604.219970703125,5168,604.219970703125,2021-03-09
605.640014648438,613.400024414062,602.859985351562,607.130004882812,3549,607.130004882812,2021-03-10
610.179992675781,615.340026855469,609,615.340026855469,3592,615.340026855469,2021-03-11
607.27001953125,609,603.77001953125,606,8112,606,2021-03-12
609.690002441406,614.450012207031,609.440002441406,612.659973144531,3944,612.659973144531,2021-03-15
620.640014648438,630.039978027344,619.52001953125,625.929992675781,7853,625.929992675781,2021-03-16
622.960021972656,622.960021972656,612.799987792969,616.239990234375,6934,616.239990234375,2021-03-17
616.599975585938,617.960021972656,612.159973144531,614.039978027344,9477,614.039978027344,2021-03-18
608.640014648438,610.630004882812,602.080017089844,610.309997558594,8790,610.309997558594,2021-03-19
612.349975585938,620.989990234375,611.960021972656,620.989990234375,4795,620.989990234375,2021-03-22
618.960021972656,625.489990234375,617.700012207031,622.440002441406,5870,622.440002441406,2021-03-23
623.030029296875,627,618,618.940002441406,3647,618.940002441406,2021-03-24
612.010009765625,614.549987792969,604.02001953125,611.659973144531,5816,611.659973144531,2021-03-25
614.309997558594,615.099975585938,608.140014648438,614.739990234375,2204,614.739990234375,2021-03-26
617.650024414062,622.030029296875,614.929992675781,617.419982910156,3450,617.419982910156,2021-03-29
620.380004882812,620.799987792969,616.059997558594,619.820007324219,5629,619.820007324219,2021-03-30
620.169982910156,630.570007324219,619.619995117188,630.469970703125,4688,630.469970703125,2021-03-31
633.570007324219,640,633.549987792969,637.25,6070,637.25,2021-04-01
647.859985351562,650.130004882812,646.380004882812,649.210021972656,4684,649.210021972656,2021-04-06
646.099975585938,646.869995117188,642,645.049987792969,2459,645.049987792969,2021-04-07
651.440002441406,653.239990234375,649.5,650.609985351562,3303,650.609985351562,2021-04-08
651.059997558594,652.369995117188,649.099975585938,652.280029296875,2385,652.280029296875,2021-04-09
