"SGLD.MI.Open","SGLD.MI.High","SGLD.MI.Low","SGLD.MI.Close","SGLD.MI.Volume","SGLD.MI.Adjusted","Date"
146.800003051758,148.199996948242,146.589996337891,147.029998779297,21887,147.029998779297,2020-02-25
146.820007324219,147.399993896484,145.360000610352,145.850006103516,41207,145.850006103516,2020-02-26
146.429992675781,146.429992675781,145.360000610352,145.740005493164,40095,145.740005493164,2020-02-27
143.550003051758,144.419998168945,139.5,140.490005493164,57766,140.490005493164,2020-02-28
140.279998779297,141.020004272461,138.5,138.639999389648,40956,138.639999389648,2020-03-02
139.070007324219,142.429992675781,139.070007324219,142.279998779297,31939,142.279998779297,2020-03-03
142.199996948242,143.740005493164,141.979995727539,143.050003051758,30786,143.050003051758,2020-03-04
142.850006103516,144.470001220703,142.699996948242,143.850006103516,29565,143.850006103516,2020-03-05
144.380004882812,145.110000610352,141.470001220703,143.029998779297,49480,143.029998779297,2020-03-06
145,147.970001220703,141,141.330001831055,59912,141.330001831055,2020-03-09
141.979995727539,142.199996948242,140.940002441406,141.690002441406,30691,141.690002441406,2020-03-10
142.289993286133,142.949996948242,141.600006103516,141.860000610352,20954,141.860000610352,2020-03-11
140.809997558594,142.029998779297,136.649993896484,137.800003051758,43359,137.800003051758,2020-03-12
138.009994506836,139.380004882812,133.350006103516,133.990005493164,24846,133.990005493164,2020-03-13
132,133.369995117188,126.169998168945,130.899993896484,181179,130.899993896484,2020-03-16
129.270004272461,137.110000610352,128.009994506836,135.179992675781,115550,135.179992675781,2020-03-17
132.729995727539,134.770004272461,131.009994506836,132.949996948242,11042,132.949996948242,2020-03-18
132.889999389648,134.229995727539,131.800003051758,133.970001220703,12211,133.970001220703,2020-03-19
136.190002441406,136.970001220703,134.360000610352,134.699996948242,11571,134.699996948242,2020-03-20
135.169998168945,140,134.75,139.529998779297,70444,139.529998779297,2020-03-23
141,146.880004882812,140.990005493164,146.570007324219,20148,146.570007324219,2020-03-24
144.100006103516,146,142.970001220703,144.830001831055,15193,144.830001831055,2020-03-25
142.820007324219,145.020004272461,142.009994506836,143.509994506836,20816,143.509994506836,2020-03-26
142.919998168945,143.559997558594,142.009994506836,142.460006713867,7295,142.460006713867,2020-03-27
141.940002441406,142.929992675781,141.490005493164,142.25,17337,142.25,2020-03-30
142.770004272461,142.800003051758,141.399993896484,142.100006103516,12851,142.100006103516,2020-03-31
140.600006103516,141.710006713867,139.130004882812,140.710006713867,14900,140.710006713867,2020-04-01
141.410003662109,144,140.839996337891,143.770004272461,25432,143.770004272461,2020-04-02
144.300003051758,145.789993286133,144.190002441406,145.179992675781,15816,145.179992675781,2020-04-03
146.059997558594,148.5,145.720001220703,147.699996948242,43750,147.699996948242,2020-04-06
149,149,146.100006103516,147.75,23688,147.75,2020-04-07
147.309997558594,147.880004882812,146.460006713867,147.139999389648,17461,147.139999389648,2020-04-08
147.759994506836,149.619995117188,147.649993896484,148.960006713867,16106,148.960006713867,2020-04-09
151.149993896484,154.429992675781,151.149993896484,153.429992675781,28754,153.429992675781,2020-04-14
152.059997558594,154,151.570007324219,152.839996337891,15679,152.839996337891,2020-04-15
153.350006103516,154.990005493164,153,154.509994506836,24425,154.509994506836,2020-04-16
152.380004882812,152.380004882812,150.210006713867,151.080001831055,23743,151.080001831055,2020-04-17
150.139999389648,151.360000610352,149.339996337891,151.029998779297,16368,151.029998779297,2020-04-20
