"WBLK.MI.Open","WBLK.MI.High","WBLK.MI.Low","WBLK.MI.Close","WBLK.MI.Volume","WBLK.MI.Adjusted","Date"
24.3799991607666,24.3799991607666,24.3799991607666,23.9799995422363,200,23.9799995422363,2022-09-27
23.9799995422363,23.9799995422363,23.9799995422363,23.9799995422363,0,23.9799995422363,2022-09-28
23.5049991607666,23.5049991607666,23.5049991607666,23.4249992370605,7,23.4249992370605,2022-09-29
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-09-30
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-03
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-04
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-05
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-06
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-07
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-10
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-11
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-12
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-13
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-14
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-17
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-18
23.4249992370605,23.4249992370605,23.4249992370605,23.4249992370605,0,23.4249992370605,2022-10-19
22.3299999237061,22.3299999237061,22.3299999237061,22.8649997711182,60,22.8649997711182,2022-10-20
22.8649997711182,22.8649997711182,22.8649997711182,22.8649997711182,0,22.8649997711182,2022-10-21
22.6100006103516,22.6100006103516,22.6100006103516,22.25,1,22.25,2022-10-24
22.25,22.25,22.25,22.25,0,22.25,2022-10-25
22.25,22.25,22.25,22.25,0,22.25,2022-10-26
22.25,22.25,22.25,22.25,0,22.25,2022-10-27
23.7049999237061,24.0550003051758,23.7049999237061,24.0349998474121,300,24.0349998474121,2022-10-28
