"IHYG.MI.Open","IHYG.MI.High","IHYG.MI.Low","IHYG.MI.Close","IHYG.MI.Volume","IHYG.MI.Adjusted","Date"
85.2399978637695,85.370002746582,81.1600036621094,83.0299987792969,111085,64.2433929443359,2020-03-17
82.0100021362305,82.4899978637695,76.9800033569336,78.5299987792969,58982,60.7615661621094,2020-03-18
79.3000030517578,81.5899963378906,78.4000015258789,79.7399978637695,109463,61.6977844238281,2020-03-19
82.4800033569336,83.9599990844727,81.0500030517578,82.4899978637695,113081,63.8255767822266,2020-03-20
81.5699996948242,82.9000015258789,78.3899993896484,81.0599975585938,30988,62.7191314697266,2020-03-23
82,84.9599990844727,82,84.1699981689453,141336,65.1254577636719,2020-03-24
85.0999984741211,86.8199996948242,84.620002746582,85.6800003051758,144493,66.2938003540039,2020-03-25
85.4000015258789,88.1399993896484,84.7799987792969,87.7300033569336,35277,67.8799667358398,2020-03-26
88.5100021362305,88.5100021362305,86.0100021362305,86.2600021362305,22191,66.7425537109375,2020-03-27
86.6999969482422,87.5199966430664,85.0699996948242,87.5199966430664,17055,67.7174606323242,2020-03-30
87.5500030517578,88.870002746582,87.4899978637695,88.1399993896484,56667,68.1971817016602,2020-03-31
87,87.4199981689453,86.5100021362305,87,58301,67.3151321411133,2020-04-01
87.5299987792969,87.7399978637695,86.5699996948242,87.4300003051758,57416,67.6478271484375,2020-04-02
87.4800033569336,87.8600006103516,86.9599990844727,87.3000030517578,47335,67.5472412109375,2020-04-03
88.0899963378906,89.3199996948242,88.0899963378906,88.9000015258789,57201,68.7852325439453,2020-04-06
90.5,90.9499969482422,89.7600021362305,89.9700012207031,35747,69.6131210327148,2020-04-07
89.9599990844727,90.3600006103516,89.120002746582,90.2300033569336,44858,69.8143005371094,2020-04-08
90.7099990844727,94.9000015258789,90.7099990844727,93.75,62884,72.5378570556641,2020-04-09
94.1999969482422,95,94.0199966430664,94.4400024414062,195053,73.0717391967773,2020-04-14
94.7799987792969,94.7799987792969,92,92.3300018310547,77279,71.4391403198242,2020-04-15
93.0100021362305,93.3000030517578,91.7600021362305,91.9800033569336,46402,71.1683349609375,2020-04-16
92.8899993896484,93.2900009155273,92.4199981689453,93.0400009155273,70067,71.9884948730469,2020-04-17
92.9700012207031,93.379997253418,92.0199966430664,92.4899978637695,32505,71.5629425048828,2020-04-20
92.4499969482422,92.4499969482422,91,91.2699966430664,32622,70.6189804077148,2020-04-21
92.5500030517578,92.5899963378906,91.6999969482422,92.4800033569336,60508,71.5552062988281,2020-04-22
93.0999984741211,93.3300018310547,92.5,93.0999984741211,143168,72.0349273681641,2020-04-23
92.5,92.9899978637695,92.2600021362305,92.5500030517578,20947,71.6093597412109,2020-04-24
93,93.3399963378906,93,93.1600036621094,17310,72.0813446044922,2020-04-27
93.2399978637695,93.4499969482422,92.6900024414062,92.7300033569336,25557,71.7486343383789,2020-04-28
93.0400009155273,93.379997253418,92.7399978637695,93.3300018310547,96564,72.2128829956055,2020-04-29
93.3399963378906,93.4599990844727,92.5299987792969,92.8600006103516,76626,71.8492202758789,2020-04-30
92.4899978637695,92.4899978637695,91.129997253418,91.5299987792969,64996,70.8201446533203,2020-05-04
91.8399963378906,92.0599975585938,91.620002746582,91.9499969482422,90482,71.1451187133789,2020-05-05
92,92,91.5199966430664,91.7099990844727,19910,70.9594268798828,2020-05-06
91.6999969482422,92.0899963378906,91.5400009155273,92.0899963378906,53568,71.2534408569336,2020-05-07
92.2300033569336,92.9100036621094,92.1699981689453,92.6900024414062,12538,71.7176895141602,2020-05-08
93.0299987792969,93.0299987792969,92.3000030517578,92.6699981689453,21214,71.7022094726562,2020-05-11
92.8899993896484,92.8899993896484,92.2799987792969,92.7300033569336,28582,71.7486343383789,2020-05-12
92.5299987792969,92.5299987792969,91.9899978637695,92.1900024414062,32862,71.3308181762695,2020-05-13
92,92,90.6600036621094,91.3399963378906,75195,70.6731491088867,2020-05-14
91.9700012207031,91.9700012207031,90.6800003051758,91.3199996948242,22756,70.6576766967773,2020-05-15
91.8499984741211,92.6600036621094,91.5100021362305,92.6600036621094,10173,71.6944808959961,2020-05-18
92.9000015258789,93,92.3000030517578,92.4800033569336,161457,71.5552062988281,2020-05-19
92.3399963378906,93.0999984741211,92.3399963378906,93.0999984741211,94475,72.0349273681641,2020-05-20
92.75,93.1500015258789,92.75,92.870002746582,81859,71.8569564819336,2020-05-21
92.7799987792969,93.2600021362305,92.5800018310547,93.120002746582,20945,72.0503997802734,2020-05-22
93.3000030517578,93.7600021362305,93.1900024414062,93.7300033569336,38645,72.5223846435547,2020-05-25
93.870002746582,94.0699996948242,93.8099975585938,94.0599975585938,57551,72.7777099609375,2020-05-26
94.25,95.4300003051758,94,94.9899978637695,217650,73.4972763061523,2020-05-27
95.4000015258789,95.7099990844727,94.9300003051758,95.6699981689453,112011,74.0234222412109,2020-05-28
95.5,95.6900024414062,95.0800018310547,95.4899978637695,68428,73.884147644043,2020-05-29
95.8499984741211,95.9400024414062,95.6900024414062,95.9199981689453,49826,74.2168655395508,2020-06-01
96.1699981689453,96.7699966430664,95.9899978637695,96.629997253418,78223,74.7662124633789,2020-06-02
96.9599990844727,97.5800018310547,96.9400024414062,97.5199966430664,199460,75.454833984375,2020-06-03
97.5,98.2699966430664,97.1600036621094,97.9499969482422,95497,75.7875442504883,2020-06-04
98.1900024414062,99.1999969482422,98.1800003051758,99.1999969482422,165447,76.7547225952148,2020-06-05
99.1999969482422,99.25,98.8099975585938,99.2300033569336,47431,76.7779388427734,2020-06-08
99.0999984741211,99.0999984741211,98,98.1500015258789,79347,75.9422988891602,2020-06-09
98.1999969482422,98.3199996948242,97.6800003051758,98.0199966430664,109212,75.8417129516602,2020-06-10
97.3000030517578,97.3399963378906,96.4599990844727,96.620002746582,67495,74.7584838867188,2020-06-11
96.1900024414062,97.2699966430664,95.9400024414062,96.8099975585938,70043,74.9054870605469,2020-06-12
96.2099990844727,97.1900024414062,95.7600021362305,97.1900024414062,106823,75.1995010375977,2020-06-15
97.9499969482422,98.7300033569336,97.9199981689453,98.1500015258789,229199,75.9422988891602,2020-06-16
97.4199981689453,98.5800018310547,97.4199981689453,98.1600036621094,58141,75.9500350952148,2020-06-17
97.9199981689453,98.2600021362305,97.5199966430664,97.7799987792969,40355,75.6559982299805,2020-06-18
97.6699981689453,97.9599990844727,97.5199966430664,97.620002746582,27274,75.5322189331055,2020-06-19
97.5,97.5,97,97.0199966430664,60668,75.0679550170898,2020-06-22
97.4300003051758,97.7699966430664,97.4300003051758,97.5800018310547,58221,75.5012664794922,2020-06-23
97.8600006103516,97.8600006103516,96.9499969482422,96.9899978637695,144333,75.0447540283203,2020-06-24
96.7200012207031,97.0800018310547,96.4700012207031,97.0800018310547,115594,75.1144104003906,2020-06-25
97.4700012207031,97.4700012207031,96.5999984741211,96.5999984741211,40710,74.7429962158203,2020-06-26
96.8199996948242,97.0899963378906,96.6600036621094,96.9400024414062,51555,75.0060806274414,2020-06-29
97.1399993896484,97.4300003051758,96.879997253418,97.4300003051758,26125,75.3852005004883,2020-06-30
97.7399978637695,97.7399978637695,96.8499984741211,97.5,60987,75.4393692016602,2020-07-01
97.6999969482422,97.7900009155273,97.5500030517578,97.7399978637695,61147,75.6250610351562,2020-07-02
97.8000030517578,97.8199996948242,97.4100036621094,97.6100006103516,50858,75.5244827270508,2020-07-03
97.6100006103516,98.120002746582,97.6100006103516,97.6999969482422,82064,75.5941162109375,2020-07-06
98.25,98.25,97.5599975585938,97.6699981689453,23145,75.5708999633789,2020-07-07
97.5599975585938,97.6999969482422,97.3000030517578,97.5899963378906,32681,75.5089950561523,2020-07-08
97.6699981689453,97.6699981689453,97.1100006103516,97.3199996948242,13036,75.3000946044922,2020-07-09
97.3199996948242,97.4499969482422,96.9300003051758,97.4000015258789,28270,75.3619995117188,2020-07-10
97.1999969482422,97.8099975585938,97.1999969482422,97.7200012207031,44645,75.6095809936523,2020-07-13
97.5,97.5699996948242,97.1600036621094,97.2600021362305,38502,75.2536697387695,2020-07-14
97.5500030517578,98.120002746582,97.5400009155273,97.9199981689453,21478,75.7643356323242,2020-07-15
97.9800033569336,98.1699981689453,97.8099975585938,98.0400009155273,12919,75.857177734375,2020-07-16
98.0400009155273,98.1600036621094,97.8000030517578,98.0699996948242,14902,75.8803939819336,2020-07-17
98.0999984741211,98.5199966430664,97.9700012207031,98.2399978637695,19477,76.0119323730469,2020-07-20
98.4300003051758,98.9499969482422,98.4300003051758,98.8899993896484,128894,76.5148620605469,2020-07-21
98.6100006103516,98.7900009155273,98.5599975585938,98.7099990844727,28235,76.3755950927734,2020-07-22
98.8499984741211,99.1699981689453,98.8000030517578,98.9199981689453,83579,76.5380706787109,2020-07-23
98.7099990844727,98.9100036621094,98.4700012207031,98.9100036621094,37650,76.5303421020508,2020-07-24
98.8000030517578,98.9800033569336,98.6999969482422,98.9400024414062,29063,76.5535430908203,2020-07-27
98.6399993896484,98.9100036621094,98.3499984741211,98.4599990844727,103986,76.1821517944336,2020-07-28
98.5199966430664,98.6999969482422,98.4100036621094,98.6699981689453,15286,76.3446350097656,2020-07-29
98.370002746582,98.8199996948242,97.8499984741211,98.0400009155273,138298,75.857177734375,2020-07-30
98.1399993896484,98.3199996948242,97.7699966430664,98.2200012207031,81646,75.9964447021484,2020-07-31
98.2200012207031,98.7600021362305,98.0800018310547,98.7600021362305,158238,76.4142608642578,2020-08-03
98.9700012207031,98.9700012207031,98.4899978637695,98.7399978637695,37900,76.3987884521484,2020-08-04
98.8000030517578,99.4400024414062,98.8000030517578,99.3300018310547,87922,76.8553085327148,2020-08-05
99.4800033569336,99.5400009155273,98.9800033569336,99.4300003051758,108856,76.9326782226562,2020-08-06
99.5599975585938,99.6399993896484,99.2900009155273,99.6399993896484,35742,77.0951690673828,2020-08-07
99.5999984741211,99.6999969482422,99.4400024414062,99.4899978637695,33786,76.9790954589844,2020-08-10
99.5599975585938,99.9499969482422,99.5599975585938,99.8499984741211,24953,77.2576370239258,2020-08-11
99.8499984741211,100.069999694824,99.5999984741211,100.069999694824,54254,77.427864074707,2020-08-12
99.9899978637695,100.069999694824,99.8199996948242,100.01000213623,32519,77.381462097168,2020-08-13
100.01000213623,100.01000213623,99.370002746582,99.4000015258789,24601,76.9094619750977,2020-08-14
99.7099990844727,99.7099990844727,99.4100036621094,99.6399993896484,12849,77.0951690673828,2020-08-17
99.4100036621094,99.6500015258789,99.4100036621094,99.4800033569336,10493,76.9713668823242,2020-08-18
99.620002746582,99.7600021362305,99.4899978637695,99.7600021362305,12762,77.1880187988281,2020-08-19
99.6900024414062,99.6900024414062,99.5400009155273,99.620002746582,9078,77.0796890258789,2020-08-20
99.6699981689453,99.7699966430664,99.5100021362305,99.7099990844727,16623,77.1493225097656,2020-08-21
99.7099990844727,100.069999694824,99.7099990844727,99.9000015258789,31742,77.2963256835938,2020-08-24
100,100.169998168945,99.9000015258789,100.089996337891,10098,77.4433441162109,2020-08-25
99.8000030517578,100.169998168945,99.8000030517578,100.089996337891,40918,77.4433441162109,2020-08-26
100.019996643066,100.120002746582,99.9000015258789,100.029998779297,31522,77.3969116210938,2020-08-27
100.029998779297,100.150001525879,99.9000015258789,99.9800033569336,53263,77.3582305908203,2020-08-28
100.180000305176,100.180000305176,99.7799987792969,99.9400024414062,48786,77.327278137207,2020-08-31
100.050003051758,100.349998474121,99.9100036621094,100.349998474121,86400,77.6445083618164,2020-09-01
100.349998474121,100.519996643066,100.330001831055,100.459999084473,123744,77.729621887207,2020-09-02
100.459999084473,100.650001525879,100.019996643066,100.110000610352,110179,77.4588165283203,2020-09-03
99.9800033569336,100.449996948242,99.9000015258789,100.129997253418,38791,77.4742889404297,2020-09-04
100,100.519996643066,100,100.48999786377,26228,77.7528305053711,2020-09-07
100.589996337891,100.589996337891,100.099998474121,100.290000915527,28492,77.5980911254883,2020-09-08
100.349998474121,100.620002746582,100.319999694824,100.480003356934,45437,77.7451019287109,2020-09-09
100.480003356934,100.680000305176,100.339996337891,100.379997253418,65564,77.6677322387695,2020-09-10
100.459999084473,100.459999084473,100.220001220703,100.290000915527,42943,77.5980911254883,2020-09-11
100.48999786377,100.48999786377,100.199996948242,100.339996337891,21282,77.6367721557617,2020-09-14
100.230003356934,100.440002441406,100.209999084473,100.360000610352,46104,77.6522521972656,2020-09-15
100.440002441406,100.48999786377,100.269996643066,100.440002441406,38017,77.7141494750977,2020-09-16
98.5500030517578,98.6399993896484,98.1900024414062,98.5500030517578,51539,77.5913314819336,2020-09-17
98.6399993896484,98.6500015258789,98.4899978637695,98.629997253418,30011,77.6543197631836,2020-09-18
99,99,97.4000015258789,97.4499969482422,49610,76.7252578735352,2020-09-21
97.7300033569336,97.75,97.3899993896484,97.6699981689453,40548,76.8984832763672,2020-09-22
97.5999984741211,97.9000015258789,97.5999984741211,97.8199996948242,22270,77.0165863037109,2020-09-23
97.4899978637695,97.4899978637695,96.9899978637695,97.1800003051758,49797,76.5126800537109,2020-09-24
97.0999984741211,97.0999984741211,96.2900009155273,96.75,94563,76.1741333007812,2020-09-25
96.7600021362305,97.379997253418,96.7600021362305,97.3499984741211,94795,76.6465301513672,2020-09-28
97.7399978637695,97.7399978637695,97.1600036621094,97.25,77566,76.5678024291992,2020-09-29
97.2600021362305,97.4599990844727,97.1500015258789,97.4599990844727,26831,76.7331314086914,2020-09-30
97.6999969482422,97.9199981689453,97.2799987792969,97.8600006103516,77934,77.0480804443359,2020-10-01
97.6900024414062,97.870002746582,97.5999984741211,97.7099990844727,35394,76.9299774169922,2020-10-02
97.8000030517578,98.2399978637695,97.8000030517578,98.1999969482422,71584,77.3157501220703,2020-10-05
98.3399963378906,98.5400009155273,98.1699981689453,98.5400009155273,77252,77.5834579467773,2020-10-06
98.7900009155273,98.7900009155273,98.3300018310547,98.5699996948242,16438,77.6070709228516,2020-10-07
98.5999984741211,98.7600021362305,98.5500030517578,98.6600036621094,54294,77.6779327392578,2020-10-08
98.6699981689453,98.6800003051758,98.4599990844727,98.5199966430664,40882,77.5677032470703,2020-10-09
98.6999969482422,98.8499984741211,98.5999984741211,98.75,24118,77.7488021850586,2020-10-12
98.7799987792969,98.8499984741211,98.5199966430664,98.8499984741211,39460,77.827522277832,2020-10-13
98.6999969482422,98.7699966430664,98.4199981689453,98.5500030517578,55733,77.5913314819336,2020-10-14
98.3499984741211,98.3499984741211,97.7699966430664,98.1699981689453,39958,77.2921371459961,2020-10-15
98.0500030517578,98.4700012207031,98.0500030517578,98.4300003051758,17076,77.4968338012695,2020-10-16
98.5100021362305,98.5999984741211,98.4100036621094,98.4400024414062,46704,77.5047149658203,2020-10-19
98.0199966430664,98.5299987792969,98.0199966430664,98.4300003051758,31375,77.4968338012695,2020-10-20
98.4199981689453,98.5999984741211,98.2799987792969,98.4599990844727,46427,77.5204620361328,2020-10-21
98.3000030517578,98.5999984741211,98.1600036621094,98.4400024414062,66759,77.5047149658203,2020-10-22
98.3600006103516,98.9800033569336,98.3600006103516,98.6900024414062,49448,77.7015533447266,2020-10-23
98.2699966430664,98.5699996948242,98.2600021362305,98.3399963378906,39596,77.4259872436523,2020-10-26
98.4100036621094,98.5299987792969,98.1800003051758,98.25,36940,77.3551330566406,2020-10-27
98.3499984741211,98.3499984741211,97,97.379997253418,98395,76.6701507568359,2020-10-28
97.3399963378906,97.5100021362305,97.0800018310547,97.4199981689453,52420,76.7016448974609,2020-10-29
97,97.4599990844727,96.8499984741211,97.4000015258789,89024,76.6858978271484,2020-10-30
96.9599990844727,97.8499984741211,96.9599990844727,97.8499984741211,114209,77.0401916503906,2020-11-02
97.9899978637695,98.629997253418,97.8499984741211,98.629997253418,39970,77.6543197631836,2020-11-03
98.120002746582,99.0199966430664,98.120002746582,99.0199966430664,63561,77.9613800048828,2020-11-04
99.1999969482422,99.75,99.1100006103516,99.6100006103516,138171,78.425895690918,2020-11-05
99.6100006103516,99.8399963378906,99.2699966430664,99.6699981689453,70289,78.4731292724609,2020-11-06
99.9899978637695,101.419998168945,99.6699981689453,100.580001831055,232199,79.1896057128906,2020-11-09
100.839996337891,100.839996337891,100.269996643066,100.379997253418,66841,79.0321502685547,2020-11-10
100.25,100.48999786377,100.180000305176,100.319999694824,43392,78.9849014282227,2020-11-11
100.290000915527,100.379997253418,100.050003051758,100.339996337891,27814,79.0006332397461,2020-11-12
100.25,100.339996337891,100.150001525879,100.339996337891,14767,79.0006332397461,2020-11-13
100.349998474121,100.970001220703,100.309997558594,100.75,62194,79.3234481811523,2020-11-16
100.800003051758,100.970001220703,100.639999389648,100.699996948242,37771,79.2840728759766,2020-11-17
100.940002441406,101.059997558594,100.830001831055,100.910003662109,17664,79.4494171142578,2020-11-18
100.900001525879,100.910003662109,100.800003051758,100.860000610352,13536,79.4100570678711,2020-11-19
100.860000610352,101.089996337891,100.819999694824,101.089996337891,31927,79.5911407470703,2020-11-20
101.26000213623,101.379997253418,101.089996337891,101.199996948242,47362,79.6777420043945,2020-11-23
101.449996948242,101.76000213623,101.300003051758,101.76000213623,42038,80.11865234375,2020-11-24
101.580001831055,101.830001831055,101.580001831055,101.790000915527,119413,80.1422729492188,2020-11-25
101.300003051758,101.790000915527,101.300003051758,101.720001220703,21140,80.087158203125,2020-11-26
101.76000213623,101.879997253418,101.639999389648,101.879997253418,23156,80.2131271362305,2020-11-27
101.900001525879,101.900001525879,101.660003662109,101.660003662109,50672,80.039924621582,2020-11-30
101.730003356934,102.150001525879,101.730003356934,102.150001525879,40509,80.4257202148438,2020-12-01
102.150001525879,102.319999694824,101.900001525879,102.319999694824,52147,80.5595626831055,2020-12-02
102.5,102.5,102.120002746582,102.5,35189,80.7012786865234,2020-12-03
102.440002441406,102.769996643066,102.370002746582,102.769996643066,66447,80.9138565063477,2020-12-04
103.319999694824,103.319999694824,102.419998168945,102.610000610352,33913,80.7878723144531,2020-12-07
102.559997558594,102.669998168945,102.440002441406,102.529998779297,81196,80.7248840332031,2020-12-08
102.620002746582,102.73999786377,102.519996643066,102.73999786377,40899,80.8902359008789,2020-12-09
103.099998474121,103.099998474121,102.230003356934,102.279998779297,31399,80.5280685424805,2020-12-10
102.339996337891,102.440002441406,101.839996337891,101.930000305176,57475,80.2525024414062,2020-12-11
101.930000305176,102.389999389648,101.930000305176,102.279998779297,56406,80.5280685424805,2020-12-14
102.150001525879,102.269996643066,102.069999694824,102.269996643066,104125,80.5201950073242,2020-12-15
102.300003051758,102.440002441406,102.269996643066,102.440002441406,59226,80.6540298461914,2020-12-16
102.48999786377,102.73999786377,102.300003051758,102.449996948242,27276,80.6619033813477,2020-12-17
102.449996948242,102.699996948242,102.379997253418,102.569999694824,25068,80.7564010620117,2020-12-18
102.5,102.5,101.230003356934,102.019996643066,116596,80.3233489990234,2020-12-21
102.019996643066,102.300003051758,101.919998168945,102.199996948242,69021,80.4650802612305,2020-12-22
102.5,102.660003662109,102.160003662109,102.419998168945,53623,80.6382904052734,2020-12-23
102.569999694824,102.73999786377,102.379997253418,102.660003662109,30905,80.8272552490234,2020-12-28
102.73999786377,102.790000915527,102.569999694824,102.669998168945,31774,80.8351211547852,2020-12-29
102.730003356934,102.889999389648,102.519996643066,102.769996643066,52661,80.9138565063477,2020-12-30
102.889999389648,103.01000213623,102.720001220703,102.889999389648,30079,81.0083312988281,2021-01-04
102.98999786377,103.019996643066,102.599998474121,102.629997253418,89791,80.8036270141602,2021-01-05
102.680000305176,102.900001525879,102.680000305176,102.900001525879,106405,81.0161972045898,2021-01-06
102.980003356934,102.980003356934,102.76000213623,102.980003356934,57170,81.0791931152344,2021-01-07
102.900001525879,103.059997558594,102.889999389648,102.98999786377,57254,81.0870742797852,2021-01-08
102.98999786377,102.98999786377,102.620002746582,102.690002441406,45640,80.8508758544922,2021-01-11
102.720001220703,102.76000213623,102.480003356934,102.589996337891,30477,80.7721481323242,2021-01-12
102.569999694824,102.779998779297,102.529998779297,102.779998779297,37046,80.9217300415039,2021-01-13
102.800003051758,103.029998779297,102.699996948242,102.839996337891,53651,80.9689712524414,2021-01-14
102.660003662109,102.849998474121,102.400001525879,102.529998779297,52146,80.7248840332031,2021-01-15
102.559997558594,102.629997253418,102.339996337891,102.580001831055,30558,80.764274597168,2021-01-18
102.580001831055,102.779998779297,102.550003051758,102.650001525879,16658,80.8193817138672,2021-01-19
102.870002746582,103.059997558594,102.699996948242,103.059997558594,56021,81.1421890258789,2021-01-20
103.150001525879,103.300003051758,102.970001220703,103.069999694824,39444,81.1500549316406,2021-01-21
102.830001831055,103,102.690002441406,102.800003051758,20648,80.9374847412109,2021-01-22
103,103,102.449996948242,102.610000610352,49254,80.7878723144531,2021-01-25
102.5,102.769996643066,102.5,102.76000213623,20227,80.9059906005859,2021-01-26
102.76000213623,102.76000213623,102.279998779297,102.389999389648,52647,80.6146697998047,2021-01-27
102.400001525879,102.650001525879,101.98999786377,102.650001525879,93711,80.8193817138672,2021-01-28
102.23999786377,102.660003662109,102.23999786377,102.480003356934,78297,80.6855392456055,2021-01-29
102.199996948242,102.830001831055,102.199996948242,102.790000915527,34323,80.9295959472656,2021-02-01
102.790000915527,103.040000915527,102.669998168945,103.019996643066,45374,81.1106872558594,2021-02-02
103.220001220703,103.360000610352,103.019996643066,103.360000610352,87527,81.3783721923828,2021-02-03
103.339996337891,103.440002441406,103.26000213623,103.370002746582,32056,81.3862533569336,2021-02-04
103.319999694824,103.529998779297,103.309997558594,103.400001525879,59767,81.4098739624023,2021-02-05
103.480003356934,103.550003051758,103.339996337891,103.470001220703,19510,81.464973449707,2021-02-08
103.470001220703,103.470001220703,103.23999786377,103.23999786377,44440,81.2838973999023,2021-02-09
103.400001525879,103.48999786377,103.209999084473,103.360000610352,49085,81.3783721923828,2021-02-10
103.449996948242,103.569999694824,103.339996337891,103.559997558594,60691,81.5358505249023,2021-02-11
103.5,103.559997558594,103.319999694824,103.51000213623,33654,81.4964828491211,2021-02-12
103.5,103.610000610352,103.370002746582,103.51000213623,35322,81.4964828491211,2021-02-15
103.559997558594,103.610000610352,103.459999084473,103.51000213623,22069,81.4964828491211,2021-02-16
103.389999389648,103.51000213623,103.290000915527,103.309997558594,48806,81.3390121459961,2021-02-17
103.309997558594,103.470001220703,103.25,103.26000213623,49425,81.2996444702148,2021-02-18
103.400001525879,103.569999694824,103.349998474121,103.5,26421,81.4886016845703,2021-02-19
103.230003356934,103.400001525879,103.230003356934,103.349998474121,20885,81.3705062866211,2021-02-22
103.319999694824,103.400001525879,103.220001220703,103.23999786377,22616,81.2838973999023,2021-02-23
103.400001525879,103.5,103.309997558594,103.339996337891,30280,81.3626327514648,2021-02-24
103.48999786377,103.51000213623,103.110000610352,103.110000610352,27703,81.1815490722656,2021-02-25
103,103.180000305176,102.709999084473,102.959999084473,56646,81.0634460449219,2021-02-26
103.309997558594,103.440002441406,102.910003662109,103.370002746582,74235,81.3862533569336,2021-03-01
