"EST.MI.Open","EST.MI.High","EST.MI.Low","EST.MI.Close","EST.MI.Volume","EST.MI.Adjusted","Date"
17.6940002441406,17.7759990692139,17.42799949646,17.761999130249,19588,17.761999130249,2020-03-02
17.9680004119873,18.6280002593994,17.9680004119873,18.4459991455078,1078,18.4459991455078,2020-03-03
18.5860004425049,18.5860004425049,18.4519996643066,18.4680004119873,6084,18.4680004119873,2020-03-04
18.0799999237061,18.0799999237061,18.0799999237061,18.0779991149902,3,18.0779991149902,2020-03-05
17.9580001831055,17.9580001831055,17.3120002746582,17.488000869751,8116,17.488000869751,2020-03-06
16.6299991607666,16.6299991607666,16.0259990692139,16.0259990692139,9413,16.0259990692139,2020-03-09
16.3719997406006,16.3719997406006,16.25,16.007999420166,394,16.007999420166,2020-03-10
15.9759998321533,15.9759998321533,14.9840002059937,15.0799999237061,2370,15.0799999237061,2020-03-11
13.7440004348755,13.8500003814697,13.0019998550415,12.9139995574951,8259,12.9139995574951,2020-03-12
12.9440002441406,13.8999996185303,12.9440002441406,13.7340002059937,239,13.7340002059937,2020-03-13
13.1280002593994,13.1280002593994,12.1099996566772,12.8179998397827,14200,12.8179998397827,2020-03-16
12.7080001831055,13.1499996185303,12.7080001831055,13.3599996566772,4525,13.3599996566772,2020-03-17
12.4799995422363,12.4799995422363,12.4799995422363,12.5059995651245,225,12.5059995651245,2020-03-18
12.4499998092651,12.6759996414185,12.4499998092651,12.9759998321533,1863,12.9759998321533,2020-03-19
13.6759996414185,13.6759996414185,13.2279996871948,13.2279996871948,387,13.2279996871948,2020-03-20
12.6599998474121,12.706000328064,12.6020002365112,12.6560001373291,1335,12.6560001373291,2020-03-23
13.25,13.25,13,13.1059999465942,706,13.1059999465942,2020-03-24
13.5,13.5,12.9280004501343,13.2080001831055,180,13.2080001831055,2020-03-25
13.2600002288818,13.6040000915527,13.2600002288818,13.5299997329712,8672,13.5299997329712,2020-03-26
13.3339996337891,13.4659996032715,13.2259998321533,13.2620000839233,2049,13.2620000839233,2020-03-27
13.2740001678467,13.2740001678467,13.076000213623,13.1820001602173,569,13.1820001602173,2020-03-30
13.5699996948242,13.6420001983643,13.4499998092651,13.5179996490479,31030,13.5179996490479,2020-03-31
13.1879997253418,13.2620000839233,13,13.0520000457764,12121,13.0520000457764,2020-04-01
13.1280002593994,13.1280002593994,13.1280002593994,13.1560001373291,400,13.1560001373291,2020-04-02
13.2419996261597,13.2419996261597,13.0520000457764,13.1940002441406,1155,13.1940002441406,2020-04-03
13.6379995346069,13.8079996109009,13.5900001525879,13.7700004577637,1612,13.7700004577637,2020-04-06
14.2019996643066,14.5,14.2019996643066,14.1719999313354,877,14.1719999313354,2020-04-07
14,14.0900001525879,13.8159999847412,14.0059995651245,659,14.0059995651245,2020-04-08
14.1499996185303,14.1499996185303,14.1160001754761,14.2840003967285,72,14.2840003967285,2020-04-09
14.5260000228882,14.6180000305176,14.5260000228882,14.5740003585815,607,14.5740003585815,2020-04-14
14.6639995574951,14.6639995574951,14.1120004653931,14.0979995727539,1739,14.0979995727539,2020-04-15
14.1120004653931,14.1120004653931,13.9079999923706,14.0340003967285,4630,14.0340003967285,2020-04-16
14.3540000915527,14.3559999465942,14.3540000915527,14.3000001907349,152,14.3000001907349,2020-04-17
14.2259998321533,14.289999961853,14.2239999771118,14.4200000762939,870,14.4200000762939,2020-04-20
13.6999998092651,13.6999998092651,13.6239995956421,13.6540002822876,462,13.6540002822876,2020-04-21
13.7740001678467,13.7740001678467,13.7740001678467,13.9340000152588,100,13.9340000152588,2020-04-22
14.0100002288818,14.0100002288818,14.0100002288818,14.1000003814697,107,14.1000003814697,2020-04-23
14.0620002746582,14.2419996261597,14.0480003356934,13.996000289917,10770,13.996000289917,2020-04-24
14.2299995422363,14.2299995422363,13.956000328064,14.0240001678467,646,14.0240001678467,2020-04-27
14,14.1999998092651,14,14.0240001678467,8576,14.0240001678467,2020-04-28
14.3100004196167,14.6120004653931,14.2880001068115,14.5719995498657,2126,14.5719995498657,2020-04-29
14.8839998245239,14.8839998245239,14.8240003585815,14.5780000686646,320,14.5780000686646,2020-04-30
14.1579999923706,14.3120002746582,14.1120004653931,14.1520004272461,1071,14.1520004272461,2020-05-04
14.3000001907349,14.3459997177124,14.3000001907349,14.326000213623,1370,14.326000213623,2020-05-05
14.326000213623,14.326000213623,14.326000213623,14.326000213623,0,14.326000213623,2020-05-06
14,14.2320003509521,14,14.1520004272461,849,14.1520004272461,2020-05-07
14.25,14.3339996337891,14.2259998321533,14.3219995498657,3268,14.3219995498657,2020-05-08
14.4779996871948,14.4779996871948,14.4779996871948,14.1339998245239,10,14.1339998245239,2020-05-11
14.1800003051758,14.4020004272461,14.1800003051758,14.3999996185303,1298,14.3999996185303,2020-05-12
14.2740001678467,14.2880001068115,14.2740001678467,14.1680002212524,410,14.1680002212524,2020-05-13
13.9980001449585,13.9980001449585,13.746000289917,13.9079999923706,1111,13.9079999923706,2020-05-14
14.1219997406006,14.1219997406006,14.1219997406006,13.8540000915527,345,13.8540000915527,2020-05-15
14.1079998016357,14.1079998016357,14.1079998016357,14.4659996032715,1,14.4659996032715,2020-05-18
14.5019998550415,14.5200004577637,14.4980001449585,14.5579996109009,4954,14.5579996109009,2020-05-19
14.6239995956421,14.6239995956421,14.5699996948242,14.6820001602173,132,14.6820001602173,2020-05-20
14.6020002365112,14.6599998474121,14.5900001525879,14.5819997787476,955,14.5819997787476,2020-05-21
14.5880002975464,14.5880002975464,14.5880002975464,14.543999671936,20,14.543999671936,2020-05-22
14.6420001983643,14.7399997711182,14.6420001983643,14.7399997711182,4266,14.7399997711182,2020-05-25
14.8920001983643,15.5179996490479,14.8920001983643,15.4320001602173,647,15.4320001602173,2020-05-26
15.6700000762939,15.8079996109009,15.5340003967285,15.4980001449585,2800,15.4980001449585,2020-05-27
15.7700004577637,15.7700004577637,15.5,15.5600004196167,473,15.5600004196167,2020-05-28
15.5120000839233,15.5120000839233,15.5120000839233,15.503999710083,976,15.503999710083,2020-05-29
15.6440000534058,15.6440000534058,15.6440000534058,15.7340002059937,110,15.7340002059937,2020-06-01
15.8620004653931,15.8620004653931,15.75,15.793999671936,2704,15.793999671936,2020-06-02
15.923999786377,16.1900005340576,15.923999786377,16.1439990997314,1307,16.1439990997314,2020-06-03
16.0659999847412,16.1299991607666,16.0200004577637,16.1240005493164,1613,16.1240005493164,2020-06-04
16.3299999237061,16.7180004119873,16.3299999237061,16.7819995880127,1992,16.7819995880127,2020-06-05
16.5,16.67799949646,16.5,16.757999420166,2193,16.757999420166,2020-06-08
16.5540008544922,16.5540008544922,16.3560009002686,16.5659999847412,1094,16.5659999847412,2020-06-09
16.6700000762939,16.6700000762939,16.5,16.5300006866455,400,16.5300006866455,2020-06-10
16.1900005340576,16.1979999542236,15.9280004501343,16.0839996337891,15458,16.0839996337891,2020-06-11
16.2080001831055,16.2099990844727,16.1560001373291,16.0839996337891,405,16.0839996337891,2020-06-12
15.923999786377,15.9259996414185,15.923999786377,15.8500003814697,254,15.8500003814697,2020-06-15
16.3299999237061,16.4540004730225,16.2000007629395,16.3479995727539,1726,16.3479995727539,2020-06-16
16.2959995269775,16.32200050354,16.25,16.1259994506836,345,16.1259994506836,2020-06-17
16.1900005340576,16.2040004730225,16.1840000152588,16.1299991607666,174,16.1299991607666,2020-06-18
16.1900005340576,16.1979999542236,16.1879997253418,16.1580009460449,60,16.1580009460449,2020-06-19
16.1660003662109,16.2000007629395,16.0820007324219,16.1499996185303,300,16.1499996185303,2020-06-22
16.3799991607666,16.5020008087158,16.3799991607666,16.3799991607666,724,16.3799991607666,2020-06-23
16.1800003051758,16.1800003051758,16.17799949646,15.9440002441406,1000,15.9440002441406,2020-06-24
15.9219999313354,15.9720001220703,15.746000289917,16,514,16,2020-06-25
15.9440002441406,15.9440002441406,15.9440002441406,15.6719999313354,63,15.6719999313354,2020-06-26
15.6499996185303,15.6499996185303,15.6499996185303,15.7600002288818,200,15.7600002288818,2020-06-29
15.8000001907349,15.8000001907349,15.6599998474121,15.6999998092651,526,15.6999998092651,2020-06-30
15.6479997634888,15.7880001068115,15.6099996566772,15.5719995498657,499,15.5719995498657,2020-07-01
15.9079999923706,15.9079999923706,15.8959999084473,15.9099998474121,718,15.9099998474121,2020-07-02
15.9399995803833,15.9540004730225,15.9399995803833,15.8819999694824,26,15.8819999694824,2020-07-03
16.1499996185303,16.1499996185303,15.9919996261597,16.0639991760254,916,16.0639991760254,2020-07-06
15.8620004653931,15.9759998321533,15.8219995498657,15.8680000305176,441,15.8680000305176,2020-07-07
15.7799997329712,15.7799997329712,15.6560001373291,15.7200002670288,1295,15.7200002670288,2020-07-08
15.7840003967285,15.9219999313354,15.7819995880127,15.7519998550415,785,15.7519998550415,2020-07-09
15.6420001983643,15.7080001831055,15.6400003433228,15.7700004577637,1625,15.7700004577637,2020-07-10
15.8699998855591,15.8699998855591,15.8360004425049,15.8100004196167,30,15.8100004196167,2020-07-13
15.6499996185303,15.6940002441406,15.576000213623,15.5959997177124,991,15.5959997177124,2020-07-14
15.7480001449585,15.7959995269775,15.6660003662109,15.7379999160767,389,15.7379999160767,2020-07-15
15.6999998092651,15.7980003356934,15.6999998092651,15.7360000610352,12,15.7360000610352,2020-07-16
15.7360000610352,15.7360000610352,15.7360000610352,15.7360000610352,0,15.7360000610352,2020-07-17
15.9300003051758,16.007999420166,15.8979997634888,16.0639991760254,846,16.0639991760254,2020-07-20
16.1940002441406,16.4220008850098,16.1660003662109,16.2299995422363,1189,16.2299995422363,2020-07-21
16.1860008239746,16.1860008239746,16.1280002593994,16.1840000152588,142,16.1840000152588,2020-07-22
16.1840000152588,16.1840000152588,16.1840000152588,16.1840000152588,0,16.1840000152588,2020-07-23
16.1840000152588,16.1840000152588,16.1840000152588,16.1840000152588,0,16.1840000152588,2020-07-24
16.1159992218018,16.1159992218018,16.0419998168945,16.1560001373291,590,16.1560001373291,2020-07-27
16.068000793457,16.1340007781982,16.0179996490479,16.0979995727539,540,16.0979995727539,2020-07-28
16.0419998168945,16.1100006103516,16.0419998168945,16.0979995727539,264,16.0979995727539,2020-07-29
15.8579998016357,15.8900003433228,15.6700000762939,15.6940002441406,1786,15.6940002441406,2020-07-30
15.7580003738403,15.7580003738403,15.7580003738403,15.6960000991821,133,15.6960000991821,2020-07-31
15.7159996032715,15.7159996032715,15.7159996032715,15.9320001602173,332,15.9320001602173,2020-08-03
16.0060005187988,16.0060005187988,15.956000328064,15.9919996261597,1800,15.9919996261597,2020-08-04
16.1200008392334,16.2000007629395,16.1200008392334,16.1940002441406,1501,16.1940002441406,2020-08-05
16.1840000152588,16.1840000152588,16.0799999237061,16.0340003967285,30,16.0340003967285,2020-08-06
16.068000793457,16.1420001983643,16.068000793457,16.1499996185303,270,16.1499996185303,2020-08-07
16.2220001220703,16.2980003356934,16.2220001220703,16.3120002746582,271,16.3120002746582,2020-08-10
16.4160003662109,16.5499992370605,16.4160003662109,16.4699993133545,166,16.4699993133545,2020-08-11
16.4599990844727,16.5359992980957,16.4599990844727,16.5739994049072,119,16.5739994049072,2020-08-12
16.5739994049072,16.5739994049072,16.5739994049072,16.5739994049072,0,16.5739994049072,2020-08-13
16.4379997253418,16.4379997253418,16.4379997253418,16.5659999847412,20,16.5659999847412,2020-08-14
16.5340003967285,16.5900001525879,16.5340003967285,16.5839996337891,332,16.5839996337891,2020-08-17
16.5,16.5,16.3939990997314,16.4479999542236,486,16.4479999542236,2020-08-18
16.4179992675781,16.4559993743896,16.4179992675781,16.3239994049072,250,16.3239994049072,2020-08-19
16.1860008239746,16.1860008239746,16.1860008239746,16.2119998931885,4900,16.2119998931885,2020-08-20
16.2119998931885,16.2119998931885,16.2119998931885,16.2119998931885,0,16.2119998931885,2020-08-21
16.2140007019043,16.2900009155273,16.2140007019043,16.2859992980957,81,16.2859992980957,2020-08-24
16.2080001831055,16.2339992523193,16.1240005493164,16.1040000915527,480,16.1040000915527,2020-08-25
16.0860004425049,16.2000007629395,16.0860004425049,16.246000289917,92,16.246000289917,2020-08-26
16.2299995422363,16.2700004577637,16.2199993133545,16.1219997406006,233,16.1219997406006,2020-08-27
16.1060009002686,16.2220001220703,16.1060009002686,16.1480007171631,365,16.1480007171631,2020-08-28
16.0900001525879,16.0900001525879,15.8100004196167,15.8140001296997,393,15.8140001296997,2020-08-31
15.7419996261597,15.7419996261597,15.7419996261597,15.6780004501343,308,15.6780004501343,2020-09-01
15.7419996261597,15.7419996261597,15.7379999160767,15.6940002441406,159,15.6940002441406,2020-09-02
15.7180004119873,15.7180004119873,15.4340000152588,15.4580001831055,920,15.4580001831055,2020-09-03
15.5080003738403,15.5080003738403,15.3479995727539,15.3739995956421,200,15.3739995956421,2020-09-04
15.3739995956421,15.3739995956421,15.3739995956421,15.3739995956421,0,15.3739995956421,2020-09-07
15.293999671936,15.293999671936,15.293999671936,15.3140001296997,10,15.3140001296997,2020-09-08
15.289999961853,15.6099996566772,15.289999961853,15.6719999313354,2261,15.6719999313354,2020-09-09
15.6719999313354,15.6719999313354,15.6719999313354,15.6719999313354,0,15.6719999313354,2020-09-10
15.503999710083,15.5880002975464,15.503999710083,15.5819997787476,144,15.5819997787476,2020-09-11
15.6660003662109,15.7080001831055,15.5240001678467,15.5659999847412,220,15.5659999847412,2020-09-14
15.4840002059937,15.4860000610352,15.3780002593994,15.3400001525879,1994,15.3400001525879,2020-09-15
15.1899995803833,15.2480001449585,15.1899995803833,15.2779998779297,152,15.2779998779297,2020-09-16
15.210000038147,15.210000038147,15.1059999465942,15.2360000610352,176,15.2360000610352,2020-09-17
15.2360000610352,15.2360000610352,15.2360000610352,15.2360000610352,0,15.2360000610352,2020-09-18
15,15,14.4139995574951,14.4099998474121,645,14.4099998474121,2020-09-21
14.3620004653931,14.3620004653931,14.3540000915527,14.4580001831055,81,14.4580001831055,2020-09-22
14.4079999923706,14.4420003890991,14.3979997634888,14.3680000305176,840,14.3680000305176,2020-09-23
14.25,14.2519998550415,14.0139999389648,14.0900001525879,230,14.0900001525879,2020-09-24
14.1400003433228,14.2279996871948,14.1040000915527,14.1219997406006,516,14.1219997406006,2020-09-25
14.1219997406006,14.1219997406006,14.1219997406006,14.1219997406006,0,14.1219997406006,2020-09-28
14.1219997406006,14.1219997406006,14.1219997406006,14.1219997406006,0,14.1219997406006,2020-09-29
14.3920001983643,14.5159997940063,14.3620004653931,14.4820003509521,223,14.4820003509521,2020-09-30
14.6319999694824,14.6859998703003,14.53600025177,14.6440000534058,2609,14.6440000534058,2020-10-01
14.4300003051758,14.4300003051758,14.4300003051758,14.5659999847412,224,14.5659999847412,2020-10-02
14.7440004348755,14.7980003356934,14.706000328064,14.8020000457764,3842,14.8020000457764,2020-10-05
14.9099998474121,14.9099998474121,14.8859996795654,14.9259996414185,318,14.9259996414185,2020-10-06
14.7740001678467,14.7740001678467,14.7740001678467,14.9300003051758,130,14.9300003051758,2020-10-07
14.8500003814697,14.8680000305176,14.8000001907349,14.8420000076294,136,14.8420000076294,2020-10-08
14.6999998092651,14.7519998550415,14.5939998626709,14.7740001678467,2845,14.7740001678467,2020-10-09
14.7740001678467,14.7740001678467,14.7740001678467,14.7740001678467,0,14.7740001678467,2020-10-12
14.4420003890991,14.4420003890991,14.3380002975464,14.4040002822876,626,14.4040002822876,2020-10-13
14.4359998703003,14.5539999008179,14.4359998703003,14.4499998092651,130,14.4499998092651,2020-10-14
14.1199998855591,14.1199998855591,13.8999996185303,13.8900003433228,1219,13.8900003433228,2020-10-15
13.956000328064,13.956000328064,13.956000328064,14.0959997177124,680,14.0959997177124,2020-10-16
14,14,13.960000038147,13.9460000991821,252,13.9460000991821,2020-10-19
13.8719997406006,14.0839996337891,13.8719997406006,14.0740003585815,1699,14.0740003585815,2020-10-20
13.9799995422363,13.9919996261597,13.9799995422363,13.960000038147,160,13.960000038147,2020-10-21
13.9200000762939,13.9200000762939,13.8400001525879,13.9659996032715,1303,13.9659996032715,2020-10-22
13.9659996032715,13.9659996032715,13.9659996032715,13.9659996032715,0,13.9659996032715,2020-10-23
13.8199996948242,13.8640003204346,13.8199996948242,13.7679996490479,160,13.7679996490479,2020-10-26
13.8219995498657,13.8819999694824,13.6999998092651,13.7419996261597,4325,13.7419996261597,2020-10-27
13.5,13.5,13.0279998779297,13.0699996948242,5255,13.0699996948242,2020-10-28
13,13,12.8999996185303,13.0200004577637,1345,13.0200004577637,2020-10-29
12.8620004653931,12.9379997253418,12.8280000686646,12.9040002822876,116,12.9040002822876,2020-10-30
12.9379997253418,13.3280000686646,12.9379997253418,13.2659997940063,1980,13.2659997940063,2020-11-02
13.9020004272461,14.0260000228882,13.9020004272461,13.996000289917,190,13.996000289917,2020-11-03
14,14,14,14.1560001373291,200,14.1560001373291,2020-11-04
14.456000328064,14.7980003356934,14.4340000152588,14.4519996643066,35405,14.4519996643066,2020-11-05
14.6420001983643,14.710000038147,14.6300001144409,14.6780004501343,4844,14.6780004501343,2020-11-06
14.7600002288818,15.5340003967285,14.7440004348755,15.4280004501343,5806,15.4280004501343,2020-11-09
15.4840002059937,15.6000003814697,15.3900003433228,15.5920000076294,2070,15.5920000076294,2020-11-10
15.5719995498657,15.7740001678467,15.5719995498657,15.7200002670288,3149,15.7200002670288,2020-11-11
15.6499996185303,15.6499996185303,15.6499996185303,15.5799999237061,32,15.5799999237061,2020-11-12
15.4200000762939,15.4440002441406,15.3420000076294,15.3760004043579,1672,15.3760004043579,2020-11-13
15.6820001602173,15.7580003738403,15.5480003356934,15.7360000610352,2004,15.7360000610352,2020-11-16
15.5839996337891,15.6459999084473,15.5799999237061,15.6339998245239,655,15.6339998245239,2020-11-17
15.6359996795654,15.8739995956421,15.6359996795654,15.9079999923706,3360,15.9079999923706,2020-11-18
15.7639999389648,15.7639999389648,15.6540002822876,15.7419996261597,1844,15.7419996261597,2020-11-19
15.7340002059937,15.956000328064,15.7340002059937,15.9540004730225,1487,15.9540004730225,2020-11-20
16.1639995574951,16.1900005340576,16.1639995574951,15.956000328064,328,15.956000328064,2020-11-23
16.0540008544922,16.25,16.0219993591309,16.2759990692139,880,16.2759990692139,2020-11-24
16.1159992218018,16.2000007629395,16.1159992218018,16.2140007019043,534,16.2140007019043,2020-11-25
16.25,16.25,16.0839996337891,16.1560001373291,1588,16.1560001373291,2020-11-26
16.1000003814697,16.1259994506836,16.0400009155273,16.1240005493164,1925,16.1240005493164,2020-11-27
15.9079999923706,16.0100002288818,15.8999996185303,15.9119997024536,1304,15.9119997024536,2020-11-30
16.1700000762939,16.261999130249,16.1700000762939,16.2600002288818,891,16.2600002288818,2020-12-01
16.2099990844727,16.5160007476807,16.2099990844727,16.507999420166,24648,16.507999420166,2020-12-02
16.3099994659424,16.4820003509521,16.3099994659424,16.431999206543,3550,16.431999206543,2020-12-03
16.5499992370605,16.8640003204346,16.5499992370605,16.8239994049072,875,16.8239994049072,2020-12-04
16.7299995422363,16.7880001068115,16.7000007629395,16.8239994049072,792,16.8239994049072,2020-12-07
16.7800006866455,17.0240001678467,16.6879997253418,17.076000213623,474,17.076000213623,2020-12-08
17.0639991760254,17.5160007476807,17.0639991760254,17.3579998016357,81688,17.3579998016357,2020-12-09
17.3959999084473,17.4099998474121,17.3439998626709,17.3859996795654,273,17.3859996795654,2020-12-10
17.1599998474121,17.1959991455078,16.9519996643066,17.0559997558594,2122,17.0559997558594,2020-12-11
17.0879993438721,17.2520008087158,16.923999786377,17.0639991760254,1386,17.0639991760254,2020-12-14
17.1679992675781,17.2180004119873,17.1060009002686,17.1599998474121,1511,17.1599998474121,2020-12-15
17.4759998321533,17.4799995422363,17.3239994049072,17.3780002593994,1858,17.3780002593994,2020-12-16
17.568000793457,17.568000793457,17.3419990539551,17.4400005340576,676,17.4400005340576,2020-12-17
17.2040004730225,17.2520008087158,17.0580005645752,17.1599998474121,2578,17.1599998474121,2020-12-18
16.8719997406006,16.8719997406006,16.4099998474121,16.5319995880127,2350,16.5319995880127,2020-12-21
16.6660003662109,16.8540000915527,16.6240005493164,16.818000793457,3262,16.818000793457,2020-12-22
16.818000793457,16.818000793457,16.818000793457,16.818000793457,0,16.818000793457,2020-12-23
17.2439994812012,17.3400001525879,17.1660003662109,17.3360004425049,2398,17.3360004425049,2020-12-28
17.3439998626709,17.3640003204346,17.1499996185303,17.3400001525879,279,17.3400001525879,2020-12-29
17.2439994812012,17.2439994812012,17.1499996185303,17.0160007476807,960,17.0160007476807,2020-12-30
17.2059993743896,17.3339996337891,17.2059993743896,17.2560005187988,2542,17.2560005187988,2021-01-04
17.3159999847412,17.3780002593994,17.2560005187988,17.3619995117188,3161,17.3619995117188,2021-01-05
17.496000289917,17.6539993286133,17.3540000915527,17.6599998474121,640,17.6599998474121,2021-01-06
17.6180000305176,17.8700008392334,17.6180000305176,17.8799991607666,8020,17.8799991607666,2021-01-07
18.0540008544922,18.1079998016357,17.9120006561279,18.0540008544922,534,18.0540008544922,2021-01-08
18.1200008392334,18.1200008392334,18.1200008392334,18.0160007476807,150,18.0160007476807,2021-01-11
17.9500007629395,17.9619998931885,17.8500003814697,17.7859992980957,1325,17.7859992980957,2021-01-12
17.7800006866455,17.8360004425049,17.6180000305176,17.7280006408691,1012,17.7280006408691,2021-01-13
17.8460006713867,17.8560009002686,17.6800003051758,17.75,3785,17.75,2021-01-14
17.6060009002686,17.6060009002686,17.6060009002686,17.4020004272461,228,17.4020004272461,2021-01-15
17.2240009307861,17.5520000457764,17.2240009307861,17.6940002441406,1226,17.6940002441406,2021-01-18
17.6979999542236,17.6979999542236,17.4479999542236,17.4360008239746,1277,17.4360008239746,2021-01-19
17.3680000305176,17.4799995422363,17.3379993438721,17.3899993896484,3957,17.3899993896484,2021-01-20
17.4799995422363,17.4799995422363,17.2140007019043,17.17799949646,803,17.17799949646,2021-01-21
17.1240005493164,17.1660003662109,17.0400009155273,17.0960006713867,9651,17.0960006713867,2021-01-22
17.1159992218018,17.1159992218018,17.011999130249,16.996000289917,144,16.996000289917,2021-01-25
17.0480003356934,17.2320003509521,17.0100002288818,17.25,375,17.25,2021-01-26
16.9300003051758,16.9300003051758,16.8139991760254,16.8680000305176,6087,16.8680000305176,2021-01-27
16.6679992675781,17.011999130249,16.6679992675781,17.2639999389648,5139,17.2639999389648,2021-01-28
17.1639995574951,17.1639995574951,17.1639995574951,17.0319995880127,440,17.0319995880127,2021-01-29
17.1639995574951,17.3560009002686,17.1639995574951,17.32200050354,2332,17.32200050354,2021-02-01
17.3980007171631,17.4200000762939,17.318000793457,17.3880004882812,1728,17.3880004882812,2021-02-02
17.496000289917,17.507999420166,17.2880001068115,17.257999420166,525,17.257999420166,2021-02-03
17.2800006866455,17.3199996948242,17.1679992675781,17.1219997406006,30097,17.1219997406006,2021-02-04
17.2320003509521,17.423999786377,17.2320003509521,17.3880004882812,1201,17.3880004882812,2021-02-05
17.5240001678467,17.5240001678467,17.318000793457,17.326000213623,728,17.326000213623,2021-02-08
17.3840007781982,17.3840007781982,17.2840003967285,17.3239994049072,82,17.3239994049072,2021-02-09
17.2980003356934,17.3320007324219,17.2399997711182,17.1140003204346,97,17.1140003204346,2021-02-10
17.2180004119873,17.2180004119873,17.2180004119873,17.2399997711182,500,17.2399997711182,2021-02-11
17.1979999542236,17.1979999542236,17.0160007476807,17.0939998626709,2115,17.0939998626709,2021-02-12
17.4120006561279,17.4899997711182,17.4120006561279,17.4500007629395,12,17.4500007629395,2021-02-15
17.6340007781982,17.7199993133545,17.6280002593994,17.6399993896484,1152,17.6399993896484,2021-02-16
17.5839996337891,17.6180000305176,17.4360008239746,17.4820003509521,7184,17.4820003509521,2021-02-17
