"XEON.MI.Open","XEON.MI.High","XEON.MI.Low","XEON.MI.Close","XEON.MI.Volume","XEON.MI.Adjusted","Date"
136.348007202148,136.350006103516,136.326293945312,136.330093383789,857,136.330093383789,2020-06-12
136.339996337891,136.409896850586,136.339996337891,136.346603393555,723,136.346603393555,2020-06-15
136.324996948242,136.978897094727,136.188705444336,136.978897094727,5819,136.978897094727,2020-06-16
136.398101806641,136.39990234375,136.295593261719,136.315505981445,3570,136.315505981445,2020-06-17
136.348205566406,136.40950012207,136.310897827148,136.225494384766,3181,136.225494384766,2020-06-18
136.308807373047,136.408996582031,136.308807373047,136.418106079102,5703,136.418106079102,2020-06-19
136.32600402832,136.405502319336,136.32600402832,136.355804443359,9203,136.355804443359,2020-06-22
136.378402709961,136.404296875,136.350006103516,136.411193847656,3560,136.411193847656,2020-06-23
136.380004882812,136.402297973633,136.37629699707,136.385803222656,1235,136.385803222656,2020-06-24
136.319595336914,136.330001831055,136.319595336914,136.350997924805,44,136.350997924805,2020-06-25
136.371994018555,136.396301269531,136.317001342773,136.347396850586,5348,136.347396850586,2020-06-26
136.312698364258,136.520004272461,136.311096191406,136.328201293945,2337,136.328201293945,2020-06-29
136.300399780273,136.36540222168,136.300399780273,136.36540222168,12571,136.36540222168,2020-06-30
136.362396240234,136.362396240234,136.149993896484,136.149993896484,1301,136.149993896484,2020-07-01
136.35920715332,136.427398681641,136.297302246094,136.375793457031,1306,136.375793457031,2020-07-02
136.302505493164,136.357192993164,136.302505493164,136.339599609375,761,136.339599609375,2020-07-03
136.362899780273,136.362899780273,136.293502807617,136.324493408203,1936,136.324493408203,2020-07-06
136.293502807617,136.348602294922,136.293395996094,136.323501586914,2319,136.323501586914,2020-07-07
136.346405029297,136.346405029297,136.293395996094,136.320007324219,213,136.320007324219,2020-07-08
136.293395996094,136.385894775391,136.293395996094,136.317901611328,3460,136.317901611328,2020-07-09
136.28759765625,136.384002685547,136.28759765625,136.384002685547,4113,136.384002685547,2020-07-10
136.330001831055,136.336395263672,136.274200439453,136.306594848633,1029,136.306594848633,2020-07-13
136.279205322266,136.374801635742,136.25,136.308807373047,1964,136.308807373047,2020-07-14
136.276901245117,136.331497192383,136.236999511719,136.297698974609,2398,136.297698974609,2020-07-15
136.274703979492,136.329299926758,136.274703979492,136.274703979492,240,136.274703979492,2020-07-16
136.300003051758,136.338500976562,136.300003051758,136.301498413086,50,136.301498413086,2020-07-17
136.267700195312,136.320907592773,136.267593383789,136.295593261719,926,136.295593261719,2020-07-20
136.265594482422,136.360900878906,136.265594482422,136.360900878906,6433,136.360900878906,2020-07-21
136.261993408203,136.316604614258,136.254196166992,136.287902832031,489,136.287902832031,2020-07-22
136.314498901367,136.314498901367,136.221099853516,136.297103881836,2679,136.297103881836,2020-07-23
136.285003662109,136.285003662109,136.248397827148,136.317901611328,431,136.317901611328,2020-07-24
136.242492675781,136.307403564453,136.242492675781,136.307403564453,3075,136.307403564453,2020-07-27
136.240493774414,136.305404663086,136.240493774414,136.305404663086,395,136.305404663086,2020-07-28
136.310699462891,136.312606811523,136.238296508789,136.312606811523,705,136.312606811523,2020-07-29
136.326705932617,136.341903686523,136.238693237305,136.341903686523,1932,136.341903686523,2020-07-30
136.306503295898,136.306594848633,136.2333984375,136.27490234375,206,136.27490234375,2020-07-31
136.30029296875,136.30029296875,136.26350402832,136.271194458008,765,136.271194458008,2020-08-03
136.295806884766,136.295806884766,136.23420715332,136.260101318359,235,136.260101318359,2020-08-04
136.240005493164,136.287399291992,136.240005493164,136.247802734375,743,136.247802734375,2020-08-05
136.257293701172,136.285293579102,136.223007202148,136.245803833008,1666,136.245803833008,2020-08-06
136.25,136.282104492188,136.22770690918,136.254196166992,206,136.254196166992,2020-08-07
136.275802612305,136.275894165039,136.215103149414,136.247497558594,941,136.247497558594,2020-08-10
136.219299316406,136.273895263672,136.219299316406,136.246994018555,4580,136.246994018555,2020-08-11
136.271102905273,136.271102905273,136.210998535156,136.210998535156,4125,136.210998535156,2020-08-12
136.215103149414,136.269104003906,136.215103149414,136.237899780273,596,136.237899780273,2020-08-13
136.212905883789,136.267105102539,136.206100463867,136.238693237305,2130,136.238693237305,2020-08-14
136.261001586914,136.261001586914,136.206405639648,136.206405639648,145,136.206405639648,2020-08-17
136.259002685547,136.259002685547,136.259002685547,136.230499267578,336,136.230499267578,2020-08-18
136.230499267578,136.230499267578,136.230499267578,136.230499267578,0,136.230499267578,2020-08-19
136.254104614258,136.254104614258,136.254104614258,136.240905761719,143,136.240905761719,2020-08-20
136.240905761719,136.240905761719,136.240905761719,136.240905761719,0,136.240905761719,2020-08-21
136.240005493164,136.24609375,136.240005493164,136.221298217773,2310,136.221298217773,2020-08-24
136.243896484375,136.243896484375,136.189300537109,136.215896606445,15,136.215896606445,2020-08-25
136.241104125977,136.241104125977,136.180999755859,136.198501586914,2345,136.198501586914,2020-08-26
136.185104370117,136.185104370117,136.185104370117,136.185104370117,12,136.185104370117,2020-08-27
136.237106323242,136.237106323242,136.237106323242,136.208602905273,352,136.208602905273,2020-08-28
136.231094360352,136.231094360352,136.171096801758,136.202697753906,1061,136.202697753906,2020-08-31
136.168106079102,136.22900390625,136.168106079102,136.202194213867,76,136.202194213867,2020-09-01
136.226806640625,136.226806640625,136.174896240234,136.201705932617,859,136.201705932617,2020-09-02
136.224700927734,136.224700927734,136.164001464844,136.164001464844,2720,136.164001464844,2020-09-03
136.229904174805,136.229904174805,136.162002563477,136.162002563477,1240,136.162002563477,2020-09-04
136.161804199219,136.216400146484,136.161804199219,136.19059753418,216,136.19059753418,2020-09-07
136.161895751953,136.214202880859,136.161895751953,136.187301635742,306,136.187301635742,2020-09-08
136.212097167969,136.218002319336,136.212097167969,136.184600830078,1483,136.184600830078,2020-09-09
136.219299316406,136.219299316406,136.209899902344,136.183197021484,2587,136.183197021484,2020-09-10
136.153106689453,136.207702636719,136.148498535156,136.180099487305,727,136.180099487305,2020-09-11
136.148193359375,136.201095581055,136.148193359375,136.201095581055,664,136.201095581055,2020-09-14
136.169998168945,136.19889831543,136.169998168945,136.168899536133,469,136.168899536133,2020-09-15
136.196105957031,136.196105957031,136.136001586914,136.167694091797,1768,136.167694091797,2020-09-16
136.194107055664,136.194107055664,136.194107055664,136.146392822266,92,136.146392822266,2020-09-17
136.192001342773,136.192001342773,136.138198852539,136.166000366211,1373,136.166000366211,2020-09-18
136.160003662109,136.160003662109,136.139999389648,136.164794921875,624,136.164794921875,2020-09-21
136.184097290039,136.190994262695,136.139999389648,136.162002563477,22320,136.162002563477,2020-09-22
136.179992675781,136.182006835938,136.179992675781,136.182006835938,2377,136.182006835938,2020-09-23
136.125198364258,136.186004638672,136.125198364258,136.152297973633,12167,136.152297973633,2020-09-24
136.177093505859,136.177093505859,136.177093505859,136.149505615234,220,136.149505615234,2020-09-25
136.171295166016,136.17790222168,136.171295166016,136.17790222168,13535,136.17790222168,2020-09-28
136.169097900391,136.175903320312,136.104995727539,136.122192382812,2028,136.122192382812,2020-09-29
136.167098999023,136.177307128906,136.104995727539,136.149307250977,1514,136.149307250977,2020-09-30
136.164093017578,136.164093017578,136.10400390625,136.136001586914,5682,136.136001586914,2020-10-01
136.101104736328,136.169006347656,136.100006103516,136.133605957031,3322,136.133605957031,2020-10-02
136.157104492188,136.157104492188,136.095001220703,136.156799316406,4085,136.156799316406,2020-10-05
136.110000610352,136.110000610352,136.09309387207,136.125503540039,2670,136.125503540039,2020-10-06
136.119995117188,136.158996582031,136.091094970703,136.125106811523,4281,136.125106811523,2020-10-07
136.089996337891,136.14909362793,136.089096069336,136.120697021484,672,136.120697021484,2020-10-08
136.087005615234,136.087005615234,136.087005615234,136.087005615234,14,136.087005615234,2020-10-09
136.100402832031,136.147994995117,136.080093383789,136.141403198242,17869,136.141403198242,2020-10-12
136.078094482422,136.142807006836,136.078002929688,136.078002929688,4665,136.078002929688,2020-10-13
136.100006103516,136.100006103516,136.0751953125,136.075897216797,902,136.075897216797,2020-10-14
136.081893920898,136.081893920898,136.072998046875,136.072998046875,142,136.072998046875,2020-10-15
136.100006103516,136.100006103516,136.079895019531,136.079895019531,3848,136.079895019531,2020-10-16
136.112701416016,136.132995605469,136.074905395508,136.132995605469,1504,136.132995605469,2020-10-19
136.110000610352,136.130905151367,136.110000610352,136.12939453125,127,136.12939453125,2020-10-20
136.081207275391,136.12890625,136.081207275391,136.095001220703,361,136.095001220703,2020-10-21
136.070007324219,136.070007324219,136.057998657227,136.090301513672,3690,136.090301513672,2020-10-22
136.104095458984,136.123901367188,136.055999755859,136.055999755859,5664,136.055999755859,2020-10-23
136.089996337891,136.11799621582,136.089996337891,136.11799621582,1104,136.11799621582,2020-10-26
136.095794677734,136.115997314453,136.048004150391,136.078002929688,773,136.078002929688,2020-10-27
136.066299438477,136.066299438477,136.048202514648,136.077301025391,249,136.077301025391,2020-10-28
136.091598510742,136.110900878906,136.043304443359,136.07600402832,963,136.07600402832,2020-10-29
136.108901977539,136.108901977539,136.041107177734,136.073303222656,2183,136.073303222656,2020-10-30
136.055603027344,136.102996826172,136.035095214844,136.070602416992,2208,136.070602416992,2020-11-02
136.080795288086,136.080795288086,136.031997680664,136.059494018555,546,136.059494018555,2020-11-03
136.092102050781,136.092102050781,136.029998779297,136.029998779297,6983,136.029998779297,2020-11-04
136.076599121094,136.090103149414,136.02799987793,136.057800292969,2498,136.057800292969,2020-11-05
136.047103881836,136.074401855469,136.026092529297,136.050994873047,787,136.050994873047,2020-11-06
136.04069519043,136.04069519043,136.020004272461,136.020095825195,3963,136.020095825195,2020-11-09
136.038497924805,136.038497924805,136.018096923828,136.020202636719,5470,136.020202636719,2020-11-10
136.077102661133,136.115295410156,136.015106201172,136.050003051758,9290,136.050003051758,2020-11-11
136.034194946289,136.034194946289,136,136.042495727539,30419,136.042495727539,2020-11-12
136.059295654297,136.059295654297,136.011001586914,136.039993286133,6618,136.039993286133,2020-11-13
136.05290222168,136.072998046875,136.005004882812,136.035797119141,11865,136.035797119141,2020-11-16
136.050598144531,136.06559753418,136.005493164062,136.037002563477,2297,136.037002563477,2020-11-17
136.021194458008,136.057998657227,136.003799438477,136.03239440918,1334,136.03239440918,2020-11-18
136.046295166016,136.054992675781,135.967407226562,136.025604248047,2894,136.025604248047,2020-11-19
136.044204711914,136.063995361328,135.996002197266,136.024398803711,10424,136.024398803711,2020-11-20
136.016006469727,136.057006835938,135.993804931641,136.057006835938,1676,136.057006835938,2020-11-23
135.991806030273,136.046005249023,135.986999511719,136.020294189453,1814,136.020294189453,2020-11-24
136.006103515625,136.047698974609,135.988800048828,136.015701293945,3049,136.015701293945,2020-11-25
136.031295776367,136.039993286133,136.003997802734,136.01579284668,152,136.01579284668,2020-11-26
136.001800537109,136.001800537109,135.981002807617,136.008193969727,6043,136.008193969727,2020-11-27
135.995407104492,136.029998779297,135.947906494141,136.008697509766,14856,136.008697509766,2020-11-30
136.029998779297,136.029998779297,135.975799560547,135.99299621582,5420,135.99299621582,2020-12-01
135.977294921875,136.026992797852,135.970001220703,135.970001220703,42895,135.970001220703,2020-12-02
135.988693237305,136.016006469727,135.970001220703,135.992401123047,4538,135.992401123047,2020-12-03
136.022994995117,136.022994995117,135.968795776367,135.991897583008,3137,135.991897583008,2020-12-04
136.007400512695,136.02799987793,135.960006713867,136.02799987793,4418,136.02799987793,2020-12-07
136.005294799805,136.005294799805,136.005294799805,135.988006591797,1,135.988006591797,2020-12-08
135.957794189453,136.011993408203,135.957794189453,135.985305786133,483,135.985305786133,2020-12-09
136.009994506836,136.009994506836,135.953002929688,135.955795288086,1977,135.955795288086,2020-12-10
135.971405029297,136.007995605469,135.953796386719,135.981994628906,1797,135.981994628906,2020-12-11
135.964996337891,136.011993408203,135.917404174805,136.011993408203,10849,136.011993408203,2020-12-14
135.990005493164,136.009902954102,135.947296142578,135.966995239258,2382,135.966995239258,2020-12-15
135.960693359375,136.002700805664,135.942794799805,135.973098754883,2153,135.973098754883,2020-12-16
135.960006713867,135.960006713867,135.940002441406,135.964401245117,2587,135.964401245117,2020-12-17
135.956405639648,135.956405639648,135.908798217773,135.964904785156,2677,135.964904785156,2020-12-18
135.933807373047,135.996994018555,135.933807373047,135.966003417969,5786,135.966003417969,2020-12-21
135.931793212891,135.994995117188,135.931793212891,135.994995117188,6199,135.994995117188,2020-12-22
135.950103759766,135.983001708984,135.928802490234,135.963302612305,1143,135.963302612305,2020-12-23
135.919799804688,135.981903076172,135.919799804688,135.951293945312,168,135.951293945312,2020-12-28
135.927993774414,135.927993774414,135.927993774414,135.950805664062,223,135.950805664062,2020-12-29
135.950805664062,135.950805664062,135.950805664062,135.950805664062,0,135.950805664062,2020-12-30
135.958602905273,135.958602905273,135.89909362793,135.89909362793,10155,135.89909362793,2021-01-04
135.940002441406,135.957000732422,135.889205932617,135.927795410156,552,135.927795410156,2021-01-05
135.927795410156,135.927795410156,135.927795410156,135.927795410156,0,135.927795410156,2021-01-06
135.914199829102,135.960998535156,135.914199829102,135.921005249023,8147,135.921005249023,2021-01-07
135.899993896484,135.938201904297,135.899993896484,135.921493530273,2528,135.921493530273,2021-01-08
135.904403686523,135.931701660156,135.882995605469,135.908905029297,7992,135.908905029297,2021-01-11
135.915893554688,135.942596435547,135.872192382812,135.942596435547,1013,135.942596435547,2021-01-12
135.940399169922,135.940399169922,135.940399169922,135.940399169922,412,135.940399169922,2021-01-13
135.911605834961,135.938598632812,135.836700439453,135.879806518555,17771,135.879806518555,2021-01-14
135.882202148438,135.889999389648,135.834594726562,135.89599609375,9875,135.89599609375,2021-01-15
135.889205932617,135.935897827148,135.872802734375,135.935897827148,1730,135.935897827148,2021-01-18
135.914306640625,135.914306640625,135.86979675293,135.895904541016,1145,135.895904541016,2021-01-19
135.910003662109,135.924896240234,135.910003662109,135.896194458008,391,135.896194458008,2021-01-20
135.882598876953,135.909896850586,135.864807128906,135.893203735352,133,135.893203735352,2021-01-21
135.907806396484,135.921493530273,135.86279296875,135.892501831055,1592,135.892501831055,2021-01-22
135.90119934082,135.9208984375,135.856796264648,135.9208984375,2851,135.9208984375,2021-01-25
135.89909362793,135.918899536133,135.869995117188,135.884002685547,171,135.884002685547,2021-01-26
135.869598388672,135.869598388672,135.860000610352,135.875793457031,942,135.875793457031,2021-01-27
135.894805908203,135.914001464844,135.845993041992,135.878997802734,3044,135.878997802734,2021-01-28
135.865295410156,135.892593383789,135.847793579102,135.856903076172,3992,135.856903076172,2021-01-29
135.880004882812,135.89599609375,135.841796875,135.89599609375,1379,135.89599609375,2021-02-01
135.883605957031,135.904205322266,135.848999023438,135.856292724609,2967,135.856292724609,2021-02-02
135.835098266602,135.894302368164,135.835006713867,135.865097045898,7005,135.865097045898,2021-02-03
135.889495849609,135.898193359375,135.832992553711,135.869598388672,2778,135.869598388672,2021-02-04
135.849792480469,135.896194458008,135.830993652344,135.8623046875,6679,135.8623046875,2021-02-05
135.850006103516,135.850006103516,135.830001831055,135.854598999023,2091,135.854598999023,2021-02-08
135.841094970703,135.880401611328,135.823806762695,135.850494384766,333,135.850494384766,2021-02-09
135.839996337891,135.839996337891,135.824905395508,135.848495483398,828,135.848495483398,2021-02-10
135.836700439453,135.836700439453,135.836700439453,135.845306396484,118,135.845306396484,2021-02-11
135.861892700195,135.866897583008,135.820907592773,135.844497680664,1709,135.844497680664,2021-02-12
135.828002929688,135.860900878906,135.828002929688,135.8583984375,1472,135.8583984375,2021-02-15
135.825897216797,135.868698120117,135.807006835938,135.807006835938,5290,135.807006835938,2021-02-16
135.850997924805,135.859497070312,135.809906005859,135.834503173828,599,135.834503173828,2021-02-17
135.821594238281,135.855392456055,135.807907104492,135.807907104492,6688,135.807907104492,2021-02-18
135.833099365234,135.851898193359,135.820007324219,135.825698852539,500,135.825698852539,2021-02-19
135.826599121094,135.861999511719,135.799896240234,135.843902587891,1424,135.843902587891,2021-02-22
135.820007324219,135.846603393555,135.820007324219,135.81640625,1313,135.81640625,2021-02-23
135.794998168945,135.794998168945,135.794906616211,135.813400268555,300,135.813400268555,2021-02-24
135.792892456055,135.800003051758,135.792892456055,135.805206298828,3142,135.805206298828,2021-02-25
135.790893554688,135.805206298828,135.783004760742,135.806900024414,2078,135.806900024414,2021-02-26
135.824905395508,135.841094970703,135.824905395508,135.832107543945,2911,135.832107543945,2021-03-01
135.800003051758,135.800003051758,135.795394897461,135.795394897461,145,135.795394897461,2021-03-02
135.820495605469,135.83610534668,135.789306640625,135.789306640625,2012,135.789306640625,2021-03-03
135.829803466797,135.831893920898,135.788101196289,135.807998657227,5961,135.807998657227,2021-03-04
135.802505493164,135.802505493164,135.785095214844,135.811004638672,99,135.811004638672,2021-03-05
135.823196411133,135.824005126953,135.761001586914,135.798599243164,6255,135.798599243164,2021-03-08
135.821105957031,135.824096679688,135.768600463867,135.80029296875,369,135.80029296875,2021-03-09
135.789993286133,135.789993286133,135.778106689453,135.789505004883,436,135.789505004883,2021-03-10
135.776000976562,135.779998779297,135.763198852539,135.763198852539,779,135.763198852539,2021-03-11
135.759902954102,135.773803710938,135.753005981445,135.759902954102,10809,135.759902954102,2021-03-12
135.794494628906,135.841995239258,135.75390625,135.777404785156,3753,135.777404785156,2021-03-15
135.765197753906,135.803604125977,135.751907348633,135.775894165039,1985,135.775894165039,2021-03-16
135.762893676758,135.794906616211,135.748901367188,135.767593383789,3672,135.767593383789,2021-03-17
135.788101196289,135.792892456055,135.74690246582,135.773300170898,1396,135.773300170898,2021-03-18
135.758697509766,135.790893554688,135.744903564453,135.77099609375,1073,135.77099609375,2021-03-19
135.752105712891,135.784896850586,135.738906860352,135.784896850586,1421,135.784896850586,2021-03-22
135.749893188477,135.777099609375,135.736892700195,135.759796142578,912,135.759796142578,2021-03-23
