"CSPXJ.MI.Open","CSPXJ.MI.High","CSPXJ.MI.Low","CSPXJ.MI.Close","CSPXJ.MI.Volume","CSPXJ.MI.Adjusted","Date"
145.720001220703,146.139999389648,145.559997558594,146.070007324219,2311,146.070007324219,2020-02-19
145.449996948242,145.449996948242,143.929992675781,143.929992675781,2024,143.929992675781,2020-02-20
143.300003051758,143.880004882812,142.800003051758,143.100006103516,1377,143.100006103516,2020-02-21
140.559997558594,140.559997558594,138.350006103516,138.399993896484,19123,138.399993896484,2020-02-24
139.639999389648,139.770004272461,137.270004272461,137.270004272461,6653,137.270004272461,2020-02-25
136.679992675781,137.210006713867,134.860000610352,136.710006713867,25775,136.710006713867,2020-02-26
135.660003662109,135.770004272461,132.259994506836,133.130004882812,9259,133.130004882812,2020-02-27
129.850006103516,130.020004272461,127.01000213623,128.259994506836,11971,128.259994506836,2020-02-28
128.850006103516,129.300003051758,125.919998168945,126.919998168945,16454,126.919998168945,2020-03-02
129.059997558594,130.429992675781,128.259994506836,128.110000610352,6308,128.110000610352,2020-03-03
128.259994506836,129.729995727539,127.98999786377,128.970001220703,2047,128.970001220703,2020-03-04
130.25,130.25,127.769996643066,128.279998779297,6173,128.279998779297,2020-03-05
125.830001831055,125.959999084473,122,123.209999084473,6323,123.209999084473,2020-03-06
122,122,110.279998779297,113.160003662109,17966,113.160003662109,2020-03-09
118.230003356934,120.5,116.650001525879,116.970001220703,22502,116.970001220703,2020-03-10
116.5,117.25,114.430000305176,114.860000610352,10025,114.860000610352,2020-03-11
108.440002441406,108.529998779297,101.220001220703,102,38538,102,2020-03-12
110.580001831055,113.26000213623,107.099998474121,108.129997253418,12100,108.129997253418,2020-03-13
101.190002441406,101.190002441406,96.3499984741211,100.480003356934,13259,100.480003356934,2020-03-16
104.589996337891,105.190002441406,99.5400009155273,104.309997558594,31966,104.309997558594,2020-03-17
98.9800033569336,99.3499984741211,96,98.25,41476,98.25,2020-03-18
95.4100036621094,99.4400024414062,94.6500015258789,99.0999984741211,20490,99.0999984741211,2020-03-19
100.779998779297,101.419998168945,98.4800033569336,98.6800003051758,8120,98.6800003051758,2020-03-20
92.5999984741211,95.0100021362305,91.3499984741211,93.0299987792969,8044,93.0299987792969,2020-03-23
97.3300018310547,100.569999694824,97.1800003051758,100.569999694824,8237,100.569999694824,2020-03-24
104.110000610352,105.730003356934,102.26000213623,103.769996643066,12819,103.769996643066,2020-03-25
101.860000610352,105.900001525879,101.209999084473,105.730003356934,8661,105.730003356934,2020-03-26
101.099998474121,101.099998474121,98.7099990844727,99.5599975585938,21842,99.5599975585938,2020-03-27
102.26000213623,104.459999084473,101.279998779297,104.5,10485,104.5,2020-03-30
104.419998168945,105.419998168945,103.269996643066,105.589996337891,3794,105.589996337891,2020-03-31
103.150001525879,104.599998474121,102.910003662109,103.720001220703,8178,103.720001220703,2020-04-01
103.970001220703,105.76000213623,102.73999786377,105.190002441406,7244,105.190002441406,2020-04-02
103.76000213623,104.540000915527,103.220001220703,103.330001831055,20890,103.330001831055,2020-04-03
107.199996948242,108.569999694824,106.76000213623,108.330001831055,11171,108.330001831055,2020-04-06
109.5,110.559997558594,108.660003662109,109.669998168945,7826,109.669998168945,2020-04-07
107.879997253418,108.959999084473,107.099998474121,109.330001831055,3830,109.330001831055,2020-04-08
111.440002441406,112.019996643066,110.349998474121,111.910003662109,5628,111.910003662109,2020-04-09
114.120002746582,114.620002746582,113.120002746582,113.410003662109,18073,113.410003662109,2020-04-14
112.26000213623,112.26000213623,110.610000610352,110.959999084473,5689,110.959999084473,2020-04-15
112.050003051758,112.23999786377,111.059997558594,111.730003356934,6034,111.730003356934,2020-04-16
114.459999084473,114.620002746582,112.940002441406,113.440002441406,11539,113.440002441406,2020-04-17
112.809997558594,113.01000213623,111.120002746582,112.879997253418,7311,112.879997253418,2020-04-20
110,110,107.199996948242,107.300003051758,18621,107.300003051758,2020-04-21
109.73999786377,111.160003662109,109.680000305176,111,1777,111,2020-04-22
110.430000305176,111.839996337891,110.319999694824,111.669998168945,11231,111.669998168945,2020-04-23
111.25,111.669998168945,110.790000915527,110.959999084473,2352,110.959999084473,2020-04-24
112.589996337891,112.940002441406,112.180000305176,112.910003662109,1480,112.910003662109,2020-04-27
113.519996643066,114.589996337891,113.470001220703,113.819999694824,11634,113.819999694824,2020-04-28
114.419998168945,116.040000915527,114.199996948242,116.040000915527,9416,116.040000915527,2020-04-29
116.940002441406,117.080001831055,114.930000305176,114.930000305176,2945,114.930000305176,2020-04-30
110.379997253418,110.610000610352,109.319999694824,110.51000213623,5998,110.51000213623,2020-05-04
112.930000305176,113.410003662109,112.73999786377,113.569999694824,1049,113.569999694824,2020-05-05
114.01000213623,114.26000213623,112.919998168945,112.849998474121,4631,112.849998474121,2020-05-06
113.580001831055,113.860000610352,113.279998779297,113.669998168945,2468,113.669998168945,2020-05-07
114.400001525879,114.540000915527,113.540000915527,114.540000915527,1828,114.540000915527,2020-05-08
115.769996643066,115.900001525879,114.309997558594,114.779998779297,27392,114.779998779297,2020-05-11
114.050003051758,114.559997558594,113.870002746582,114.309997558594,6179,114.309997558594,2020-05-12
113.339996337891,114.160003662109,112.879997253418,112.879997253418,7432,112.879997253418,2020-05-13
111.669998168945,111.98999786377,110.199996948242,111.029998779297,22648,111.029998779297,2020-05-14
112.830001831055,112.849998474121,111.309997558594,111.559997558594,6031,111.559997558594,2020-05-15
113.790000915527,115.709999084473,113.669998168945,115.779998779297,12606,115.779998779297,2020-05-18
115.599998474121,115.650001525879,114.660003662109,115.459999084473,1742,115.459999084473,2020-05-19
115,116.559997558594,114.870002746582,116.559997558594,2061,116.559997558594,2020-05-20
114.699996948242,114.790000915527,113.629997253418,113.730003356934,10071,113.730003356934,2020-05-21
111.199996948242,112.480003356934,111.029998779297,112.199996948242,1288,112.199996948242,2020-05-22
112.720001220703,114.139999389648,112.720001220703,114.139999389648,3618,114.139999389648,2020-05-25
116.279998779297,116.349998474121,115.589996337891,115.930000305176,12177,115.930000305176,2020-05-26
116.150001525879,116.889999389648,115.099998474121,115.430000305176,8049,115.430000305176,2020-05-27
116.180000305176,116.290000915527,115.660003662109,116.110000610352,12147,116.110000610352,2020-05-28
114.01000213623,114.01000213623,112.580001831055,112.720001220703,13572,112.720001220703,2020-05-29
117.230003356934,117.230003356934,116.080001831055,117.110000610352,6888,117.110000610352,2020-06-01
118.940002441406,119.809997558594,118.940002441406,119.269996643066,3505,119.269996643066,2020-06-02
121.470001220703,122.629997253418,120.980003356934,122.569999694824,6927,122.569999694824,2020-06-03
122,122.169998168945,121.019996643066,121.169998168945,8858,121.169998168945,2020-06-04
123.01000213623,125.699996948242,122.720001220703,125.699996948242,11827,125.699996948242,2020-06-05
125.160003662109,125.970001220703,124.940002441406,125.569999694824,5131,125.569999694824,2020-06-08
127,127,124.519996643066,124.580001831055,714,124.580001831055,2020-06-09
125.459999084473,125.459999084473,124.529998779297,124.529998779297,1714,124.529998779297,2020-06-10
120.940002441406,121.169998168945,118.900001525879,118.900001525879,2824,118.900001525879,2020-06-11
118.309997558594,120.75,118.309997558594,119.699996948242,12134,119.699996948242,2020-06-12
117.050003051758,119.230003356934,116.970001220703,119.080001831055,3305,119.080001831055,2020-06-15
120.419998168945,123.120002746582,120.419998168945,121.410003662109,3948,121.410003662109,2020-06-16
122.199996948242,122.910003662109,122.040000915527,122.669998168945,2736,122.669998168945,2020-06-17
121.779998779297,122.529998779297,121.379997253418,122.099998474121,9829,122.099998474121,2020-06-18
122.410003662109,123,122.099998474121,122.230003356934,6799,122.230003356934,2020-06-19
122.220001220703,123.309997558594,121.949996948242,122.150001525879,24487,122.150001525879,2020-06-22
122.690002441406,123.400001525879,122.620002746582,123.190002441406,791,123.190002441406,2020-06-23
122.480003356934,122.480003356934,120.300003051758,120.300003051758,6665,120.300003051758,2020-06-24
119.860000610352,120.709999084473,119.169998168945,120.419998168945,7936,120.419998168945,2020-06-25
121.919998168945,121.919998168945,120.069999694824,120.180000305176,2855,120.180000305176,2020-06-26
120.160003662109,120.930000305176,119.599998474121,120.870002746582,4970,120.870002746582,2020-06-29
121.26000213623,121.870002746582,121,121.690002441406,6365,121.690002441406,2020-06-30
121.870002746582,122.75,121.269996643066,121.919998168945,8454,121.919998168945,2020-07-01
123.940002441406,125.639999389648,123.930000305176,125.160003662109,5503,125.160003662109,2020-07-02
125.269996643066,125.269996643066,124.459999084473,124.459999084473,5868,124.459999084473,2020-07-03
125.430000305176,126.069999694824,125.269996643066,126.099998474121,3375,126.099998474121,2020-07-06
124.839996337891,125.459999084473,124.209999084473,125.269996643066,5196,125.269996643066,2020-07-07
123.639999389648,124.059997558594,123.190002441406,123.379997253418,7665,123.379997253418,2020-07-08
123.559997558594,123.839996337891,122.709999084473,122.709999084473,1727,122.709999084473,2020-07-09
122.540000915527,123.169998168945,122.379997253418,122.919998168945,3193,122.919998168945,2020-07-10
123.139999389648,123.839996337891,122.970001220703,123.839996337891,1249,123.839996337891,2020-07-13
122.370002746582,122.790000915527,121.459999084473,122.430000305176,12617,122.430000305176,2020-07-14
123.540000915527,124.449996948242,123.430000305176,124.120002746582,3402,124.120002746582,2020-07-15
122.339996337891,122.449996948242,121.949996948242,122.360000610352,1133,122.360000610352,2020-07-16
122.73999786377,122.949996948242,122.519996643066,122.680000305176,926,122.680000305176,2020-07-17
121.389999389648,122.599998474121,121.230003356934,122.629997253418,1836,122.629997253418,2020-07-20
124.680000305176,125.650001525879,124.660003662109,124.919998168945,3428,124.919998168945,2020-07-21
124.069999694824,124.069999694824,122.290000915527,122.519996643066,21996,122.519996643066,2020-07-22
123.169998168945,123.169998168945,122.480003356934,122.559997558594,2749,122.559997558594,2020-07-23
120,120.73999786377,119.800003051758,120.220001220703,1612,120.220001220703,2020-07-24
120.389999389648,120.430000305176,119.660003662109,119.849998474121,1513,119.849998474121,2020-07-27
120.199996948242,120.300003051758,119.5,120.199996948242,4471,120.199996948242,2020-07-28
120.339996337891,120.550003051758,120.029998779297,120.220001220703,4120,120.220001220703,2020-07-29
119.779998779297,119.779998779297,118.089996337891,118.529998779297,1808,118.529998779297,2020-07-30
117.809997558594,118.360000610352,117.089996337891,117.529998779297,1571,117.529998779297,2020-07-31
117.379997253418,119.01000213623,117.379997253418,118.839996337891,3741,118.839996337891,2020-08-03
120.48999786377,120.48999786377,119.529998779297,119.959999084473,3292,119.959999084473,2020-08-04
120.309997558594,120.470001220703,120,120.120002746582,841,120.120002746582,2020-08-05
120.050003051758,120.300003051758,119.73999786377,119.959999084473,1192,119.959999084473,2020-08-06
120.019996643066,120.029998779297,119.540000915527,120.029998779297,2585,120.029998779297,2020-08-07
121.019996643066,121.430000305176,120.830001831055,121.01000213623,1676,121.01000213623,2020-08-10
123.069999694824,123.180000305176,122.610000610352,122.919998168945,1977,122.919998168945,2020-08-11
122.940002441406,123.860000610352,122.860000610352,123.860000610352,879,123.860000610352,2020-08-12
123.089996337891,123.089996337891,121.559997558594,122.410003662109,1886,122.410003662109,2020-08-13
122.610000610352,122.610000610352,121.589996337891,122.029998779297,1820,122.029998779297,2020-08-14
122.139999389648,122.650001525879,121.900001525879,122.650001525879,877,122.650001525879,2020-08-17
122.23999786377,122.459999084473,121.48999786377,122.01000213623,566,122.01000213623,2020-08-18
122.690002441406,123.080001831055,122.410003662109,123.080001831055,236,123.080001831055,2020-08-19
121.330001831055,121.610000610352,121.150001525879,121.419998168945,1232,121.419998168945,2020-08-20
122,122.440002441406,121.790000915527,122.190002441406,889,122.190002441406,2020-08-21
123.569999694824,123.73999786377,123.419998168945,123.430000305176,308,123.430000305176,2020-08-24
124.139999389648,124.139999389648,123.25,123.209999084473,1966,123.209999084473,2020-08-25
123.309997558594,123.639999389648,123.309997558594,123.720001220703,657,123.720001220703,2020-08-26
123.51000213623,123.819999694824,123.089996337891,123.470001220703,6144,123.470001220703,2020-08-27
123.48999786377,123.680000305176,123.110000610352,123.120002746582,4446,123.120002746582,2020-08-28
123.730003356934,123.830001831055,122.319999694824,122.199996948242,9805,122.199996948242,2020-08-31
122.319999694824,122.5,121.5,122.379997253418,4204,122.379997253418,2020-09-01
124.319999694824,124.720001220703,124.209999084473,124.470001220703,3108,124.470001220703,2020-09-02
125.069999694824,125.209999084473,123.169998168945,122.550003051758,9276,122.550003051758,2020-09-03
121.599998474121,122.069999694824,119.589996337891,120.160003662109,8918,120.160003662109,2020-09-04
121.930000305176,122.680000305176,121.790000915527,122.680000305176,2916,122.680000305176,2020-09-07
123,123,120.580001831055,121.099998474121,5480,121.099998474121,2020-09-08
121.519996643066,122.029998779297,121.230003356934,122.029998779297,3723,122.029998779297,2020-09-09
121.430000305176,121.430000305176,120,120.360000610352,11710,120.360000610352,2020-09-10
120.690002441406,120.879997253418,120.150001525879,120.519996643066,577,120.519996643066,2020-09-11
121.389999389648,121.419998168945,120.730003356934,121.199996948242,2665,121.199996948242,2020-09-14
121.290000915527,122.589996337891,121.290000915527,122.48999786377,4641,122.48999786377,2020-09-15
122.610000610352,122.75,122.480003356934,122.779998779297,3166,122.779998779297,2020-09-16
121.349998474121,121.610000610352,120.900001525879,121.480003356934,942,121.480003356934,2020-09-17
120.76000213623,121.269996643066,120.5,120.5,1645,120.5,2020-09-18
119.559997558594,119.559997558594,117.930000305176,117.970001220703,13202,117.970001220703,2020-09-21
118.550003051758,119.150001525879,118.550003051758,118.569999694824,2007,118.569999694824,2020-09-22
120.120002746582,120.529998779297,119.650001525879,119.650001525879,618,119.650001525879,2020-09-23
118.5,118.769996643066,118.040000915527,118.480003356934,1731,118.480003356934,2020-09-24
119.400001525879,119.680000305176,118.599998474121,119.370002746582,1191,119.370002746582,2020-09-25
120.110000610352,120.610000610352,120.059997558594,120.440002441406,2232,120.440002441406,2020-09-28
119.230003356934,119.440002441406,118.809997558594,118.860000610352,1394,118.860000610352,2020-09-29
118.449996948242,119.269996643066,118.029998779297,118.940002441406,894,118.940002441406,2020-09-30
119.839996337891,120.150001525879,119.5,119.849998474121,1436,119.849998474121,2020-10-01
118.75,119.870002746582,118.400001525879,119.870002746582,1632,119.870002746582,2020-10-02
120.680000305176,120.900001525879,120.319999694824,120.730003356934,3749,120.730003356934,2020-10-05
120.830001831055,121.379997253418,120.669998168945,121.050003051758,4201,121.050003051758,2020-10-06
122.160003662109,122.339996337891,121.629997253418,122.339996337891,2743,122.339996337891,2020-10-07
122.849998474121,123.050003051758,122.540000915527,122.819999694824,2601,122.819999694824,2020-10-08
122.790000915527,123.069999694824,122.519996643066,123.069999694824,31236,123.069999694824,2020-10-09
123.599998474121,124.059997558594,123.349998474121,124.059997558594,2182,124.059997558594,2020-10-12
124.209999084473,124.379997253418,123.839996337891,124.050003051758,2925,124.050003051758,2020-10-13
124.199996948242,124.620002746582,123.949996948242,124.419998168945,1748,124.419998168945,2020-10-14
123.139999389648,123.139999389648,122.180000305176,122.75,5631,122.75,2020-10-15
122.940002441406,123.25,122.629997253418,123.209999084473,2497,123.209999084473,2020-10-16
123.980003356934,123.980003356934,122.599998474121,122.690002441406,3770,122.690002441406,2020-10-19
121.809997558594,122.110000610352,121.199996948242,121.430000305176,5699,121.430000305176,2020-10-20
121.559997558594,121.559997558594,120.559997558594,121.129997253418,3333,121.129997253418,2020-10-21
121.589996337891,122.389999389648,121.430000305176,121.970001220703,1500,121.970001220703,2020-10-22
123,123,122.190002441406,122.330001831055,1133,122.330001831055,2020-10-23
121.669998168945,122.26000213623,121.370002746582,121.370002746582,24127,121.370002746582,2020-10-26
120.889999389648,121.099998474121,120.48999786377,120.680000305176,4410,120.680000305176,2020-10-27
120.459999084473,120.75,118.98999786377,119.349998474121,9055,119.349998474121,2020-10-28
119.269996643066,119.440002441406,118.470001220703,119.440002441406,3838,119.440002441406,2020-10-29
117.940002441406,119.050003051758,117.919998168945,118.76000213623,2647,118.76000213623,2020-10-30
119.279998779297,120.190002441406,118.910003662109,119.819999694824,7336,119.819999694824,2020-11-02
121.980003356934,122.680000305176,121.800003051758,122.680000305176,8396,122.680000305176,2020-11-03
121.860000610352,124.419998168945,121.690002441406,124.419998168945,2154,124.419998168945,2020-11-04
125.120002746582,125.599998474121,124.800003051758,125.599998474121,5395,125.599998474121,2020-11-05
125.569999694824,125.73999786377,124.669998168945,125.300003051758,2621,125.300003051758,2020-11-06
126.73999786377,131.550003051758,126.629997253418,130.789993286133,4505,130.789993286133,2020-11-09
130.419998168945,130.979995727539,130.210006713867,130.979995727539,12456,130.979995727539,2020-11-10
131.800003051758,132.539993286133,131.800003051758,132.259994506836,1948,132.259994506836,2020-11-11
130.899993896484,131.229995727539,130.5,130.5,1162,130.5,2020-11-12
130.179992675781,130.699996948242,130.080001831055,130.589996337891,2131,130.589996337891,2020-11-13
131.820007324219,133.039993286133,131.449996948242,133.039993286133,5874,133.039993286133,2020-11-16
133.410003662109,133.410003662109,132.369995117188,133.240005493164,4246,133.240005493164,2020-11-17
133.240005493164,134.520004272461,133.240005493164,134.520004272461,3987,134.520004272461,2020-11-18
133.470001220703,133.919998168945,133.130004882812,133.690002441406,918,133.690002441406,2020-11-19
133.419998168945,134.449996948242,133.419998168945,134.449996948242,2068,134.449996948242,2020-11-20
134.220001220703,134.509994506836,133.669998168945,133.919998168945,4040,133.919998168945,2020-11-23
135.770004272461,136.5,135.770004272461,136.5,1508,136.5,2020-11-24
136.130004882812,136.270004272461,135.690002441406,136.270004272461,17654,136.270004272461,2020-11-25
135.479995727539,135.759994506836,135.369995117188,135.550003051758,2368,135.550003051758,2020-11-26
135.389999389648,135.729995727539,135.289993286133,135.470001220703,2057,135.470001220703,2020-11-27
133.059997558594,133.470001220703,132.600006103516,132.600006103516,3417,132.600006103516,2020-11-30
133.320007324219,133.789993286133,133.320007324219,133.570007324219,1842,133.570007324219,2020-12-01
132.490005493164,133.160003662109,132.289993286133,133.160003662109,4844,133.160003662109,2020-12-02
133.330001831055,133.490005493164,132.860000610352,133.490005493164,1617,133.490005493164,2020-12-03
133.410003662109,134.179992675781,133.289993286133,134.179992675781,2127,134.179992675781,2020-12-04
133.940002441406,133.970001220703,133.179992675781,133.970001220703,1509,133.970001220703,2020-12-07
133.740005493164,134.360000610352,133.669998168945,134.360000610352,616,134.360000610352,2020-12-08
134.990005493164,135.380004882812,134.889999389648,134.970001220703,2898,134.970001220703,2020-12-09
135.490005493164,135.539993286133,134.460006713867,135.539993286133,2597,135.539993286133,2020-12-10
135.199996948242,135.199996948242,134.240005493164,134.729995727539,7875,134.729995727539,2020-12-11
135.779998779297,136.059997558594,135.369995117188,135.369995117188,1617,135.369995117188,2020-12-14
134.910003662109,135.259994506836,134.729995727539,135.130004882812,787,135.130004882812,2020-12-15
135.990005493164,136.139999389648,135.610000610352,136.139999389648,2285,136.139999389648,2020-12-16
136.649993896484,136.910003662109,136.479995727539,136.570007324219,3147,136.570007324219,2020-12-17
135.179992675781,135.559997558594,135.080001831055,135.309997558594,4840,135.309997558594,2020-12-18
134.350006103516,134.690002441406,132.940002441406,133.759994506836,31909,133.759994506836,2020-12-21
133.470001220703,133.75,133.240005493164,133.75,667,133.75,2020-12-22
134.779998779297,135.360000610352,134.600006103516,135.309997558594,1397,135.309997558594,2020-12-23
136.759994506836,136.759994506836,136.039993286133,136.130004882812,2836,136.130004882812,2020-12-28
136.089996337891,136.320007324219,135.979995727539,136.089996337891,1774,136.089996337891,2020-12-29
137.229995727539,137.339996337891,136.550003051758,137.339996337891,970,137.339996337891,2020-12-30
138.350006103516,138.529998779297,136.910003662109,137.339996337891,1195,137.339996337891,2021-01-04
139.089996337891,139.089996337891,137.729995727539,138.199996948242,2801,138.199996948242,2021-01-05
137.039993286133,139.429992675781,137.039993286133,139.570007324219,2527,139.570007324219,2021-01-06
139.479995727539,140.279998779297,139.339996337891,140.080001831055,2160,140.080001831055,2021-01-07
141.660003662109,141.660003662109,140.880004882812,140.949996948242,2472,140.949996948242,2021-01-08
141,141,139.990005493164,140.660003662109,3552,140.660003662109,2021-01-11
141.380004882812,141.399993896484,140.899993896484,141.259994506836,2619,141.259994506836,2021-01-12
140.990005493164,141.100006103516,140.699996948242,141.080001831055,1531,141.080001831055,2021-01-13
142.020004272461,142.509994506836,141.580001831055,142.479995727539,3695,142.479995727539,2021-01-14
142.089996337891,142.279998779297,141.220001220703,142.029998779297,31324,142.029998779297,2021-01-15
141.940002441406,142.399993896484,141.600006103516,142.399993896484,1311,142.399993896484,2021-01-18
143.440002441406,143.479995727539,142.75,143.350006103516,1679,143.350006103516,2021-01-19
143.559997558594,144.740005493164,143.160003662109,144.660003662109,4358,144.660003662109,2021-01-20
145.009994506836,145.110000610352,144.419998168945,144.759994506836,3858,144.759994506836,2021-01-21
142.800003051758,143.009994506836,141.979995727539,142.630004882812,20124,142.630004882812,2021-01-22
143.699996948242,143.820007324219,142.889999389648,143.220001220703,13422,143.220001220703,2021-01-25
142.800003051758,143.75,142.800003051758,143.369995117188,2233,143.369995117188,2021-01-26
142.720001220703,143.050003051758,141.550003051758,141.979995727539,3510,141.979995727539,2021-01-27
138.970001220703,141.440002441406,138.210006713867,141.440002441406,1589,141.440002441406,2021-01-28
138.699996948242,139,137.720001220703,137.720001220703,2957,137.720001220703,2021-01-29
139.199996948242,140.289993286133,139.179992675781,139.600006103516,1654,139.600006103516,2021-02-01
141.259994506836,142.440002441406,141.259994506836,142.440002441406,3850,142.440002441406,2021-02-02
142.490005493164,142.610000610352,141.990005493164,142.399993896484,8925,142.399993896484,2021-02-03
142.380004882812,142.990005493164,142.050003051758,142.990005493164,8812,142.990005493164,2021-02-04
143.309997558594,143.949996948242,143.309997558594,143.559997558594,1241,143.559997558594,2021-02-05
144.320007324219,144.679992675781,143.830001831055,144.410003662109,2946,144.410003662109,2021-02-08
143.740005493164,143.770004272461,143.229995727539,143.529998779297,2590,143.529998779297,2021-02-09
144.460006713867,144.610000610352,143.380004882812,143.509994506836,1691,143.509994506836,2021-02-10
145.380004882812,145.479995727539,144.649993896484,145.479995727539,2527,145.479995727539,2021-02-11
144.5,145.460006713867,144,145.460006713867,2824,145.460006713867,2021-02-12
145.419998168945,146.389999389648,145.330001831055,146.389999389648,3640,146.389999389648,2021-02-15
146.800003051758,146.800003051758,146.399993896484,146.559997558594,6179,146.559997558594,2021-02-16
146.600006103516,146.830001831055,146.270004272461,146.559997558594,9585,146.559997558594,2021-02-17
146.600006103516,146.929992675781,145.429992675781,146,2526,146,2021-02-18
145.039993286133,146.360000610352,144.830001831055,146.360000610352,1959,146.360000610352,2021-02-19
145.279998779297,146.009994506836,145.25,146,2332,146,2021-02-22
148.800003051758,148.800003051758,146.929992675781,148.080001831055,5644,148.080001831055,2021-02-23
147.100006103516,147.800003051758,146.210006713867,147.800003051758,3190,147.800003051758,2021-02-24
148.059997558594,148.059997558594,146.5,146.660003662109,6344,146.660003662109,2021-02-25
144.199996948242,144.479995727539,142.440002441406,143.240005493164,9011,143.240005493164,2021-02-26
145.330001831055,146.979995727539,145.220001220703,146.979995727539,3385,146.979995727539,2021-03-01
145.389999389648,146,145.369995117188,145.369995117188,11551,145.369995117188,2021-03-02
146.979995727539,147.169998168945,145.949996948242,146.550003051758,2291,146.550003051758,2021-03-03
146.910003662109,147.270004272461,145.940002441406,147.139999389648,3627,147.139999389648,2021-03-04
145.929992675781,146.940002441406,145.399993896484,145.820007324219,2483,145.820007324219,2021-03-05
145.839996337891,148.089996337891,145.800003051758,147.940002441406,6874,147.940002441406,2021-03-08
147.550003051758,148.419998168945,147.550003051758,148.320007324219,5480,148.320007324219,2021-03-09
146.910003662109,147.839996337891,146.899993896484,147.720001220703,8277,147.720001220703,2021-03-10
147.759994506836,148.080001831055,147.320007324219,148.020004272461,3423,148.020004272461,2021-03-11
147.479995727539,147.479995727539,146.410003662109,147.440002441406,5066,147.440002441406,2021-03-12
147.630004882812,148.240005493164,147.630004882812,148.119995117188,5392,148.119995117188,2021-03-15
148.550003051758,148.940002441406,147.800003051758,148.940002441406,3528,148.940002441406,2021-03-16
148.600006103516,148.770004272461,147.770004272461,148.360000610352,2033,148.360000610352,2021-03-17
148.25,148.539993286133,147.669998168945,148.539993286133,4882,148.539993286133,2021-03-18
147.289993286133,147.350006103516,146.490005493164,147.119995117188,9535,147.119995117188,2021-03-19
147.169998168945,147.699996948242,147.080001831055,147.699996948242,3124,147.699996948242,2021-03-22
146.520004272461,147.369995117188,146.059997558594,147.320007324219,1913,147.320007324219,2021-03-23
146.350006103516,146.860000610352,146.350006103516,146.860000610352,2120,146.860000610352,2021-03-24
147.149993896484,147.600006103516,146.399993896484,147.600006103516,4661,147.600006103516,2021-03-25
