"CSUS.MI.Open","CSUS.MI.High","CSUS.MI.Low","CSUS.MI.Close","CSUS.MI.Volume","CSUS.MI.Adjusted","Date"
335.600006103516,338.329986572266,335.600006103516,338.329986572266,370,338.329986572266,2021-03-31
338.369995117188,339.700012207031,338.369995117188,339.299987792969,199,339.299987792969,2021-04-01
342.010009765625,343.899993896484,342.010009765625,343.899993896484,229,343.899993896484,2021-04-06
342.420013427734,342.489990234375,341.119995117188,341.790008544922,477,341.790008544922,2021-04-07
343,343.190002441406,342.290008544922,343,158,343,2021-04-08
343.75,344.290008544922,343.109985351562,344.119995117188,931,344.119995117188,2021-04-09
345.540008544922,345.929992675781,344.420013427734,344.890014648438,172,344.890014648438,2021-04-12
345.850006103516,346.279998779297,345.040008544922,345.730010986328,255,345.730010986328,2021-04-13
345.489990234375,346.190002441406,345.029998779297,345.299987792969,95,345.299987792969,2021-04-14
345,347.260009765625,345,347.260009765625,198,347.260009765625,2021-04-15
347.649993896484,348.339996337891,347.019989013672,347.940002441406,144,347.940002441406,2021-04-16
346.899993896484,346.899993896484,345.179992675781,345.179992675781,109,345.179992675781,2021-04-19
344,344,341.359985351562,341.359985351562,173,341.359985351562,2021-04-20
342.529998779297,344.420013427734,342.529998779297,344.420013427734,505,344.420013427734,2021-04-21
345.119995117188,347.359985351562,344.859985351562,347.359985351562,584,347.359985351562,2021-04-22
342.839996337891,345.489990234375,342.239990234375,345.489990234375,186,345.489990234375,2021-04-23
344.799987792969,346.570007324219,344.799987792969,346.440002441406,169,346.440002441406,2021-04-26
346.700012207031,346.739990234375,345.269989013672,346.130004882812,733,346.130004882812,2021-04-27
346.25,346.809997558594,345.799987792969,345.799987792969,168,345.799987792969,2021-04-28
346.5,347.230010986328,345.209991455078,345.209991455078,249,345.209991455078,2021-04-29
346,346.790008544922,345.700012207031,346.790008544922,93,346.790008544922,2021-04-30
347.429992675781,348.649993896484,346.609985351562,346.929992675781,281,346.929992675781,2021-05-03
347.399993896484,347.660003662109,342.130004882812,342.940002441406,327,342.940002441406,2021-05-04
346.649993896484,347.25,345.820007324219,346.820007324219,257,346.820007324219,2021-05-05
345.540008544922,345.540008544922,342.309997558594,344.209991455078,198,344.209991455078,2021-05-06
346,346.769989013672,345.529998779297,346.519989013672,201,346.519989013672,2021-05-07
346,346.119995117188,344.5,345.269989013672,102,345.269989013672,2021-05-10
340.339996337891,340.339996337891,336.809997558594,338.880004882812,506,338.880004882812,2021-05-11
339.019989013672,339.309997558594,336.850006103516,336.850006103516,743,336.850006103516,2021-05-12
333.350006103516,338.130004882812,332.989990234375,338.019989013672,1461,338.019989013672,2021-05-13
338.399993896484,340.880004882812,338.399993896484,340.880004882812,125,340.880004882812,2021-05-14
341.299987792969,341.299987792969,339.359985351562,339.399993896484,718,339.399993896484,2021-05-17
340.5,340.5,339.160003662109,339.160003662109,306,339.160003662109,2021-05-18
333.239990234375,333.239990234375,331.130004882812,332.25,1593,332.25,2021-05-19
335.149993896484,338.970001220703,333.440002441406,338.970001220703,509,338.970001220703,2021-05-20
339.200012207031,341.059997558594,339.200012207031,340.829986572266,92,340.829986572266,2021-05-21
340.540008544922,342.549987792969,340.179992675781,342.549987792969,370,342.549987792969,2021-05-24
341.75,342.179992675781,340.769989013672,340.769989013672,393,340.769989013672,2021-05-25
341.549987792969,342.329986572266,341.459991455078,342.329986572266,220,342.329986572266,2021-05-26
341.700012207031,343.459991455078,341.700012207031,343.459991455078,259,343.459991455078,2021-05-27
344.200012207031,345.480010986328,344.200012207031,344.269989013672,246,344.269989013672,2021-05-28
343.649993896484,343.690002441406,341.799987792969,341.920013427734,197,341.920013427734,2021-05-31
342.850006103516,345.290008544922,342.130004882812,342.399993896484,600,342.399993896484,2021-06-01
342.690002441406,342.690002441406,342.690002441406,343.619995117188,19,343.619995117188,2021-06-02
341.850006103516,344.609985351562,341.850006103516,344.609985351562,185,344.609985351562,2021-06-03
344.660003662109,345.510009765625,344.029998779297,345.510009765625,243,345.510009765625,2021-06-04
345.510009765625,345.510009765625,345.510009765625,344.700012207031,7,344.700012207031,2021-06-07
346.570007324219,346.790008544922,345.119995117188,344.679992675781,493,344.679992675781,2021-06-08
345.970001220703,346.200012207031,345.309997558594,346.089996337891,46,346.089996337891,2021-06-09
347.570007324219,347.570007324219,347.459991455078,347.260009765625,30,347.260009765625,2021-06-10
347.450012207031,349.450012207031,347.450012207031,349.519989013672,6,349.519989013672,2021-06-11
350.070007324219,350.070007324219,348.799987792969,349.010009765625,3700,349.010009765625,2021-06-14
350.600006103516,351.299987792969,349.070007324219,349.070007324219,1088,349.070007324219,2021-06-15
349.619995117188,349.959991455078,349.619995117188,349.799987792969,241,349.799987792969,2021-06-16
350.630004882812,354.480010986328,350.630004882812,354.480010986328,1185,354.480010986328,2021-06-17
354.820007324219,354.820007324219,352.429992675781,352.429992675781,1131,352.429992675781,2021-06-18
351.890014648438,354.010009765625,351.420013427734,354.010009765625,279,354.010009765625,2021-06-21
354.299987792969,356.450012207031,354.299987792969,356.450012207031,85,356.450012207031,2021-06-22
355.029998779297,355.880004882812,355.029998779297,355.730010986328,166,355.730010986328,2021-06-23
356.940002441406,358.100006103516,356.940002441406,358.040008544922,325,358.040008544922,2021-06-24
357.600006103516,358.649993896484,357.600006103516,358.649993896484,134,358.649993896484,2021-06-25
359.200012207031,359.679992675781,358.950012207031,359.239990234375,274,359.239990234375,2021-06-28
360.399993896484,361.399993896484,360.399993896484,361.399993896484,201,361.399993896484,2021-06-29
361.529998779297,362.769989013672,361.019989013672,362.769989013672,407,362.769989013672,2021-06-30
363.799987792969,364.130004882812,362.709991455078,364.130004882812,548,364.130004882812,2021-07-01
365.350006103516,366.299987792969,365.140014648438,366.299987792969,226,366.299987792969,2021-07-02
366.299987792969,367.209991455078,366.160003662109,367.209991455078,1268,367.209991455078,2021-07-05
366.100006103516,367.25,366.100006103516,366.510009765625,113,366.510009765625,2021-07-06
367.730010986328,369.329986572266,367.730010986328,369.059997558594,256,369.059997558594,2021-07-07
363.540008544922,364.540008544922,362.920013427734,364.540008544922,215,364.540008544922,2021-07-08
366.119995117188,368.130004882812,366.119995117188,368.130004882812,101,368.130004882812,2021-07-09
367.320007324219,369.269989013672,367.320007324219,369.269989013672,166,369.269989013672,2021-07-12
369.980010986328,371.880004882812,369.790008544922,371.880004882812,231,371.880004882812,2021-07-13
370,370.399993896484,369.730010986328,369.730010986328,163,369.730010986328,2021-07-14
368.649993896484,369.440002441406,368.649993896484,369.440002441406,167,369.440002441406,2021-07-15
369.200012207031,370.269989013672,367.880004882812,368.200012207031,85,368.200012207031,2021-07-16
365.279998779297,365.279998779297,361.75,362.119995117188,106,362.119995117188,2021-07-19
364.170013427734,367.799987792969,363.220001220703,367.290008544922,1307,367.290008544922,2021-07-20
368.600006103516,369.690002441406,368.600006103516,369.600006103516,173,369.600006103516,2021-07-21
371.019989013672,371.019989013672,370.230010986328,370.809997558594,231,370.809997558594,2021-07-22
372.700012207031,375.839996337891,372.700012207031,375.839996337891,223,375.839996337891,2021-07-23
374.609985351562,374.920013427734,373.410003662109,374.920013427734,354,374.920013427734,2021-07-26
374.200012207031,374.200012207031,370.880004882812,370.880004882812,141,370.880004882812,2021-07-27
372.329986572266,373.75,372.329986572266,373.75,257,373.75,2021-07-28
372,373.140014648438,371.630004882812,373.140014648438,195,373.140014648438,2021-07-29
369.200012207031,371.640014648438,369.200012207031,371.529998779297,453,371.529998779297,2021-07-30
372.75,373.070007324219,371.570007324219,372.399993896484,208,372.399993896484,2021-08-02
371,371.480010986328,369.5,371.299987792969,1539,371.299987792969,2021-08-03
374.179992675781,374.179992675781,371.339996337891,373.059997558594,137,373.059997558594,2021-08-04
373.149993896484,374.440002441406,373.149993896484,374.440002441406,121,374.440002441406,2021-08-05
375.429992675781,377.549987792969,375.429992675781,377.549987792969,114,377.549987792969,2021-08-06
377.029998779297,378.049987792969,377.019989013672,378.049987792969,131,378.049987792969,2021-08-09
378.899993896484,380.170013427734,378.899993896484,379.359985351562,199,379.359985351562,2021-08-10
378.700012207031,379.769989013672,378.359985351562,378.769989013672,208,378.769989013672,2021-08-11
379,379.869995117188,379,379.739990234375,148,379.739990234375,2021-08-12
380.700012207031,380.760009765625,378.899993896484,379.010009765625,150,379.010009765625,2021-08-13
378.959991455078,378.959991455078,377.5,378.140014648438,58,378.140014648438,2021-08-16
378.809997558594,380.880004882812,378.809997558594,380.230010986328,108,380.230010986328,2021-08-17
380.200012207031,380.200012207031,379.209991455078,379.880004882812,944,379.880004882812,2021-08-18
376.690002441406,376.690002441406,376.690002441406,376.690002441406,140,376.690002441406,2021-08-19
376.5,380.130004882812,375.739990234375,380.130004882812,896,380.130004882812,2021-08-20
379.920013427734,382.429992675781,379.730010986328,382.429992675781,399,382.429992675781,2021-08-23
382.799987792969,383.170013427734,382.510009765625,382.510009765625,863,382.510009765625,2021-08-24
382.850006103516,383.339996337891,382.850006103516,383.140014648438,154,383.140014648438,2021-08-25
382.100006103516,382.119995117188,381.690002441406,381.709991455078,305,381.709991455078,2021-08-26
381.899993896484,382.839996337891,381.720001220703,382.839996337891,79,382.839996337891,2021-08-27
383.640014648438,385.329986572266,383.640014648438,385.329986572266,149,385.329986572266,2021-08-30
384.339996337891,384.600006103516,384.339996337891,384.529998779297,52,384.529998779297,2021-08-31
384.820007324219,384.820007324219,383.339996337891,383.339996337891,81,383.339996337891,2021-09-01
383.100006103516,383.959991455078,383.100006103516,383.959991455078,253,383.959991455078,2021-09-02
383.5,383.5,382.489990234375,382.850006103516,273,382.850006103516,2021-09-03
384.420013427734,384.5,384.399993896484,384.440002441406,92,384.440002441406,2021-09-06
383.200012207031,383.200012207031,382.660003662109,382.660003662109,139,382.660003662109,2021-09-07
383.309997558594,383.309997558594,381.799987792969,381.799987792969,101,381.799987792969,2021-09-08
380.25,383.410003662109,380.25,382.779998779297,231,382.779998779297,2021-09-09
381.329986572266,382.299987792969,380,380,81,380,2021-09-10
382.160003662109,382.160003662109,378.309997558594,378.559997558594,277,378.559997558594,2021-09-13
378.5,379.989990234375,377.609985351562,378.100006103516,259,378.100006103516,2021-09-14
378.109985351562,378.109985351562,377.640014648438,377.640014648438,125,377.640014648438,2021-09-15
380.420013427734,382.790008544922,379.200012207031,379.690002441406,1983,379.690002441406,2021-09-16
380.75,380.75,379.390014648438,379.390014648438,167,379.390014648438,2021-09-17
376,376,372.579986572266,372.579986572266,189,372.579986572266,2021-09-20
376.209991455078,376.209991455078,374.790008544922,374.790008544922,283,374.790008544922,2021-09-21
374.019989013672,376.380004882812,373.929992675781,376.380004882812,170,376.380004882812,2021-09-22
378.950012207031,380.429992675781,377.869995117188,380.429992675781,181,380.429992675781,2021-09-23
379.390014648438,380.380004882812,378.640014648438,380.380004882812,239,380.380004882812,2021-09-24
383.119995117188,383.119995117188,380.820007324219,381.059997558594,322,381.059997558594,2021-09-27
378.489990234375,378.489990234375,373.899993896484,373.899993896484,138,373.899993896484,2021-09-28
375.709991455078,377.059997558594,375.510009765625,376.899993896484,327,376.899993896484,2021-09-29
378.700012207031,378.700012207031,375.850006103516,375.850006103516,223,375.850006103516,2021-09-30
370.950012207031,373.929992675781,369.700012207031,373.779998779297,1204,373.779998779297,2021-10-01
373.540008544922,374.260009765625,369,369,144,369,2021-10-04
372.130004882812,376.070007324219,372.130004882812,376.070007324219,417,376.070007324219,2021-10-05
372,374.730010986328,372,373.959991455078,155,373.959991455078,2021-10-06
379.790008544922,383.390014648438,379.790008544922,383.140014648438,825,383.140014648438,2021-10-07
381.600006103516,381.600006103516,380.829986572266,380.950012207031,187,380.950012207031,2021-10-08
378.459991455078,381.799987792969,378.459991455078,381.799987792969,495,381.799987792969,2021-10-11
375.200012207031,378.670013427734,375.200012207031,378.5,143,378.5,2021-10-12
376.100006103516,378.480010986328,376.100006103516,376.399993896484,367,376.399993896484,2021-10-13
379.709991455078,383.299987792969,379.640014648438,383.299987792969,330,383.299987792969,2021-10-14
384.230010986328,386.450012207031,384.230010986328,386.450012207031,698,386.450012207031,2021-10-15
386.790008544922,387.359985351562,385.130004882812,387.359985351562,66,387.359985351562,2021-10-18
386.75,389.399993896484,386.75,389.399993896484,46,389.399993896484,2021-10-19
390,391.059997558594,389.140014648438,390.799987792969,1373,390.799987792969,2021-10-20
390.100006103516,391.059997558594,389.799987792969,390.700012207031,412,390.700012207031,2021-10-21
392.100006103516,392.570007324219,391.25,391.25,184,391.25,2021-10-22
391,393.880004882812,391,393.880004882812,173,393.880004882812,2021-10-25
395.5,397.160003662109,395.420013427734,397.160003662109,133,397.160003662109,2021-10-26
395.660003662109,395.660003662109,395.130004882812,395.390014648438,445,395.390014648438,2021-10-27
393,394.239990234375,393,393.709991455078,121,393.709991455078,2021-10-28
393.269989013672,398.570007324219,392.920013427734,398.570007324219,115,398.570007324219,2021-10-29
399.130004882812,399.130004882812,398.230010986328,398.570007324219,55,398.570007324219,2021-11-01
398.489990234375,400.600006103516,397.920013427734,400.600006103516,378,400.600006103516,2021-11-02
400.489990234375,400.489990234375,400.339996337891,400.339996337891,193,400.339996337891,2021-11-03
404.320007324219,405.399993896484,404.320007324219,405.399993896484,375,405.399993896484,2021-11-04
406.350006103516,408.429992675781,406.049987792969,407.859985351562,332,407.859985351562,2021-11-05
407.149993896484,407.149993896484,406.540008544922,406.649993896484,184,406.649993896484,2021-11-08
406,406.720001220703,405.5,405.5,217,405.5,2021-11-09
405.489990234375,407.019989013672,404.089996337891,407.019989013672,232,407.019989013672,2021-11-10
406,407.790008544922,406,407.079986572266,249,407.079986572266,2021-11-11
407.320007324219,409.799987792969,407,409.799987792969,254,409.799987792969,2021-11-12
411.179992675781,411.779998779297,410.850006103516,411.399993896484,367,411.399993896484,2021-11-15
412.600006103516,416.140014648438,412.600006103516,416.140014648438,131,416.140014648438,2021-11-16
416.429992675781,416.809997558594,415.429992675781,416.070007324219,224,416.070007324219,2021-11-17
415.5,416.029998779297,412.75,414.820007324219,475,414.820007324219,2021-11-18
416.910003662109,417.170013427734,416.019989013672,416.899993896484,1388,416.899993896484,2021-11-19
418.470001220703,421.559997558594,418.470001220703,420.140014648438,333,420.140014648438,2021-11-22
413.980010986328,416.140014648438,413.970001220703,414.209991455078,301,414.209991455078,2021-11-23
417.260009765625,418.700012207031,416.170013427734,418.700012207031,463,418.700012207031,2021-11-24
420,420.369995117188,419.25,419.829986572266,683,419.829986572266,2021-11-25
409.040008544922,409.040008544922,405.5,406.480010986328,149,406.480010986328,2021-11-26
409.809997558594,412.130004882812,409.769989013672,412.130004882812,257,412.130004882812,2021-11-29
405.399993896484,408.470001220703,405.399993896484,406.850006103516,67,406.850006103516,2021-11-30
406.529998779297,410.5,406.529998779297,409.970001220703,1240,409.970001220703,2021-12-01
399.940002441406,401.700012207031,399.480010986328,401.700012207031,148,401.700012207031,2021-12-02
404.540008544922,405.760009765625,400.589996337891,400.589996337891,319,400.589996337891,2021-12-03
402.029998779297,404.899993896484,401.940002441406,404.899993896484,188,404.899993896484,2021-12-06
408.769989013672,416.130004882812,408.769989013672,416.130004882812,1026,416.130004882812,2021-12-07
415.690002441406,415.929992675781,413.619995117188,412.510009765625,109,412.510009765625,2021-12-08
412.929992675781,414.910003662109,412.929992675781,414.910003662109,77,414.910003662109,2021-12-09
412.799987792969,414.040008544922,412.359985351562,412.359985351562,119,412.359985351562,2021-12-10
418.160003662109,418.160003662109,412.679992675781,412.679992675781,110,412.679992675781,2021-12-13
413.399993896484,413.399993896484,408.190002441406,408.190002441406,301,408.190002441406,2021-12-14
409.75,410.269989013672,407.989990234375,407.989990234375,267,407.989990234375,2021-12-15
416.950012207031,418.089996337891,413.779998779297,413.779998779297,795,413.779998779297,2021-12-16
410,411.820007324219,407.309997558594,410.420013427734,83,410.420013427734,2021-12-17
401.709991455078,404.660003662109,400.100006103516,400.100006103516,41,400.100006103516,2021-12-20
405.390014648438,407.320007324219,405.390014648438,407.279998779297,73,407.279998779297,2021-12-21
409.670013427734,412.320007324219,409.670013427734,412.320007324219,51,412.320007324219,2021-12-22
415.290008544922,416.880004882812,414.910003662109,416.880004882812,806,416.880004882812,2021-12-23
416.25,419.510009765625,416.25,419.510009765625,1459,419.510009765625,2021-12-27
421.019989013672,422.649993896484,421.019989013672,421.690002441406,1161,421.690002441406,2021-12-28
421.880004882812,421.880004882812,419.910003662109,419.910003662109,113,419.910003662109,2021-12-29
421.220001220703,422.399993896484,421.220001220703,422.399993896484,103,422.399993896484,2021-12-30
420.869995117188,421.170013427734,419.970001220703,420.459991455078,113,420.459991455078,2022-01-03
423.130004882812,424.790008544922,421.709991455078,421.709991455078,159,421.709991455078,2022-01-04
421.470001220703,421.470001220703,419.239990234375,419.489990234375,208,419.489990234375,2022-01-05
413.910003662109,413.910003662109,413.390014648438,412.75,299,412.75,2022-01-06
412.790008544922,412.790008544922,409.399993896484,409.399993896484,169,409.399993896484,2022-01-07
409.799987792969,409.799987792969,401.679992675781,403.5,626,403.5,2022-01-10
408.290008544922,410.760009765625,407.660003662109,409.119995117188,284,409.119995117188,2022-01-11
412.079986572266,412.970001220703,410.630004882812,410.630004882812,437,410.630004882812,2022-01-12
408.799987792969,409.769989013672,407.720001220703,408.609985351562,191,408.609985351562,2022-01-13
403,403.489990234375,400.209991455078,402.600006103516,258,402.600006103516,2022-01-14
406.070007324219,406.470001220703,405.450012207031,405.570007324219,323,405.570007324219,2022-01-17
400.399993896484,402.700012207031,400.399993896484,400.75,643,400.75,2022-01-18
398.399993896484,401.869995117188,398.399993896484,398.549987792969,966,398.549987792969,2022-01-19
398.390014648438,401.989990234375,397.880004882812,401.989990234375,207,401.989990234375,2022-01-20
391.200012207031,391.790008544922,389.070007324219,391.790008544922,1775,391.790008544922,2022-01-21
387.260009765625,387.260009765625,374.309997558594,375.040008544922,165,375.040008544922,2022-01-24
384.369995117188,384.369995117188,379.519989013672,379.519989013672,769,379.519989013672,2022-01-25
384.899993896484,388.190002441406,384.899993896484,388.029998779297,282,388.029998779297,2022-01-26
381.329986572266,391.549987792969,381.329986572266,390.670013427734,372,390.670013427734,2022-01-27
384,386.619995117188,381.920013427734,386.619995117188,119,386.619995117188,2022-01-28
392,395.299987792969,390.470001220703,395.299987792969,225,395.299987792969,2022-01-31
397.600006103516,398.350006103516,395.890014648438,398.350006103516,2115,398.350006103516,2022-02-01
400.269989013672,401.470001220703,399.059997558594,399.100006103516,351,399.100006103516,2022-02-02
397.920013427734,397.920013427734,391.470001220703,391.470001220703,388,391.470001220703,2022-02-03
391.600006103516,391.600006103516,386.239990234375,387.839996337891,426,387.839996337891,2022-02-04
390.100006103516,391.079986572266,389.339996337891,389.640014648438,169,389.640014648438,2022-02-07
389.799987792969,391.619995117188,388.700012207031,391.619995117188,484,391.619995117188,2022-02-08
393.600006103516,396.760009765625,393.600006103516,396.760009765625,642,396.760009765625,2022-02-09
397.100006103516,398.170013427734,393.940002441406,393.940002441406,808,393.940002441406,2022-02-10
391.200012207031,393.260009765625,390.390014648438,390.829986572266,942,390.829986572266,2022-02-11
384.5,387.390014648438,384.470001220703,387.140014648438,560,387.140014648438,2022-02-14
389.769989013672,390.059997558594,389.769989013672,390.059997558594,308,390.059997558594,2022-02-15
390.549987792969,390.549987792969,387.579986572266,387.579986572266,309,387.579986572266,2022-02-16
389.329986572266,389.480010986328,385.320007324219,386.100006103516,408,386.100006103516,2022-02-17
384.200012207031,384.200012207031,380.869995117188,380.869995117188,152,380.869995117188,2022-02-18
382.089996337891,382.089996337891,376.470001220703,376.470001220703,241,376.470001220703,2022-02-21
374.429992675781,379.690002441406,374.429992675781,377.709991455078,2004,377.709991455078,2022-02-22
378.570007324219,378.660003662109,374.609985351562,374.609985351562,232,374.609985351562,2022-02-23
363.720001220703,373.399993896484,363.630004882812,372.299987792969,551,372.299987792969,2022-02-24
375.5,384.549987792969,375.5,384.549987792969,358,384.549987792969,2022-02-25
382,387.459991455078,382,387.459991455078,140,387.459991455078,2022-02-28
388.429992675781,389.820007324219,385.519989013672,385.989990234375,238,385.989990234375,2022-03-01
384.799987792969,391.179992675781,384.799987792969,391.019989013672,1299,391.019989013672,2022-03-02
392.200012207031,392.679992675781,390.700012207031,391.299987792969,321,391.299987792969,2022-03-03
391.299987792969,393.779998779297,389.630004882812,389.630004882812,167,389.630004882812,2022-03-04
386.299987792969,391.779998779297,386.299987792969,388.390014648438,1471,388.390014648438,2022-03-07
380,383.380004882812,378.619995117188,378.619995117188,553,378.619995117188,2022-03-08
380.730010986328,382.880004882812,380.730010986328,381.799987792969,341,381.799987792969,2022-03-09
381.399993896484,381.399993896484,378.820007324219,378.820007324219,304,378.820007324219,2022-03-10
383.600006103516,393.339996337891,383.600006103516,383.829986572266,205,383.829986572266,2022-03-11
382.5,382.579986572266,377.350006103516,377.350006103516,181,377.350006103516,2022-03-14
372.730010986328,382.570007324219,372.570007324219,382.570007324219,193,382.570007324219,2022-03-15
386.019989013672,389.910003662109,386.019989013672,389.399993896484,693,389.399993896484,2022-03-16
389,392.079986572266,388.880004882812,390.179992675781,215,390.179992675781,2022-03-17
392.589996337891,397.260009765625,391.5,397.260009765625,1430,397.260009765625,2022-03-18
399.119995117188,402.179992675781,399.119995117188,399.959991455078,170,399.959991455078,2022-03-21
402.230010986328,405.720001220703,402.230010986328,405.600006103516,268,405.600006103516,2022-03-22
405.600006103516,405.779998779297,404.619995117188,404.75,270,404.75,2022-03-23
404.089996337891,406.200012207031,404.089996337891,404.720001220703,394,404.720001220703,2022-03-24
405.720001220703,409.480010986328,405.720001220703,407.440002441406,76,407.440002441406,2022-03-25
410,411.790008544922,409.649993896484,409.649993896484,313,409.649993896484,2022-03-28
412.5,414.589996337891,411.130004882812,412,332,412,2022-03-29
412.200012207031,412.779998779297,410.109985351562,410.190002441406,185,410.190002441406,2022-03-30
410,411.390014648438,410,410.440002441406,409,410.440002441406,2022-03-31
408,409.899993896484,407.209991455078,407.209991455078,294,407.209991455078,2022-04-01
407.850006103516,412.510009765625,407.850006103516,412.510009765625,227,412.510009765625,2022-04-04
414.299987792969,414.5,412.350006103516,414.5,260,414.5,2022-04-05
412.299987792969,412.299987792969,405.829986572266,405.910003662109,336,405.910003662109,2022-04-06
407.600006103516,408.670013427734,405.540008544922,405.540008544922,257,405.540008544922,2022-04-07
411.799987792969,411.799987792969,410.890014648438,410.910003662109,1098,410.910003662109,2022-04-08
406,406,404,404,222,404,2022-04-11
401,407.200012207031,401,407.200012207031,490,407.200012207031,2022-04-12
404.399993896484,404.510009765625,402.769989013672,404.510009765625,392,404.510009765625,2022-04-13
404.299987792969,407,404.179992675781,407,358,407,2022-04-14
404,408.600006103516,402.660003662109,408.600006103516,317,408.600006103516,2022-04-19
407.600006103516,409,407.049987792969,408.070007324219,180,408.070007324219,2022-04-20
406.5,408.200012207031,406.5,408.200012207031,269,408.200012207031,2022-04-21
401.75,401.75,397.859985351562,397.859985351562,220,397.859985351562,2022-04-22
390.649993896484,390.649993896484,390.649993896484,390.239990234375,4,390.239990234375,2022-04-25
396.679992675781,396.679992675781,391.109985351562,391.480010986328,421,391.480010986328,2022-04-26
390.5,395.489990234375,390.5,395.489990234375,171,395.489990234375,2022-04-27
397.899993896484,400,395.5,397.049987792969,6441,397.049987792969,2022-04-28
400.399993896484,400.399993896484,395.850006103516,396.890014648438,538,396.890014648438,2022-04-29
389.200012207031,390.670013427734,386.989990234375,387.989990234375,300,387.989990234375,2022-05-02
391.299987792969,393.600006103516,388.929992675781,393.600006103516,307,393.600006103516,2022-05-03
392.399993896484,392.399993896484,388.529998779297,388.529998779297,451,388.529998779297,2022-05-04
399,400.690002441406,390.920013427734,390.959991455078,370,390.959991455078,2022-05-05
388.720001220703,388.720001220703,382.690002441406,385.190002441406,318,385.190002441406,2022-05-06
383.100006103516,383.100006103516,374.720001220703,375.230010986328,195,375.230010986328,2022-05-09
377.089996337891,378.589996337891,371.700012207031,371.700012207031,623,371.700012207031,2022-05-10
374.600006103516,376.880004882812,373.779998779297,376.299987792969,277,376.299987792969,2022-05-11
369.279998779297,371.970001220703,367.670013427734,371.970001220703,372,371.970001220703,2022-05-12
375.200012207031,381.320007324219,375.200012207031,381.149993896484,280,381.149993896484,2022-05-13
379,380.269989013672,378.940002441406,379.350006103516,277,379.350006103516,2022-05-16
379.600006103516,382.829986572266,379.130004882812,380.309997558594,268,380.309997558594,2022-05-17
381.119995117188,382.440002441406,373.730010986328,373.730010986328,511,373.730010986328,2022-05-18
366.5,366.570007324219,362.529998779297,364.649993896484,614,364.649993896484,2022-05-19
366.709991455078,368.380004882812,362.399993896484,362.399993896484,213,362.399993896484,2022-05-20
366.329986572266,366.989990234375,363.989990234375,366.989990234375,385,366.989990234375,2022-05-23
360.5,362.570007324219,356.670013427734,357.100006103516,422,357.100006103516,2022-05-24
364.880004882812,366.119995117188,362.130004882812,365.600006103516,651,365.600006103516,2022-05-25
367.130004882812,371.799987792969,367.130004882812,371.799987792969,344,371.799987792969,2022-05-26
371.799987792969,380.309997558594,371.799987792969,380.309997558594,745,380.309997558594,2022-05-27
384.700012207031,385.769989013672,383.140014648438,383.140014648438,230,383.140014648438,2022-05-30
380.100006103516,381.570007324219,379.149993896484,379.399993896484,340,379.399993896484,2022-05-31
381,383.290008544922,378.809997558594,378.809997558594,541,378.809997558594,2022-06-01
379.399993896484,379.399993896484,379.399993896484,379.25,5,379.25,2022-06-02
382.570007324219,382.570007324219,377.869995117188,378.5,198,378.5,2022-06-03
380.380004882812,383.989990234375,380.380004882812,382.019989013672,375,382.019989013672,2022-06-06
378.399993896484,380.660003662109,378.399993896484,380.660003662109,109,380.660003662109,2022-06-07
382.5,382.730010986328,381.510009765625,382.730010986328,239,382.730010986328,2022-06-08
379.299987792969,381.890014648438,379.100006103516,379.309997558594,622,379.309997558594,2022-06-09
372.890014648438,374.480010986328,366.559997558594,366.559997558594,348,366.559997558594,2022-06-10
359.579986572266,359.579986572266,357.540008544922,357.540008544922,189,357.540008544922,2022-06-13
357.200012207031,357.200012207031,354.820007324219,354.980010986328,158,354.980010986328,2022-06-14
354,357.410003662109,352.730010986328,357.410003662109,369,357.410003662109,2022-06-15
355.75,355.75,345.089996337891,345.089996337891,665,345.089996337891,2022-06-16
346.970001220703,347.059997558594,346.179992675781,346.640014648438,193,346.640014648438,2022-06-17
345.5,348.070007324219,345.5,348.070007324219,481,348.070007324219,2022-06-20
349,352.559997558594,348.829986572266,352.559997558594,143,352.559997558594,2022-06-21
347.809997558594,353.260009765625,347.809997558594,353.260009765625,349,353.260009765625,2022-06-22
349.5,356.369995117188,349.5,354.799987792969,947,354.799987792969,2022-06-23
358,363.690002441406,358,363.690002441406,261,363.690002441406,2022-06-24
367.070007324219,367.670013427734,365,365,248,365,2022-06-27
366.799987792969,370.089996337891,363.649993896484,363.700012207031,261,363.700012207031,2022-06-28
358.359985351562,360.489990234375,358.230010986328,360.459991455078,516,360.459991455078,2022-06-29
356.019989013672,358.369995117188,356.019989013672,357.019989013672,632,357.019989013672,2022-06-30
354.5,359.820007324219,354.5,359.399993896484,502,359.399993896484,2022-07-01
360,361.040008544922,360,361.040008544922,78,361.040008544922,2022-07-04
364.700012207031,365.5,362.239990234375,362.239990234375,457,362.239990234375,2022-07-05
369.730010986328,372.630004882812,369.730010986328,370.880004882812,309,370.880004882812,2022-07-06
373.869995117188,378.429992675781,373.869995117188,378.429992675781,247,378.429992675781,2022-07-07
379.5,380.649993896484,379.130004882812,380.649993896484,230,380.649993896484,2022-07-08
377.019989013672,380.029998779297,377.019989013672,378.390014648438,144,378.390014648438,2022-07-11
377.799987792969,379.100006103516,377.630004882812,379.049987792969,233,379.049987792969,2022-07-12
376,377.670013427734,371.769989013672,372.279998779297,217,372.279998779297,2022-07-13
