"WEBH.MI.Open","WEBH.MI.High","WEBH.MI.Low","WEBH.MI.Close","WEBH.MI.Volume","WEBH.MI.Adjusted","Date"
36.6300010681152,36.6300010681152,36.5099983215332,36.7700004577637,3449,36.7700004577637,2024-11-22
36.7700004577637,36.7700004577637,36.7350006103516,36.7050018310547,1310,36.7050018310547,2024-11-25
36.7050018310547,36.7050018310547,36.7050018310547,36.810001373291,1149,36.810001373291,2024-11-26
36.7900009155273,36.7900009155273,36.7900009155273,36.4300003051758,27,36.4300003051758,2024-11-27
36.4300003051758,36.4300003051758,36.4300003051758,36.4300003051758,0,36.4300003051758,2024-11-28
36.5349998474121,36.5349998474121,36.5349998474121,36.685001373291,22,36.685001373291,2024-11-29
36.8300018310547,37.0250015258789,36.8300018310547,36.9550018310547,690,36.9550018310547,2024-12-02
36.9749984741211,36.9749984741211,36.8349990844727,36.8950004577637,2603,36.8950004577637,2024-12-03
37.1100006103516,37.1650009155273,37.060001373291,37.0550003051758,954,37.0550003051758,2024-12-04
37.1049995422363,37.1599998474121,37.0250015258789,36.9949989318848,284,36.9949989318848,2024-12-05
36.810001373291,36.8549995422363,36.8050003051758,37.0149993896484,10212,37.0149993896484,2024-12-06
36.9700012207031,36.9700012207031,36.9700012207031,36.8349990844727,3,36.8349990844727,2024-12-09
36.939998626709,36.939998626709,36.939998626709,37,100,37,2024-12-10
37,37,37,37,0,37,2024-12-11
37.0900001525879,37.0900001525879,37.0699996948242,37.2050018310547,2961,37.2050018310547,2024-12-12
37.1699981689453,37.1699981689453,37.1699981689453,36.9749984741211,4,36.9749984741211,2024-12-13
36.9749984741211,36.9749984741211,36.9749984741211,36.9749984741211,0,36.9749984741211,2024-12-16
37.125,37.125,37.0149993896484,37.0050010681152,384,37.0050010681152,2024-12-17
37.0900001525879,37.0900001525879,37.0900001525879,37.1349983215332,44,37.1349983215332,2024-12-18
36.5699996948242,36.5699996948242,36.5699996948242,36.5550003051758,30,36.5550003051758,2024-12-19
36,36.5050010681152,35.9650001525879,36.6349983215332,1187,36.6349983215332,2024-12-20
36.5449981689453,36.5449981689453,36.5449981689453,36.5849990844727,136,36.5849990844727,2024-12-23
37.0849990844727,37.0849990844727,37.064998626709,36.6650009155273,194,36.6650009155273,2024-12-27
36.6650009155273,36.6650009155273,36.6650009155273,36.6650009155273,0,36.6650009155273,2024-12-30
36.6500015258789,36.7000007629395,36.5449981689453,36.9099998474121,318,36.9099998474121,2025-01-02
36.6450004577637,36.8450012207031,36.6450004577637,36.8950004577637,142,36.8950004577637,2025-01-03
37,37.0699996948242,37,37.1599998474121,2659,37.1599998474121,2025-01-06
37,37,36.8250007629395,36.8650016784668,3350,36.8650016784668,2025-01-07
36.8650016784668,36.8650016784668,36.8650016784668,36.8650016784668,0,36.8650016784668,2025-01-08
36.8650016784668,36.8650016784668,36.8650016784668,36.8650016784668,0,36.8650016784668,2025-01-09
36.8400001525879,36.8400001525879,36.7750015258789,36.5099983215332,285,36.5099983215332,2025-01-10
36.4550018310547,36.4550018310547,36.3950004577637,36.435001373291,445,36.435001373291,2025-01-13
36.7599983215332,36.7599983215332,36.4949989318848,36.4000015258789,2544,36.4000015258789,2025-01-14
36.435001373291,36.8400001525879,36.435001373291,37.0449981689453,2902,37.0449981689453,2025-01-15
37.1399993896484,37.1399993896484,37.1399993896484,37.1650009155273,20,37.1650009155273,2025-01-16
37.2150001525879,37.2150001525879,37.2150001525879,37.5050010681152,106,37.5050010681152,2025-01-17
37.4300003051758,37.4300003051758,37.189998626709,37.2200012207031,2788,37.2200012207031,2025-01-20
37.3899993896484,37.3899993896484,37.3899993896484,37.2099990844727,8,37.2099990844727,2025-01-21
37.4749984741211,37.4749984741211,37.3699989318848,37.5999984741211,584,37.5999984741211,2025-01-22
37.4700012207031,37.4700012207031,37.4700012207031,37.6599998474121,10,37.6599998474121,2025-01-23
37.6599998474121,37.6599998474121,37.6599998474121,37.6599998474121,0,37.6599998474121,2025-01-24
36.6349983215332,36.7649993896484,36.6349983215332,36.6150016784668,50,36.6150016784668,2025-01-27
36.6150016784668,36.6150016784668,36.6150016784668,36.6150016784668,0,36.6150016784668,2025-01-28
37.5050010681152,37.5050010681152,37.4199981689453,37.310001373291,378,37.310001373291,2025-01-29
37.5099983215332,37.5849990844727,37.5099983215332,37.3199996948242,7765,37.3199996948242,2025-01-30
37.6949996948242,37.8950004577637,37.6949996948242,37.8450012207031,410,37.8450012207031,2025-01-31
37.4099998474121,37.435001373291,37.2000007629395,37.4550018310547,2703,37.4550018310547,2025-02-03
37.3600006103516,37.3600006103516,37.3250007629395,37.4300003051758,203,37.4300003051758,2025-02-04
37.1450004577637,37.1500015258789,37.1450004577637,37.2350006103516,775,37.2350006103516,2025-02-05
37.2350006103516,37.2350006103516,37.2350006103516,37.2350006103516,0,37.2350006103516,2025-02-06
37.6800003051758,37.7249984741211,37.6800003051758,37.6450004577637,189,37.6450004577637,2025-02-07
37.7099990844727,37.7099990844727,37.7099990844727,37.8199996948242,20,37.8199996948242,2025-02-10
37.7700004577637,37.7700004577637,37.7700004577637,37.7050018310547,166,37.7050018310547,2025-02-11
37.5950012207031,37.5950012207031,37.3800010681152,37.4049987792969,3073,37.4049987792969,2025-02-12
37.4199981689453,37.4199981689453,37.3250007629395,37.5,60,37.5,2025-02-13
37.6049995422363,37.6049995422363,37.5299987792969,37.4799995422363,60,37.4799995422363,2025-02-14
37.8600006103516,37.8600006103516,37.6300010681152,37.6450004577637,299,37.6450004577637,2025-02-17
37.7649993896484,37.7649993896484,37.7599983215332,37.6450004577637,515,37.6450004577637,2025-02-18
37.8699989318848,37.8699989318848,37.8600006103516,37.8950004577637,406,37.8950004577637,2025-02-19
37.8199996948242,37.8450012207031,37.8199996948242,37.4599990844727,410,37.4599990844727,2025-02-20
37.625,37.625,37.625,37.4300003051758,207,37.4300003051758,2025-02-21
37.0750007629395,37.1349983215332,37.0699996948242,36.9000015258789,494,36.9000015258789,2025-02-24
36.6949996948242,36.7000007629395,36.6949996948242,36.2000007629395,639,36.2000007629395,2025-02-25
36.5449981689453,36.6650009155273,36.5400009155273,36.6800003051758,3365,36.6800003051758,2025-02-26
36.7700004577637,36.7700004577637,36.7550010681152,36.7599983215332,2974,36.7599983215332,2025-02-27
36.2849998474121,36.3899993896484,36.2550010681152,36.2700004577637,1124,36.2700004577637,2025-02-28
36.8400001525879,36.8400001525879,36.6699981689453,36.3349990844727,7876,36.3349990844727,2025-03-03
35.7849998474121,35.7849998474121,35.0099983215332,35.0099983215332,386,35.0099983215332,2025-03-04
35.0349998474121,35.1650009155273,34.5200004577637,34.3450012207031,1644,34.3450012207031,2025-03-05
34.6150016784668,34.6150016784668,34.4000015258789,34.375,1103,34.375,2025-03-06
34.1049995422363,34.1049995422363,34.0099983215332,33.6049995422363,453,33.6049995422363,2025-03-07
33.9900016784668,33.9900016784668,33.5750007629395,33.3800010681152,720,33.3800010681152,2025-03-10
33,33,32.6399993896484,32.6749992370605,1280,32.6749992370605,2025-03-11
32.8450012207031,33.060001373291,32.8199996948242,32.9599990844727,1492,32.9599990844727,2025-03-12
32.9599990844727,33.0200004577637,32.8450012207031,32.6650009155273,780,32.6650009155273,2025-03-13
32.8600006103516,33,32.8600006103516,33.064998626709,8806,33.064998626709,2025-03-14
33.0750007629395,33.3300018310547,33.0349998474121,33.1650009155273,346,33.1650009155273,2025-03-17
33.2449989318848,33.25,33.0050010681152,32.9749984741211,1971,32.9749984741211,2025-03-18
33.0550003051758,33.0550003051758,33.0550003051758,33.3650016784668,717,33.3650016784668,2025-03-19
33.6399993896484,33.6399993896484,33.6399993896484,33.5349998474121,1203,33.5349998474121,2025-03-20
33.439998626709,33.4749984741211,33.2700004577637,33.5900001525879,729,33.5900001525879,2025-03-21
34.0750007629395,34.0849990844727,33.939998626709,34.2550010681152,456,34.2550010681152,2025-03-24
34.2599983215332,34.3400001525879,34.2599983215332,34.2849998474121,306,34.2849998474121,2025-03-25
34.3300018310547,34.3300018310547,34.2750015258789,34.1100006103516,2016,34.1100006103516,2025-03-26
34.125,34.125,33.9850006103516,33.9550018310547,790,33.9550018310547,2025-03-27
33.75,33.8300018310547,33.75,33.1150016784668,387,33.1150016784668,2025-03-28
32.7649993896484,32.9599990844727,32.6699981689453,32.9150009155273,1497,32.9150009155273,2025-03-31
33.2849998474121,33.4550018310547,33.2849998474121,33.4249992370605,191,33.4249992370605,2025-04-01
33.3600006103516,33.4000015258789,33.3600006103516,33.4249992370605,3008,33.4249992370605,2025-04-02
32.2200012207031,32.2200012207031,31.5200004577637,31.5349998474121,5962,31.5349998474121,2025-04-03
31.2049999237061,31.4500007629395,30.0949993133545,30.3549995422363,1852,30.3549995422363,2025-04-04
28.7199993133545,29.1049995422363,28.7199993133545,29.0750007629395,987,29.0750007629395,2025-04-07
30.2350006103516,30.2350006103516,30.1149997711182,30.3449993133545,241,30.3449993133545,2025-04-08
29.1100006103516,29.1100006103516,29.0149993896484,28.75,3901,28.75,2025-04-09
31.8950004577637,31.8950004577637,30.6849994659424,30.1749992370605,1549,30.1749992370605,2025-04-10
30.0599994659424,30.1149997711182,29.4850006103516,29.6900005340576,2409,29.6900005340576,2025-04-11
30.6000003814697,30.7600002288818,30.4899997711182,30.4799995422363,528,30.4799995422363,2025-04-14
30.6650009155273,30.8649997711182,30.6550006866455,30.7600002288818,1108,30.7600002288818,2025-04-15
30.0400009155273,30.4799995422363,29.9950008392334,30.3050003051758,4201,30.3050003051758,2025-04-16
30.1100006103516,30.1100006103516,29.7600002288818,29.8150005340576,2403,29.8150005340576,2025-04-17
29.1299991607666,29.2000007629395,29.0550003051758,29.4599990844727,3341,29.4599990844727,2025-04-22
30.3099994659424,30.6700000762939,30.3099994659424,30.4799995422363,713,30.4799995422363,2025-04-23
30.3649997711182,30.7199993133545,30.1450004577637,30.7950000762939,6280,30.7950000762939,2025-04-24
31.1800003051758,31.1849994659424,30.9549999237061,31,10346,31,2025-04-25
31.2700004577637,31.3099994659424,31.2000007629395,31.0049991607666,8375,31.0049991607666,2025-04-28
31.2849998474121,31.2849998474121,31.0400009155273,31.25,3865,31.25,2025-04-29
31.3500003814697,31.3600006103516,30.9850006103516,31.2450008392334,3996,31.2450008392334,2025-04-30
31.9950008392334,32.1300010681152,31.8850002288818,32.1100006103516,12265,32.1100006103516,2025-05-02
32.0900001525879,32.0900001525879,32.0149993896484,32.1399993896484,1340,32.1399993896484,2025-05-05
31.9349994659424,31.9349994659424,31.7950000762939,31.9099998474121,179,31.9099998474121,2025-05-06
31.9050006866455,31.9349994659424,31.7749996185303,31.7700004577637,6043,31.7700004577637,2025-05-07
32.3250007629395,32.439998626709,32.3250007629395,32.4099998474121,89,32.4099998474121,2025-05-08
32.4300003051758,32.6199989318848,32.4249992370605,32.3349990844727,2346,32.3349990844727,2025-05-09
33.6500015258789,33.8349990844727,33.5400009155273,33.6049995422363,2062,33.6049995422363,2025-05-12
33.7649993896484,34,33.7099990844727,33.9900016784668,3260,33.9900016784668,2025-05-13
33.939998626709,33.939998626709,33.7350006103516,33.8800010681152,404,33.8800010681152,2025-05-14
33.7599983215332,33.9000015258789,33.7350006103516,33.9799995422363,3987,33.9799995422363,2025-05-15
33.9799995422363,33.9799995422363,33.9799995422363,33.9799995422363,0,33.9799995422363,2025-05-16
33.8250007629395,33.9550018310547,33.8250007629395,33.9850006103516,4539,33.9850006103516,2025-05-19
33.9850006103516,33.9850006103516,33.9850006103516,33.9850006103516,0,33.9850006103516,2025-05-20
33.685001373291,33.685001373291,33.560001373291,33.7000007629395,3722,33.7000007629395,2025-05-21
33.3800010681152,33.4300003051758,33.3300018310547,33.3600006103516,1198,33.3600006103516,2025-05-22
33.314998626709,33.314998626709,32.6199989318848,32.939998626709,11189,32.939998626709,2025-05-23
33.2649993896484,33.2649993896484,33.25,33.2150001525879,3247,33.2150001525879,2025-05-26
33.4500007629395,33.4799995422363,33.3300018310547,33.5349998474121,850,33.5349998474121,2025-05-27
33.6549987792969,33.6650009155273,33.6549987792969,33.6949996948242,2566,33.6949996948242,2025-05-28
34.2750015258789,34.4000015258789,34.2750015258789,33.5800018310547,4454,33.5800018310547,2025-05-29
33.5849990844727,33.5849990844727,33.5849990844727,33.5200004577637,178,33.5200004577637,2025-05-30
33.2799987792969,33.2900009155273,33.1049995422363,33.2350006103516,331,33.2350006103516,2025-06-02
33.3950004577637,33.4000015258789,33.3950004577637,33.7750015258789,3112,33.7750015258789,2025-06-03
33.875,33.8899993896484,33.75,33.7750015258789,1482,33.7750015258789,2025-06-04
33.8199996948242,33.8450012207031,33.7900009155273,33.7999992370605,785,33.7999992370605,2025-06-05
33.7999992370605,33.7999992370605,33.7999992370605,33.7999992370605,0,33.7999992370605,2025-06-06
33.939998626709,33.939998626709,33.939998626709,33.9049987792969,310,33.9049987792969,2025-06-09
33.9550018310547,33.9550018310547,33.9500007629395,34,403,34,2025-06-10
34.0449981689453,34.2700004577637,34.0050010681152,33.9799995422363,2760,33.9799995422363,2025-06-11
33.7050018310547,33.7050018310547,33.314998626709,33.6100006103516,3649,33.6100006103516,2025-06-12
33.3699989318848,33.564998626709,33.3699989318848,33.5299987792969,631,33.5299987792969,2025-06-13
33.4799995422363,33.6399993896484,33.4799995422363,33.625,3652,33.625,2025-06-16
33.4650001525879,33.5800018310547,33.4650001525879,33.6699981689453,344,33.6699981689453,2025-06-17
33.6150016784668,33.7449989318848,33.6150016784668,33.625,3484,33.625,2025-06-18
33.625,33.625,33.625,33.625,0,33.625,2025-06-19
33.4799995422363,33.4850006103516,33.4799995422363,33.4599990844727,1719,33.4599990844727,2025-06-20
33.4700012207031,33.4700012207031,33.4700012207031,33.4650001525879,1183,33.4650001525879,2025-06-23
33.810001373291,33.810001373291,33.7750015258789,33.7400016784668,88,33.7400016784668,2025-06-24
33.9300003051758,33.9300003051758,33.9249992370605,33.8300018310547,176,33.8300018310547,2025-06-25
33.7200012207031,33.7200012207031,33.7200012207031,33.7999992370605,638,33.7999992370605,2025-06-26
33.9599990844727,33.9599990844727,33.9599990844727,34.0149993896484,905,34.0149993896484,2025-06-27
34.1199989318848,34.1650009155273,34.1199989318848,34,1403,34,2025-06-30
34,34,33.8499984741211,33.9599990844727,1011,33.9599990844727,2025-07-01
34.0250015258789,34.0550003051758,33.9550018310547,34.0550003051758,2873,34.0550003051758,2025-07-02
34.1500015258789,34.4949989318848,34.1500015258789,34.435001373291,1112,34.435001373291,2025-07-03
34.2900009155273,34.2900009155273,34.2550010681152,34.1949996948242,340,34.1949996948242,2025-07-04
34.310001373291,34.3699989318848,34.310001373291,34.3349990844727,446,34.3349990844727,2025-07-07
34.2449989318848,34.3950004577637,34.2449989318848,34.3050003051758,414,34.3050003051758,2025-07-08
34.2949981689453,34.2949981689453,34.2949981689453,34.435001373291,391,34.435001373291,2025-07-09
34.435001373291,34.435001373291,34.435001373291,34.435001373291,0,34.435001373291,2025-07-10
34.4850006103516,34.5149993896484,34.4850006103516,34.5099983215332,1107,34.5099983215332,2025-07-11
34.4300003051758,34.4700012207031,34.4300003051758,34.5900001525879,1153,34.5900001525879,2025-07-14
34.7350006103516,34.8549995422363,34.7350006103516,34.8650016784668,3122,34.8650016784668,2025-07-15
34.6699981689453,34.810001373291,34.6699981689453,34.4249992370605,267,34.4249992370605,2025-07-16
34.9449996948242,35.0449981689453,34.9449996948242,35.0400009155273,105,35.0400009155273,2025-07-17
35.0400009155273,35.064998626709,34.9500007629395,34.8899993896484,3410,34.8899993896484,2025-07-18
35.0349998474121,35.060001373291,35.0349998474121,34.9199981689453,5561,34.9199981689453,2025-07-21
34.8950004577637,34.8950004577637,34.7099990844727,34.6699981689453,468,34.6699981689453,2025-07-22
34.8199996948242,34.8199996948242,34.8199996948242,34.8250007629395,113,34.8250007629395,2025-07-23
34.9500007629395,35.0050010681152,34.8600006103516,34.9700012207031,1488,34.9700012207031,2025-07-24
35.0299987792969,35.1450004577637,35.0299987792969,35.125,2625,35.125,2025-07-25
35.4550018310547,35.4599990844727,35.4550018310547,35.5149993896484,641,35.5149993896484,2025-07-28
35.8549995422363,35.8549995422363,35.814998626709,35.7000007629395,743,35.7000007629395,2025-07-29
35.7000007629395,35.7000007629395,35.7000007629395,35.7000007629395,0,35.7000007629395,2025-07-30
36.3250007629395,36.3250007629395,36.1650009155273,36.0900001525879,61,36.0900001525879,2025-07-31
35.6549987792969,35.6599998474121,34.9249992370605,34.9099998474121,2063,34.9099998474121,2025-08-01
35.060001373291,35.2700004577637,35.060001373291,35.2649993896484,10055,35.2649993896484,2025-08-04
35.4900016784668,35.4949989318848,35.2099990844727,35.1549987792969,4092,35.1549987792969,2025-08-05
35.3300018310547,35.4650001525879,35.1150016784668,35.185001373291,80,35.185001373291,2025-08-06
35.2449989318848,35.2900009155273,35.2449989318848,35.2350006103516,3477,35.2350006103516,2025-08-07
35.2249984741211,35.3899993896484,35.2249984741211,35.3450012207031,666,35.3450012207031,2025-08-08
35.5050010681152,35.6150016784668,35.5050010681152,35.5950012207031,99,35.5950012207031,2025-08-11
35.5149993896484,35.5149993896484,35.5149993896484,35.5099983215332,1007,35.5099983215332,2025-08-12
35.5099983215332,35.5099983215332,35.5099983215332,35.5099983215332,0,35.5099983215332,2025-08-13
35.5099983215332,35.5099983215332,35.5099983215332,35.5099983215332,0,35.5099983215332,2025-08-14
35.6650009155273,35.7249984741211,35.6650009155273,35.6749992370605,121,35.6749992370605,2025-08-18
35.6500015258789,35.6500015258789,35.6500015258789,35.5950012207031,10,35.5950012207031,2025-08-19
35.5050010681152,35.5250015258789,35.4650001525879,35.3250007629395,638,35.3250007629395,2025-08-20
35.4700012207031,35.5250015258789,35.3349990844727,35.4850006103516,1257,35.4850006103516,2025-08-21
35.5999984741211,35.6349983215332,35.5999984741211,35.6800003051758,312,35.6800003051758,2025-08-22
35.625,35.6450004577637,35.625,35.7550010681152,890,35.7550010681152,2025-08-25
35.7550010681152,35.7550010681152,35.7449989318848,35.7050018310547,351,35.7050018310547,2025-08-26
35.9850006103516,36.0950012207031,35.9850006103516,36.0750007629395,691,36.0750007629395,2025-08-27
36.0550003051758,36.0550003051758,35.8499984741211,35.9150009155273,908,35.9150009155273,2025-08-28
36.0250015258789,36.0250015258789,35.9900016784668,35.6800003051758,338,35.6800003051758,2025-08-29
35.6450004577637,35.7249984741211,35.6450004577637,35.7400016784668,627,35.7400016784668,2025-09-01
35.685001373291,35.685001373291,35.5149993896484,35.3699989318848,10514,35.3699989318848,2025-09-02
35.3699989318848,35.3699989318848,35.3699989318848,35.3699989318848,0,35.3699989318848,2025-09-03
35.8549995422363,35.8600006103516,35.8549995422363,35.9650001525879,3400,35.9650001525879,2025-09-04
36.0449981689453,36.0449981689453,35.5900001525879,35.6300010681152,6827,35.6300010681152,2025-09-05
35.8300018310547,35.8349990844727,35.810001373291,35.8349990844727,2339,35.8349990844727,2025-09-08
35.8600006103516,35.8650016784668,35.7999992370605,35.8549995422363,1297,35.8549995422363,2025-09-09
36.1450004577637,36.1749992370605,36.0999984741211,36.1049995422363,14196,36.1049995422363,2025-09-10
36.2999992370605,36.2999992370605,36.1749992370605,36.310001373291,970,36.310001373291,2025-09-11
36.3400001525879,36.3499984741211,36.3400001525879,36.3650016784668,3884,36.3650016784668,2025-09-12
36.3699989318848,36.4249992370605,36.2949981689453,36.375,4601,36.375,2025-09-15
36.3699989318848,36.3699989318848,36.1699981689453,36.1100006103516,1540,36.1100006103516,2025-09-16
36.1300010681152,36.1349983215332,36.0999984741211,36.0449981689453,600,36.0449981689453,2025-09-17
36.375,36.5349998474121,36.375,36.5050010681152,97,36.5050010681152,2025-09-18
36.4700012207031,36.5900001525879,36.4700012207031,36.5849990844727,3185,36.5849990844727,2025-09-19
36.7050018310547,36.7050018310547,36.5750007629395,36.7299995422363,1107,36.7299995422363,2025-09-22
36.7050018310547,36.8050003051758,36.7050018310547,36.7400016784668,5129,36.7400016784668,2025-09-23
36.6450004577637,36.7550010681152,36.6300010681152,36.7000007629395,3415,36.7000007629395,2025-09-24
36.5849990844727,36.689998626709,36.4550018310547,36.5999984741211,2346,36.5999984741211,2025-09-25
36.6949996948242,36.7700004577637,36.5900001525879,36.6650009155273,4273,36.6650009155273,2025-09-26
36.8450012207031,36.8899993896484,36.8349990844727,36.7649993896484,1203,36.7649993896484,2025-09-29
36.6650009155273,36.6650009155273,36.6399993896484,36.6949996948242,302,36.6949996948242,2025-09-30
NA,NA,NA,NA,NA,NA,2025-10-01
37.0250015258789,37.1049995422363,37.0149993896484,37.0950012207031,998,37.0950012207031,2025-10-02
